Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Transcriptome analysis of PDGFRα+ cells identifies T-type Ca2+ channel CACNA1G as a new pathological marker for PDGFRα+ cell hyperplasia.","/pubmed/28806761","Ha SE, Lee MY, Kurahashi M, Wei L, Jorgensen BG, Park C, Park PJ, Redelman D, Sasse KC, Becker LS, Sanders KM, Ro S.","PLoS One. 2017 Aug 14;12(8):e0182265. doi: 10.1371/journal.pone.0182265. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28806761","pubmed","28806761","create date:2017/08/15 | first author:Ha SE",
"Molecular mapping and genomics of soybean seed protein: a review and perspective for the future.","/pubmed/28801731","Patil G, Mian R, Vuong T, Pantalone V, Song Q, Chen P, Shannon GJ, Carter TC, Nguyen HT.","Theor Appl Genet. 2017 Aug 11. doi: 10.1007/s00122-017-2955-8. [Epub ahead of print] Review.","Theor Appl Genet.  2017","PubMed","citation","PMID:28801731","pubmed","28801731","create date:2017/08/13 | first author:Patil G",
"Translational Dysregulation in Cancer: Molecular Insights and Potential Clinical Applications in Biomarker Development.","/pubmed/28798901","Vaklavas C, Blume SW, Grizzle WE.","Front Oncol. 2017 Jul 26;7:158. doi: 10.3389/fonc.2017.00158. eCollection 2017. Review.","Front Oncol.  2017","PubMed","citation","PMID:28798901 | PMCID:PMC5526920","pubmed","28798901","create date:2017/08/12 | first author:Vaklavas C",
"Toward Genomics-Based Breeding in C3 Cool-Season Perennial Grasses.","/pubmed/28798766","Talukder SK, Saha MC.","Front Plant Sci. 2017 Jul 26;8:1317. doi: 10.3389/fpls.2017.01317. eCollection 2017. Review.","Front Plant Sci.  2017","PubMed","citation","PMID:28798766 | PMCID:PMC5526908","pubmed","28798766","create date:2017/08/12 | first author:Talukder SK",
"Spheroid growth in ovarian cancer alters transcriptome responses for stress pathways and epigenetic responses.","/pubmed/28793334","Paullin T, Powell C, Menzie C, Hill R, Cheng F, Martyniuk CJ, Westerheide SD.","PLoS One. 2017 Aug 9;12(8):e0182930. doi: 10.1371/journal.pone.0182930. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28793334 | PMCID:PMC5549971","pubmed","28793334","create date:2017/08/10 | first author:Paullin T",
"Host plant driven transcriptome plasticity in the salivary glands of the cabbage looper (Trichoplusia ni).","/pubmed/28792546","Rivera-Vega LJ, Galbraith DA, Grozinger CM, Felton GW.","PLoS One. 2017 Aug 8;12(8):e0182636. doi: 10.1371/journal.pone.0182636. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28792546 | PMCID:PMC5549731","pubmed","28792546","create date:2017/08/10 | first author:Rivera-Vega LJ",
"Transcriptional Profiling Defines Histone Acetylation as a Regulator of Gene Expression during Human-to-Mosquito Transmission of the Malaria Parasite Plasmodium falciparum.","/pubmed/28791254","Ngwa CJ, Kiesow MJ, Papst O, Orchard LM, Filarsky M, Rosinski AN, Voss TS, Llinás M, Pradel G.","Front Cell Infect Microbiol. 2017 Jul 24;7:320. doi: 10.3389/fcimb.2017.00320. eCollection 2017.","Front Cell Infect Microbiol.  2017","PubMed","citation","PMID:28791254 | PMCID:PMC5522858","pubmed","28791254","create date:2017/08/10 | first author:Ngwa CJ",
"The In-Feed Antibiotic Carbadox Induces Phage Gene Transcription in the Swine Gut Microbiome.","/pubmed/28790203","Johnson TA, Looft T, Severin AJ, Bayles DO, Nasko DJ, Wommack KE, Howe A, Allen HK.","MBio. 2017 Aug 8;8(4). pii: e00709-17. doi: 10.1128/mBio.00709-17.","MBio.  2017","PubMed","citation","PMID:28790203 | PMCID:PMC5550749","pubmed","28790203","create date:2017/08/10 | first author:Johnson TA",
"Comparative transcriptomes of adenocarcinomas and squamous cell carcinomas reveal molecular similarities that span classical anatomic boundaries.","/pubmed/28787442","Lin EW, Karakasheva TA, Lee DJ, Lee JS, Long Q, Bass AJ, Wong KK, Rustgi AK.","PLoS Genet. 2017 Aug 7;13(8):e1006938. doi: 10.1371/journal.pgen.1006938. eCollection 2017 Aug.","PLoS Genet.  2017","PubMed","citation","PMID:28787442","pubmed","28787442","create date:2017/08/09 | first author:Lin EW",
"Girardia dorotocephala transcriptome sequence, assembly, and validation through characterization of piwi homologs and stem cell progeny markers.","/pubmed/28774726","Almazan EMP, Lesko SL, Markey MP, Rouhana L.","Dev Biol. 2017 Aug 1. pii: S0012-1606(17)30193-8. doi: 10.1016/j.ydbio.2017.07.022. [Epub ahead of print]","Dev Biol.  2017","PubMed","citation","PMID:28774726","pubmed","28774726","create date:2017/08/05 | first author:Almazan EMP",
"Clinical Applications of the Eosinophilic Esophagitis Diagnostic Panel.","/pubmed/28770203","Wen T, Rothenberg ME.","Front Med (Lausanne). 2017 Jul 14;4:108. doi: 10.3389/fmed.2017.00108. eCollection 2017. Review.","Front Med (Lausanne).  2017","PubMed","citation","PMID:28770203 | PMCID:PMC5509802","pubmed","28770203","create date:2017/08/05 | first author:Wen T",
"Nitric Oxide and Hydrogen Peroxide Mediate Wounding-Induced Freezing Tolerance through Modifications in Photosystem and Antioxidant System in Wheat.","/pubmed/28769973","Si T, Wang X, Wu L, Zhao C, Zhang L, Huang M, Cai J, Zhou Q, Dai T, Zhu JK, Jiang D.","Front Plant Sci. 2017 Jul 19;8:1284. doi: 10.3389/fpls.2017.01284. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769973 | PMCID:PMC5515872","pubmed","28769973","create date:2017/08/05 | first author:Si T",
"Tissue-Specific Floral Transcriptome Analysis of the Sexually Deceptive Orchid Chiloglottis trapeziformis Provides Insights into the Biosynthesis and Regulation of Its Unique UV-B Dependent Floral Volatile, Chiloglottone 1.","/pubmed/28769963","Wong DCJ, Amarasinghe R, Rodriguez-Delgado C, Eyles R, Pichersky E, Peakall R.","Front Plant Sci. 2017 Jul 19;8:1260. doi: 10.3389/fpls.2017.01260. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769963 | PMCID:PMC5515871","pubmed","28769963","create date:2017/08/05 | first author:Wong DCJ",
"Coordinated Regulation of Anthocyanin Biosynthesis Genes Confers Varied Phenotypic and Spatial-Temporal Anthocyanin Accumulation in Radish (Raphanus sativus L.).","/pubmed/28769952","Muleke EM, Fan L, Wang Y, Xu L, Zhu X, Zhang W, Cao Y, Karanja BK, Liu L.","Front Plant Sci. 2017 Jul 19;8:1243. doi: 10.3389/fpls.2017.01243. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769952 | PMCID:PMC5515825","pubmed","28769952","create date:2017/08/05 | first author:Muleke EM",
"Conserved Transcriptional Responses to Nutrient Stress in Bloom-Forming Algae.","/pubmed/28769884","Harke MJ, Juhl AR, Haley ST, Alexander H, Dyhrman ST.","Front Microbiol. 2017 Jul 18;8:1279. doi: 10.3389/fmicb.2017.01279. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28769884 | PMCID:PMC5513979","pubmed","28769884","create date:2017/08/05 | first author:Harke MJ",
"Global assessment of small RNAs reveals a non-coding transcript involved in biofilm formation and attachment in Acinetobacter baumannii ATCC 17978.","/pubmed/28763494","Álvarez-Fraga L, Rumbo-Feal S, Pérez A, Gómez MJ, Gayoso C, Vallejo JA, Ohneck EJ, Valle J, Actis LA, Beceiro A, Bou G, Poza M.","PLoS One. 2017 Aug 1;12(8):e0182084. doi: 10.1371/journal.pone.0182084. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28763494 | PMCID:PMC5538643","pubmed","28763494","create date:2017/08/02 | first author:Álvarez-Fraga L",
"Copper homeostasis networks in the bacterium Pseudomonas aeruginosa.","/pubmed/28760827","Quintana J, Novoa-Aponte L, Argüello JM.","J Biol Chem. 2017 Jul 31. pii: jbc.M117.804492. doi: 10.1074/jbc.M117.804492. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28760827","pubmed","28760827","create date:2017/08/02 | first author:Quintana J",
"Differential regulation of germ line apoptosis and germ cell differentiation by CPEB family members in C. elegans.","/pubmed/28759574","Singh KD, Zheng X, Milstein S, Keller M, Roschitzki B, Grossmann J, Hengartner MO.","PLoS One. 2017 Jul 31;12(7):e0182270. doi: 10.1371/journal.pone.0182270. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28759574 | PMCID:PMC5536308","pubmed","28759574","create date:2017/08/02 | first author:Singh KD",
"Chicken hepatic response to chronic heat stress using integrated transcriptome and metabolome analysis.","/pubmed/28759571","Jastrebski SF, Lamont SJ, Schmidt CJ.","PLoS One. 2017 Jul 31;12(7):e0181900. doi: 10.1371/journal.pone.0181900. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28759571 | PMCID:PMC5536301","pubmed","28759571","create date:2017/08/02 | first author:Jastrebski SF",
"De novo assembly and annotation of the retinal transcriptome for the Nile grass rat (Arvicanthis ansorgei).","/pubmed/28759564","Liu MM, Farkas M, Spinnhirny P, Pevet P, Pierce E, Hicks D, Zack DJ.","PLoS One. 2017 Jul 31;12(7):e0179061. doi: 10.1371/journal.pone.0179061. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28759564 | PMCID:PMC5536302","pubmed","28759564","create date:2017/08/02 | first author:Liu MM",
"Amino acid metabolic signaling influences Aedes aegypti midgut microbiome variability.","/pubmed/28753661","Short SM, Mongodin EF, MacLeod HJ, Talyuli OAC, Dimopoulos G.","PLoS Negl Trop Dis. 2017 Jul 28;11(7):e0005677. doi: 10.1371/journal.pntd.0005677. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28753661 | PMCID:PMC5549995","pubmed","28753661","create date:2017/07/29 | first author:Short SM",
"Biosynthesis of Diterpenoids in Tripterygium Adventitious Root Cultures.","/pubmed/28751314","Inabuy F, Fischedick JT, Lange I, Hartmann M, Srividya N, Parrish AN, Xu M, Peters RJ, Lange BM.","Plant Physiol. 2017 Jul 27. pii: pp.00659.2017. doi: 10.1104/pp.17.00659. [Epub ahead of print]","Plant Physiol.  2017","PubMed","citation","PMID:28751314","pubmed","28751314","create date:2017/07/29 | first author:Inabuy F",
"Advantages of RNA-seq Compared to RNA Microarrays for Transcriptome Profiling of Anterior Cruciate Ligament Tears.","/pubmed/28749036","Rai MF, Tycksen ED, Sandell LJ, Brophy RH.","J Orthop Res. 2017 Jul 27. doi: 10.1002/jor.23661. [Epub ahead of print]","J Orthop Res.  2017","PubMed","citation","PMID:28749036","pubmed","28749036","create date:2017/07/28 | first author:Rai MF",
"High resolution molecular and histological analysis of renal disease progression in ZSF1 fa/faCP rats, a model of type 2 diabetic nephropathy.","/pubmed/28746409","Dower K, Zhao S, Schlerman FJ, Savary L, Campanholle G, Johnson BG, Xi L, Nguyen V, Zhan Y, Lech MP, Wang J, Nie Q, Karsdal MA, Genovese F, Boucher G, Brown TP, Zhang B, Homer BL, Martinez RV.","PLoS One. 2017 Jul 26;12(7):e0181861. doi: 10.1371/journal.pone.0181861. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28746409 | PMCID:PMC5529026","pubmed","28746409","create date:2017/07/27 | first author:Dower K",
"Distinct roles of the 7-transmembrane receptor protein Rta3 in regulating the asymmetric distribution of phosphatidylcholine across the plasma membrane and biofilm formation in Candida albicans.","/pubmed/28745020","Srivastava A, Sircaik S, Husain F, Thomas E, Ror S, Rastogi S, Alim D, Bapat P, Andes DR, Nobile CJ, Panwar SL.","Cell Microbiol. 2017 Jul 25. doi: 10.1111/cmi.12767. [Epub ahead of print]","Cell Microbiol.  2017","PubMed","citation","PMID:28745020","pubmed","28745020","create date:2017/07/27 | first author:Srivastava A",
"Corrigendum: Transcriptomic Analysis in Strawberry Fruits Reveals Active Auxin Biosynthesis and Signaling in the Ripe Receptacle.","/pubmed/28744303","Estrada-Johnson E, Csukasi F, Pizarro CM, Vallarino JG, Kiryakova Y, Vioque A, Merchante C, Brumos J, Medina-Escobar N, Botella MA, Alonso JM, Fernie AR, Sánchez-Sevilla JF, Osorio S, Valpuesta V.","Front Plant Sci. 2017 Jul 24;8:1305. doi: 10.3389/fpls.2017.01305. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28744303 | PMCID:PMC5522832","pubmed","28744303","create date:2017/07/27 | first author:Estrada-Johnson E",
"Systematic tissue-specific functional annotation of the human genome highlights immune-related DNA elements for late-onset Alzheimer's disease.","/pubmed/28742084","Lu Q, Powles RL, Abdallah S, Ou D, Wang Q, Hu Y, Lu Y, Liu W, Li B, Mukherjee S, Crane PK, Zhao H.","PLoS Genet. 2017 Jul 24;13(7):e1006933. doi: 10.1371/journal.pgen.1006933. eCollection 2017 Jul.","PLoS Genet.  2017","PubMed","citation","PMID:28742084 | PMCID:PMC5546707","pubmed","28742084","create date:2017/07/26 | first author:Lu Q",
"Sustained O-GlcNAcylation reprograms mitochondrial function to regulate energy metabolism.","/pubmed/28739801","Tan EP, McGreal SR, Graw S, Tessman R, Koppel SJ, Dhakal P, Zhang Z, Machacek M, Zachara NE, Koestler DC, Peterson KR, Thyfault JP, Swerdlow RH, Krishnamurthy P, DiTacchio L, Apte U, Slawson C.","J Biol Chem. 2017 Jul 24. pii: jbc.M117.797944. doi: 10.1074/jbc.M117.797944. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28739801","pubmed","28739801","create date:2017/07/26 | first author:Tan EP",
"Pattern of gene expression in different stages of schizophrenia: Down-regulation of NPTX2 gene revealed by a meta-analysis of microarray datasets.","/pubmed/28732597","Manchia M, Piras IS, Huentelman MJ, Pinna F, Zai CC, Kennedy JL, Carpiniello B.","Eur Neuropsychopharmacol. 2017 Jul 18. pii: S0924-977X(17)30429-7. doi: 10.1016/j.euroneuro.2017.07.002. [Epub ahead of print]","Eur Neuropsychopharmacol.  2017","PubMed","citation","PMID:28732597","pubmed","28732597","create date:2017/07/25 | first author:Manchia M",
"An integrative genomics approach identifies novel pathways that influence candidaemia susceptibility.","/pubmed/28727728","Matzaraki V, Gresnigt MS, Jaeger M, Ricaño-Ponce I, Johnson MD, Oosting M, Franke L, Withoff S, Perfect JR, Joosten LAB, Kullberg BJ, van de Veerdonk FL, Jonkers I, Li Y, Wijmenga C, Netea MG, Kumar V.","PLoS One. 2017 Jul 20;12(7):e0180824. doi: 10.1371/journal.pone.0180824. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28727728 | PMCID:PMC5519064","pubmed","28727728","create date:2017/07/21 | first author:Matzaraki V",
"Transcriptome-Wide Identification of Differentially Expressed Genes in Solanum lycopersicon L. in Response to an Alfalfa-Protein Hydrolysate Using Microarrays.","/pubmed/28725232","Ertani A, Schiavon M, Nardi S.","Front Plant Sci. 2017 Jul 5;8:1159. doi: 10.3389/fpls.2017.01159. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28725232 | PMCID:PMC5496959","pubmed","28725232","create date:2017/07/21 | first author:Ertani A",
"Strain specific effects of low level lead exposure on associative learning and memory in rats.","/pubmed/28720388","Verma M, Schneider JS.","Neurotoxicology. 2017 Jul 16;62:186-191. doi: 10.1016/j.neuro.2017.07.006. [Epub ahead of print]","Neurotoxicology.  2017","PubMed","citation","PMID:28720388","pubmed","28720388","create date:2017/07/20 | first author:Verma M",
"Sequence-specific DNA binding by MYC/MAX to low-affinity non-E-box motifs.","/pubmed/28719624","Allevato M, Bolotin E, Grossman M, Mane-Padros D, Sladek FM, Martinez E.","PLoS One. 2017 Jul 18;12(7):e0180147. doi: 10.1371/journal.pone.0180147. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28719624 | PMCID:PMC5515408","pubmed","28719624","create date:2017/07/19 | first author:Allevato M",
"CLIC, a tool for expanding biological pathways based on co-expression across thousands of datasets.","/pubmed/28719601","Li Y, Jourdain AA, Calvo SE, Liu JS, Mootha VK.","PLoS Comput Biol. 2017 Jul 18;13(7):e1005653. doi: 10.1371/journal.pcbi.1005653. eCollection 2017 Jul.","PLoS Comput Biol.  2017","PubMed","citation","PMID:28719601 | PMCID:PMC5546725","pubmed","28719601","create date:2017/07/19 | first author:Li Y",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Biorhizome: A Biosynthetic Platform for Colchicine Biomanufacturing.","/pubmed/28713407","Sivakumar G, Alba K, Phillips GC.","Front Plant Sci. 2017 Jun 30;8:1137. doi: 10.3389/fpls.2017.01137. eCollection 2017. Review.","Front Plant Sci.  2017","PubMed","citation","PMID:28713407 | PMCID:PMC5491623","pubmed","28713407","create date:2017/07/18 | first author:Sivakumar G",
"Perinatal exposure to 2,2',4'4' -Tetrabromodiphenyl ether induces testicular toxicity in adult rats.","/pubmed/28712647","Khalil A, Parker M, Brown SE, Cevik SE, Guo LW, Jensen J, Olmsted A, Portman D, Wu H, Suvorov A.","Toxicology. 2017 Jul 13;389:21-30. doi: 10.1016/j.tox.2017.07.006. [Epub ahead of print]","Toxicology.  2017","PubMed","citation","PMID:28712647","pubmed","28712647","create date:2017/07/18 | first author:Khalil A",
"Evaluation of estrogen receptor alpha activation by glyphosate-based herbicide constituents.","/pubmed/28711546","Mesnage R, Phedonos A, Biserni M, Arno M, Balu S, Corton JC, Ugarte R, Antoniou MN.","Food Chem Toxicol. 2017 Jul 12;108(Pt A):30-42. doi: 10.1016/j.fct.2017.07.025. [Epub ahead of print]","Food Chem Toxicol.  2017","PubMed","citation","PMID:28711546","pubmed","28711546","create date:2017/07/18 | first author:Mesnage R",
"Genome-wide identification of 52 cytochrome P450 (CYP) genes in the copepod Tigriopus japonicus and their B[α]P-induced expression patterns.","/pubmed/28709111","Han J, Kim DH, Kim HS, Nelson DR, Lee JS.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Sep;23:49-57. doi: 10.1016/j.cbd.2017.06.002. Epub 2017 Jul 6.","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28709111","pubmed","28709111","create date:2017/07/15 | first author:Han J",
"Comparative transcriptome analysis of flower heterosis in two soybean F1 hybrids by RNA-seq.","/pubmed/28708857","Zhang C, Lin C, Fu F, Zhong X, Peng B, Yan H, Zhang J, Zhang W, Wang P, Ding X, Zhang W, Zhao L.","PLoS One. 2017 Jul 14;12(7):e0181061. doi: 10.1371/journal.pone.0181061. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28708857 | PMCID:PMC5510844","pubmed","28708857","create date:2017/07/15 | first author:Zhang C",
"Tumor Necrosis Factor dynamically regulates the mRNA stabilome in rheumatoid arthritis fibroblast-like synoviocytes.","/pubmed/28708839","Loupasakis K, Kuo D, Sokhi UK, Sohn C, Syracuse B, Giannopoulou EG, Park SH, Kang H, Rätsch G, Ivashkiv LB, Kalliolias GD.","PLoS One. 2017 Jul 14;12(7):e0179762. doi: 10.1371/journal.pone.0179762. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28708839 | PMCID:PMC5510804","pubmed","28708839","create date:2017/07/15 | first author:Loupasakis K",
"Rapid recovery gene downregulation during excess-light stress and recovery in Arabidopsis.","/pubmed/28705956","Crisp PA, Ganguly D, Smith AB, Murray KD, Estavillo GM, Searle IR, Ford E, Bogdanović O, Lister R, Borevitz JO, Eichten SR, Pogson BJ.","Plant Cell. 2017 Jul 13. pii: tpc.00828.2016. doi: 10.1105/tpc.16.00828. [Epub ahead of print]","Plant Cell.  2017","PubMed","citation","PMID:28705956","pubmed","28705956","create date:2017/07/15 | first author:Crisp PA",
"Phenotypic, chemical and functional characterization of cyclic nucleotide phosphodiesterase 4 (PDE4) as a potential anthelmintic drug target.","/pubmed/28704396","Long T, Rojo-Arreola L, Shi D, El-Sakkary N, Jarnagin K, Rock F, Meewan M, Rascón AA Jr, Lin L, Cunningham KA, Lemieux GA, Podust L, Abagyan R, Ashrafi K, McKerrow JH, Caffrey CR.","PLoS Negl Trop Dis. 2017 Jul 13;11(7):e0005680. doi: 10.1371/journal.pntd.0005680. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28704396 | PMCID:PMC5526615","pubmed","28704396","create date:2017/07/14 | first author:Long T",
