Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Acid-stress-induced changes in enterohaemorrhagic Escherichia coli O157 : H7 virulence.","/pubmed/19497950","House B, Kus JV, Prayitno N, Mair R, Que L, Chingcuanco F, Gannon V, Cvitkovitch DG, Barnett Foster D.","Microbiology. 2009 Sep;155(Pt 9):2907-18. doi: 10.1099/mic.0.025171-0. Epub 2009 Jun 4.","Microbiology.  2009","PubMed","citation","PMID:19497950","pubmed","19497950","create date:2009/06/06 | first author:House B",
"Actinobacillus pleuropneumoniae genes expression in biofilms cultured under static conditions and in a drip-flow apparatus.","/pubmed/23725589","Tremblay YD, Deslandes V, Jacques M.","BMC Genomics. 2013 May 31;14:364. doi: 10.1186/1471-2164-14-364.","BMC Genomics.  2013","PubMed","citation","PMID:23725589 | PMCID:PMC3671958","pubmed","23725589","create date:2013/06/04 | first author:Tremblay YD",
"Activation of pro-survival CaMK4β/CREB and pro-death MST1 signaling at early and late times during a mouse model of prion disease.","/pubmed/25183307","Shott RH, Majer A, Frost KL, Booth SA, Schang LM.","Virol J. 2014 Sep 2;11:160. doi: 10.1186/1743-422X-11-160.","Virol J.  2014","PubMed","citation","PMID:25183307 | PMCID:PMC4168054","pubmed","25183307","create date:2014/09/04 | first author:Shott RH",
"Acute effects of focused ultrasound-induced increases in blood-brain barrier permeability on rat microvascular transcriptome.","/pubmed/28374753","McMahon D, Bendayan R, Hynynen K.","Sci Rep. 2017 Apr 4;7:45657. doi: 10.1038/srep45657.","Sci Rep.  2017","PubMed","citation","PMID:28374753 | PMCID:PMC5379491","pubmed","28374753","create date:2017/04/05 | first author:McMahon D",
"Acute molecular mechanisms responsive to feeding and meal constitution in mesenteric adipose tissue.","/pubmed/20111028","Bolduc C, Yoshioka M, St-Amand J.","Obesity (Silver Spring). 2010 Feb;18(2):410-3. doi: 10.1038/oby.2009.257. Epub 2009 Aug 20.","Obesity (Silver Spring).  2010","PubMed","citation","PMID:20111028","pubmed","20111028","create date:2010/01/30 | first author:Bolduc C",
"Acute organ injury is associated with alterations in the cell-free plasma transcriptome.","/pubmed/26266904","Boyd JH, McConechy M, Walley KR.","Intensive Care Med Exp. 2014 Dec;2(1):7. doi: 10.1186/2197-425X-2-7. Epub 2014 Feb 21.","Intensive Care Med Exp.  2014","PubMed","citation","PMID:26266904 | PMCID:PMC4513035","pubmed","26266904","create date:2015/08/13 | first author:Boyd JH",
"Acyl-lipid thioesterase1-4 from Arabidopsis thaliana form a novel family of fatty acyl-acyl carrier protein thioesterases with divergent expression patterns and substrate specificities.","/pubmed/24214063","Pulsifer IP, Lowe C, Narayaran SA, Busuttil AS, Vishwanath SJ, Domergue F, Rowland O.","Plant Mol Biol. 2014 Mar;84(4-5):549-63. doi: 10.1007/s11103-013-0151-z. Epub 2013 Nov 10.","Plant Mol Biol.  2014","PubMed","citation","PMID:24214063","pubmed","24214063","create date:2013/11/12 | first author:Pulsifer IP",
"Adaptation of a polyphagous herbivore to a novel host plant extensively shapes the transcriptome of herbivore and host.","/pubmed/26211543","Wybouw N, Zhurov V, Martel C, Bruinsma KA, Hendrickx F, Grbić V, Van Leeuwen T.","Mol Ecol. 2015 Sep;24(18):4647-63. doi: 10.1111/mec.13330. Epub 2015 Sep 3.","Mol Ecol.  2015","PubMed","citation","PMID:26211543","pubmed","26211543","create date:2015/07/28 | first author:Wybouw N",
"Adaptations to High Salt in a Halophilic Protist: Differential Expression and Gene Acquisitions through Duplications and Gene Transfers.","/pubmed/28611746","Harding T, Roger AJ, Simpson AGB.","Front Microbiol. 2017 May 29;8:944. doi: 10.3389/fmicb.2017.00944. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28611746 | PMCID:PMC5447177","pubmed","28611746","create date:2017/06/15 | first author:Harding T",
"Adaptive phenotypic response to climate enabled by epigenetics in a K-strategy species, the fish Leucoraja ocellata (Rajidae).","/pubmed/27853546","Lighten J, Incarnato D, Ward BJ, van Oosterhout C, Bradbury I, Hanson M, Bentzen P.","R Soc Open Sci. 2016 Oct 26;3(10):160299. eCollection 2016 Oct.","R Soc Open Sci.  2016","PubMed","citation","PMID:27853546 | PMCID:PMC5098971","pubmed","27853546","create date:2016/11/18 | first author:Lighten J",
"Adherence and associated virulence gene expression in acid-treated Escherichia coli O157 : H7 in vitro and in ligated pig intestine.","/pubmed/22301912","Yin X, Feng Y, Lu Y, Chambers JR, Gong J, Gyles CL.","Microbiology. 2012 Apr;158(Pt 4):1084-93. doi: 10.1099/mic.0.056101-0. Epub 2012 Feb 2.","Microbiology.  2012","PubMed","citation","PMID:22301912","pubmed","22301912","create date:2012/02/04 | first author:Yin X",
"Adipogenic transcriptome profiling using high throughput technologies.","/pubmed/25031652","Basu U, Romao JM, Guan le L.","J Genomics. 2013 Nov 1;1:22-8. doi: 10.7150/jgen.3781. eCollection 2013. Review.","J Genomics.  2013","PubMed","citation","PMID:25031652 | PMCID:PMC4091434","pubmed","25031652","create date:2013/01/01 | first author:Basu U",
"Adipose tissue transcriptome by serial analysis of gene expression.","/pubmed/15166294","Bolduc C, Larose M, Lafond N, Yoshioka M, Rodrigue MA, Morissette J, Labrie C, Raymond V, St-Amand J.","Obes Res. 2004 May;12(5):750-7.","Obes Res.  2004","PubMed","citation","PMID:15166294","pubmed","15166294","create date:2004/05/29 | first author:Bolduc C",
"Adjustments of lipid pathways in plant adaptation to temperature stress.","/pubmed/26734889","Li Q, Shen W, Zheng Q, Fowler DB, Zou J.","Plant Signal Behav. 2016;11(1):e1058461. doi: 10.1080/15592324.2015.1058461.","Plant Signal Behav.  2016","PubMed","citation","PMID:26734889 | PMCID:PMC4871642","pubmed","26734889","create date:2016/01/07 | first author:Li Q",
"Advances in Exercise, Fitness, and Performance Genomics in 2015.","/pubmed/27183119","Sarzynski MA, Loos RJ, Lucia A, Pérusse L, Roth SM, Wolfarth B, Rankinen T, Bouchard C.","Med Sci Sports Exerc. 2016 Oct;48(10):1906-16. doi: 10.1249/MSS.0000000000000982. Review.","Med Sci Sports Exerc.  2016","PubMed","citation","PMID:27183119","pubmed","27183119","create date:2016/05/18 | first author:Sarzynski MA",
"Advances in sarcoma diagnostics and treatment.","/pubmed/27732970","Dancsok AR, Asleh-Aburaya K, Nielsen TO.","Oncotarget. 2017 Jan 24;8(4):7068-7093. doi: 10.18632/oncotarget.12548. Review.","Oncotarget.  2017","PubMed","citation","PMID:27732970 | PMCID:PMC5351692","pubmed","27732970","create date:2016/10/13 | first author:Dancsok AR",
"After the genome--the phenome?","/pubmed/15190190","Scriver CR.","J Inherit Metab Dis. 2004;27(3):305-17. Review.","J Inherit Metab Dis.  2004","PubMed","citation","PMID:15190190","pubmed","15190190","create date:2004/06/11 | first author:Scriver CR",
"The Agassiz's desert tortoise genome provides a resource for the conservation of a threatened species.","/pubmed/28562605","Tollis M, DeNardo DF, Cornelius JA, Dolby GA, Edwards T, Henen BT, Karl AE, Murphy RW, Kusumi K.","PLoS One. 2017 May 31;12(5):e0177708. doi: 10.1371/journal.pone.0177708. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28562605 | PMCID:PMC5451010","pubmed","28562605","create date:2017/06/01 | first author:Tollis M",
"Age-Dependent Susceptibility to Enteropathogenic Escherichia coli (EPEC) Infection in Mice.","/pubmed/27159323","Dupont A, Sommer F, Zhang K, Repnik U, Basic M, Bleich A, Kühnel M, Bäckhed F, Litvak Y, Fulde M, Rosenshine I, Hornef MW.","PLoS Pathog. 2016 May 9;12(5):e1005616. doi: 10.1371/journal.ppat.1005616. eCollection 2016 May.","PLoS Pathog.  2016","PubMed","citation","PMID:27159323 | PMCID:PMC4861285","pubmed","27159323","create date:2016/05/10 | first author:Dupont A",
"Age-Related Gene Expression in the Frontal Cortex Suggests Synaptic Function Changes in Specific Inhibitory Neuron Subtypes.","/pubmed/28611654","French L, Ma T, Oh H, Tseng GC, Sibille E.","Front Aging Neurosci. 2017 May 29;9:162. doi: 10.3389/fnagi.2017.00162. eCollection 2017.","Front Aging Neurosci.  2017","PubMed","citation","PMID:28611654 | PMCID:PMC5446995","pubmed","28611654","create date:2017/06/15 | first author:French L",
"Aging and diets regulate the rat anterior pituitary and hypothalamic transcriptome.","/pubmed/22538389","Bédard K, Bédard J, Rocheleau G, Ferland G, Gaudreau P.","Neuroendocrinology. 2013;97(2):146-59. doi: 10.1159/000338411. Epub 2012 Oct 12.","Neuroendocrinology.  2013","PubMed","citation","PMID:22538389","pubmed","22538389","create date:2012/04/28 | first author:Bédard K",
"Airway Mucosal Host Defense is Key to Genomic Regulation of Cystic Fibrosis Lung Disease Severity.","/pubmed/28853905","Polineni D, Dang H, Gallins PJ, Jones LC, Pace RG, Stonebraker JR, Commander LA, Krenicky JE, Zhou YH, Corvol H, Cutting GR, Drumm ML, Strug LJ, Boyle MP, Durie PR, Chmiel JF, Zou F, Wright FA, O'Neal WK, Knowles MR.","Am J Respir Crit Care Med. 2017 Aug 30. doi: 10.1164/rccm.201701-0134OC. [Epub ahead of print]","Am J Respir Crit Care Med.  2017","PubMed","citation","PMID:28853905","pubmed","28853905","create date:2017/08/31 | first author:Polineni D",
"Algal genomes reveal evolutionary mosaicism and the fate of nucleomorphs.","/pubmed/23201678","Curtis BA, Tanifuji G, Burki F, Gruber A, Irimia M, Maruyama S, Arias MC, Ball SG, Gile GH, Hirakawa Y, Hopkins JF, Kuo A, Rensing SA, Schmutz J, Symeonidi A, Elias M, Eveleigh RJ, Herman EK, Klute MJ, Nakayama T, Oborník M, Reyes-Prieto A, et al.","Nature. 2012 Dec 6;492(7427):59-65. doi: 10.1038/nature11681. Epub 2012 Nov 28.","Nature.  2012","PubMed","citation","PMID:23201678","pubmed","23201678","create date:2012/12/04 | first author:Curtis BA",
"Allele identification for transcriptome-based population genomics in the invasive plant Centaurea solstitialis.","/pubmed/23390612","Dlugosch KM, Lai Z, Bonin A, Hierro J, Rieseberg LH.","G3 (Bethesda). 2013 Feb;3(2):359-67. doi: 10.1534/g3.112.003871. Epub 2013 Feb 1.","G3 (Bethesda).  2013","PubMed","citation","PMID:23390612 | PMCID:PMC3564996","pubmed","23390612","create date:2013/02/08 | first author:Dlugosch KM",
"Allelic transcripts dosage effect in morphologically normal ovarian cells from heterozygous carriers of a BRCA1/2 French Canadian founder mutation.","/pubmed/22401979","Abd-Rabbo D, Abaji C, Cardin GB, Filali-Mouhim A, Arous C, Portelance L, Escobar E, Cloutier S, Tonin PN, Provencher DM, Mes-Masson AM, Maugard CM.","Cancer Prev Res (Phila). 2012 May;5(5):765-77. doi: 10.1158/1940-6207.CAPR-11-0547. Epub 2012 Mar 8.","Cancer Prev Res (Phila).  2012","PubMed","citation","PMID:22401979","pubmed","22401979","create date:2012/03/10 | first author:Abd-Rabbo D",
"Alteration of human blood cell transcriptome in uremia.","/pubmed/23809614","Scherer A, Günther OP, Balshaw RF, Hollander Z, Wilson-McManus J, Ng R, McMaster WR, McManus BM, Keown PA.","BMC Med Genomics. 2013 Jun 28;6:23. doi: 10.1186/1755-8794-6-23.","BMC Med Genomics.  2013","PubMed","citation","PMID:23809614 | PMCID:PMC3706221","pubmed","23809614","create date:2013/07/03 | first author:Scherer A",
"Alteration of the bZIP60/IRE1 pathway affects plant response to ER stress in Arabidopsis thaliana.","/pubmed/22701744","Humbert S, Zhong S, Deng Y, Howell SH, Rothstein SJ.","PLoS One. 2012;7(6):e39023. doi: 10.1371/journal.pone.0039023. Epub 2012 Jun 12.","PLoS One.  2012","PubMed","citation","PMID:22701744 | PMCID:PMC3373542","pubmed","22701744","create date:2012/06/16 | first author:Humbert S",
"Alteration of the platelet transcriptome in chronic kidney disease.","/pubmed/22836280","Plé H, Maltais M, Corduan A, Rousseau G, Madore F, Provost P.","Thromb Haemost. 2012 Oct;108(4):605-15. Epub 2012 Jul 26.","Thromb Haemost.  2012","PubMed","citation","PMID:22836280 | PMCID:PMC3557501","pubmed","22836280","create date:2012/07/28 | first author:Plé H",
"Alterations in leukocyte transcriptional control pathway activity associated with major depressive disorder and antidepressant treatment.","/pubmed/27219347","Mellon SH, Wolkowitz OM, Schonemann MD, Epel ES, Rosser R, Burke HB, Mahan L, Reus VI, Stamatiou D, Liew CC, Cole SW.","Transl Psychiatry. 2016 May 24;6:e821. doi: 10.1038/tp.2016.79.","Transl Psychiatry.  2016","PubMed","citation","PMID:27219347","pubmed","27219347","create date:2016/05/25 | first author:Mellon SH",
"Altered IFN-γ-mediated immunity and transcriptional expression patterns in N-Ethyl-N-nitrosourea-induced STAT4 mutants confer susceptibility to acute typhoid-like disease.","/pubmed/24285835","Eva MM, Yuki KE, Dauphinee SM, Schwartzentruber JA, Pyzik M, Paquet M, Lathrop M, Majewski J, Vidal SM, Malo D.","J Immunol. 2014 Jan 1;192(1):259-70. doi: 10.4049/jimmunol.1301370. Epub 2013 Nov 27.","J Immunol.  2014","PubMed","citation","PMID:24285835","pubmed","24285835","create date:2013/11/29 | first author:Eva MM",
"Altered microRNA expression and pre-mRNA splicing events reveal new mechanisms associated with early stage Mycobacterium avium subspecies paratuberculosis infection.","/pubmed/27102525","Liang G, Malmuthuge N, Guan Y, Ren Y, Griebel PJ, Guan le L.","Sci Rep. 2016 Apr 22;6:24964. doi: 10.1038/srep24964.","Sci Rep.  2016","PubMed","citation","PMID:27102525 | PMCID:PMC4840452","pubmed","27102525","create date:2016/04/23 | first author:Liang G",
"Altered Organization of GABA(A) Receptor mRNA Expression in the Depressed Suicide Brain.","/pubmed/20407580","Poulter MO, Du L, Zhurov V, Palkovits M, Faludi G, Merali Z, Anisman H.","Front Mol Neurosci. 2010 Mar 29;3:3. doi: 10.3389/neuro.02.003.2010. eCollection 2010.","Front Mol Neurosci.  2010","PubMed","citation","PMID:20407580 | PMCID:PMC2854532","pubmed","20407580","create date:2010/04/22 | first author:Poulter MO",
"Altering carbon allocation in hybrid poplar (Populus alba × grandidentata) impacts cell wall growth and development.","/pubmed/27998032","Unda F, Kim H, Hefer C, Ralph J, Mansfield SD.","Plant Biotechnol J. 2017 Jul;15(7):865-878. doi: 10.1111/pbi.12682. Epub 2017 Mar 4.","Plant Biotechnol J.  2017","PubMed","citation","PMID:27998032 | PMCID:PMC5466441","pubmed","27998032","create date:2016/12/21 | first author:Unda F",
"Alternative splicing of TAF6: downstream transcriptome impacts and upstream RNA splice control elements.","/pubmed/25025302","Kamtchueng C, Stébenne MÉ, Delannoy A, Wilhelm E, Léger H, Benecke AG, Bell B.","PLoS One. 2014 Jul 15;9(7):e102399. doi: 10.1371/journal.pone.0102399. eCollection 2014.","PLoS One.  2014","PubMed","citation","PMID:25025302 | PMCID:PMC4099370","pubmed","25025302","create date:2014/07/16 | first author:Kamtchueng C",
"Alu repeats as transcriptional regulatory platforms in macrophage responses to M. tuberculosis infection.","/pubmed/27604870","Bouttier M, Laperriere D, Memari B, Mangiapane J, Fiore A, Mitchell E, Verway M, Behr MA, Sladek R, Barreiro LB, Mader S, White JH.","Nucleic Acids Res. 2016 Dec 15;44(22):10571-10587. Epub 2016 Sep 6.","Nucleic Acids Res.  2016","PubMed","citation","PMID:27604870 | PMCID:PMC5159539","pubmed","27604870","create date:2016/09/09 | first author:Bouttier M",
"Amalga-like virus infecting Antonospora locustae, a microsporidian pathogen of grasshoppers, plus related viruses associated with other arthropods.","/pubmed/28267607","Pyle JD, Keeling PJ, Nibert ML.","Virus Res. 2017 Apr 2;233:95-104. doi: 10.1016/j.virusres.2017.02.015. Epub 2017 Mar 4.","Virus Res.  2017","PubMed","citation","PMID:28267607 | PMCID:PMC5489755","pubmed","28267607","create date:2017/03/08 | first author:Pyle JD",
"Analyses of effects of α-cembratrien-diol on cell morphology and transcriptome of Valsa mali var. mali.","/pubmed/27507455","Yan N, Du Y, Liu X, Zhang H, Liu Y, Shi J, Xue SJ, Zhang Z.","Food Chem. 2017 Jan 1;214:110-8. doi: 10.1016/j.foodchem.2016.07.082. Epub 2016 Jul 12.","Food Chem.  2017","PubMed","citation","PMID:27507455","pubmed","27507455","create date:2016/08/11 | first author:Yan N",
"Analysis of 4,664 high-quality sequence-finished poplar full-length cDNA clones and their utility for the discovery of genes responding to insect feeding.","/pubmed/18230180","Ralph SG, Chun HJ, Cooper D, Kirkpatrick R, Kolosova N, Gunter L, Tuskan GA, Douglas CJ, Holt RA, Jones SJ, Marra MA, Bohlmann J.","BMC Genomics. 2008 Jan 29;9:57. doi: 10.1186/1471-2164-9-57.","BMC Genomics.  2008","PubMed","citation","PMID:18230180 | PMCID:PMC2270264","pubmed","18230180","create date:2008/01/31 | first author:Ralph SG",
"Analysis of disease-associated protein expression using quantitative proteomics—fibulin-5 is expressed in association with hepatic fibrosis.","/pubmed/25807371","Bracht T, Schweinsberg V, Trippler M, Kohl M, Ahrens M, Padden J, Naboulsi W, Barkovits K, Megger DA, Eisenacher M, Borchers CH, Schlaak JF, Hoffmann AC, Weber F, Baba HA, Meyer HE, Sitek B.","J Proteome Res. 2015 May 1;14(5):2278-86. doi: 10.1021/acs.jproteome.5b00053. Epub 2015 Apr 6.","J Proteome Res.  2015","PubMed","citation","PMID:25807371","pubmed","25807371","create date:2015/03/26 | first author:Bracht T",
"Analysis of expressed sequence tags in Brassica napus cotyledons damaged by crucifer flea beetle feeding.","/pubmed/22276855","Gruber M, Wu L, Links M, Gjetvaj B, Durkin J, Lewis C, Sharpe A, Lydiate D, Hegedus D.","Genome. 2012 Feb;55(2):118-33. doi: 10.1139/G11-083. Epub 2012 Jan 25.","Genome.  2012","PubMed","citation","PMID:22276855","pubmed","22276855","create date:2012/01/27 | first author:Gruber M",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Analysis of gene expression in Homarus americanus larvae exposed to sublethal concentrations of endosulfan during metamorphosis.","/pubmed/24041715","Bauer M, Greenwood SJ, Clark KF, Jackman P, Fairchild W.","Comp Biochem Physiol Part D Genomics Proteomics. 2013 Dec;8(4):300-8. doi: 10.1016/j.cbd.2013.07.002. Epub 2013 Jul 29.","Comp Biochem Physiol Part D Genomics Proteomics.  2013","PubMed","citation","PMID:24041715","pubmed","24041715","create date:2013/09/18 | first author:Bauer M",
"Analysis of Normal Human Mammary Epigenomes Reveals Cell-Specific Active Enhancer States and Associated Transcription Factor Networks.","/pubmed/27851968","Pellacani D, Bilenky M, Kannan N, Heravi-Moussavi A, Knapp DJ, Gakkhar S, Moksa M, Carles A, Moore R, Mungall AJ, Marra MA, Jones SJ, Aparicio S, Hirst M, Eaves CJ.","Cell Rep. 2016 Nov 15;17(8):2060-2074. doi: 10.1016/j.celrep.2016.10.058.","Cell Rep.  2016","PubMed","citation","PMID:27851968","pubmed","27851968","create date:2016/11/17 | first author:Pellacani D",
"Analysis of the genome and transcriptome of Cryptococcus neoformans var. grubii reveals complex RNA expression and microevolution leading to virulence attenuation.","/pubmed/24743168","Janbon G, Ormerod KL, Paulet D, Byrnes EJ 3rd, Yadav V, Chatterjee G, Mullapudi N, Hon CC, Billmyre RB, Brunel F, Bahn YS, Chen W, Chen Y, Chow EW, Coppée JY, Floyd-Averette A, Gaillardin C, Gerik KJ, Goldberg J, Gonzalez-Hilarion S, Gujja S, Hamlin JL, et al.","PLoS Genet. 2014 Apr 17;10(4):e1004261. doi: 10.1371/journal.pgen.1004261. eCollection 2014 Apr.","PLoS Genet.  2014","PubMed","citation","PMID:24743168 | PMCID:PMC3990503","pubmed","24743168","create date:2014/04/20 | first author:Janbon G",
"An analysis of the myocardial transcriptome in a mouse model of cardiac dysfunction with decreased cholinergic neurotransmission.","/pubmed/22768193","Roy A, Lara A, Guimarães D, Pires R, Gomes ER, Carter DE, Gomez MV, Guatimosim S, Prado VF, Prado MA, Gros R.","PLoS One. 2012;7(6):e39997. doi: 10.1371/journal.pone.0039997. Epub 2012 Jun 29.","PLoS One.  2012","PubMed","citation","PMID:22768193 | PMCID:PMC3386908","pubmed","22768193","create date:2012/07/07 | first author:Roy A",
"Analysis of the Phlebiopsis gigantea genome, transcriptome and secretome provides insight into its pioneer colonization strategies of wood.","/pubmed/25474575","Hori C, Ishida T, Igarashi K, Samejima M, Suzuki H, Master E, Ferreira P, Ruiz-Dueñas FJ, Held B, Canessa P, Larrondo LF, Schmoll M, Druzhinina IS, Kubicek CP, Gaskell JA, Kersten P, St John F, Glasner J, Sabat G, Splinter BonDurant S, Syed K, Yadav J, et al.","PLoS Genet. 2014 Dec 4;10(12):e1004759. doi: 10.1371/journal.pgen.1004759. eCollection 2014 Dec.","PLoS Genet.  2014","PubMed","citation","PMID:25474575 | PMCID:PMC4256170","pubmed","25474575","create date:2014/12/05 | first author:Hori C",
"Analysis of the prostate cancer cell line LNCaP transcriptome using a sequencing-by-synthesis approach.","/pubmed/17010196","Bainbridge MN, Warren RL, Hirst M, Romanuik T, Zeng T, Go A, Delaney A, Griffith M, Hickenbotham M, Magrini V, Mardis ER, Sadar MD, Siddiqui AS, Marra MA, Jones SJ.","BMC Genomics. 2006 Sep 29;7:246.","BMC Genomics.  2006","PubMed","citation","PMID:17010196 | PMCID:PMC1592491","pubmed","17010196","create date:2006/10/03 | first author:Bainbridge MN",
"Analysis of the transcriptome and immune function of monocytes during IFNα-based therapy in chronic HCV revealed induction of TLR7 responsiveness.","/pubmed/25014880","Hou J, Groothuismink ZM, Koning L, Roomer R, van IJcken WF, Kreefft K, Liu BS, Janssen HL, de Knegt RJ, Boonstra A.","Antiviral Res. 2014 Sep;109:116-24. doi: 10.1016/j.antiviral.2014.06.020. Epub 2014 Jul 9.","Antiviral Res.  2014","PubMed","citation","PMID:25014880","pubmed","25014880","create date:2014/07/12 | first author:Hou J",
"Analysis of the transcriptome of Legionella pneumophila hfq mutant reveals a new mobile genetic element.","/pubmed/23728622","Trigui H, Dudyk P, Sum J, Shuman HA, Faucher SP.","Microbiology. 2013 Aug;159(Pt 8):1649-60. doi: 10.1099/mic.0.067983-0. Epub 2013 May 31.","Microbiology.  2013","PubMed","citation","PMID:23728622","pubmed","23728622","create date:2013/06/04 | first author:Trigui H",
"Analysis of the Tumor Microenvironment Transcriptome via NanoString mRNA and miRNA Expression Profiling.","/pubmed/27581030","M'Boutchou MN, van Kempen LC.","Methods Mol Biol. 2016;1458:291-310. doi: 10.1007/978-1-4939-3801-8_21.","Methods Mol Biol.  2016","PubMed","citation","PMID:27581030","pubmed","27581030","create date:2016/09/02 | first author:M'Boutchou MN",
"An anatomically comprehensive atlas of the adult human brain transcriptome.","/pubmed/22996553","Hawrylycz MJ, Lein ES, Guillozet-Bongaarts AL, Shen EH, Ng L, Miller JA, van de Lagemaat LN, Smith KA, Ebbert A, Riley ZL, Abajian C, Beckmann CF, Bernard A, Bertagnolli D, Boe AF, Cartagena PM, Chakravarty MM, Chapin M, Chong J, Dalley RA, David Daly B, Dang C, et al.","Nature. 2012 Sep 20;489(7416):391-399. doi: 10.1038/nature11405.","Nature.  2012","PubMed","citation","PMID:22996553 | PMCID:PMC4243026","pubmed","22996553","create date:2012/09/22 | first author:Hawrylycz MJ",
