Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"In Search for Pheromone Receptors: Certain Members of the Odorant Receptor Family in the Desert Locust Schistocerca gregaria (Orthoptera: Acrididae) Are Co-expressed with SNMP1.","/pubmed/28808423","Pregitzer P, Jiang X, Grosse-Wilde E, Breer H, Krieger J, Fleischer J.","Int J Biol Sci. 2017 Jul 15;13(7):911-922. doi: 10.7150/ijbs.18402. eCollection 2017.","Int J Biol Sci.  2017","PubMed","citation","PMID:28808423 | PMCID:PMC5555108","pubmed","28808423","create date:2017/08/16 | first author:Pregitzer P",
"Concentration dependent transcriptome responses of zebrafish embryos after exposure to cadmium, cobalt and copper.","/pubmed/28806688","Sonnack L, Klawonn T, Kriehuber R, Hollert H, Schäfers C, Fenske M.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Aug 2;24:29-40. doi: 10.1016/j.cbd.2017.07.004. [Epub ahead of print]","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28806688","pubmed","28806688","create date:2017/08/15 | first author:Sonnack L",
"Response of Methylocystis sp. Strain SC2 to Salt Stress: Physiology, Global Transcriptome, and Amino Acid Profiles.","/pubmed/28802275","Han D, Link H, Liesack W.","Appl Environ Microbiol. 2017 Aug 11. pii: AEM.00866-17. doi: 10.1128/AEM.00866-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28802275","pubmed","28802275","create date:2017/08/13 | first author:Han D",
"STAT3-induced long noncoding RNAs in multiple myeloma cells display different properties in cancer.","/pubmed/28801664","Binder S, Hösler N, Riedel D, Zipfel I, Buschmann T, Kämpf C, Reiche K, Burger R, Gramatzki M, Hackermüller J, Stadler PF, Horn F.","Sci Rep. 2017 Aug 11;7(1):7976. doi: 10.1038/s41598-017-08348-5.","Sci Rep.  2017","PubMed","citation","PMID:28801664 | PMCID:PMC5554185","pubmed","28801664","create date:2017/08/13 | first author:Binder S",
"Systems and synthetic biology perspective of the versatile plant-pathogenic and polysaccharide-producing bacterium Xanthomonas campestris.","/pubmed/28795660","Schatschneider S, Schneider J, Blom J, Létisse F, Niehaus K, Goesmann A, Vorhölter FJ.","Microbiology. 2017 Aug;163(8):1117-1144. doi: 10.1099/mic.0.000473. Epub 2017 Aug 10.","Microbiology.  2017","PubMed","citation","PMID:28795660","pubmed","28795660","create date:2017/08/11 | first author:Schatschneider S",
"Whole transcriptome data of primary human NK cells under hypoxia and interleukin 15 priming: A 2×2 factorial design experiment.","/pubmed/28795085","Figueiredo AS, Killian D, Schulte J, Sticht C, Lindner HA.","Data Brief. 2017 Jul 15;14:77-83. doi: 10.1016/j.dib.2017.07.018. eCollection 2017 Oct.","Data Brief.  2017","PubMed","citation","PMID:28795085 | PMCID:PMC5537386","pubmed","28795085","create date:2017/08/11 | first author:Figueiredo AS",
"TGFβ signaling is associated with changes in inflammatory gene expression and perineuronal net degradation around inhibitory neurons following various neurological insults.","/pubmed/28794441","Kim SY, Senatorov VV Jr, Morrissey CS, Lippmann K, Vazquez O, Milikovsky DZ, Gu F, Parada I, Prince DA, Becker AJ, Heinemann U, Friedman A, Kaufer D.","Sci Rep. 2017 Aug 9;7(1):7711. doi: 10.1038/s41598-017-07394-3.","Sci Rep.  2017","PubMed","citation","PMID:28794441 | PMCID:PMC5550510","pubmed","28794441","create date:2017/08/11 | first author:Kim SY",
"The non-coding RNA landscape of human hematopoiesis and leukemia.","/pubmed/28794406","Schwarzer A, Emmrich S, Schmidt F, Beck D, Ng M, Reimer C, Adams FF, Grasedieck S, Witte D, Käbler S, Wong JWH, Shah A, Huang Y, Jammal R, Maroz A, Jongen-Lavrencic M, Schambach A, Kuchenbauer F, Pimanda JE, Reinhardt D, Heckl D, Klusmann JH.","Nat Commun. 2017 Aug 9;8(1):218. doi: 10.1038/s41467-017-00212-4.","Nat Commun.  2017","PubMed","citation","PMID:28794406 | PMCID:PMC5550424","pubmed","28794406","create date:2017/08/11 | first author:Schwarzer A",
"A conifer UDP-sugar dependent glycosyltransferase contributes to acetophenone metabolism and defense against insects.","/pubmed/28794260","Mageroy MH, Jancsik S, Yuen MMS, Fischer M, Withers SG, Paetz C, Schneider B, MacKay JJ, Bohlmann J.","Plant Physiol. 2017 Aug 9. pii: pp.00611.2017. doi: 10.1104/pp.17.00611. [Epub ahead of print]","Plant Physiol.  2017","PubMed","citation","PMID:28794260","pubmed","28794260","create date:2017/08/11 | first author:Mageroy MH",
"Transcriptomic analysis comparing mouse strains with extreme total lung capacities identifies novel candidate genes for pulmonary function.","/pubmed/28793908","George L, Mitra A, Thimraj TA, Irmler M, Vishweswaraiah S, Lunding L, Hühn D, Madurga A, Beckers J, Fehrenbach H, Upadhyay S, Schulz H, Leikauf GD, Ganguly K.","Respir Res. 2017 Aug 9;18(1):152. doi: 10.1186/s12931-017-0629-3.","Respir Res.  2017","PubMed","citation","PMID:28793908 | PMCID:PMC5551015","pubmed","28793908","create date:2017/08/11 | first author:George L",
"mRNA 3' uridylation and poly(A) tail length sculpt the mammalian maternal transcriptome.","/pubmed/28792939","Morgan M, Much C, DiGiacomo M, Azzi C, Ivanova I, Vitsios DM, Pistolic J, Collier P, Moreira PN, Benes V, Enright AJ, O'Carroll D.","Nature. 2017 Aug 17;548(7667):347-351. doi: 10.1038/nature23318. Epub 2017 Aug 9.","Nature.  2017","PubMed","citation","PMID:28792939","pubmed","28792939","create date:2017/08/10 | first author:Morgan M",
"Saturation mapping of regions determining resistance to Ascochyta blight and broomrape in faba bean using transcriptome-based SNP genotyping.","/pubmed/28791437","Ocaña-Moral S, Gutiérrez N, Torres AM, Madrid E.","Theor Appl Genet. 2017 Aug 8. doi: 10.1007/s00122-017-2958-5. [Epub ahead of print]","Theor Appl Genet.  2017","PubMed","citation","PMID:28791437","pubmed","28791437","create date:2017/08/10 | first author:Ocaña-Moral S",
"Transcriptional Profiling Defines Histone Acetylation as a Regulator of Gene Expression during Human-to-Mosquito Transmission of the Malaria Parasite Plasmodium falciparum.","/pubmed/28791254","Ngwa CJ, Kiesow MJ, Papst O, Orchard LM, Filarsky M, Rosinski AN, Voss TS, Llinás M, Pradel G.","Front Cell Infect Microbiol. 2017 Jul 24;7:320. doi: 10.3389/fcimb.2017.00320. eCollection 2017.","Front Cell Infect Microbiol.  2017","PubMed","citation","PMID:28791254 | PMCID:PMC5522858","pubmed","28791254","create date:2017/08/10 | first author:Ngwa CJ",
"Nijmegen Breakage Syndrome fibroblasts and iPSCs: cellular models for uncovering disease-associated signaling pathways and establishing a screening platform for anti-oxidants.","/pubmed/28790359","Mlody B, Wruck W, Martins S, Sperling K, Adjaye J.","Sci Rep. 2017 Aug 8;7(1):7516. doi: 10.1038/s41598-017-07905-2.","Sci Rep.  2017","PubMed","citation","PMID:28790359 | PMCID:PMC5548734","pubmed","28790359","create date:2017/08/10 | first author:Mlody B",
"Development of novel genic microsatellite markers from transcriptome sequencing in sugar maple (Acer saccharum Marsh.).","/pubmed/28789702","Harmon M, Lane T, Staton M, Coggeshall MV, Best T, Chen CC, Liang H, Zembower N, Drautz-Moses DI, Hwee YZ, Schuster SC, Schlarbaum SE, Carlson JE, Gailing O.","BMC Res Notes. 2017 Aug 8;10(1):369. doi: 10.1186/s13104-017-2653-2.","BMC Res Notes.  2017","PubMed","citation","PMID:28789702 | PMCID:PMC5549316","pubmed","28789702","create date:2017/08/10 | first author:Harmon M",
"Analysis of tick-borne encephalitis virus-induced host responses in human cells of neuronal origin and interferon-mediated protection.","/pubmed/28786780","Selinger M, Wilkie GS, Tong L, Gu Q, Schnettler E, Grubhoffer L, Kohl A.","J Gen Virol. 2017 Aug 8. doi: 10.1099/jgv.0.000853. [Epub ahead of print]","J Gen Virol.  2017","PubMed","citation","PMID:28786780","pubmed","28786780","create date:2017/08/09 | first author:Selinger M",
"Transcriptome-Wide Analysis Identifies Novel Associations With Blood Pressure.","/pubmed/28784648","Zeller T, Schurmann C, Schramm K, Müller C, Kwon S, Wild PS, Teumer A, Herrington D, Schillert A, Iacoviello L, Kratzer A, Jagodzinski A, Karakas M, Ding J, Neumann JT, Kuulasmaa K, Gieger C, Kacprowski T, Schnabel RB, Roden M, Wahl S, Rotter JI, et al.","Hypertension. 2017 Aug 7. pii: HYPERTENSIONAHA.117.09458. doi: 10.1161/HYPERTENSIONAHA.117.09458. [Epub ahead of print]","Hypertension.  2017","PubMed","citation","PMID:28784648","pubmed","28784648","create date:2017/08/09 | first author:Zeller T",
"Transcriptome profiling of tobacco (Nicotiana tabacum) pollen and pollen tubes.","/pubmed/28784084","Conze LL, Berlin S, Le Bail A, Kost B.","BMC Genomics. 2017 Aug 7;18(1):581. doi: 10.1186/s12864-017-3972-3.","BMC Genomics.  2017","PubMed","citation","PMID:28784084 | PMCID:PMC5545845","pubmed","28784084","create date:2017/08/09 | first author:Conze LL",
"Genetic origins of the Minoans and Mycenaeans.","/pubmed/28783727","Lazaridis I, Mittnik A, Patterson N, Mallick S, Rohland N, Pfrengle S, Furtwängler A, Peltzer A, Posth C, Vasilakis A, McGeorge PJP, Konsolaki-Yannopoulou E, Korres G, Martlew H, Michalodimitrakis M, Özsait M, Özsait N, Papathanasiou A, Richards M, Roodenberg SA, Tzedakis Y, Arnott R, et al.","Nature. 2017 Aug 10;548(7666):214-218. doi: 10.1038/nature23310. Epub 2017 Aug 2.","Nature.  2017","PubMed","citation","PMID:28783727 | PMCID:PMC5565772","pubmed","28783727","create date:2017/08/08 | first author:Lazaridis I",
"Co-regulation of microRNAs and transcription factors in cardiomyocyte specific differentiation of murine embryonic stem cells: An aspect from transcriptome analysis.","/pubmed/28782694","Gan L, Denecke B.","Biochim Biophys Acta. 2017 Sep;1860(9):983-1001. doi: 10.1016/j.bbagrm.2017.07.009. Epub 2017 Aug 4.","Biochim Biophys Acta.  2017","PubMed","citation","PMID:28782694","pubmed","28782694","create date:2017/08/08 | first author:Gan L",
"Impact of folic acid intake during pregnancy on genomic imprinting of IGF2/H19 and 1-carbon metabolism.","/pubmed/28778973","Tserga A, Binder AM, Michels KB.","FASEB J. 2017 Aug 4. pii: fj.201601214RR. doi: 10.1096/fj.201601214RR. [Epub ahead of print]","FASEB J.  2017","PubMed","citation","PMID:28778973","pubmed","28778973","create date:2017/08/06 | first author:Tserga A",
"The regulation of tetraspanin 8 gene expression-A potential new mechanism in the pathogenesis of bipolar disorder.","/pubmed/28777493","Schartner C, Scholz CJ, Weber H, Post A, Freudenberg F, Grünewald L, Reif A.","Am J Med Genet B Neuropsychiatr Genet. 2017 Aug 4. doi: 10.1002/ajmg.b.32571. [Epub ahead of print]","Am J Med Genet B Neuropsychiatr Genet.  2017","PubMed","citation","PMID:28777493","pubmed","28777493","create date:2017/08/05 | first author:Schartner C",
"Making the Message Clear: Concepts for mRNA Imaging.","/pubmed/28776011","Rau K, Rentmeister A.","ACS Cent Sci. 2017 Jul 26;3(7):701-707. doi: 10.1021/acscentsci.7b00251. Epub 2017 Jul 6. Review.","ACS Cent Sci.  2017","PubMed","citation","PMID:28776011 | PMCID:PMC5532709","pubmed","28776011","create date:2017/08/05 | first author:Rau K",
"Extensive and functional overlap of the STAT6 and RXR cistromes in the active enhancer repertoire of human CD14+ monocyte derived differentiating macrophages.","/pubmed/28774779","Czimmerer Z, Nagy ZS, Nagy G, Horvath A, Silye-Cseh T, Kriston A, Jonas D, Sauer S, Steiner L, Daniel B, Deleuze JF, Nagy L.","Mol Cell Endocrinol. 2017 Jul 31. pii: S0303-7207(17)30414-8. doi: 10.1016/j.mce.2017.07.034. [Epub ahead of print] Review.","Mol Cell Endocrinol.  2017","PubMed","citation","PMID:28774779","pubmed","28774779","create date:2017/08/05 | first author:Czimmerer Z",
"Multiple System Atrophy: Many Lessons from the Transcriptome.","/pubmed/28770651","Curry-Hyde A, Chen BJ, Ueberham U, Arendt T, Janitz M.","Neuroscientist. 2017 Aug 1:1073858417723915. doi: 10.1177/1073858417723915. [Epub ahead of print]","Neuroscientist.  2017","PubMed","citation","PMID:28770651","pubmed","28770651","create date:2017/08/05 | first author:Curry-Hyde A",
"Transcriptome profiling of mouse colonic eosinophils reveals a key role for eosinophils in the induction of s100a8 and s100a9 in mucosal healing.","/pubmed/28769105","Hadar R, Itay M, Michal I, Metsada PC, Thomas V, Johannes R, Ariel M.","Sci Rep. 2017 Aug 2;7(1):7117. doi: 10.1038/s41598-017-07738-z.","Sci Rep.  2017","PubMed","citation","PMID:28769105 | PMCID:PMC5540981","pubmed","28769105","create date:2017/08/05 | first author:Hadar R",
"Progression of pathology in PINK1-deficient mouse brain from splicing via ubiquitination, ER stress, and mitophagy changes to neuroinflammation.","/pubmed/28768533","Torres-Odio S, Key J, Hoepken HH, Canet-Pons J, Valek L, Roller B, Walter M, Morales-Gordo B, Meierhofer D, Harter PN, Mittelbronn M, Tegeder I, Gispert S, Auburger G.","J Neuroinflammation. 2017 Aug 2;14(1):154. doi: 10.1186/s12974-017-0928-0.","J Neuroinflammation.  2017","PubMed","citation","PMID:28768533 | PMCID:PMC5541666","pubmed","28768533","create date:2017/08/05 | first author:Torres-Odio S",
"PMK-1 p38 MAPK promotes cadmium stress resistance, the expression of SKN-1/Nrf and DAF-16 target genes, and protein biosynthesis in Caenorhabditis elegans.","/pubmed/28766017","Keshet A, Mertenskötter A, Winter SA, Brinkmann V, Dölling R, Paul RJ.","Mol Genet Genomics. 2017 Aug 1. doi: 10.1007/s00438-017-1351-z. [Epub ahead of print]","Mol Genet Genomics.  2017","PubMed","citation","PMID:28766017","pubmed","28766017","create date:2017/08/03 | first author:Keshet A",
"The Arabidopsis LAZY1 Family Plays a Key Role in Gravity Signaling within Statocytes and in Branch Angle Control of Roots and Shoots.","/pubmed/28765510","Taniguchi M, Furutani M, Nishimura T, Nakamura M, Fushita T, Iijima K, Baba K, Tanaka H, Toyota M, Tasaka M, Morita MT.","Plant Cell. 2017 Aug 1. pii: tpc.00575.2016. doi: 10.1105/tpc.16.00575. [Epub ahead of print]","Plant Cell.  2017","PubMed","citation","PMID:28765510","pubmed","28765510","create date:2017/08/03 | first author:Taniguchi M",
"Heme and nitric oxide binding by the transcriptional regulator DnrF from the marine bacterium Dinoroseobacter shibae increases napD promoter affinity.","/pubmed/28765283","Ebert M, Schweyen P, Br Oumlring M, Laass S, H Aumlrtig E, Jahn D.","J Biol Chem. 2017 Aug 1. pii: jbc.M117.798728. doi: 10.1074/jbc.M117.798728. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28765283","pubmed","28765283","create date:2017/08/03 | first author:Ebert M",
"Strategies towards Improved Feed Efficiency in Pigs Comprise Molecular Shifts in Hepatic Lipid and Carbohydrate Metabolism.","/pubmed/28763040","Reyer H, Oster M, Magowan E, Dannenberger D, Ponsuksili S, Wimmers K.","Int J Mol Sci. 2017 Aug 1;18(8). pii: E1674. doi: 10.3390/ijms18081674.","Int J Mol Sci.  2017","PubMed","citation","PMID:28763040","pubmed","28763040","create date:2017/08/02 | first author:Reyer H",
"Adenosine-to-Inosine RNA Editing in Health and Disease.","/pubmed/28762759","Gatsiou A, Vlachogiannis N, Lunella FF, Sachse M, Stellos K.","Antioxid Redox Signal. 2017 Aug 1. doi: 10.1089/ars.2017.7295. [Epub ahead of print]","Antioxid Redox Signal.  2017","PubMed","citation","PMID:28762759","pubmed","28762759","create date:2017/08/02 | first author:Gatsiou A",
"Targeted NGS for species level phylogenomics: ""made to measure"" or ""one size fits all""?","/pubmed/28761782","Kadlec M, Bellstedt DU, Le Maitre NC, Pirie MD.","PeerJ. 2017 Jul 25;5:e3569. doi: 10.7717/peerj.3569. eCollection 2017.","PeerJ.  2017","PubMed","citation","PMID:28761782 | PMCID:PMC5530999","pubmed","28761782","create date:2017/08/02 | first author:Kadlec M",
"Two interacting PPR proteins are major Arabidopsis editing factors in plastid and mitochondria.","/pubmed/28760958","Guillaumot D, Lopez-Obando M, Baudry K, Avon A, Rigaill G, Falcon de Longevialle A, Broche B, Takenaka M, Berthomé R, De Jaeger G, Delannoy E, Lurin C.","Proc Natl Acad Sci U S A. 2017 Aug 15;114(33):8877-8882. doi: 10.1073/pnas.1705780114. Epub 2017 Jul 31.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28760958","pubmed","28760958","create date:2017/08/02 | first author:Guillaumot D",
"Genomic innovations, transcriptional plasticity and gene loss underlying the evolution and divergence of two highly polyphagous and invasive Helicoverpa pest species.","/pubmed/28756777","Pearce SL, Clarke DF, East PD, Elfekih S, Gordon KHJ, Jermiin LS, McGaughran A, Oakeshott JG, Papanikolaou A, Perera OP, Rane RV, Richards S, Tay WT, Walsh TK, Anderson A, Anderson CJ, Asgari S, Board PG, Bretschneider A, Campbell PM, Chertemps T, Christeller JT, et al.","BMC Biol. 2017 Jul 31;15(1):63. doi: 10.1186/s12915-017-0402-6. Erratum in: BMC Biol. 2017 Aug 15;15(1):69. ","BMC Biol.  2017","PubMed","citation","PMID:28756777 | PMCID:PMC5535293","pubmed","28756777","create date:2017/08/02 | first author:Pearce SL",
"RNomic identification and evaluation of npcTB_6715, a non-protein-coding RNA gene as a potential biomarker for the detection of Mycobacterium tuberculosis.","/pubmed/28756649","Kanniappan P, Ahmed SA, Rajasekaram G, Marimuthu C, Ch'ng ES, Lee LP, Raabe CA, Rozhdestvensky TS, Tang TH.","J Cell Mol Med. 2017 Jul 29. doi: 10.1111/jcmm.13148. [Epub ahead of print]","J Cell Mol Med.  2017","PubMed","citation","PMID:28756649","pubmed","28756649","create date:2017/08/02 | first author:Kanniappan P",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Transcriptome Wide Analysis of Magnetic Resonance Imaging-targeted Biopsy and Matching Surgical Specimens from High-risk Prostate Cancer Patients Treated with Radical Prostatectomy: The Target Must Be Hit.","/pubmed/28753844","Radtke JP, Takhar M, Bonekamp D, Kesch C, Erho N, du Plessis M, Buerki C, Ong K, Davicioni E, Hohenfellner M, Hadaschik BA.","Eur Urol Focus. 2017 Jan 26. pii: S2405-4569(17)30010-X. doi: 10.1016/j.euf.2017.01.005. [Epub ahead of print]","Eur Urol Focus.  2017","PubMed","citation","PMID:28753844","pubmed","28753844","create date:2017/07/30 | first author:Radtke JP",
"Validation of a novel Mho microarray for a comprehensive characterisation of the Mycoplasma hominis action in HeLa cell infection.","/pubmed/28753664","Henrich B, Kretzmer F, Deenen R, Köhrer K.","PLoS One. 2017 Jul 28;12(7):e0181383. doi: 10.1371/journal.pone.0181383. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28753664 | PMCID:PMC5533444","pubmed","28753664","create date:2017/07/29 | first author:Henrich B",
"Genomic insights into specialized metabolism in the marine actinomycete Salinispora.","/pubmed/28752948","Letzel AC, Li J, Amos GCA, Millán-Aguiñaga N, Ginigini J, Abdelmohsen UR, Gaudêncio SP, Ziemert N, Moore BS, Jensen PR.","Environ Microbiol. 2017 Jul 28. doi: 10.1111/1462-2920.13867. [Epub ahead of print]","Environ Microbiol.  2017","PubMed","citation","PMID:28752948","pubmed","28752948","create date:2017/07/29 | first author:Letzel AC",
"The mitochondrial epitranscriptome: the roles of RNA modifications in mitochondrial translation and human disease.","/pubmed/28752201","Bohnsack MT, Sloan KE.","Cell Mol Life Sci. 2017 Jul 27. doi: 10.1007/s00018-017-2598-6. [Epub ahead of print] Review.","Cell Mol Life Sci.  2017","PubMed","citation","PMID:28752201","pubmed","28752201","create date:2017/07/29 | first author:Bohnsack MT",
"The Munich MIDY Pig Biobank - A unique resource for studying organ crosstalk in diabetes.","/pubmed/28752056","Blutke A, Renner S, Flenkenthaler F, Backman M, Haesner S, Kemter E, Ländström E, Braun-Reichhart C, Albl B, Streckel E, Rathkolb B, Prehn C, Palladini A, Grzybek M, Krebs S, Bauersachs S, Bähr A, Brühschwein A, Deeg CA, De Monte E, Dmochewitz M, Eberle C, et al.","Mol Metab. 2017 Jun 13;6(8):931-940. doi: 10.1016/j.molmet.2017.06.004. eCollection 2017 Aug.","Mol Metab.  2017","PubMed","citation","PMID:28752056 | PMCID:PMC5518720","pubmed","28752056","create date:2017/07/29 | first author:Blutke A",
"Two mouse models reveal an actionable PARP1 dependence in aggressive chronic lymphocytic leukemia.","/pubmed/28751718","Knittel G, Rehkämper T, Korovkina D, Liedgens P, Fritz C, Torgovnick A, Al-Baldawi Y, Al-Maarri M, Cun Y, Fedorchenko O, Riabinska A, Beleggia F, Nguyen PH, Wunderlich FT, Ortmann M, Montesinos-Rongen M, Tausch E, Stilgenbauer S, P Frenzel L, Herling M, Herling C, Bahlo J, et al.","Nat Commun. 2017 Jul 28;8(1):153. doi: 10.1038/s41467-017-00210-6.","Nat Commun.  2017","PubMed","citation","PMID:28751718 | PMCID:PMC5532225","pubmed","28751718","create date:2017/07/29 | first author:Knittel G",
