Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A Step Forward in Precision Medicine on ""One Belt One Road"".","/pubmed/28811231","Yu J.","Genomics Proteomics Bioinformatics. 2017 Aug 12. pii: S1672-0229(17)30110-9. doi: 10.1016/j.gpb.2017.08.001. [Epub ahead of print] No abstract available. ","Genomics Proteomics Bioinformatics.  2017","PubMed","citation","PMID:28811231","pubmed","28811231","create date:2017/08/16 | first author:Yu J",
"A novel method for transmitting southern rice black-streaked dwarf virus to rice without insect vector.","/pubmed/28810884","Yu L, Shi J, Cao L, Zhang G, Wang W, Hu D, Song B.","Virol J. 2017 Aug 15;14(1):155. doi: 10.1186/s12985-017-0815-4.","Virol J.  2017","PubMed","citation","PMID:28810884 | PMCID:PMC5558718","pubmed","28810884","create date:2017/08/16 | first author:Yu L",
"Effect of HA330 resin-directed hemoadsorption on a porcine acute respiratory distress syndrome model.","/pubmed/28808944","Xu X, Jia C, Luo S, Li Y, Xiao F, Dai H, Wang C.","Ann Intensive Care. 2017 Aug 14;7(1):84. doi: 10.1186/s13613-017-0287-0.","Ann Intensive Care.  2017","PubMed","citation","PMID:28808944","pubmed","28808944","create date:2017/08/16 | first author:Xu X",
"Highly Selective Activation of Heat Shock Protein 70 by Allosteric Regulation Provides an Insight into Efficient Neuroinflammation Inhibition.","/pubmed/28807514","Wang LC, Liao LX, Lv HN, Liu D, Dong W, Zhu J, Chen JF, Shi ML, Fu G, Song XM, Jiang Y, Zeng KW, Tu PF.","EBioMedicine. 2017 Aug 9. pii: S2352-3964(17)30328-6. doi: 10.1016/j.ebiom.2017.08.011. [Epub ahead of print]","EBioMedicine.  2017","PubMed","citation","PMID:28807514","pubmed","28807514","create date:2017/08/16 | first author:Wang LC",
"Recombinant Miro domain-containing protein of Haemonchus contortus (rMiro-1) activates goat peripheral blood mononuclear cells in vitro.","/pubmed/28807275","Wen Y, Wang Y, Wang W, Lu M, Ehsan M, Tian X, Yan R, Song X, Xu L, Li X.","Vet Parasitol. 2017 Aug 30;243:100-104. doi: 10.1016/j.vetpar.2017.06.018. Epub 2017 Jun 23.","Vet Parasitol.  2017","PubMed","citation","PMID:28807275","pubmed","28807275","create date:2017/08/16 | first author:Wen Y",
"A microfluidic flow cytometer enabling absolute quantification of single-cell intracellular proteins.","/pubmed/28805868","Li X, Fan B, Cao S, Chen D, Zhao X, Men D, Yue W, Wang J, Chen J.","Lab Chip. 2017 Aug 14. doi: 10.1039/c7lc00546f. [Epub ahead of print]","Lab Chip.  2017","PubMed","citation","PMID:28805868","pubmed","28805868","create date:2017/08/15 | first author:Li X",
"Mutations in KEOPS-complex genes cause nephrotic syndrome with primary microcephaly.","/pubmed/28805828","Braun DA, Rao J, Mollet G, Schapiro D, Daugeron MC, Tan W, Gribouval O, Boyer O, Revy P, Jobst-Schwan T, Schmidt JM, Lawson JA, Schanze D, Ashraf S, Ullmann JFP, Hoogstraten CA, Boddaert N, Collinet B, Martin G, Liger D, Lovric S, Furlano M, et al.","Nat Genet. 2017 Aug 14. doi: 10.1038/ng.3933. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28805828","pubmed","28805828","create date:2017/08/15 | first author:Braun DA",
"Differential protein analysis of serum exosomes post-intravenous immunoglobulin therapy in patients with Kawasaki disease.","/pubmed/28803590","Zhang L, Song QF, Jin JJ, Huang P, Wang ZP, Xie XF, Gu XQ, Gao XJ, Jia HL.","Cardiol Young. 2017 Aug 14:1-11. doi: 10.1017/S1047951117001433. [Epub ahead of print]","Cardiol Young.  2017","PubMed","citation","PMID:28803590","pubmed","28803590","create date:2017/08/15 | first author:Zhang L",
"Highly accurate prediction of protein self-interactions by incorporating the average block and PSSM information into the general PseAAC.","/pubmed/28802824","Zhai JX, Cao TJ, An JY, Bian YT.","J Theor Biol. 2017 Aug 9. pii: S0022-5193(17)30375-2. doi: 10.1016/j.jtbi.2017.08.009. [Epub ahead of print]","J Theor Biol.  2017","PubMed","citation","PMID:28802824","pubmed","28802824","create date:2017/08/15 | first author:Zhai JX",
"MicroRNA-137 and -195* inhibit vasculogenesis in brain arteriovenous malformations.","/pubmed/28802071","Huang J, Song J, Qu M, Wang Y, An Q, Song Y, Yan W, Wang B, Wang X, Zhang S, Chen X, Zhao B, Liu P, Xu T, Zhang Z, Greenberg DA, Wang Y, Gao P, Zhu W, Yang GY.","Ann Neurol. 2017 Aug 12. doi: 10.1002/ana.25015. [Epub ahead of print]","Ann Neurol.  2017","PubMed","citation","PMID:28802071","pubmed","28802071","create date:2017/08/13 | first author:Huang J",
"Towards a one-stop solution for large-scale proteomics data analysis.","/pubmed/28801860","Zhu Y, Guo T.","Sci China Life Sci. 2017 Aug 10. doi: 10.1007/s11427-017-9113-5. [Epub ahead of print] No abstract available. ","Sci China Life Sci.  2017","PubMed","citation","PMID:28801860","pubmed","28801860","create date:2017/08/13 | first author:Zhu Y",
"A mitochondrial proteomics view of complex I deficiency in Candida albicans.","/pubmed/28801230","She X, Zhang P, Gao Y, Zhang L, Wang Q, Chen H, Calderone R, Liu W, Li D.","Mitochondrion. 2017 Aug 9. pii: S1567-7249(17)30149-6. doi: 10.1016/j.mito.2017.08.003. [Epub ahead of print]","Mitochondrion.  2017","PubMed","citation","PMID:28801230","pubmed","28801230","create date:2017/08/13 | first author:She X",
"Differential Proteomic Analysis Reveals the Effect of Calcium on Malus baccata Borkh. Leaves under Temperature Stress.","/pubmed/28800123","Li L, Su H, Ma H, Lyu D.","Int J Mol Sci. 2017 Aug 11;18(8). pii: E1755. doi: 10.3390/ijms18081755.","Int J Mol Sci.  2017","PubMed","citation","PMID:28800123","pubmed","28800123","create date:2017/08/12 | first author:Li L",
"Naphtho[1,2-b]furan-4,5-dione is a potent anti-MRSA agent against planktonic, biofilm and intracellular bacteria.","/pubmed/28799789","Yang SC, Yen FL, Wang PW, Aljuffali IA, Weng YH, Tseng CH, Fang JY.","Future Microbiol. 2017 Aug 11. doi: 10.2217/fmb-2017-0044. [Epub ahead of print]","Future Microbiol.  2017","PubMed","citation","PMID:28799789","pubmed","28799789","create date:2017/08/12 | first author:Yang SC",
"Analysis of Urine Composition in Type II Diabetic Mice after Intervention Therapy Using Holothurian Polypeptides.","/pubmed/28798909","Li Y, Xu J, Su X.","Front Chem. 2017 Jul 26;5:54. doi: 10.3389/fchem.2017.00054. eCollection 2017.","Front Chem.  2017","PubMed","citation","PMID:28798909 | PMCID:PMC5526924","pubmed","28798909","create date:2017/08/12 | first author:Li Y",
"An Efficient Plant Regeneration and Transformation System of Ma Bamboo (Dendrocalamus latiflorus Munro) Started from Young Shoot as Explant.","/pubmed/28798758","Ye S, Cai C, Ren H, Wang W, Xiang M, Tang X, Zhu C, Yin T, Zhang L, Zhu Q.","Front Plant Sci. 2017 Jul 27;8:1298. doi: 10.3389/fpls.2017.01298. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28798758 | PMCID:PMC5529393","pubmed","28798758","create date:2017/08/12 | first author:Ye S",
"The algicidal mechanism of prodigiosin from Hahella sp. KA22 against Microcystis aeruginosa.","/pubmed/28798298","Yang K, Chen Q, Zhang D, Zhang H, Lei X, Chen Z, Li Y, Hong Y, Ma X, Zheng W, Tian Y, Zheng T, Xu H.","Sci Rep. 2017 Aug 10;7(1):7750. doi: 10.1038/s41598-017-08132-5.","Sci Rep.  2017","PubMed","citation","PMID:28798298 | PMCID:PMC5552873","pubmed","28798298","create date:2017/08/12 | first author:Yang K",
"Future Strategies on Glioma Research: From Big Data to the Clinic.","/pubmed/28797870","Cao H, Wang F, Li XJ.","Genomics Proteomics Bioinformatics. 2017 Aug 7. pii: S1672-0229(17)30107-9. doi: 10.1016/j.gpb.2017.07.001. [Epub ahead of print] No abstract available. ","Genomics Proteomics Bioinformatics.  2017","PubMed","citation","PMID:28797870","pubmed","28797870","create date:2017/08/12 | first author:Cao H",
"Computational Studies on Acetylcholinesterases.","/pubmed/28796192","Xu Y, Cheng S, Sussman JL, Silman I, Jiang H.","Molecules. 2017 Aug 10;22(8). pii: E1324. doi: 10.3390/molecules22081324. Review.","Molecules.  2017","PubMed","citation","PMID:28796192","pubmed","28796192","create date:2017/08/11 | first author:Xu Y",
"Proteomics Investigations into Serum Proteins Adsorbed by High-Flux and Low-Flux Dialysis Membranes.","/pubmed/28795537","Han S, Yang K, Sun J, Liu J, Zhang L, Zhao J.","Proteomics Clin Appl. 2017 Aug 10. doi: 10.1002/prca.201700079. [Epub ahead of print]","Proteomics Clin Appl.  2017","PubMed","citation","PMID:28795537","pubmed","28795537","create date:2017/08/11 | first author:Han S",
"Comparative transcriptomic and proteomic analyses reveal a FluG-mediated signalling pathway relating to asexual sporulation of Antrodia camphorata.","/pubmed/28792668","Li HX, Lu ZM, Zhu Q, Gong JS, Geng Y, Shi JS, Xu ZH, Ma YH.","Proteomics. 2017 Aug 9. doi: 10.1002/pmic.201700256. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28792668","pubmed","28792668","create date:2017/08/10 | first author:Li HX",
"Multi-scale encoding of amino acid sequences for predicting protein interactions using gradient boosting decision tree.","/pubmed/28792503","Zhou C, Yu H, Ding Y, Guo F, Gong XJ.","PLoS One. 2017 Aug 8;12(8):e0181426. doi: 10.1371/journal.pone.0181426. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28792503 | PMCID:PMC5549711","pubmed","28792503","create date:2017/08/10 | first author:Zhou C",
"Corilagin sensitizes epithelial ovarian cancer to chemotherapy by inhibiting Snail‑glycolysis pathways.","/pubmed/28791374","Jia L, Zhou J, Zhao H, Jin H, Lv M, Zhao N, Zheng Z, Lu Y, Ming Y, Yu Y.","Oncol Rep. 2017 Aug 7. doi: 10.3892/or.2017.5886. [Epub ahead of print]","Oncol Rep.  2017","PubMed","citation","PMID:28791374","pubmed","28791374","create date:2017/08/10 | first author:Jia L",
"Metabolomics and Proteomics of Brassica napus Guard Cells in Response to Low CO(2).","/pubmed/28791296","Geng S, Yu B, Zhu N, Dufresne C, Chen S.","Front Mol Biosci. 2017 Jul 25;4:51. doi: 10.3389/fmolb.2017.00051. eCollection 2017.","Front Mol Biosci.  2017","PubMed","citation","PMID:28791296 | PMCID:PMC5525006","pubmed","28791296","create date:2017/08/10 | first author:Geng S",
"High Salt Tolerance of a Bradyrhizobium Strain and Its Promotion of the Growth of Stylosanthes guianensis.","/pubmed/28788047","Dong R, Zhang J, Huan H, Bai C, Chen Z, Liu G.","Int J Mol Sci. 2017 Jul 28;18(8). pii: E1625. doi: 10.3390/ijms18081625.","Int J Mol Sci.  2017","PubMed","citation","PMID:28788047","pubmed","28788047","create date:2017/08/10 | first author:Dong R",
"Digital gene expression analysis of Takifugu rubripes brain after acute hypoxia exposure using next-generation sequencing.","/pubmed/28787639","Jiang JL, Mao MG, Lü HQ, Wen SH, Sun ML, Liu RT, Jiang ZQ.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 May 30;24:12-18. doi: 10.1016/j.cbd.2017.05.003. [Epub ahead of print]","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28787639","pubmed","28787639","create date:2017/08/09 | first author:Jiang JL",
"Artesunate Activates the Intrinsic Apoptosis of HCT116 Cells through the Suppression of Fatty Acid Synthesis and the NF-κB Pathway.","/pubmed/28786914","Chen X, Wong YK, Lim TK, Lim WH, Lin Q, Wang J, Hua Z.","Molecules. 2017 Aug 8;22(8). pii: E1272. doi: 10.3390/molecules22081272.","Molecules.  2017","PubMed","citation","PMID:28786914","pubmed","28786914","create date:2017/08/09 | first author:Chen X",
"Quantitation of glutathione S-transferases in rice (Oryza sativa L.) roots exposed to cadmium by liquid chromatography-tandem mass spectrometry using isotope-labeled wing peptides as an internal standard.","/pubmed/28785299","Cao Z, Mou R, Cao Z, Lin X, Ma Y, Zhu Z, Chen M.","Plant Methods. 2017 Aug 4;13:64. doi: 10.1186/s13007-017-0214-2. eCollection 2017.","Plant Methods.  2017","PubMed","citation","PMID:28785299 | PMCID:PMC5543549","pubmed","28785299","create date:2017/08/09 | first author:Cao Z",
"A Suite of ""Minimalist"" Photo-Crosslinkers for Live-Cell Imaging and Chemical Proteomics: Case Study with BRD4 Inhibitors.","/pubmed/28783236","Yao SQ, Pan S, Jang SY, Wang D, Liew SS, Li Z, Lee JS.","Angew Chem Int Ed Engl. 2017 Aug 7. doi: 10.1002/anie.201706076. [Epub ahead of print]","Angew Chem Int Ed Engl.  2017","PubMed","citation","PMID:28783236","pubmed","28783236","create date:2017/08/08 | first author:Yao SQ",
"Nanoscale trifunctional bovine hemoglobin for fabricating molecularly imprinted polydopamine via Pickering emulsions-hydrogels polymerization.","/pubmed/28780460","Sun Y, Zhong S.","Colloids Surf B Biointerfaces. 2017 Jul 29;159:131-138. doi: 10.1016/j.colsurfb.2017.07.069. [Epub ahead of print]","Colloids Surf B Biointerfaces.  2017","PubMed","citation","PMID:28780460","pubmed","28780460","create date:2017/08/07 | first author:Sun Y",
"Respiration disruption and detoxification at the protein expression levels in the Pacific oyster (Crassostrea gigas) under zinc exposure.","/pubmed/28780297","Meng J, Wang WX, Li L, Zhang G.","Aquat Toxicol. 2017 Jul 26;191:34-41. doi: 10.1016/j.aquatox.2017.07.011. [Epub ahead of print]","Aquat Toxicol.  2017","PubMed","citation","PMID:28780297","pubmed","28780297","create date:2017/08/07 | first author:Meng J",
"Selection of AECOPD-specific immunomodulatory biomarkers by integrating genomics and proteomics with clinical informatics.","/pubmed/28779230","Shi L, Zhu B, Xu M, Wang X.","Cell Biol Toxicol. 2017 Aug 4. doi: 10.1007/s10565-017-9405-x. [Epub ahead of print]","Cell Biol Toxicol.  2017","PubMed","citation","PMID:28779230","pubmed","28779230","create date:2017/08/06 | first author:Shi L",
"Secretome profiles of immortalized dental follicle cells using iTRAQ-based proteomic analysis.","/pubmed/28779163","Dou L, Wu Y, Yan Q, Wang J, Zhang Y, Ji P.","Sci Rep. 2017 Aug 4;7(1):7300. doi: 10.1038/s41598-017-07467-3.","Sci Rep.  2017","PubMed","citation","PMID:28779163 | PMCID:PMC5544752","pubmed","28779163","create date:2017/08/06 | first author:Dou L",
"Improving the phenotype predictions of a yeast genome-scale metabolic model by incorporating enzymatic constraints.","/pubmed/28779005","Sánchez BJ, Zhang C, Nilsson A, Lahtvee PJ, Kerkhoven EJ, Nielsen J.","Mol Syst Biol. 2017 Aug 3;13(8):935. doi: 10.15252/msb.20167411.","Mol Syst Biol.  2017","PubMed","citation","PMID:28779005","pubmed","28779005","create date:2017/08/06 | first author:Sánchez BJ",
"HISTONE DEACETYLASE6 Acts in Concert with Histone Methyltransferases SUVH4, SUVH5, and SUVH6 to Regulate Transposon Silencing.","/pubmed/28778955","Yu CW, Tai R, Wang SC, Yang P, Luo M, Yang S, Cheng K, Wang WC, Cheng YS, Wu K.","Plant Cell. 2017 Aug 4. pii: tpc.00570.2016. doi: 10.1105/tpc.16.00570. [Epub ahead of print]","Plant Cell.  2017","PubMed","citation","PMID:28778955","pubmed","28778955","create date:2017/08/06 | first author:Yu CW",
"Using multi-omics methods to understand dermatomyositis/polymyositis.","/pubmed/28778709","Gao S, Luo H, Zhang H, Zuo X, Wang L, Zhu H.","Autoimmun Rev. 2017 Aug 1. pii: S1568-9972(17)30204-5. doi: 10.1016/j.autrev.2017.07.021. [Epub ahead of print] Review.","Autoimmun Rev.  2017","PubMed","citation","PMID:28778709","pubmed","28778709","create date:2017/08/06 | first author:Gao S",
"ACBD3 Functions as a Scaffold to Organize the Golgi Stacking Proteins and a Rab33b-GAP.","/pubmed/28777890","Yue X, Bao M, Christiano R, Li S, Mei J, Zhu L, Mao F, Yue Q, Zhang P, Jing S, Rothman JE, Qian Y, Lee I.","FEBS Lett. 2017 Aug 4. doi: 10.1002/1873-3468.12780. [Epub ahead of print]","FEBS Lett.  2017","PubMed","citation","PMID:28777890","pubmed","28777890","create date:2017/08/05 | first author:Yue X",
"HPSLPred: An ensemble multi-label classifier for human protein subcellular location prediction with imbalanced source.","/pubmed/28776938","Wan S, Duan Y, Zou Q.","Proteomics. 2017 Aug 4. doi: 10.1002/pmic.201700262. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28776938","pubmed","28776938","create date:2017/08/05 | first author:Wan S",
"Mechanistic Investigation of the Specific Anticancer Property of Artemisinin and Its Combination with Aminolevulinic Acid for Enhanced Anticolorectal Cancer Activity.","/pubmed/28776016","Wang J, Zhang J, Shi Y, Xu C, Zhang C, Wong YK, Lee YM, Krishna S, He Y, Lim TK, Sim W, Hua ZC, Shen HM, Lin Q.","ACS Cent Sci. 2017 Jul 26;3(7):743-750. doi: 10.1021/acscentsci.7b00156. Epub 2017 Jun 28.","ACS Cent Sci.  2017","PubMed","citation","PMID:28776016 | PMCID:PMC5532725","pubmed","28776016","create date:2017/08/05 | first author:Wang J",
"Divergent Proteome Patterns of Egg Albumen from Domestic Chicken, Duck, Goose, Turkey, Quail and Pigeon.","/pubmed/28771958","Sun C, Liu J, Li W, Xu G, Yang N.","Proteomics. 2017 Aug 3. doi: 10.1002/pmic.201700145. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28771958","pubmed","28771958","create date:2017/08/05 | first author:Sun C",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Comparative iTRAQ-based quantitative proteomic analysis of Pelteobagrus vachelli liver against acute hypoxia: Implications in metabolic responses.","/pubmed/28771929","Zhang G, Zhang J, Wen X, Zhao C, Zhang H, Li X, Yin S.","Proteomics. 2017 Aug 3. doi: 10.1002/pmic.201700140. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28771929","pubmed","28771929","create date:2017/08/05 | first author:Zhang G",
"Quantitative proteomics in A30P*A53T α-synuclein transgenic mice reveals upregulation of Sel1l.","/pubmed/28771510","Yan J, Zhang P, Jiao F, Wang Q, He F, Zhang Q, Zhang Z, Lv Z, Peng X, Cai H, Tian B.","PLoS One. 2017 Aug 3;12(8):e0182092. doi: 10.1371/journal.pone.0182092. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28771510 | PMCID:PMC5542467","pubmed","28771510","create date:2017/08/05 | first author:Yan J",
"Abrogation of Immunogenic Properties of Gliadin Peptides through Transamidation by Microbial Transglutaminase Is Acyl-Acceptor Dependent.","/pubmed/28771001","Zhou L, Kooy-Winkelaar YMC, Cordfunke RA, Dragan I, Thompson A, Drijfhout JW, van Veelen PA, Chen H, Koning F.","J Agric Food Chem. 2017 Aug 17. doi: 10.1021/acs.jafc.7b02557. [Epub ahead of print]","J Agric Food Chem.  2017","PubMed","citation","PMID:28771001","pubmed","28771001","create date:2017/08/05 | first author:Zhou L",
"Unraveling the Root Proteome Changes and Its Relationship to Molecular Mechanism Underlying Salt Stress Response in Radish (Raphanus sativus L.).","/pubmed/28769938","Sun X, Wang Y, Xu L, Li C, Zhang W, Luo X, Jiang H, Liu L.","Front Plant Sci. 2017 Jul 14;8:1192. doi: 10.3389/fpls.2017.01192. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769938 | PMCID:PMC5509946","pubmed","28769938","create date:2017/08/05 | first author:Sun X",
"2-Hydroxyisobutyrylation on histone H4K8 is regulated by glucose homeostasis in Saccharomyces cerevisiae.","/pubmed/28768809","Huang J, Luo Z, Ying W, Cao Q, Huang H, Dong J, Wu Q, Zhao Y, Qian X, Dai J.","Proc Natl Acad Sci U S A. 2017 Aug 15;114(33):8782-8787. doi: 10.1073/pnas.1700796114. Epub 2017 Aug 2.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28768809","pubmed","28768809","create date:2017/08/05 | first author:Huang J",
"Polymeric hydrophilic ionic liquids used to modify magnetic nanoparticles for the highly selective enrichment of N-linked glycopeptides.","/pubmed/28765562","Jiao F, Gao F, Wang H, Deng Y, Zhang Y, Qian X, Zhang Y.","Sci Rep. 2017 Aug 1;7(1):6984. doi: 10.1038/s41598-017-07516-x.","Sci Rep.  2017","PubMed","citation","PMID:28765562 | PMCID:PMC5539331","pubmed","28765562","create date:2017/08/03 | first author:Jiao F",
"Proteomic analysis of broccoli sprouts by iTRAQ in response to jasmonic acid.","/pubmed/28763705","Guo L, Wang P, Gu Z, Jin X, Yang R.","J Plant Physiol. 2017 Jul 11;218:16-25. doi: 10.1016/j.jplph.2017.07.003. [Epub ahead of print]","J Plant Physiol.  2017","PubMed","citation","PMID:28763705","pubmed","28763705","create date:2017/08/02 | first author:Guo L",
"Identification of proteome, antigen protein and antigen membrane protein from Spiroplasma eriocheiris.","/pubmed/28763106","Liu Y, Xu Y, Li S, Xu X, Gao Q, Yuan M, Gu W, Wang W, Meng Q.","Lett Appl Microbiol. 2017 Aug 1. doi: 10.1111/lam.12784. [Epub ahead of print]","Lett Appl Microbiol.  2017","PubMed","citation","PMID:28763106","pubmed","28763106","create date:2017/08/02 | first author:Liu Y",
"Emerging targets and latest proteomics based therapeutic approaches in neurodegenerative diseases.","/pubmed/28762306","Fatima MT, Islam Z, Ahmad E, Salahuddin P.","Curr Protein Pept Sci. 2017 Jul 31. doi: 10.2174/1389203718666170731114757. [Epub ahead of print]","Curr Protein Pept Sci.  2017","PubMed","citation","PMID:28762306","pubmed","28762306","create date:2017/08/02 | first author:Fatima MT",
"Quantitative time-resolved chemoproteomics reveals that stable O-GlcNAc regulates box C/D snoRNP biogenesis.","/pubmed/28760965","Qin W, Lv P, Fan X, Quan B, Zhu Y, Qin K, Chen Y, Wang C, Chen X.","Proc Natl Acad Sci U S A. 2017 Aug 15;114(33):E6749-E6758. doi: 10.1073/pnas.1702688114. Epub 2017 Jul 31.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28760965","pubmed","28760965","create date:2017/08/02 | first author:Qin W",
"CD318 is a ligand for CD6.","/pubmed/28760953","Enyindah-Asonye G, Li Y, Ruth JH, Spassov DS, Hebron KE, Zijlstra A, Moasser MM, Wang B, Singer NG, Cui H, Ohara RA, Rasmussen SM, Fox DA, Lin F.","Proc Natl Acad Sci U S A. 2017 Aug 15;114(33):E6912-E6921. doi: 10.1073/pnas.1704008114. Epub 2017 Jul 31.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28760953","pubmed","28760953","create date:2017/08/02 | first author:Enyindah-Asonye G",
"The effect of electroacupuncture on proteomic changes in the motor cortex of 6-OHDA Parkinsonian rats.","/pubmed/28760440","Li M, Li L, Wang K, Su W, Jia J, Wang X.","Brain Res. 2017 Jul 28. pii: S0006-8993(17)30326-8. doi: 10.1016/j.brainres.2017.07.027. [Epub ahead of print]","Brain Res.  2017","PubMed","citation","PMID:28760440","pubmed","28760440","create date:2017/08/02 | first author:Li M",
