Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A non-DNA-binding activity for the ATHB4 transcription factor in the control of vegetation proximity.","/pubmed/28805249","Gallemí M, Molina-Contreras MJ, Paulišić S, Salla-Martret M, Sorin C, Godoy M, Franco-Zorrilla JM, Solano R, Martínez-García JF.","New Phytol. 2017 Aug 14. doi: 10.1111/nph.14727. [Epub ahead of print]","New Phytol.  2017","PubMed","citation","PMID:28805249","pubmed","28805249","create date:2017/08/15 | first author:Gallemí M",
"The genome analysis of Oleiphilus messinensis ME102 (DSM 13489(T)) reveals backgrounds of its obligate alkane-devouring marine lifestyle.","/pubmed/28802691","Toshchakov SV, Korzhenkov AA, Chernikova TN, Ferrer M, Golyshina OV, Yakimov MM, Golyshin PN.","Mar Genomics. 2017 Aug 9. pii: S1874-7787(17)30165-4. doi: 10.1016/j.margen.2017.07.005. [Epub ahead of print]","Mar Genomics.  2017","PubMed","citation","PMID:28802691","pubmed","28802691","create date:2017/08/15 | first author:Toshchakov SV",
"Exact correspondence between walk in nucleotide and protein sequence spaces.","/pubmed/28800638","Ivankov DN.","PLoS One. 2017 Aug 11;12(8):e0182525. doi: 10.1371/journal.pone.0182525. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28800638","pubmed","28800638","create date:2017/08/12 | first author:Ivankov DN",
"The nucleoid protein Dps binds genomic DNA of Escherichia coli in a non-random manner.","/pubmed/28800583","Antipov SS, Tutukina MN, Preobrazhenskaya EV, Kondrashov FA, Patrushev MV, Toshchakov SV, Dominova I, Shvyreva US, Vrublevskaya VV, Morenkov OS, Sukharicheva NA, Panyukov VV, Ozoline ON.","PLoS One. 2017 Aug 11;12(8):e0182800. doi: 10.1371/journal.pone.0182800. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28800583","pubmed","28800583","create date:2017/08/12 | first author:Antipov SS",
"Human dendritic cells activated with MV130 induce Th1, Th17 and IL-10 responses via RIPK2 and MyD88 signalling pathways.","/pubmed/28799230","Cirauqui C, Benito-Villalvilla C, Sánchez-Ramón S, Sirvent S, Diez-Rivero CM, Conejero L, Brandi P, Hernández-Cillero L, Ochoa JL, Pérez-Villamil B, Sancho D, Subiza JL, Palomares O.","Eur J Immunol. 2017 Aug 11. doi: 10.1002/eji.201747024. [Epub ahead of print]","Eur J Immunol.  2017","PubMed","citation","PMID:28799230","pubmed","28799230","create date:2017/08/12 | first author:Cirauqui C",
"L1 Mosaicism in Mammals: Extent, Effects, and Evolution.","/pubmed/28797643","Faulkner GJ, Garcia-Perez JL.","Trends Genet. 2017 Aug 7. pii: S0168-9525(17)30113-0. doi: 10.1016/j.tig.2017.07.004. [Epub ahead of print] Review.","Trends Genet.  2017","PubMed","citation","PMID:28797643","pubmed","28797643","create date:2017/08/12 | first author:Faulkner GJ",
"Genetic Variants Related to Longer Telomere Length are Associated with Increased Risk of Renal Cell Carcinoma.","/pubmed/28797570","Machiela MJ, Hofmann JN, Carreras-Torres R, Brown KM, Johansson M, Wang Z, Foll M, Li P, Rothman N, Savage SA, Gaborieau V, McKay JD, Ye Y, Henrion M, Bruinsma F, Jordan S, Severi G, Hveem K, Vatten LJ, Fletcher T, Koppova K, Larsson SC, et al.","Eur Urol. 2017 Aug 7. pii: S0302-2838(17)30639-5. doi: 10.1016/j.eururo.2017.07.015. [Epub ahead of print]","Eur Urol.  2017","PubMed","citation","PMID:28797570","pubmed","28797570","create date:2017/08/12 | first author:Machiela MJ",
"Nutrient supply affects the mRNA expression profile of the porcine skeletal muscle.","/pubmed/28797239","Cardoso TF, Quintanilla R, Tibau J, Gil M, Mármol-Sánchez E, González-Rodríguez O, González-Prendes R, Amills M.","BMC Genomics. 2017 Aug 10;18(1):603. doi: 10.1186/s12864-017-3986-x.","BMC Genomics.  2017","PubMed","citation","PMID:28797239 | PMCID:PMC5553784","pubmed","28797239","create date:2017/08/12 | first author:Cardoso TF",
"Mutations in SCAPER cause autosomal recessive retinitis pigmentosa with intellectual disability.","/pubmed/28794130","Tatour Y, Sanchez-Navarro I, Chervinsky E, Hakonarson H, Gawi H, Tahsin-Swafiri S, Leibu R, Lopez-Molina MI, Fernandez-Sanz G, Ayuso C, Ben-Yosef T.","J Med Genet. 2017 Aug 9. pii: jmedgenet-2017-104632. doi: 10.1136/jmedgenet-2017-104632. [Epub ahead of print]","J Med Genet.  2017","PubMed","citation","PMID:28794130","pubmed","28794130","create date:2017/08/11 | first author:Tatour Y",
"Saturation mapping of regions determining resistance to Ascochyta blight and broomrape in faba bean using transcriptome-based SNP genotyping.","/pubmed/28791437","Ocaña-Moral S, Gutiérrez N, Torres AM, Madrid E.","Theor Appl Genet. 2017 Aug 8. doi: 10.1007/s00122-017-2958-5. [Epub ahead of print]","Theor Appl Genet.  2017","PubMed","citation","PMID:28791437","pubmed","28791437","create date:2017/08/10 | first author:Ocaña-Moral S",
"Amiloride, an old diuretic drug, is a potential therapeutic agent for multiple myeloma.","/pubmed/28790111","Rojas E, Corchete L, San Segundo L, Martínez-Blanch JF, Codoñer FM, Paíno T, Puig N, García-Sanz R, Mateos MV, Ocio EM, Misiewicz-Krzeminska I, Gutiérrez NC.","Clin Cancer Res. 2017 Aug 8. pii: clincanres.0678.2017. doi: 10.1158/1078-0432.CCR-17-0678. [Epub ahead of print]","Clin Cancer Res.  2017","PubMed","citation","PMID:28790111","pubmed","28790111","create date:2017/08/10 | first author:Rojas E",
"Interpreting the genomic landscape of speciation: a road map for finding barriers to gene flow.","/pubmed/28786193","Ravinet M, Faria R, Butlin RK, Galindo J, Bierne N, Rafajlović M, Noor MAF, Mehlig B, Westram AM.","J Evol Biol. 2017 Aug;30(8):1450-1477. doi: 10.1111/jeb.13047. Review.","J Evol Biol.  2017","PubMed","citation","PMID:28786193","pubmed","28786193","create date:2017/08/09 | first author:Ravinet M",
"A myovirus encoding both photosystem I and II proteins enhances cyclic electron flow in infected Prochlorococcus cells.","/pubmed/28785078","Fridman S, Flores-Uribe J, Larom S, Alalouf O, Liran O, Yacoby I, Salama F, Bailleul B, Rappaport F, Ziv T, Sharon I, Cornejo-Castillo FM, Philosof A, Dupont CL, Sánchez P, Acinas SG, Rohwer FL, Lindell D, Béjà O.","Nat Microbiol. 2017 Aug 7. doi: 10.1038/s41564-017-0002-9. [Epub ahead of print]","Nat Microbiol.  2017","PubMed","citation","PMID:28785078","pubmed","28785078","create date:2017/08/09 | first author:Fridman S",
"Investigation of the aroma of commercial peach (Prunus persica L. Batsch) types by Proton Transfer Reaction-Mass Spectrometry (PTR-MS) and sensory analysis.","/pubmed/28784469","Bianchi T, Weesepoel Y, Koot A, Iglesias I, Eduardo I, Gratacós-Cubarsí M, Guerrero L, Hortós M, van Ruth S.","Food Res Int. 2017 Sep;99(Pt 1):133-146. doi: 10.1016/j.foodres.2017.05.007. Epub 2017 May 15.","Food Res Int.  2017","PubMed","citation","PMID:28784469","pubmed","28784469","create date:2017/08/09 | first author:Bianchi T",
"Viral Ubiquitin Ligase Stimulates Selective Host MicroRNA Expression by Targeting ZEB Transcriptional Repressors.","/pubmed/28783105","Lutz G, Jurak I, Kim ET, Kim JY, Hackenberg M, Leader A, Stoller ML, Fekete DM, Weitzman MD, Coen DM, Wilson AC.","Viruses. 2017 Aug 7;9(8). pii: E210. doi: 10.3390/v9080210.","Viruses.  2017","PubMed","citation","PMID:28783105","pubmed","28783105","create date:2017/08/08 | first author:Lutz G",
"Trap(Seq): An RNA Sequencing-based pipeline for the identification of genetrap insertions in mammalian cells.","/pubmed/28782559","Mayor-Ruiz C, Dominguez O, Fernandez-Capetillo O.","J Mol Biol. 2017 Aug 4. pii: S0022-2836(17)30370-4. doi: 10.1016/j.jmb.2017.07.020. [Epub ahead of print]","J Mol Biol.  2017","PubMed","citation","PMID:28782559","pubmed","28782559","create date:2017/08/08 | first author:Mayor-Ruiz C",
"Human Menstrual Blood-Derived Mesenchymal Stem Cells as Potential Cell Carriers for Oncolytic Adenovirus.","/pubmed/28781596","Moreno R, Rojas LA, Villellas FV, Soriano VC, García-Castro J, Fajardo CA, Alemany R.","Stem Cells Int. 2017;2017:3615729. doi: 10.1155/2017/3615729. Epub 2017 Jul 11.","Stem Cells Int.  2017","PubMed","citation","PMID:28781596 | PMCID:PMC5525077","pubmed","28781596","create date:2017/08/07 | first author:Moreno R",
"Myotonic dystrophy: candidate small molecule therapeutics.","/pubmed/28780071","Konieczny P, Selma-Soriano E, Rapisarda AS, Fernandez-Costa JM, Perez-Alonso M, Artero R.","Drug Discov Today. 2017 Aug 2. pii: S1359-6446(17)30132-0. doi: 10.1016/j.drudis.2017.07.011. [Epub ahead of print] Review.","Drug Discov Today.  2017","PubMed","citation","PMID:28780071","pubmed","28780071","create date:2017/08/07 | first author:Konieczny P",
"Coupling TOR to the Cell Cycle by the Greatwall-Endosulfine-PP2A-B55 Pathway.","/pubmed/28777780","Pérez-Hidalgo L, Moreno S.","Biomolecules. 2017 Aug 4;7(3). pii: E59. doi: 10.3390/biom7030059. Review.","Biomolecules.  2017","PubMed","citation","PMID:28777780","pubmed","28777780","create date:2017/08/05 | first author:Pérez-Hidalgo L",
"Vertical zonation and functional diversity of fish assemblages revealed by ROV videos at oil platforms in The Gulf.","/pubmed/28776682","Torquato F, Jensen HM, Range P, Bach SS, Ben-Hamadou R, Sigsgaard EE, Thomsen PF, Møller PR, Riera R.","J Fish Biol. 2017 Aug 3. doi: 10.1111/jfb.13394. [Epub ahead of print]","J Fish Biol.  2017","PubMed","citation","PMID:28776682","pubmed","28776682","create date:2017/08/05 | first author:Torquato F",
"Genome-wide signatures of complex introgression and adaptive evolution in the big cats.","/pubmed/28776029","Figueiró HV, Li G, Trindade FJ, Assis J, Pais F, Fernandes G, Santos SHD, Hughes GM, Komissarov A, Antunes A, Trinca CS, Rodrigues MR, Linderoth T, Bi K, Silveira L, Azevedo FCC, Kantek D, Ramalho E, Brassaloti RA, Villela PMS, Nunes ALV, Teixeira RHF, et al.","Sci Adv. 2017 Jul 19;3(7):e1700299. doi: 10.1126/sciadv.1700299. eCollection 2017 Jul.","Sci Adv.  2017","PubMed","citation","PMID:28776029 | PMCID:PMC5517113","pubmed","28776029","create date:2017/08/05 | first author:Figueiró HV",
"Bioenergetic Failure in Rat Oligodendrocyte Progenitor Cells Treated with Cerebrospinal Fluid Derived from Multiple Sclerosis Patients.","/pubmed/28775680","Mathur D, Riffo-Campos AL, Castillo J, Haines JD, Vidaurre OG, Zhang F, Coret-Ferrer F, Casaccia P, Casanova B, Lopez-Rodas G.","Front Cell Neurosci. 2017 Jul 18;11:209. doi: 10.3389/fncel.2017.00209. eCollection 2017.","Front Cell Neurosci.  2017","PubMed","citation","PMID:28775680 | PMCID:PMC5517784","pubmed","28775680","create date:2017/08/05 | first author:Mathur D",
"Gene expression changes in blood RNA after swimming in a chlorinated pool.","/pubmed/28774616","Salas LA, Font-Ribera L, Bustamante M, Sumoy L, Grimalt JO, Bonnin S, Aguilar M, Mattlin H, Hummel M, Ferrer A, Kogevinas M, Villanueva CM.","J Environ Sci (China). 2017 Aug;58:250-261. doi: 10.1016/j.jes.2017.05.011. Epub 2017 May 16.","J Environ Sci (China).  2017","PubMed","citation","PMID:28774616","pubmed","28774616","create date:2017/08/05 | first author:Salas LA",
"Polymyalgia rheumatica.","/pubmed/28774422","González-Gay MA, Matteson EL, Castañeda S.","Lancet. 2017 Jul 31. pii: S0140-6736(17)31825-1. doi: 10.1016/S0140-6736(17)31825-1. [Epub ahead of print] Review.","Lancet.  2017","PubMed","citation","PMID:28774422","pubmed","28774422","create date:2017/08/05 | first author:González-Gay MA",
"Challenges for visualizing three-dimensional data in genomic browsers.","/pubmed/28771695","Goodstadt M, Marti-Renom MA.","FEBS Lett. 2017 Aug 3. doi: 10.1002/1873-3468.12778. [Epub ahead of print] Review.","FEBS Lett.  2017","PubMed","citation","PMID:28771695","pubmed","28771695","create date:2017/08/05 | first author:Goodstadt M",
"Faecal microbiota composition associates with abdominal pain in the general population.","/pubmed/28765473","Hadizadeh F, Bonfiglio F, Belheouane M, Vallier M, Sauer S, Bang C, Bujanda L, Andreasson A, Agreus L, Engstrand L, Talley NJ, Rafter J, Baines JF, Walter S, Franke A, D'Amato M.","Gut. 2017 Aug 1. pii: gutjnl-2017-314792. doi: 10.1136/gutjnl-2017-314792. [Epub ahead of print] No abstract available. ","Gut.  2017","PubMed","citation","PMID:28765473","pubmed","28765473","create date:2017/08/03 | first author:Hadizadeh F",
"Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition.","/pubmed/28763055","Alberti A, Poulain J, Engelen S, Labadie K, Romac S, Ferrera I, Albini G, Aury JM, Belser C, Bertrand A, Cruaud C, Da Silva C, Dossat C, Gavory F, Gas S, Guy J, Haquelle M, Jacoby E, Jaillon O, Lemainque A, Pelletier E, Samson G, et al.","Sci Data. 2017 Aug 1;4:170093. doi: 10.1038/sdata.2017.93.","Sci Data.  2017","PubMed","citation","PMID:28763055 | PMCID:PMC5538240","pubmed","28763055","create date:2017/08/02 | first author:Alberti A",
"Profilin, a change in the paradigm.","/pubmed/28760720","Rodríguez Del Río P, Díaz-Perales A, Sánchez-García S, Escudero C, Ibáñez MD, Méndez-Brea P, Barber D.","J Investig Allergol Clin Immunol. 2017 Aug 1:0. doi: 10.18176/jiaci.0193. [Epub ahead of print]","J Investig Allergol Clin Immunol.  2017","PubMed","citation","PMID:28760720","pubmed","28760720","create date:2017/08/02 | first author:Rodríguez Del Río P",
"Platelet count and plateletcrit are associated with an increased risk of venous thrombosis in females. Results from the RETROVE study.","/pubmed/28759761","Vázquez-Santiago M, Vilalta N, Ziyatdinov A, Cuevas B, Macho R, Pujol-Moix N, Carrasco M, Mateo J, Fontcuberta J, Soria JM, Souto JC.","Thromb Res. 2017 Jul 23;157:162-164. doi: 10.1016/j.thromres.2017.07.022. [Epub ahead of print] No abstract available. ","Thromb Res.  2017","PubMed","citation","PMID:28759761","pubmed","28759761","create date:2017/08/02 | first author:Vázquez-Santiago M",
"The antiphasic regulatory module comprising CDF5 and its antisense RNA FLORE links the circadian clock to photoperiodic flowering.","/pubmed/28758689","Henriques R, Wang H, Liu J, Boix M, Huang LF, Chua NH.","New Phytol. 2017 Jul 31. doi: 10.1111/nph.14703. [Epub ahead of print]","New Phytol.  2017","PubMed","citation","PMID:28758689","pubmed","28758689","create date:2017/08/02 | first author:Henriques R",
"Copy number profiling of adult relapsed B-cell precursor acute lymphoblastic leukemia reveals potential leukemia progression mechanisms.","/pubmed/28758283","Ribera J, Zamora L, Morgades M, Mallo M, Solanes N, Batlle M, Vives S, Granada I, Juncà J, Malinverni R, Genescà E, Guàrdia R, Mercadal S, Escoda L, Martinez-Lopez J, Tormo M, Esteve J, Pratcorona M, Martinez-Losada C, Solé F, Feliu E, Ribera JM; et al.","Genes Chromosomes Cancer. 2017 Jul 30. doi: 10.1002/gcc.22486. [Epub ahead of print]","Genes Chromosomes Cancer.  2017","PubMed","citation","PMID:28758283","pubmed","28758283","create date:2017/08/02 | first author:Ribera J",
"Genome-wide association study identifies inversion in the CTRB1-CTRB2 locus to modify risk for alcoholic and non-alcoholic chronic pancreatitis.","/pubmed/28754779","Rosendahl J, Kirsten H, Hegyi E, Kovacs P, Weiss FU, Laumen H, Lichtner P, Ruffert C, Chen JM, Masson E, Beer S, Zimmer C, Seltsam K, Algül H, Bühler F, Bruno MJ, Bugert P, Burkhardt R, Cavestro GM, Cichoz-Lach H, Farré A, Frank J, et al.","Gut. 2017 Jul 28. pii: gutjnl-2017-314454. doi: 10.1136/gutjnl-2017-314454. [Epub ahead of print]","Gut.  2017","PubMed","citation","PMID:28754779","pubmed","28754779","create date:2017/07/30 | first author:Rosendahl J",
"Clustered Mutation Signatures Reveal that Error-Prone DNA Repair Targets Mutations to Active Genes.","/pubmed/28753428","Supek F, Lehner B.","Cell. 2017 Jul 27;170(3):534-547.e23. doi: 10.1016/j.cell.2017.07.003.","Cell.  2017","PubMed","citation","PMID:28753428","pubmed","28753428","create date:2017/07/29 | first author:Supek F",
"Editorial: Molecular and Metabolic Mechanisms Associated with Fleshy Fruit Quality.","/pubmed/28751907","Fortes AM, Granell A, Pezzotti M, Bouzayen M.","Front Plant Sci. 2017 Jul 13;8:1236. doi: 10.3389/fpls.2017.01236. eCollection 2017. No abstract available. ","Front Plant Sci.  2017","PubMed","citation","PMID:28751907 | PMCID:PMC5507992","pubmed","28751907","create date:2017/07/29 | first author:Fortes AM",
"Distribution and genotype-phenotype correlation of GDAP1 mutations in Spain.","/pubmed/28751717","Sivera R, Frasquet M, Lupo V, García-Sobrino T, Blanco-Arias P, Pardo J, Fernández-Torrón R, de Munain AL, Márquez-Infante C, Villarreal L, Carbonell P, Rojas-García R, Segovia S, Illa I, Frongia AL, Nascimento A, Ortez C, García-Romero MDM, Pascual SI, Pelayo-Negro AL, Berciano J, Guerrero A, et al.","Sci Rep. 2017 Jul 27;7(1):6677. doi: 10.1038/s41598-017-06894-6.","Sci Rep.  2017","PubMed","citation","PMID:28751717 | PMCID:PMC5532232","pubmed","28751717","create date:2017/07/29 | first author:Sivera R",
"A deletion affecting an LRR-RLK gene co-segregates with the fruit flat shape trait in peach.","/pubmed/28751691","López-Girona E, Zhang Y, Eduardo I, Mora JRH, Alexiou KG, Arús P, Aranzana MJ.","Sci Rep. 2017 Jul 27;7(1):6714. doi: 10.1038/s41598-017-07022-0.","Sci Rep.  2017","PubMed","citation","PMID:28751691 | PMCID:PMC5532255","pubmed","28751691","create date:2017/07/29 | first author:López-Girona E",
"The effect of frequency-specific sound signals on the germination of maize seeds.","/pubmed/28743310","Vicient CM.","BMC Res Notes. 2017 Jul 25;10(1):323. doi: 10.1186/s13104-017-2643-4.","BMC Res Notes.  2017","PubMed","citation","PMID:28743310 | PMCID:PMC5526260","pubmed","28743310","create date:2017/07/27 | first author:Vicient CM",
"Tpc1 is an important Zn(II)2Cys6 transcriptional regulator required for polarized growth and virulence in the rice blast fungus.","/pubmed/28742127","Galhano R, Illana A, Ryder LS, Rodríguez-Romero J, Demuez M, Badaruddin M, Martinez-Rocha AL, Soanes DM, Studholme DJ, Talbot NJ, Sesma A.","PLoS Pathog. 2017 Jul 24;13(7):e1006516. doi: 10.1371/journal.ppat.1006516. eCollection 2017 Jul.","PLoS Pathog.  2017","PubMed","citation","PMID:28742127 | PMCID:PMC5542705","pubmed","28742127","create date:2017/07/26 | first author:Galhano R",
"Extraordinary Cancer Epigenomics: Thinking Outside the Classical Coding and Promoter Box.","/pubmed/28741488","Murtha M, Esteller M.","Trends Cancer. 2016 Oct;2(10):572-584. doi: 10.1016/j.trecan.2016.08.004. Epub 2016 Sep 13. Review.","Trends Cancer.  2016","PubMed","citation","PMID:28741488","pubmed","28741488","create date:2017/07/26 | first author:Murtha M",
"Heterogeneity of neuroblastoma cell identity defined by transcriptional circuitries.","/pubmed/28740262","Boeva V, Louis-Brennetot C, Peltier A, Durand S, Pierre-Eugène C, Raynal V, Etchevers HC, Thomas S, Lermine A, Daudigeos-Dubus E, Geoerger B, Orth MF, Grünewald TGP, Diaz E, Ducos B, Surdez D, Carcaboso AM, Medvedeva I, Deller T, Combaret V, Lapouble E, Pierron G, et al.","Nat Genet. 2017 Jul 24. doi: 10.1038/ng.3921. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28740262","pubmed","28740262","create date:2017/07/26 | first author:Boeva V",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.","/pubmed/28739976","Wain LV, Vaez A, Jansen R, Joehanes R, van der Most PJ, Erzurumluoglu AM, O'Reilly PF, Cabrera CP, Warren HR, Rose LM, Verwoert GC, Hottenga JJ, Strawbridge RJ, Esko T, Arking DE, Hwang SJ, Guo X, Kutalik Z, Trompet S, Shrine N, Teumer A, Ried JS, et al.","Hypertension. 2017 Jul 24. pii: HYPERTENSIONAHA.117.09438. doi: 10.1161/HYPERTENSIONAHA.117.09438. [Epub ahead of print]","Hypertension.  2017","PubMed","citation","PMID:28739976","pubmed","28739976","create date:2017/07/26 | first author:Wain LV",
"Effects of Resveratrol and other Polyphenols on the most common Brain Age-Related Diseases.","/pubmed/28738770","Sarubbo F, Moranta D, Asensio VJ, Miralles A, Esteban S.","Curr Med Chem. 2017 Jul 24. doi: 10.2174/0929867324666170724102743. [Epub ahead of print]","Curr Med Chem.  2017","PubMed","citation","PMID:28738770","pubmed","28738770","create date:2017/07/26 | first author:Sarubbo F",
"Investigating the genetic regulation of the expression of 63 lipid metabolism genes in the pig skeletal muscle.","/pubmed/28737243","González-Prendes R, Quintanilla R, Amills M.","Anim Genet. 2017 Jul 24. doi: 10.1111/age.12586. [Epub ahead of print]","Anim Genet.  2017","PubMed","citation","PMID:28737243","pubmed","28737243","create date:2017/07/25 | first author:González-Prendes R",
"Genetic variants in HSD17B3, SMAD3, and IPO11 impact circulating lipids in response to fenofibrate in individuals with type 2 diabetes.","/pubmed/28736931","Rotroff DM, Pijut SS, Marvel SW, Jack JR, Havener TM, Pujol A, Schluter A, Graf GA, Ginsberg HN, Shah HS, Gao H, Morieri ML, Doria A, Mychaleckyi JC, McLeod HL, Buse JB, Wagner MJ, Motsinger-Reif AA; ACCORD/ACCORDion Investigators..","Clin Pharmacol Ther. 2017 Jul 24. doi: 10.1002/cpt.798. [Epub ahead of print]","Clin Pharmacol Ther.  2017","PubMed","citation","PMID:28736931","pubmed","28736931","create date:2017/07/25 | first author:Rotroff DM",
"Group-Level Progressive Alterations in Brain Connectivity Patterns Revealed by Diffusion-Tensor Brain Networks across Severity Stages in Alzheimer's Disease.","/pubmed/28736521","Rasero J, Alonso-Montes C, Diez I, Olabarrieta-Landa L, Remaki L, Escudero I, Mateos B, Bonifazi P, Fernandez M, Arango-Lasprilla JC, Stramaglia S, Cortes JM; Alzheimer’s Disease Neuroimaging Initiative..","Front Aging Neurosci. 2017 Jul 7;9:215. doi: 10.3389/fnagi.2017.00215. eCollection 2017.","Front Aging Neurosci.  2017","PubMed","citation","PMID:28736521 | PMCID:PMC5500648","pubmed","28736521","create date:2017/07/25 | first author:Rasero J",
