Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Draft Genome Sequence of a Clinical Isolate of Streptococcus mutans Strain HM.","/pubmed/28818910","Kondo Y, Nishimata H, Hidaka K, Hasuwa T, Moriuchi H, Fujiwara T, Hoshino T.","Genome Announc. 2017 Aug 17;5(33). pii: e00826-17. doi: 10.1128/genomeA.00826-17.","Genome Announc.  2017","PubMed","citation","PMID:28818910","pubmed","28818910","create date:2017/08/19 | first author:Kondo Y",
"Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems.","/pubmed/28818885","Frindte K, Kalyuzhnaya MG, Bringel F, Dunfield PF, Jetten MSM, Khmelenina VN, Klotz MG, Murrell JC, Op den Camp HJM, Sakai Y, Semrau JD, Shapiro N, DiSpirito AA, Stein LY, Svenning MM, Trotsenko YA, Vuilleumier S, Woyke T, Knief C.","Genome Announc. 2017 Aug 17;5(33). pii: e00526-17. doi: 10.1128/genomeA.00526-17.","Genome Announc.  2017","PubMed","citation","PMID:28818885","pubmed","28818885","create date:2017/08/19 | first author:Frindte K",
"Altered regulation of TERMINAL FLOWER 1 causes the unique vernalisation response in an arctic woodland strawberry accession.","/pubmed/28815698","Koskela EA, Kurokura T, Toivainen T, Sønsteby A, Heide OM, Sargent DJ, Isobe S, Jaakola L, Hilmarsson H, Elomaa P, Hytönen T.","New Phytol. 2017 Aug 16. doi: 10.1111/nph.14734. [Epub ahead of print]","New Phytol.  2017","PubMed","citation","PMID:28815698","pubmed","28815698","create date:2017/08/18 | first author:Koskela EA",
"A plant effector-triggered immunity signaling sector is inhibited by pattern-triggered immunity.","/pubmed/28811287","Hatsugai N, Igarashi D, Mase K, Lu Y, Tsuda Y, Chakravarthy S, Wei HL, Foley JW, Collmer A, Glazebrook J, Katagiri F.","EMBO J. 2017 Aug 15. pii: e201796529. doi: 10.15252/embj.201796529. [Epub ahead of print]","EMBO J.  2017","PubMed","citation","PMID:28811287","pubmed","28811287","create date:2017/08/16 | first author:Hatsugai N",
"Mutations in KEOPS-complex genes cause nephrotic syndrome with primary microcephaly.","/pubmed/28805828","Braun DA, Rao J, Mollet G, Schapiro D, Daugeron MC, Tan W, Gribouval O, Boyer O, Revy P, Jobst-Schwan T, Schmidt JM, Lawson JA, Schanze D, Ashraf S, Ullmann JFP, Hoogstraten CA, Boddaert N, Collinet B, Martin G, Liger D, Lovric S, Furlano M, et al.","Nat Genet. 2017 Aug 14. doi: 10.1038/ng.3933. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28805828","pubmed","28805828","create date:2017/08/15 | first author:Braun DA",
"Roles of rice PHYTOCHROME-INTERACTING FACTOR-LIKE1 (OsPIL1) in leaf senescence.","/pubmed/28805492","Sakuraba Y, Kim EY, Paek NC.","Plant Signal Behav. 2017 Aug 14:0. doi: 10.1080/15592324.2017.1362522. [Epub ahead of print]","Plant Signal Behav.  2017","PubMed","citation","PMID:28805492","pubmed","28805492","create date:2017/08/15 | first author:Sakuraba Y",
"Basic Helix-Loop-Helix Transcription Factors in Evolution: Roles in Development of Mesoderm and Neural Tissues.","/pubmed/28804953","Gyoja F.","Genesis. 2017 Aug 14. doi: 10.1002/dvg.23051. [Epub ahead of print] Review.","Genesis.  2017","PubMed","citation","PMID:28804953","pubmed","28804953","create date:2017/08/15 | first author:Gyoja F",
"The Neuropeptide Corazonin Controls Social Behavior and Caste Identity in Ants.","/pubmed/28802044","Gospocic J, Shields EJ, Glastad KM, Lin Y, Penick CA, Yan H, Mikheyev AS, Linksvayer TA, Garcia BA, Berger SL, Liebig J, Reinberg D, Bonasio R.","Cell. 2017 Aug 10;170(4):748-759.e12. doi: 10.1016/j.cell.2017.07.014.","Cell.  2017","PubMed","citation","PMID:28802044 | PMCID:PMC5564227","pubmed","28802044","create date:2017/08/13 | first author:Gospocic J",
"Cyclic oligomer design with de novo αβ-proteins.","/pubmed/28801928","Lin YR, Koga N, Vorobiev SM, Baker D.","Protein Sci. 2017 Aug 12. doi: 10.1002/pro.3270. [Epub ahead of print]","Protein Sci.  2017","PubMed","citation","PMID:28801928","pubmed","28801928","create date:2017/08/13 | first author:Lin YR",
"Global gene expression analysis of the muscle tissues of medaka acclimated to low and high environmental temperatures.","/pubmed/28800433","Ikeda D, Koyama H, Mizusawa N, Kan-No N, Tan E, Asakawa S, Watabe S.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Aug 2;24:19-28. doi: 10.1016/j.cbd.2017.07.002. [Epub ahead of print]","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28800433","pubmed","28800433","create date:2017/08/12 | first author:Ikeda D",
"Identification of a novel variant of the RET proto-oncogene in a novel family with Hirschsprung's disease.","/pubmed/28799054","Kawano T, Hosomichi K, Inoue I, Shimono R, Onishi S, Nakame K, Kaji T, Matsufuji H, Ieiri S.","Pediatr Surg Int. 2017 Aug 10. doi: 10.1007/s00383-017-4134-z. [Epub ahead of print]","Pediatr Surg Int.  2017","PubMed","citation","PMID:28799054","pubmed","28799054","create date:2017/08/12 | first author:Kawano T",
"Future of Rare Diseases Research 2017-2027: an IRDiRC Perspective.","/pubmed/28796445","Austin CP, Cutillo CM, Lau LP, Jonker AH, Rath A, Julkowska D, Thomson D, Terry S, de Montleau B, Ardigò D, Hivert V, Boycott KM, Baynam G, Kaufmann P, Taruscio D, Lochmüller H, Suematsu M, Incerti C, Draghia-Akli R, Norstedt I, Wang L, Dawkins HJ; et al.","Clin Transl Sci. 2017 Aug 10. doi: 10.1111/cts.12500. [Epub ahead of print] Review.","Clin Transl Sci.  2017","PubMed","citation","PMID:28796445","pubmed","28796445","create date:2017/08/11 | first author:Austin CP",
"Mutation status of RAD51C, PALB2, and BRIP1 in 100 Japanese familial breast cancer cases without BRCA1 and BRCA2 mutations.","/pubmed/28796317","Sato K, Koyasu M, Nomura S, Sato Y, Kita M, Ashihara Y, Adachi Y, Ohno S, Iwase T, Kitagawa D, Nakashima E, Yoshida R, Miki Y, Arai M.","Cancer Sci. 2017 Aug 10. doi: 10.1111/cas.13350. [Epub ahead of print]","Cancer Sci.  2017","PubMed","citation","PMID:28796317","pubmed","28796317","create date:2017/08/11 | first author:Sato K",
"A Proposal for a Structural Model of the Feline Calicivirus Protease Bound to the Substrate Peptide under Physiological Conditions.","/pubmed/28790989","Yokoyama M, Oka T, Takagi H, Kojima H, Okabe T, Nagano T, Tohya Y, Sato H.","Front Microbiol. 2017 Jul 25;8:1383. doi: 10.3389/fmicb.2017.01383. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28790989 | PMCID:PMC5524728","pubmed","28790989","create date:2017/08/10 | first author:Yokoyama M",
"AMBRA1 is involved in T cell receptor-mediated metabolic reprogramming through an ATG7-independent pathway.","/pubmed/28789945","Akatsuka H, Kuga S, Masuhara K, Davaadorj O, Okada C, Iida Y, Okada Y, Fukunishi N, Suzuki T, Hosomichi K, Ohtsuka M, Tanaka M, Inoue I, Kimura M, Sato T.","Biochem Biophys Res Commun. 2017 Aug 5. pii: S0006-291X(17)31564-4. doi: 10.1016/j.bbrc.2017.08.019. [Epub ahead of print]","Biochem Biophys Res Commun.  2017","PubMed","citation","PMID:28789945","pubmed","28789945","create date:2017/08/10 | first author:Akatsuka H",
"The purplish bifurcate mussel Mytilisepta virgata gene expression atlas reveals a remarkable tissue functional specialization.","/pubmed/28789640","Gerdol M, Fujii Y, Hasan I, Koike T, Shimojo S, Spazzali F, Yamamoto K, Ozeki Y, Pallavicini A, Fujita H.","BMC Genomics. 2017 Aug 8;18(1):590. doi: 10.1186/s12864-017-4012-z.","BMC Genomics.  2017","PubMed","citation","PMID:28789640 | PMCID:PMC5549309","pubmed","28789640","create date:2017/08/10 | first author:Gerdol M",
"Interpreting the genomic landscape of speciation: a road map for finding barriers to gene flow.","/pubmed/28786193","Ravinet M, Faria R, Butlin RK, Galindo J, Bierne N, Rafajlović M, Noor MAF, Mehlig B, Westram AM.","J Evol Biol. 2017 Aug;30(8):1450-1477. doi: 10.1111/jeb.13047. Review.","J Evol Biol.  2017","PubMed","citation","PMID:28786193","pubmed","28786193","create date:2017/08/09 | first author:Ravinet M",
"Whole-genome analysis of human papillomavirus genotypes 52 and 58 isolated from Japanese women with cervical intraepithelial neoplasia and invasive cervical cancer.","/pubmed/28785305","Tenjimbayashi Y, Onuki M, Hirose Y, Mori S, Ishii Y, Takeuchi T, Tasaka N, Satoh T, Morisada T, Iwata T, Miyamoto S, Matsumoto K, Sekizawa A, Kukimoto I.","Infect Agent Cancer. 2017 Aug 4;12:44. doi: 10.1186/s13027-017-0155-4. eCollection 2017.","Infect Agent Cancer.  2017","PubMed","citation","PMID:28785305 | PMCID:PMC5545048","pubmed","28785305","create date:2017/08/09 | first author:Tenjimbayashi Y",
"Maternal T and B cell engraftment in two cases of X-linked severe combined immunodeficiency with IgG1 gammopathy.","/pubmed/28780374","Okano T, Nishikawa T, Watanabe E, Watanabe T, Takashima T, Yeh TW, Yamashita M, Tanaka-Kubota M, Miyamoto S, Mitsuiki N, Takagi M, Kawano Y, Mochizuki Y, Imai K, Kanegane H, Morio T.","Clin Immunol. 2017 Aug 3;183:112-120. doi: 10.1016/j.clim.2017.08.003. [Epub ahead of print]","Clin Immunol.  2017","PubMed","citation","PMID:28780374","pubmed","28780374","create date:2017/08/07 | first author:Okano T",
"Analyses of a Mutant Foxp3 Allele Reveal BATF as a Critical Transcription Factor in the Differentiation and Accumulation of Tissue Regulatory T Cells.","/pubmed/28778586","Hayatsu N, Miyao T, Tachibana M, Murakami R, Kimura A, Kato T, Kawakami E, Endo TA, Setoguchi R, Watarai H, Nishikawa T, Yasuda T, Yoshida H, Hori S.","Immunity. 2017 Aug 15;47(2):268-283.e9. doi: 10.1016/j.immuni.2017.07.008. Epub 2017 Aug 1.","Immunity.  2017","PubMed","citation","PMID:28778586","pubmed","28778586","create date:2017/08/06 | first author:Hayatsu N",
"Social and Communicative Functions of Informed Consent Forms in East Asia and Beyond.","/pubmed/28775738","Yoshizawa G, Sasongko TH, Ho CH, Kato K.","Front Genet. 2017 Jul 20;8:99. doi: 10.3389/fgene.2017.00099. eCollection 2017.","Front Genet.  2017","PubMed","citation","PMID:28775738 | PMCID:PMC5517404","pubmed","28775738","create date:2017/08/05 | first author:Yoshizawa G",
"A Spirochaete is suggested as the causative agent of Akoya oyster disease by metagenomic analysis.","/pubmed/28771537","Matsuyama T, Yasuike M, Fujiwara A, Nakamura Y, Takano T, Takeuchi T, Satoh N, Adachi Y, Tsuchihashi Y, Aoki H, Odawara K, Iwanaga S, Kurita J, Kamaishi T, Nakayasu C.","PLoS One. 2017 Aug 3;12(8):e0182280. doi: 10.1371/journal.pone.0182280. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28771537 | PMCID:PMC5542438","pubmed","28771537","create date:2017/08/05 | first author:Matsuyama T",
"Photoperiodism of Male Offspring Production in the Water Flea Daphnia pulex.","/pubmed/28770675","Toyota K, Sato T, Tatarazako N, Iguchi T.","Zoolog Sci. 2017 Aug;34(4):312-317. doi: 10.2108/zs170005.","Zoolog Sci.  2017","PubMed","citation","PMID:28770675","pubmed","28770675","create date:2017/08/05 | first author:Toyota K",
"[Diagnostic criteria for Menière's disease according to the Classification Committee of the Bárány Society].","/pubmed/28770282","Lopez-Escamez JA, Carey J, Chung WH, Goebel JA, Magnusson M, Mandalà M, Newman-Toker DE, Strupp M, Suzuki M, Trabalzini F, Bisdorff A.","HNO. 2017 Aug 2. doi: 10.1007/s00106-017-0387-z. [Epub ahead of print] Review. German. ","HNO.  2017","PubMed","citation","PMID:28770282","pubmed","28770282","create date:2017/08/05 | first author:Lopez-Escamez JA",
"Possible co-option of engrailed during brachiopod and mollusc shell development.","/pubmed/28768795","Shimizu K, Luo YJ, Satoh N, Endo K.","Biol Lett. 2017 Aug;13(8). pii: 20170254. doi: 10.1098/rsbl.2017.0254.","Biol Lett.  2017","PubMed","citation","PMID:28768795","pubmed","28768795","create date:2017/08/05 | first author:Shimizu K",
"Hierarchy in the home cage affects behaviour and gene expression in group-housed C57BL/6 male mice.","/pubmed/28765614","Horii Y, Nagasawa T, Sakakibara H, Takahashi A, Tanave A, Matsumoto Y, Nagayama H, Yoshimi K, Yasuda MT, Shimoi K, Koide T.","Sci Rep. 2017 Aug 1;7(1):6991. doi: 10.1038/s41598-017-07233-5.","Sci Rep.  2017","PubMed","citation","PMID:28765614 | PMCID:PMC5539312","pubmed","28765614","create date:2017/08/03 | first author:Horii Y",
"Viral to metazoan marine plankton nucleotide sequences from the Tara Oceans expedition.","/pubmed/28763055","Alberti A, Poulain J, Engelen S, Labadie K, Romac S, Ferrera I, Albini G, Aury JM, Belser C, Bertrand A, Cruaud C, Da Silva C, Dossat C, Gavory F, Gas S, Guy J, Haquelle M, Jacoby E, Jaillon O, Lemainque A, Pelletier E, Samson G, et al.","Sci Data. 2017 Aug 1;4:170093. doi: 10.1038/sdata.2017.93.","Sci Data.  2017","PubMed","citation","PMID:28763055 | PMCID:PMC5538240","pubmed","28763055","create date:2017/08/02 | first author:Alberti A",
"Functional annotation of chemical libraries across diverse biological processes.","/pubmed/28759014","Piotrowski JS, Li SC, Deshpande R, Simpkins SW, Nelson J, Yashiroda Y, Barber JM, Safizadeh H, Wilson E, Okada H, Gebre AA, Kubo K, Torres NP, LeBlanc MA, Andrusiak K, Okamoto R, Yoshimura M, DeRango-Adem E, van Leeuwen J, Shirahige K, Baryshnikova A, Brown GW, et al.","Nat Chem Biol. 2017 Sep;13(9):982-993. doi: 10.1038/nchembio.2436. Epub 2017 Jul 24.","Nat Chem Biol.  2017","PubMed","citation","PMID:28759014","pubmed","28759014","create date:2017/08/02 | first author:Piotrowski JS",
"Tumor immunoevasion by the conversion of effector NK cells into type 1 innate lymphoid cells.","/pubmed/28759001","Gao Y, Souza-Fonseca-Guimaraes F, Bald T, Ng SS, Young A, Ngiow SF, Rautela J, Straube J, Waddell N, Blake SJ, Yan J, Bartholin L, Lee JS, Vivier E, Takeda K, Messaoudene M, Zitvogel L, Teng MWL, Belz GT, Engwerda CR, Huntington ND, Nakamura K, et al.","Nat Immunol. 2017 Sep;18(9):1004-1015. doi: 10.1038/ni.3800. Epub 2017 Jul 31.","Nat Immunol.  2017","PubMed","citation","PMID:28759001","pubmed","28759001","create date:2017/08/02 | first author:Gao Y",
"Metabolism of 7-ethoxycoumarin, flavanone and steroids by cytochrome P450 2C9 variants.","/pubmed/28758225","Uno T, Nakano R, Kanamaru K, Takenaka S, Uno Y, Imaishi H.","Biopharm Drug Dispos. 2017 Jul 30. doi: 10.1002/bdd.2090. [Epub ahead of print]","Biopharm Drug Dispos.  2017","PubMed","citation","PMID:28758225","pubmed","28758225","create date:2017/08/02 | first author:Uno T",
"Genome-wide association study identifies inversion in the CTRB1-CTRB2 locus to modify risk for alcoholic and non-alcoholic chronic pancreatitis.","/pubmed/28754779","Rosendahl J, Kirsten H, Hegyi E, Kovacs P, Weiss FU, Laumen H, Lichtner P, Ruffert C, Chen JM, Masson E, Beer S, Zimmer C, Seltsam K, Algül H, Bühler F, Bruno MJ, Bugert P, Burkhardt R, Cavestro GM, Cichoz-Lach H, Farré A, Frank J, et al.","Gut. 2017 Jul 28. pii: gutjnl-2017-314454. doi: 10.1136/gutjnl-2017-314454. [Epub ahead of print]","Gut.  2017","PubMed","citation","PMID:28754779","pubmed","28754779","create date:2017/07/30 | first author:Rosendahl J",
"Microsatellite markers for multiple Pocillopora genetic lineages offer new insights about coral populations.","/pubmed/28751649","Nakajima Y, Wepfer PH, Suzuki S, Zayasu Y, Shinzato C, Satoh N, Mitarai S.","Sci Rep. 2017 Jul 27;7(1):6729. doi: 10.1038/s41598-017-06776-x.","Sci Rep.  2017","PubMed","citation","PMID:28751649 | PMCID:PMC5532301","pubmed","28751649","create date:2017/07/29 | first author:Nakajima Y",
"Control of species-dependent cortico-motoneuronal connections underlying manual dexterity.","/pubmed/28751609","Gu Z, Kalambogias J, Yoshioka S, Han W, Li Z, Kawasawa YI, Pochareddy S, Li Z, Liu F, Xu X, Wijeratne HRS, Ueno M, Blatz E, Salomone J, Kumanogoh A, Rasin MR, Gebelein B, Weirauch MT, Sestan N, Martin JH, Yoshida Y.","Science. 2017 Jul 28;357(6349):400-404. doi: 10.1126/science.aan3721.","Science.  2017","PubMed","citation","PMID:28751609","pubmed","28751609","create date:2017/07/29 | first author:Gu Z",
"Comparative genomics of the tardigrades Hypsibius dujardini and Ramazzottius varieornatus.","/pubmed/28749982","Yoshida Y, Koutsovoulos G, Laetsch DR, Stevens L, Kumar S, Horikawa DD, Ishino K, Komine S, Kunieda T, Tomita M, Blaxter M, Arakawa K.","PLoS Biol. 2017 Jul 27;15(7):e2002266. doi: 10.1371/journal.pbio.2002266. eCollection 2017 Jul.","PLoS Biol.  2017","PubMed","citation","PMID:28749982 | PMCID:PMC5531438","pubmed","28749982","create date:2017/07/28 | first author:Yoshida Y",
"Whole genome detection of signature of positive selection in African cattle reveals selection for thermotolerance.","/pubmed/28748670","Taye M, Lee W, Caetano-Anolles K, Dessie T, Hanotte O, Mwai OA, Kemp S, Cho S, Oh SJ, Lee HK, Kim H.","Anim Sci J. 2017 Jul 27. doi: 10.1111/asj.12851. [Epub ahead of print]","Anim Sci J.  2017","PubMed","citation","PMID:28748670","pubmed","28748670","create date:2017/07/28 | first author:Taye M",
"Molecular Characterization of Viral Responsive Protein 15 and Its Possible Role in Nuclear Export of Virus in Black Tiger Shrimp Penaeus monodon.","/pubmed/28747797","Jaturontakul K, Jatuyosporn T, Laohawutthichai P, Kim SY, Mori T, Supungul P, Hakoshima T, Tassanakajon A, Krusong K.","Sci Rep. 2017 Jul 26;7(1):6523. doi: 10.1038/s41598-017-06653-7.","Sci Rep.  2017","PubMed","citation","PMID:28747797 | PMCID:PMC5529560","pubmed","28747797","create date:2017/07/28 | first author:Jaturontakul K",
"2-Oxoadenosine induces cytotoxicity through intracellular accumulation of 2-oxo-ATP and depletion of ATP but not via the p38 MAPK pathway.","/pubmed/28747712","Asada S, Ohta E, Akimoto Y, Abolhassani N, Tsuchimoto D, Nakabeppu Y.","Sci Rep. 2017 Jul 26;7(1):6528. doi: 10.1038/s41598-017-06636-8.","Sci Rep.  2017","PubMed","citation","PMID:28747712 | PMCID:PMC5529524","pubmed","28747712","create date:2017/07/28 | first author:Asada S",
"Regulation of spindle and kinetochore-associated protein 1 by antitumor miR-10a-5p in renal cell carcinoma.","/pubmed/28746769","Arai T, Okato A, Kojima S, Idichi T, Koshizuka K, Kurozumi A, Kato M, Yamazaki K, Ishida Y, Naya Y, Ichikawa T, Seki N.","Cancer Sci. 2017 Jul 26. doi: 10.1111/cas.13331. [Epub ahead of print]","Cancer Sci.  2017","PubMed","citation","PMID:28746769","pubmed","28746769","create date:2017/07/27 | first author:Arai T",
"Nicotinamide mononucleotide and related metabolites induce disease resistance against fungal phytopathogens in Arabidopsis and barley.","/pubmed/28743869","Miwa A, Sawada Y, Tamaoki D, Yokota Hirai M, Kimura M, Sato K, Nishiuchi T.","Sci Rep. 2017 Jul 25;7(1):6389. doi: 10.1038/s41598-017-06048-8.","Sci Rep.  2017","PubMed","citation","PMID:28743869 | PMCID:PMC5526872","pubmed","28743869","create date:2017/07/27 | first author:Miwa A",
"Molecular characterization of Streptococcus pneumoniae, particularly serotype19A/ST320, that emerged in Krasnoyarsk, Russia.","/pubmed/28736993","Protasova IN, Wan TW, Bakhareva NV, Hung WC, Higuchi W, Iwao Y, Yelistratova TA, Ilyenkova NA, Sokolovskaya YS, Martynova GP, Reva IV, Reva GV, Sidorenko SV, Teng LJ, Peryanova OV, Salmina AB, Yamamoto T.","Microbiol Immunol. 2017 Jul 23. doi: 10.1111/1348-0421.12503. [Epub ahead of print]","Microbiol Immunol.  2017","PubMed","citation","PMID:28736993","pubmed","28736993","create date:2017/07/25 | first author:Protasova IN",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Diagnostic utility of automated SureFISH (Dako Omnis) in the diagnosis of musculoskeletal translocation-related sarcomas.","/pubmed/28735509","Sugita S, Aoyama T, Ito Y, Asanuma H, Sugawara T, Segawa K, Ito Y, Kikuchi N, Tsujiwaki M, Fujita H, Ono Y, Hasegawa T.","Pathol Int. 2017 Jul 22. doi: 10.1111/pin.12562. [Epub ahead of print]","Pathol Int.  2017","PubMed","citation","PMID:28735509","pubmed","28735509","create date:2017/07/25 | first author:Sugita S",
"SNORA21 - An Oncogenic Small Nucleolar RNA, with a Prognostic Biomarker Potential in Human Colorectal Cancer.","/pubmed/28734806","Yoshida K, Toden S, Weng W, Shigeyasu K, Miyoshi J, Turner J, Nagasaka T, Ma Y, Takayama T, Fujiwara T, Goel A.","EBioMedicine. 2017 Aug;22:68-77. doi: 10.1016/j.ebiom.2017.07.009. Epub 2017 Jul 12.","EBioMedicine.  2017","PubMed","citation","PMID:28734806 | PMCID:PMC5552212","pubmed","28734806","create date:2017/07/25 | first author:Yoshida K",
"Draft Genome Sequence of the Deep-Sea Bacterium Moritella sp. JT01 and Identification of Biotechnologically Relevant Genes.","/pubmed/28733934","Freitas RC, Odisi EJ, Kato C, da Silva MAC, Lima AOS.","Mar Biotechnol (NY). 2017 Jul 22. doi: 10.1007/s10126-017-9767-3. [Epub ahead of print]","Mar Biotechnol (NY).  2017","PubMed","citation","PMID:28733934","pubmed","28733934","create date:2017/07/25 | first author:Freitas RC",
"Unusual metabolic diversity of hyperalkaliphilic microbial communities associated with subterranean serpentinization at The Cedars.","/pubmed/28731475","Suzuki S, Ishii S, Hoshino T, Rietze A, Tenney A, Morrill PL, Inagaki F, Kuenen JG, Nealson KH.","ISME J. 2017 Jul 21. doi: 10.1038/ismej.2017.111. [Epub ahead of print]","ISME J.  2017","PubMed","citation","PMID:28731475","pubmed","28731475","create date:2017/07/22 | first author:Suzuki S",
"8-oxoguanine DNA glycosylase (OGG1) deficiency elicits coordinated changes in lipid and mitochondrial metabolism in muscle.","/pubmed/28727777","Vartanian V, Tumova J, Dobrzyn P, Dobrzyn A, Nakabeppu Y, Lloyd RS, Sampath H.","PLoS One. 2017 Jul 20;12(7):e0181687. doi: 10.1371/journal.pone.0181687. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28727777 | PMCID:PMC5519207","pubmed","28727777","create date:2017/07/21 | first author:Vartanian V",
