Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A myovirus encoding both photosystem I and II proteins enhances cyclic electron flow in infected Prochlorococcus cells.","/pubmed/28785078","Fridman S, Flores-Uribe J, Larom S, Alalouf O, Liran O, Yacoby I, Salama F, Bailleul B, Rappaport F, Ziv T, Sharon I, Cornejo-Castillo FM, Philosof A, Dupont CL, Sánchez P, Acinas SG, Rohwer FL, Lindell D, Béjà O.","Nat Microbiol. 2017 Aug 7. doi: 10.1038/s41564-017-0002-9. [Epub ahead of print]","Nat Microbiol.  2017","PubMed","citation","PMID:28785078","pubmed","28785078","create date:2017/08/09 | first author:Fridman S",
"Biallelic Mutations in MRPS34 Lead to Instability of the Small Mitoribosomal Subunit and Leigh Syndrome.","/pubmed/28777931","Lake NJ, Webb BD, Stroud DA, Richman TR, Ruzzenente B, Compton AG, Mountford HS, Pulman J, Zangarelli C, Rio M, Bodaert N, Assouline Z, Sherpa MD, Schadt EE, Houten SM, Byrnes J, McCormick EM, Zolkipli-Cunningham Z, Haude K, Zhang Z, Retterer K, Bai R, et al.","Am J Hum Genet. 2017 Aug 3;101(2):239-254. doi: 10.1016/j.ajhg.2017.07.005.","Am J Hum Genet.  2017","PubMed","citation","PMID:28777931 | PMCID:PMC5544391","pubmed","28777931","create date:2017/08/05 | first author:Lake NJ",
"Multi-omics Analysis Sheds Light on the Evolution and the Intracellular Lifestyle Strategies of Spotted Fever Group Rickettsia spp.","/pubmed/28775717","El Karkouri K, Kowalczewska M, Armstrong N, Azza S, Fournier PE, Raoult D.","Front Microbiol. 2017 Jul 20;8:1363. doi: 10.3389/fmicb.2017.01363. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28775717 | PMCID:PMC5517468","pubmed","28775717","create date:2017/08/05 | first author:El Karkouri K",
"Proteogenomics data for deciphering Frankia coriariae interactions with root exudates from three host plants.","/pubmed/28765834","Miotello G, Ktari A, Gueddou A, Nouioui I, Ghodhbane-Gtari F, Armengaud J, Gtari M.","Data Brief. 2017 Jul 11;14:73-76. doi: 10.1016/j.dib.2017.07.009. eCollection 2017 Oct.","Data Brief.  2017","PubMed","citation","PMID:28765834 | PMCID:PMC5526514","pubmed","28765834","create date:2017/08/03 | first author:Miotello G",
"Optimized experimental workflow for tandem mass spectrometry molecular networking in metabolomics.","/pubmed/28762069","Olivon F, Roussi F, Litaudon M, Touboul D.","Anal Bioanal Chem. 2017 Jul 31. doi: 10.1007/s00216-017-0523-3. [Epub ahead of print]","Anal Bioanal Chem.  2017","PubMed","citation","PMID:28762069","pubmed","28762069","create date:2017/08/02 | first author:Olivon F",
"Proteogenomic analysis of the total and surface-exposed proteomes of Plasmodium vivax salivary gland sporozoites.","/pubmed/28759593","Swearingen KE, Lindner SE, Flannery EL, Vaughan AM, Morrison RD, Patrapuvich R, Koepfli C, Muller I, Jex A, Moritz RL, Kappe SHI, Sattabongkot J, Mikolajczak SA.","PLoS Negl Trop Dis. 2017 Jul 31;11(7):e0005791. doi: 10.1371/journal.pntd.0005791. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28759593","pubmed","28759593","create date:2017/08/02 | first author:Swearingen KE",
"Hippocampal Proteome of Rats Subjected to the Li-Pilocarpine Epilepsy Model and the Effect of Carisbamate Treatment.","/pubmed/28758946","Marques-Carneiro JE, Persike DS, Litzahn JJ, Cassel JC, Nehlig A, Fernandes MJDS.","Pharmaceuticals (Basel). 2017 Jul 30;10(3). pii: E67. doi: 10.3390/ph10030067.","Pharmaceuticals (Basel).  2017","PubMed","citation","PMID:28758946","pubmed","28758946","create date:2017/08/02 | first author:Marques-Carneiro JE",
"Proteome oxidative carbonylation during oxidative stress-induced premature senescence of WI-38 human fibroblasts.","/pubmed/28757326","Le Boulch M, Ahmed EK, Rogowska-Wrzesinska A, Baraibar MA, Friguet B.","Mech Ageing Dev. 2017 Jul 27. pii: S0047-6374(17)30085-4. doi: 10.1016/j.mad.2017.07.005. [Epub ahead of print]","Mech Ageing Dev.  2017","PubMed","citation","PMID:28757326","pubmed","28757326","create date:2017/08/02 | first author:Le Boulch M",
"Mass Spectrometry of Mitochondrial Membrane Protein Complexes.","/pubmed/28755372","Negroni L, Zivy M, Lemaire C.","Methods Mol Biol. 2017;1635:233-246. doi: 10.1007/978-1-4939-7151-0_12.","Methods Mol Biol.  2017","PubMed","citation","PMID:28755372","pubmed","28755372","create date:2017/07/30 | first author:Negroni L",
"Double impact: natural molluscicide for schistosomiasis vector control also impedes development of Schistosoma mansoni cercariae into adult parasites.","/pubmed/28753630","Augusto RC, Tetreau G, Chan P, Walet-Balieu ML, Mello-Silva CC, Santos CP, Grunau C.","PLoS Negl Trop Dis. 2017 Jul 28;11(7):e0005789. doi: 10.1371/journal.pntd.0005789. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28753630 | PMCID:PMC5550001","pubmed","28753630","create date:2017/07/29 | first author:Augusto RC",
"Assessing the relevance of a multiplexed methodology for proteomic biomarker measurement in the invertebrate species Gammarus fossarum: A physiological and ecotoxicological study.","/pubmed/28750222","Gouveia D, Chaumot A, Charnot A, Queau H, Armengaud J, Almunia C, Salvador A, Geffard O.","Aquat Toxicol. 2017 Sep;190:199-209. doi: 10.1016/j.aquatox.2017.07.007. Epub 2017 Jul 17.","Aquat Toxicol.  2017","PubMed","citation","PMID:28750222","pubmed","28750222","create date:2017/07/28 | first author:Gouveia D",
"The ALDH21 gene found in lower plants and some vascular plants codes for a NADP(+) -dependent succinic semialdehyde dehydrogenase.","/pubmed/28749584","Kopečná M, Vigouroux A, Vilím J, Končitíková R, Briozzo P, Hájková E, Jašková L, von Schwartzenberg K, Šebela M, Moréra S, Kopečný D.","Plant J. 2017 Jul 27. doi: 10.1111/tpj.13648. [Epub ahead of print]","Plant J.  2017","PubMed","citation","PMID:28749584","pubmed","28749584","create date:2017/07/28 | first author:Kopečná M",
"Control of RUNX-induced repression of Notch signaling by MLF and its partner DnaJ-1 during Drosophila hematopoiesis.","/pubmed/28742844","Miller M, Chen A, Gobert V, Augé B, Beau M, Burlet-Schiltz O, Haenlin M, Waltzer L.","PLoS Genet. 2017 Jul 25;13(7):e1006932. doi: 10.1371/journal.pgen.1006932. eCollection 2017 Jul.","PLoS Genet.  2017","PubMed","citation","PMID:28742844 | PMCID:PMC5549762","pubmed","28742844","create date:2017/07/26 | first author:Miller M",
"Molecular and MALDI-TOF identification of ticks and tick-associated bacteria in Mali.","/pubmed/28742123","Diarra AZ, Almeras L, Laroche M, Berenger JM, Koné AK, Bocoum Z, Dabo A, Doumbo O, Raoult D, Parola P.","PLoS Negl Trop Dis. 2017 Jul 24;11(7):e0005762. doi: 10.1371/journal.pntd.0005762. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28742123 | PMCID:PMC5542699","pubmed","28742123","create date:2017/07/26 | first author:Diarra AZ",
"Differential proteomics reveals S100-A11 as a key factor in aldosterone-induced collagen expression in human cardiac fibroblasts.","/pubmed/28739510","Martínez-Martínez E, Ibarrola J, Lachén-Montes M, Fernández-Celis A, Jaisser F, Santamaría E, Fernández-Irigoyen J, López-Andrés N.","J Proteomics. 2017 Aug 23;166:93-100. doi: 10.1016/j.jprot.2017.07.011. Epub 2017 Jul 22.","J Proteomics.  2017","PubMed","citation","PMID:28739510","pubmed","28739510","create date:2017/07/26 | first author:Martínez-Martínez E",
"The Deep Thioredoxome in Chlamydomonas reinhardtii: New Insights into Redox Regulation.","/pubmed/28739495","Pérez-Pérez ME, Mauriès A, Maes A, Tourasse NJ, Hamon M, Lemaire SD, Marchand CH.","Mol Plant. 2017 Aug 7;10(8):1107-1125. doi: 10.1016/j.molp.2017.07.009. Epub 2017 Jul 21.","Mol Plant.  2017","PubMed","citation","PMID:28739495","pubmed","28739495","create date:2017/07/26 | first author:Pérez-Pérez ME",
"Characterization of carbon dioxide concentrating chemolithotrophic bacterium Serratia sp. ISTD04 for production of biodiesel.","/pubmed/28738515","Kumar M, Morya R, Gnansounou E, Larroche C, Thakur IS.","Bioresour Technol. 2017 Jul 14;243:893-897. doi: 10.1016/j.biortech.2017.07.067. [Epub ahead of print]","Bioresour Technol.  2017","PubMed","citation","PMID:28738515","pubmed","28738515","create date:2017/07/26 | first author:Kumar M",
"Common and phylogenetically widespread coding for peptides by bacterial small RNAs.","/pubmed/28732463","Friedman RC, Kalkhof S, Doppelt-Azeroual O, Mueller SA, Chovancová M, von Bergen M, Schwikowski B.","BMC Genomics. 2017 Jul 21;18(1):553. doi: 10.1186/s12864-017-3932-y.","BMC Genomics.  2017","PubMed","citation","PMID:28732463 | PMCID:PMC5521070","pubmed","28732463","create date:2017/07/25 | first author:Friedman RC",
"Dynamics of genomic innovation in the unicellular ancestry of animals.","/pubmed/28726632","Grau-Bové X, Torruella G, Donachie S, Suga H, Leonard G, Richards TA, Ruiz-Trillo I.","Elife. 2017 Jul 20;6. pii: e26036. doi: 10.7554/eLife.26036.","Elife.  2017","PubMed","citation","PMID:28726632 | PMCID:PMC5560861","pubmed","28726632","create date:2017/07/21 | first author:Grau-Bové X",
"The plasma membrane proteome of Medicago truncatula roots as modified by arbuscular mycorrhizal symbiosis.","/pubmed/28725961","Aloui A, Recorbet G, Lemaître-Guillier C, Mounier A, Balliau T, Zivy M, Wipf D, Dumas-Gaudot E.","Mycorrhiza. 2017 Jul 19. doi: 10.1007/s00572-017-0789-5. [Epub ahead of print]","Mycorrhiza.  2017","PubMed","citation","PMID:28725961","pubmed","28725961","create date:2017/07/21 | first author:Aloui A",
"A time-resolved molecular map of the macrophage response to VSV infection.","/pubmed/28725479","Kandasamy RK, Vladimer GI, Snijder B, Müller AC, Rebsamen M, Bigenzahn JW, Moskovskich A, Sabler M, Stefanovic A, Scorzoni S, Brückner M, Penz T, Cleary C, Kralovics R, Colinge J, Bennett KL, Superti-Furga G.","NPJ Syst Biol Appl. 2016 Oct 27;2:16027. doi: 10.1038/npjsba.2016.27. eCollection 2016.","NPJ Syst Biol Appl.  2016","PubMed","citation","PMID:28725479 | PMCID:PMC5516859","pubmed","28725479","create date:2017/07/21 | first author:Kandasamy RK",
"Proteomic analysis of neuroblastoma-derived exosomes: new insights into a metastatic signature.","/pubmed/28722341","Colletti M, Petretto A, Galardi A, Di Paolo V, Tomao L, Lavarello C, Inglese E, Bruschi M, Lopez AA, Pascucci L, Geoerger B, Peinado H, Locatelli F, Di Giannatale A.","Proteomics. 2017 Jul 19. doi: 10.1002/pmic.201600430. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28722341","pubmed","28722341","create date:2017/07/20 | first author:Colletti M",
"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta).","/pubmed/28716924","Brawley SH, Blouin NA, Ficko-Blean E, Wheeler GL, Lohr M, Goodson HV, Jenkins JW, Blaby-Haas CE, Helliwell KE, Chan CX, Marriage TN, Bhattacharya D, Klein AS, Badis Y, Brodie J, Cao Y, Collén J, Dittami SM, Gachon CMM, Green BR, Karpowicz SJ, Kim JW, et al.","Proc Natl Acad Sci U S A. 2017 Aug 1;114(31):E6361-E6370. doi: 10.1073/pnas.1703088114. Epub 2017 Jul 17.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28716924 | PMCID:PMC5547612","pubmed","28716924","create date:2017/07/19 | first author:Brawley SH",
"A community proposal to integrate proteomics activities in ELIXIR.","/pubmed/28713550","Vizcaíno JA, Walzer M, Jiménez RC, Bittremieux W, Bouyssié D, Carapito C, Corrales F, Ferro M, Heck AJR, Horvatovich P, Hubalek M, Lane L, Laukens K, Levander F, Lisacek F, Novak P, Palmblad M, Piovesan D, Pühler A, Schwämmle V, Valkenborg D, van Rijswijk M, et al.","F1000Res. 2017 Jun 13;6. pii: ELIXIR-875. doi: 10.12688/f1000research.11751.1. eCollection 2017.","F1000Res.  2017","PubMed","citation","PMID:28713550 | PMCID:PMC5499783","pubmed","28713550","create date:2017/07/18 | first author:Vizcaíno JA",
"Outer Membrane Proteome of Veillonella parvula: A Diderm Firmicute of the Human Microbiome.","/pubmed/28713344","Poppleton DI, Duchateau M, Hourdel V, Matondo M, Flechsler J, Klingl A, Beloin C, Gribaldo S.","Front Microbiol. 2017 Jun 30;8:1215. doi: 10.3389/fmicb.2017.01215. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28713344 | PMCID:PMC5491611","pubmed","28713344","create date:2017/07/18 | first author:Poppleton DI",
"Synaptic Interactome Mining Reveals p140Cap as a New Hub for PSD Proteins Involved in Psychiatric and Neurological Disorders.","/pubmed/28713243","Alfieri A, Sorokina O, Adrait A, Angelini C, Russo I, Morellato A, Matteoli M, Menna E, Boeri Erba E, McLean C, Armstrong JD, Ala U, Buxbaum JD, Brusco A, Couté Y, De Rubeis S, Turco E, Defilippi P.","Front Mol Neurosci. 2017 Jun 30;10:212. doi: 10.3389/fnmol.2017.00212. eCollection 2017.","Front Mol Neurosci.  2017","PubMed","citation","PMID:28713243 | PMCID:PMC5492163","pubmed","28713243","create date:2017/07/18 | first author:Alfieri A",
"Bayesian inference for biomarker discovery in proteomics: an analytic solution.","/pubmed/28710702","Dridi N, Giremus A, Giovannelli JF, Truntzer C, Hadzagic M, Charrier JP, Gerfault L, Ducoroy P, Lacroix B, Grangeat P, Roy P.","EURASIP J Bioinform Syst Biol. 2017 Dec;2017(1):9. doi: 10.1186/s13637-017-0062-4. Epub 2017 Jul 14.","EURASIP J Bioinform Syst Biol.  2017","PubMed","citation","PMID:28710702 | PMCID:PMC5511129","pubmed","28710702","create date:2017/07/16 | first author:Dridi N",
"A cell wall proteome and targeted cell wall analyses provide novel information on hemicellulose metabolism in flax.","/pubmed/28706005","Chabi M, Goulas E, Leclercq C, de Waele I, Rihouey C, Cenci U, Day A, Blervacq AS, Neutelings G, Duponchel L, Lerouge P, Hausman JF, Renaut J, Hawkins S.","Mol Cell Proteomics. 2017 Jul 13. pii: mcp.M116.063727. doi: 10.1074/mcp.M116.063727. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28706005","pubmed","28706005","create date:2017/07/15 | first author:Chabi M",
"Myosin 1b and F-actin are involved in the control of secretory granule biogenesis.","/pubmed/28701771","Delestre-Delacour C, Carmon O, Laguerre F, Estay-Ahumada C, Courel M, Elias S, Jeandel L, Rayo MV, Peinado JR, Sengmanivong L, Gasman S, Coudrier E, Anouar Y, Montero-Hadjadje M.","Sci Rep. 2017 Jul 12;7(1):5172. doi: 10.1038/s41598-017-05617-1.","Sci Rep.  2017","PubMed","citation","PMID:28701771 | PMCID:PMC5507975","pubmed","28701771","create date:2017/07/14 | first author:Delestre-Delacour C",
"Screening of antigenic vesicular fluid proteins of Echinococcus multilocularis as potential viability biomarkers to monitor drug response in alveolar echinococcosis patients.","/pubmed/28697272","Valot B, Rognon B, Prenel A, Baraquin A, Knapp J, Anelli M, Richou C, Bresson-Hadni S, Grenouillet F, Wang J, Vuitton DA, Gottstein B, Millon L.","Proteomics Clin Appl. 2017 Jul 11. doi: 10.1002/prca.201700010. [Epub ahead of print]","Proteomics Clin Appl.  2017","PubMed","citation","PMID:28697272","pubmed","28697272","create date:2017/07/12 | first author:Valot B",
"Building bridges between cellular and molecular structural biology.","/pubmed/28682240","Patwardhan A, Brandt R, Butcher SJ, Collinson L, Gault D, Grünewald K, Hecksel C, Huiskonen JT, Iudin A, Jones ML, Korir PK, Koster AJ, Lagerstedt I, Lawson CL, Mastronarde D, McCormick M, Parkinson H, Rosenthal PB, Saalfeld S, Saibil HR, Sarntivijai S, Solanes Valero I, et al.","Elife. 2017 Jul 6;6. pii: e25835. doi: 10.7554/eLife.25835.","Elife.  2017","PubMed","citation","PMID:28682240 | PMCID:PMC5524535","pubmed","28682240","create date:2017/07/07 | first author:Patwardhan A",
"Sec61 blockade by mycolactone inhibits antigen cross-presentation independently of endosome-to-cytosol export.","/pubmed/28679634","Grotzke JE, Kozik P, Morel JD, Impens F, Pietrosemoli N, Cresswell P, Amigorena S, Demangel C.","Proc Natl Acad Sci U S A. 2017 Jul 18;114(29):E5910-E5919. doi: 10.1073/pnas.1705242114. Epub 2017 Jul 5.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28679634 | PMCID:PMC5530691","pubmed","28679634","create date:2017/07/07 | first author:Grotzke JE",
"Red Blood Cells in Clinical Proteomics.","/pubmed/28674885","Carvalho AS, Rodriguez MS, Matthiesen R.","Methods Mol Biol. 2017;1619:173-181. doi: 10.1007/978-1-4939-7057-5_13.","Methods Mol Biol.  2017","PubMed","citation","PMID:28674885","pubmed","28674885","create date:2017/07/05 | first author:Carvalho AS",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Down-regulation of the expression of alcohol dehydrogenase 4 and CYP2E1 by the combination of α-endosulfan and dioxin in HepaRG human cells.","/pubmed/28673560","Attignon EA, Distel E, Le-Grand B, Leblanc AF, Barouki R, de Oliveira E, Aggerbeck M, Blanc EB.","Toxicol In Vitro. 2017 Jul 1. pii: S0887-2333(17)30185-6. doi: 10.1016/j.tiv.2017.06.029. [Epub ahead of print]","Toxicol In Vitro.  2017","PubMed","citation","PMID:28673560","pubmed","28673560","create date:2017/07/05 | first author:Attignon EA",
"Differential proteomics highlights macrophage-specific responses to amorphous silica nanoparticles.","/pubmed/28671223","Dalzon B, Aude-Garcia C, Collin-Faure V, Diemer H, Béal D, Dussert F, Fenel D, Schoehn G, Cianférani S, Carrière M, Rabilloud T.","Nanoscale. 2017 Jul 13;9(27):9641-9658. doi: 10.1039/c7nr02140b.","Nanoscale.  2017","PubMed","citation","PMID:28671223","pubmed","28671223","create date:2017/07/04 | first author:Dalzon B",
"SpecOMS: A Full Open Modification Search Method Performing All-to-All Spectra Comparisons within Minutes.","/pubmed/28660767","David M, Fertin G, Rogniaux H, Tessier D.","J Proteome Res. 2017 Aug 4;16(8):3030-3038. doi: 10.1021/acs.jproteome.7b00308. Epub 2017 Jul 11.","J Proteome Res.  2017","PubMed","citation","PMID:28660767","pubmed","28660767","create date:2017/07/01 | first author:David M",
"RhoA Inhibitor Treatment At Acute Phase of Spinal Cord Injury May Induce Neurite Outgrowth and Synaptogenesis.","/pubmed/28659490","Devaux S, Cizkova D, Mallah K, Karnoub MA, Laouby Z, Kobeissy F, Blasko J, Nataf S, Pays L, Mériaux C, Fournier I, Salzet M.","Mol Cell Proteomics. 2017 Aug;16(8):1394-1415. doi: 10.1074/mcp.M116.064881. Epub 2017 Jun 28.","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28659490 | PMCID:PMC5546194","pubmed","28659490","create date:2017/07/01 | first author:Devaux S",
