Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"A regulation probability model-based meta-analysis of multiple transcriptomics data sets for cancer biomarker identification.","/pubmed/28830341","Xie XP, Xie YF, Wang HQ.","BMC Bioinformatics. 2017 Aug 23;18(1):375. doi: 10.1186/s12859-017-1794-6.","BMC Bioinformatics.  2017","PubMed","citation","PMID:28830341","pubmed","28830341","create date:2017/08/24 | first author:Xie XP",
"Proteomic and transcriptomic studies of HBV-associated liver fibrosis of an AAV-HBV-infected mouse model.","/pubmed/28830339","Kan F, Ye L, Yan T, Cao J, Zheng J, Li W.","BMC Genomics. 2017 Aug 22;18(1):641. doi: 10.1186/s12864-017-3984-z.","BMC Genomics.  2017","PubMed","citation","PMID:28830339","pubmed","28830339","create date:2017/08/24 | first author:Kan F",
"Transcriptional regulatory network of WOX11 is involved in the control of crown root development, cytokinin signals, and redox in rice.","/pubmed/28830102","Jiang W, Zhou S, Zhang Q, Song H, Zhou DX, Zhao Y.","J Exp Bot. 2017 May 17;68(11):2787-2798. doi: 10.1093/jxb/erx153.","J Exp Bot.  2017","PubMed","citation","PMID:28830102","pubmed","28830102","create date:2017/08/24 | first author:Jiang W",
"RNA sequencing (RNA-Seq) of lymph node, spleen, and thymus transcriptome from wild Peninsular Malaysian cynomolgus macaque (Macaca fascicularis).","/pubmed/28828235","Ee Uli J, Yong CSY, Yeap SK, Rovie-Ryan JJ, Mat Isa N, Tan SG, Alitheen NB.","PeerJ. 2017 Aug 17;5:e3566. doi: 10.7717/peerj.3566. eCollection 2017.","PeerJ.  2017","PubMed","citation","PMID:28828235 | PMCID:PMC5563440","pubmed","28828235","create date:2017/08/23 | first author:Ee Uli J",
"Virulence and transcriptome profile of multidrug-resistant Escherichia coli from chicken.","/pubmed/28827616","Hussain HI, Iqbal Z, Seleem MN, Huang D, Sattar A, Hao H, Yuan Z.","Sci Rep. 2017 Aug 21;7(1):8335. doi: 10.1038/s41598-017-07798-1.","Sci Rep.  2017","PubMed","citation","PMID:28827616","pubmed","28827616","create date:2017/08/23 | first author:Hussain HI",
"RNA-sequencing dissects the transcriptome of polyploid cancer cells that are resistant to combined treatments of cisplatin with paclitaxel and docetaxel.","/pubmed/28825433","Wang Q, Lu F, Lan R.","Mol Biosyst. 2017 Aug 21. doi: 10.1039/c7mb00334j. [Epub ahead of print]","Mol Biosyst.  2017","PubMed","citation","PMID:28825433","pubmed","28825433","create date:2017/08/22 | first author:Wang Q",
"Transcriptional profiling of catechins biosynthesis genes during tea plant leaf development.","/pubmed/28825226","Guo F, Guo Y, Wang P, Wang Y, Ni D.","Planta. 2017 Aug 19. doi: 10.1007/s00425-017-2760-2. [Epub ahead of print]","Planta.  2017","PubMed","citation","PMID:28825226","pubmed","28825226","create date:2017/08/22 | first author:Guo F",
"A Normalization-Free and Nonparametric Method Sharpens Large-Scale Transcriptome Analysis and Reveals Common Gene Alteration Patterns in Cancers.","/pubmed/28824723","Li QG, He YH, Wu H, Yang CP, Pu SY, Fan SQ, Jiang LP, Shen QS, Wang XX, Chen XQ, Yu Q, Li Y, Sun C, Wang X, Zhou J, Li HP, Chen YB, Kong QP.","Theranostics. 2017 Jul 8;7(11):2888-2899. doi: 10.7150/thno.19425. eCollection 2017.","Theranostics.  2017","PubMed","citation","PMID:28824723 | PMCID:PMC5562223","pubmed","28824723","create date:2017/08/22 | first author:Li QG",
"Transcriptome Sequencing Analysis Reveals a Difference in Monoterpene Biosynthesis between Scented Lilium 'Siberia' and Unscented Lilium 'Novano'.","/pubmed/28824685","Hu Z, Tang B, Wu Q, Zheng J, Leng P, Zhang K.","Front Plant Sci. 2017 Aug 4;8:1351. doi: 10.3389/fpls.2017.01351. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28824685 | PMCID:PMC5543080","pubmed","28824685","create date:2017/08/22 | first author:Hu Z",
"De novo assembly and characterization of seabass Lateolabrax japonicus transcriptome and expression of hepatic genes following different dietary phosphorus/calcium levels.","/pubmed/28822867","Lu KL, Ji ZL, Rahimnejad S, Zhang CX, Wang L, Song K.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Aug 9;24:51-59. doi: 10.1016/j.cbd.2017.08.001. [Epub ahead of print]","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28822867","pubmed","28822867","create date:2017/08/22 | first author:Lu KL",
"Systematical exploration of transcription factors in cardiomyocytes against hydrogen peroxide-induced oxidative stress by Danhong injection.","/pubmed/28822748","Zhang J, Guo F, Wei J, Xian M, Tang S, Zhao Y, Liu M, Song L, Geng Y, Yang H, Ding C, Huang L.","Free Radic Biol Med. 2017 Aug 16. pii: S0891-5849(17)30674-3. doi: 10.1016/j.freeradbiomed.2017.07.002. [Epub ahead of print]","Free Radic Biol Med.  2017","PubMed","citation","PMID:28822748","pubmed","28822748","create date:2017/08/22 | first author:Zhang J",
"[Breakthrough in key science and technologies in Dendrobium catenatum industry].","/pubmed/28822173","Si JP, Wang Q, Liu ZJ, Liu JJ, Luo YB.","Zhongguo Zhong Yao Za Zhi. 2017 Jun;42(12):2223-2227. doi: 10.19540/j.cnki.cjcmm.2017.0102. Chinese. ","Zhongguo Zhong Yao Za Zhi.  2017","PubMed","citation","PMID:28822173","pubmed","28822173","create date:2017/08/20 | first author:Si JP",
"[Prospects of molecular breeding in medical plants].","/pubmed/28822142","Ma XJ, Mo CM.","Zhongguo Zhong Yao Za Zhi. 2017 Jun;42(11):2021-2031. doi: 10.19540/j.cnki.cjcmm.2017.0087. Review. Chinese. ","Zhongguo Zhong Yao Za Zhi.  2017","PubMed","citation","PMID:28822142","pubmed","28822142","create date:2017/08/20 | first author:Ma XJ",
"Transcriptomic, biochemical and physio-anatomical investigations shed more light on responses to drought stress in two contrasting sesame genotypes.","/pubmed/28821876","Dossa K, Li D, Wang L, Zheng X, Liu A, Yu J, Wei X, Zhou R, Fonceka D, Diouf D, Liao B, Cissé N, Zhang X.","Sci Rep. 2017 Aug 18;7(1):8755. doi: 10.1038/s41598-017-09397-6.","Sci Rep.  2017","PubMed","citation","PMID:28821876 | PMCID:PMC5562740","pubmed","28821876","create date:2017/08/20 | first author:Dossa K",
"Transcriptome analysis reveals long intergenic non-coding RNAs involved in skeletal muscle growth and development in pig.","/pubmed/28821716","Zou C, Li J, Luo W, Li L, Hu A, Fu Y, Hou Y, Li C.","Sci Rep. 2017 Aug 18;7(1):8704. doi: 10.1038/s41598-017-07998-9.","Sci Rep.  2017","PubMed","citation","PMID:28821716 | PMCID:PMC5562803","pubmed","28821716","create date:2017/08/20 | first author:Zou C",
"Transcriptome Analysis Reveals Long Intergenic Noncoding RNAs Contributed to Growth and Meat Quality Differences between Yorkshire and Wannanhua Pig.","/pubmed/28820450","Zou C, Li S, Deng L, Guan Y, Chen D, Yuan X, Xia T, He X, Shan Y, Li C.","Genes (Basel). 2017 Aug 18;8(8). pii: E203. doi: 10.3390/genes8080203.","Genes (Basel).  2017","PubMed","citation","PMID:28820450","pubmed","28820450","create date:2017/08/19 | first author:Zou C",
"Development and Validation of a Serum Biomarker Panel for the Detection of Esophageal Squamous Cell Carcinoma through RNA Transcriptome Sequencing.","/pubmed/28819439","Xing S, Zheng X, Wei LQ, Song SJ, Liu D, Xue N, Liu XM, Wu MT, Zhong Q, Huang CM, Zeng MS, Liu WL.","J Cancer. 2017 Jul 21;8(12):2346-2355. doi: 10.7150/jca.19465. eCollection 2017.","J Cancer.  2017","PubMed","citation","PMID:28819439 | PMCID:PMC5560154","pubmed","28819439","create date:2017/08/19 | first author:Xing S",
"Silencing of HJURP induces dysregulation of cell cycle and ROS metabolism in bladder cancer cells via PPARγ-SIRT1 feedback loop.","/pubmed/28819432","Cao R, Wang G, Qian K, Chen L, Qian G, Xie C, Dan HC, Jiang W, Wu M, Wu CL, Xiao Y, Wang X.","J Cancer. 2017 Jul 20;8(12):2282-2295. doi: 10.7150/jca.19967. eCollection 2017.","J Cancer.  2017","PubMed","citation","PMID:28819432 | PMCID:PMC5560147","pubmed","28819432","create date:2017/08/19 | first author:Cao R",
"Transcriptome analysis reveals plant response to colchicine treatment during on chromosome doubling.","/pubmed/28819246","Zhou K, Fleet P, Nevo E, Zhang X, Sun G.","Sci Rep. 2017 Aug 17;7(1):8503. doi: 10.1038/s41598-017-08391-2.","Sci Rep.  2017","PubMed","citation","PMID:28819246 | PMCID:PMC5561261","pubmed","28819246","create date:2017/08/19 | first author:Zhou K",
"Transcriptome Analysis of the Effects of Shell Removal and Exogenous Gibberellin on Germination of Zanthoxylum Seeds.","/pubmed/28819199","Sun J, Wang P, Zhou T, Rong J, Jia H, Liu Z.","Sci Rep. 2017 Aug 17;7(1):8521. doi: 10.1038/s41598-017-07424-0.","Sci Rep.  2017","PubMed","citation","PMID:28819199 | PMCID:PMC5561108","pubmed","28819199","create date:2017/08/19 | first author:Sun J",
"Comparative Transcriptome Analysis of SE initial dedifferentiation in cotton of different SE capability.","/pubmed/28819177","Cao A, Zheng Y, Yu Y, Wang X, Shao D, Sun J, Cui B.","Sci Rep. 2017 Aug 17;7(1):8583. doi: 10.1038/s41598-017-08763-8.","Sci Rep.  2017","PubMed","citation","PMID:28819177 | PMCID:PMC5561258","pubmed","28819177","create date:2017/08/19 | first author:Cao A",
"Expression of a Na(+)/H(+) antiporter RtNHX1 from a recretohalophyte Reaumuria trigyna improved salt tolerance of transgenic Arabidopsis thaliana.","/pubmed/28818757","Li N, Wang X, Ma B, Du C, Zheng L, Wang Y.","J Plant Physiol. 2017 Jul 25;218:109-120. doi: 10.1016/j.jplph.2017.07.015. [Epub ahead of print]","J Plant Physiol.  2017","PubMed","citation","PMID:28818757","pubmed","28818757","create date:2017/08/19 | first author:Li N",
"Ethyl carbamate induces cell death through its effects on multiple metabolic pathways.","/pubmed/28818685","Liu H, Cui B, Xu Y, Hu C, Liu Y, Qu G, Li D, Wu Y, Zhang D, Quan S, Shi J.","Chem Biol Interact. 2017 Aug 14. pii: S0009-2797(17)30452-0. doi: 10.1016/j.cbi.2017.08.008. [Epub ahead of print]","Chem Biol Interact.  2017","PubMed","citation","PMID:28818685","pubmed","28818685","create date:2017/08/19 | first author:Liu H",
"Deep transcriptome profiling sheds light on key players in nucleus implantation induced immune response in the pearl oyster Pinctada martensii.","/pubmed/28818615","Wang W, Wu Y, Lei Q, Liang H, Deng Y.","Fish Shellfish Immunol. 2017 Aug 14;69:67-77. doi: 10.1016/j.fsi.2017.08.011. [Epub ahead of print]","Fish Shellfish Immunol.  2017","PubMed","citation","PMID:28818615","pubmed","28818615","create date:2017/08/19 | first author:Wang W",
"Biochemical and Comparative Transcriptomic Analyses Identify Candidate Genes Related to Variegation Formation in Paeonia rockii.","/pubmed/28817092","Shi Q, Li L, Zhang X, Luo J, Li X, Zhai L, He L, Zhang Y.","Molecules. 2017 Aug 17;22(8). pii: E1364. doi: 10.3390/molecules22081364.","Molecules.  2017","PubMed","citation","PMID:28817092","pubmed","28817092","create date:2017/08/18 | first author:Shi Q",
"Comparative transcriptome analysis of second- and third-generation merozoites of Eimeria necatrix.","/pubmed/28814335","Su S, Hou Z, Liu D, Jia C, Wang L, Xu J, Tao J.","Parasit Vectors. 2017 Aug 16;10(1):388. doi: 10.1186/s13071-017-2325-z.","Parasit Vectors.  2017","PubMed","citation","PMID:28814335 | PMCID:PMC5559809","pubmed","28814335","create date:2017/08/18 | first author:Su S",
"Oxidative and glycolytic skeletal muscles show marked differences in gene expression profile in Chinese Qingyuan partridge chickens.","/pubmed/28813489","Jingting S, Qin X, Yanju S, Ming Z, Yunjie T, Gaige J, Zhongwei S, Jianmin Z.","PLoS One. 2017 Aug 16;12(8):e0183118. doi: 10.1371/journal.pone.0183118. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28813489","pubmed","28813489","create date:2017/08/17 | first author:Jingting S",
"Transcriptional Responses of Creeping Bentgrass to 2,3-Butanediol, a Bacterial Volatile Compound (BVC) Analogue.","/pubmed/28813015","Shi Y, Niu K, Huang B, Liu W, Ma H.","Molecules. 2017 Aug 16;22(8). pii: E1318. doi: 10.3390/molecules22081318.","Molecules.  2017","PubMed","citation","PMID:28813015","pubmed","28813015","create date:2017/08/17 | first author:Shi Y",
"Genome of the pitcher plant Cephalotus reveals genetic changes associated with carnivory.","/pubmed/28812732","Fukushima K, Fang X, Alvarez-Ponce D, Cai H, Carretero-Paulet L, Chen C, Chang TH, Farr KM, Fujita T, Hiwatashi Y, Hoshi Y, Imai T, Kasahara M, Librado P, Mao L, Mori H, Nishiyama T, Nozawa M, Pálfalvi G, Pollard ST, Rozas J, Sánchez-Gracia A, et al.","Nat Ecol Evol. 2017 Feb 6;1(3):59. doi: 10.1038/s41559-016-0059.","Nat Ecol Evol.  2017","PubMed","citation","PMID:28812732","pubmed","28812732","create date:2017/08/16 | first author:Fukushima K",
"Scallop genome provides insights into evolution of bilaterian karyotype and development.","/pubmed/28812685","Wang S, Zhang J, Jiao W, Li J, Xun X, Sun Y, Guo X, Huan P, Dong B, Zhang L, Hu X, Sun X, Wang J, Zhao C, Wang Y, Wang D, Huang X, Wang R, Lv J, Li Y, Zhang Z, Liu B, et al.","Nat Ecol Evol. 2017 Apr 3;1(5):120. doi: 10.1038/s41559-017-0120.","Nat Ecol Evol.  2017","PubMed","citation","PMID:28812685","pubmed","28812685","create date:2017/08/16 | first author:Wang S",
"Annotating long intergenic non-coding RNAs under artificial selection during chicken domestication.","/pubmed/28810830","Wang YM, Xu HB, Wang MS, Otecko NO, Ye LQ, Wu DD, Zhang YP.","BMC Evol Biol. 2017 Aug 15;17(1):192. doi: 10.1186/s12862-017-1036-6.","BMC Evol Biol.  2017","PubMed","citation","PMID:28810830 | PMCID:PMC5558714","pubmed","28810830","create date:2017/08/16 | first author:Wang YM",
"Genome-Wide Organization and Expression Profiling of the SBP-Box Gene Family in Chinese Jujube (Ziziphus jujuba Mill.).","/pubmed/28809790","Song S, Zhou H, Sheng S, Cao M, Li Y, Pang X.","Int J Mol Sci. 2017 Aug 15;18(8). pii: E1734. doi: 10.3390/ijms18081734.","Int J Mol Sci.  2017","PubMed","citation","PMID:28809790","pubmed","28809790","create date:2017/08/16 | first author:Song S",
"Mettl3-mediated m(6)A regulates spermatogonial differentiation and meiosis initiation.","/pubmed/28809392","Xu K, Yang Y, Feng GH, Sun BF, Chen JQ, Li YF, Chen YS, Zhang XX, Wang CX, Jiang LY, Liu C, Zhang ZY, Wang XJ, Zhou Q, Yang YG, Li W.","Cell Res. 2017 Aug 15. doi: 10.1038/cr.2017.100. [Epub ahead of print]","Cell Res.  2017","PubMed","citation","PMID:28809392","pubmed","28809392","create date:2017/08/16 | first author:Xu K",
"Systems Biology Analyses in Chicken: Workflow for Transcriptome and ChIP-Seq Analyses Using the Chicken Skin Paradigm.","/pubmed/28809015","Lai YC, Widelitz RB, Chuong CM.","Methods Mol Biol. 2017;1650:87-100. doi: 10.1007/978-1-4939-7216-6_5.","Methods Mol Biol.  2017","PubMed","citation","PMID:28809015","pubmed","28809015","create date:2017/08/16 | first author:Lai YC",
"Identification and expression analysis of microRNAs during ovule development in rice (Oryza sativa) by deep sequencing.","/pubmed/28808767","Wu Y, Yang L, Yu M, Wang J.","Plant Cell Rep. 2017 Aug 14. doi: 10.1007/s00299-017-2196-y. [Epub ahead of print]","Plant Cell Rep.  2017","PubMed","citation","PMID:28808767","pubmed","28808767","create date:2017/08/16 | first author:Wu Y",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Down-regulation of aminopeptidase N and ABC transporter subfamily G transcripts in Cry1Ab and Cry1Ac resistant Asian corn borer, Ostrinia furnacalis (Lepidoptera: Crambidae).","/pubmed/28808417","Zhang T, Coates BS, Wang Y, Wang Y, Bai S, Wang Z, He K.","Int J Biol Sci. 2017 Jul 6;13(7):835-851. doi: 10.7150/ijbs.18868. eCollection 2017.","Int J Biol Sci.  2017","PubMed","citation","PMID:28808417 | PMCID:PMC5555102","pubmed","28808417","create date:2017/08/16 | first author:Zhang T",
"Genomic evidence reveals a radiation of placental mammals uninterrupted by the KPg boundary.","/pubmed/28808022","Liu L, Zhang J, Rheindt FE, Lei F, Qu Y, Wang Y, Zhang Y, Sullivan C, Nie W, Wang J, Yang F, Chen J, Edwards SV, Meng J, Wu S.","Proc Natl Acad Sci U S A. 2017 Aug 14. pii: 201616744. doi: 10.1073/pnas.1616744114. [Epub ahead of print]","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28808022","pubmed","28808022","create date:2017/08/16 | first author:Liu L",
"Transcriptome association identifies regulators of wheat spike architecture.","/pubmed/28807930","Wang Y, Yu H, Tian C, Sajjad M, Gao C, Tong Y, Wang X, Jiao Y.","Plant Physiol. 2017 Aug 14. pii: pp.00694.2017. doi: 10.1104/pp.17.00694. [Epub ahead of print]","Plant Physiol.  2017","PubMed","citation","PMID:28807930","pubmed","28807930","create date:2017/08/16 | first author:Wang Y",
"Characterization of two odorant binding proteins in Spodoptera exigua reveals functional conservation and difference.","/pubmed/28807837","Liu NY, Zhu JY, Zhang T, Dong SL.","Comp Biochem Physiol A Mol Integr Physiol. 2017 Aug 11. pii: S1095-6433(17)30171-X. doi: 10.1016/j.cbpa.2017.08.002. [Epub ahead of print]","Comp Biochem Physiol A Mol Integr Physiol.  2017","PubMed","citation","PMID:28807837","pubmed","28807837","create date:2017/08/16 | first author:Liu NY",
"MicroRNA-132 with therapeutic potential in chronic wounds.","/pubmed/28807666","Li X, Li D, Wang A, Chu T, Lohcharoenkal W, Zheng X, Grünler J, Narayanan S, Eliasson S, Herter EK, Wang Y, Ma Y, Ehrström M, Eidsmo L, Kasper M, Pivarcsi A, Sonkoly E, Catrina SB, Ståhle M, Landén NX.","J Invest Dermatol. 2017 Aug 11. pii: S0022-202X(17)32757-4. doi: 10.1016/j.jid.2017.08.003. [Epub ahead of print]","J Invest Dermatol.  2017","PubMed","citation","PMID:28807666","pubmed","28807666","create date:2017/08/16 | first author:Li X",
"Transcriptomic profiling of microbe-microbe interactions reveals the specific response of the biocontrol strain P. fluorescens In5 to the phytopathogen Rhizoctonia solani.","/pubmed/28807055","Hennessy RC, Glaring MA, Olsson S, Stougaard P.","BMC Res Notes. 2017 Aug 10;10(1):376. doi: 10.1186/s13104-017-2704-8.","BMC Res Notes.  2017","PubMed","citation","PMID:28807055 | PMCID:PMC5557065","pubmed","28807055","create date:2017/08/16 | first author:Hennessy RC",
"Transcriptomic profile of tobacco in response to Tomato zonate spot orthotospovirus infection.","/pubmed/28807054","Huang C, Cun Y, Yu H, Tong Z, Xiao B, Song Z, Wang B, Li Y, Liu Y.","Virol J. 2017 Aug 14;14(1):153. doi: 10.1186/s12985-017-0821-6.","Virol J.  2017","PubMed","citation","PMID:28807054 | PMCID:PMC5557316","pubmed","28807054","create date:2017/08/16 | first author:Huang C",
"Integrated analysis of mRNA-seq and miRNA-seq reveals the potential roles of sex-biased miRNA-mRNA pairs in gonad tissue of dark sleeper (Odontobutis potamophila).","/pubmed/28806919","Zhao C, Zhang G, Yin S, Li Z, Wang Q, Chen S, Zhou G.","BMC Genomics. 2017 Aug 14;18(1):613. doi: 10.1186/s12864-017-3995-9.","BMC Genomics.  2017","PubMed","citation","PMID:28806919 | PMCID:PMC5557427","pubmed","28806919","create date:2017/08/16 | first author:Zhao C",
"Harnessing OLIG2 Function in Tumorigenicity and Plasticity to Target Malignant Gliomas.","/pubmed/28806136","Kosty J, Lu F, Kupp R, Mehta S, Lu QR.","Cell Cycle. 2017 Aug 14:0. doi: 10.1080/15384101.2017.1361062. [Epub ahead of print]","Cell Cycle.  2017","PubMed","citation","PMID:28806136","pubmed","28806136","create date:2017/08/15 | first author:Kosty J",
"Intrinsic BET inhibitor resistance in SPOP-mutated prostate cancer is mediated by BET protein stabilization and AKT-mTORC1 activation.","/pubmed/28805822","Zhang P, Wang D, Zhao Y, Ren S, Gao K, Ye Z, Wang S, Pan CW, Zhu Y, Yan Y, Yang Y, Wu D, He Y, Zhang J, Lu D, Liu X, Yu L, Zhao S, Li Y, Lin D, Wang Y, Wang L, et al.","Nat Med. 2017 Aug 14. doi: 10.1038/nm.4379. [Epub ahead of print]","Nat Med.  2017","PubMed","citation","PMID:28805822","pubmed","28805822","create date:2017/08/15 | first author:Zhang P",
"Salivary extracellular RNA biomarkers for insulin resistance detection in hispanics.","/pubmed/28802700","Zhang Y, Sun J, Li F, Grogan TR, Vergara JL, Luan Q, Park MS, Chia D, Elashoff D, Joshipura KJ, Wong DTW.","Diabetes Res Clin Pract. 2017 Jul 19;132:85-94. doi: 10.1016/j.diabres.2017.07.008. [Epub ahead of print]","Diabetes Res Clin Pract.  2017","PubMed","citation","PMID:28802700","pubmed","28802700","create date:2017/08/15 | first author:Zhang Y",
