Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Transcriptome analysis of the thermotolerant yeast Kluyveromyces marxianus CCT 7735 under ethanol stress.","/pubmed/28776098","Diniz RHS, Villada JC, Alvim MCT, Vidigal PMP, Vieira NM, Lamas-Maceiras M, Cerdán ME, González-Siso MI, Lahtvee PJ, da Silveira WB.","Appl Microbiol Biotechnol. 2017 Aug 3. doi: 10.1007/s00253-017-8432-0. [Epub ahead of print]","Appl Microbiol Biotechnol.  2017","PubMed","citation","PMID:28776098","pubmed","28776098","create date:2017/08/05 | first author:Diniz RHS",
"Transcriptome and Metabolite Changes during Hydrogen Cyanamide-Induced Floral Bud Break in Sweet Cherry.","/pubmed/28769948","Ionescu IA, López-Ortega G, Burow M, Bayo-Canha A, Junge A, Gericke O, Møller BL, Sánchez-Pérez R.","Front Plant Sci. 2017 Jul 17;8:1233. doi: 10.3389/fpls.2017.01233. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769948 | PMCID:PMC5511853","pubmed","28769948","create date:2017/08/05 | first author:Ionescu IA",
"Cellular Response to Ciprofloxacin in Low-Level Quinolone-Resistant Escherichia coli.","/pubmed/28769919","Machuca J, Recacha E, Briales A, Díaz-de-Alba P, Blazquez J, Pascual Á, Rodríguez-Martínez JM.","Front Microbiol. 2017 Jul 19;8:1370. doi: 10.3389/fmicb.2017.01370. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28769919 | PMCID:PMC5516121","pubmed","28769919","create date:2017/08/05 | first author:Machuca J",
"Progression of pathology in PINK1-deficient mouse brain from splicing via ubiquitination, ER stress, and mitophagy changes to neuroinflammation.","/pubmed/28768533","Torres-Odio S, Key J, Hoepken HH, Canet-Pons J, Valek L, Roller B, Walter M, Morales-Gordo B, Meierhofer D, Harter PN, Mittelbronn M, Tegeder I, Gispert S, Auburger G.","J Neuroinflammation. 2017 Aug 2;14(1):154. doi: 10.1186/s12974-017-0928-0.","J Neuroinflammation.  2017","PubMed","citation","PMID:28768533 | PMCID:PMC5541666","pubmed","28768533","create date:2017/08/05 | first author:Torres-Odio S",
"A proteomic insight into the midgut proteome of Ornithodoros moubata females reveals novel information on blood digestion in argasid ticks.","/pubmed/28764815","Oleaga A, Obolo-Mvoulouga P, Manzano-Román R, Pérez-Sánchez R.","Parasit Vectors. 2017 Aug 1;10(1):366. doi: 10.1186/s13071-017-2300-8.","Parasit Vectors.  2017","PubMed","citation","PMID:28764815 | PMCID:PMC5540513","pubmed","28764815","create date:2017/08/03 | first author:Oleaga A",
"Global assessment of small RNAs reveals a non-coding transcript involved in biofilm formation and attachment in Acinetobacter baumannii ATCC 17978.","/pubmed/28763494","Álvarez-Fraga L, Rumbo-Feal S, Pérez A, Gómez MJ, Gayoso C, Vallejo JA, Ohneck EJ, Valle J, Actis LA, Beceiro A, Bou G, Poza M.","PLoS One. 2017 Aug 1;12(8):e0182084. doi: 10.1371/journal.pone.0182084. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28763494 | PMCID:PMC5538643","pubmed","28763494","create date:2017/08/02 | first author:Álvarez-Fraga L",
"Evolution of Daily Gene Co-expression Patterns from Algae to Plants.","/pubmed/28751903","de Los Reyes P, Romero-Campero FJ, Ruiz MT, Romero JM, Valverde F.","Front Plant Sci. 2017 Jul 13;8:1217. doi: 10.3389/fpls.2017.01217. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28751903 | PMCID:PMC5508029","pubmed","28751903","create date:2017/07/29 | first author:de Los Reyes P",
"Evolution, expression and association of the chemosensory protein genes with the outbreak phase of the two main pest locusts.","/pubmed/28751682","Martín-Blázquez R, Chen B, Kang L, Bakkali M.","Sci Rep. 2017 Jul 27;7(1):6653. doi: 10.1038/s41598-017-07068-0.","Sci Rep.  2017","PubMed","citation","PMID:28751682 | PMCID:PMC5532218","pubmed","28751682","create date:2017/07/29 | first author:Martín-Blázquez R",
"Root-Knot and Cyst Nematodes Activate Procambium-Associated Genes in Arabidopsis Roots.","/pubmed/28747918","Yamaguchi YL, Suzuki R, Cabrera J, Nakagami S, Sagara T, Ejima C, Sano R, Aoki Y, Olmo R, Kurata T, Obayashi T, Demura T, Ishida T, Escobar C, Sawa S.","Front Plant Sci. 2017 Jul 13;8:1195. doi: 10.3389/fpls.2017.01195. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28747918 | PMCID:PMC5506325","pubmed","28747918","create date:2017/07/28 | first author:Yamaguchi YL",
"Corrigendum: Transcriptomic Analysis in Strawberry Fruits Reveals Active Auxin Biosynthesis and Signaling in the Ripe Receptacle.","/pubmed/28744303","Estrada-Johnson E, Csukasi F, Pizarro CM, Vallarino JG, Kiryakova Y, Vioque A, Merchante C, Brumos J, Medina-Escobar N, Botella MA, Alonso JM, Fernie AR, Sánchez-Sevilla JF, Osorio S, Valpuesta V.","Front Plant Sci. 2017 Jul 24;8:1305. doi: 10.3389/fpls.2017.01305. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28744303 | PMCID:PMC5522832","pubmed","28744303","create date:2017/07/27 | first author:Estrada-Johnson E",
"CREB Regulates Distinct Adaptive Transcriptional Programs in Astrocytes and Neurons.","/pubmed/28743894","Pardo L, Valor LM, Eraso-Pichot A, Barco A, Golbano A, Hardingham GE, Masgrau R, Galea E.","Sci Rep. 2017 Jul 25;7(1):6390. doi: 10.1038/s41598-017-06231-x.","Sci Rep.  2017","PubMed","citation","PMID:28743894 | PMCID:PMC5526874","pubmed","28743894","create date:2017/07/27 | first author:Pardo L",
"Pleomorphism and drug resistant cancer stem cells are characteristic of aggressive primary meningioma cell lines.","/pubmed/28736504","Khan I, Baeesa S, Bangash M, Schulten HJ, Alghamdi F, Qashqari H, Madkhali N, Carracedo A, Saka M, Jamal A, Al-Maghrabi J, AlQahtani M, Al-Karim S, Damanhouri G, Saini K, Chaudhary A, Abuzenadah A, Hussein D.","Cancer Cell Int. 2017 Jul 21;17:72. doi: 10.1186/s12935-017-0441-7. eCollection 2017.","Cancer Cell Int.  2017","PubMed","citation","PMID:28736504 | PMCID:PMC5521079","pubmed","28736504","create date:2017/07/25 | first author:Khan I",
"Integrated Venomics and Venom Gland Transcriptome Analysis of Juvenile and Adult Mexican Rattlesnakes Crotalus simus, C. tzabcan, and C. culminatus Revealed miRNA-modulated Ontogenetic Shifts.","/pubmed/28731347","Durban J, Sanz L, Trevisan-Silva D, Neri-Castro E, Alagón A, Calvete JJ.","J Proteome Res. 2017 Aug 7. doi: 10.1021/acs.jproteome.7b00414. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28731347","pubmed","28731347","create date:2017/07/22 | first author:Durban J",
"Elongator regulates hypocotyl growth in darkness and during photomorphogenesis.","/pubmed/28720596","Woloszynska M, Gagliardi O, Vandenbussche F, De Groeve S, Baez LA, Neyt P, Le Gall S, Fung J, Mas P, Van Der Straeten D, Van Lijsebettens M.","J Cell Sci. 2017 Jul 18. pii: jcs.203927. doi: 10.1242/jcs.203927. [Epub ahead of print]","J Cell Sci.  2017","PubMed","citation","PMID:28720596","pubmed","28720596","create date:2017/07/20 | first author:Woloszynska M",
"RNAseq-based transcriptome comparison of Saccharomyces cerevisiae strains isolated from diverse fermentative environments.","/pubmed/28711856","Ibáñez C, Pérez-Torrado R, Morard M, Toft C, Barrio E, Querol A.","Int J Food Microbiol. 2017 Sep 18;257:262-270. doi: 10.1016/j.ijfoodmicro.2017.07.001. Epub 2017 Jul 6.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28711856","pubmed","28711856","create date:2017/07/18 | first author:Ibáñez C",
"RNA-Seq-Based Comparative Transcriptomics: RNA Preparation and Bioinformatics.","/pubmed/28710621","Rodríguez-García A, Sola-Landa A, Barreiro C.","Methods Mol Biol. 2017;1645:59-72. doi: 10.1007/978-1-4939-7183-1_5.","Methods Mol Biol.  2017","PubMed","citation","PMID:28710621","pubmed","28710621","create date:2017/07/16 | first author:Rodríguez-García A",
"Chilling responsive DEMETER-LIKE DNA demethylase mediates in poplar bud break.","/pubmed/28707409","Conde D, Le Gac AL, Perales M, Dervinis C, Kirst M, Maury S, González-Melendi P, Allona I.","Plant Cell Environ. 2017 Jul 13. doi: 10.1111/pce.13019. [Epub ahead of print]","Plant Cell Environ.  2017","PubMed","citation","PMID:28707409","pubmed","28707409","create date:2017/07/15 | first author:Conde D",
"ABA signalling manipulation suppresses senescence of a leafy vegetable stored at room temperature.","/pubmed/28703416","Miret JA, Munné-Bosch S, Dijkwel PP.","Plant Biotechnol J. 2017 Jul 13. doi: 10.1111/pbi.12793. [Epub ahead of print]","Plant Biotechnol J.  2017","PubMed","citation","PMID:28703416","pubmed","28703416","create date:2017/07/14 | first author:Miret JA",
"Classification and function of small open reading frames.","/pubmed/28698598","Couso JP, Patraquim P.","Nat Rev Mol Cell Biol. 2017 Sep;18(9):575-589. doi: 10.1038/nrm.2017.58. Epub 2017 Jul 12. Review.","Nat Rev Mol Cell Biol.  2017","PubMed","citation","PMID:28698598","pubmed","28698598","create date:2017/07/13 | first author:Couso JP",
"Tumor Evolution of Glioma-Intrinsic Gene Expression Subtypes Associates with Immunological Changes in the Microenvironment.","/pubmed/28697342","Wang Q, Hu B, Hu X, Kim H, Squatrito M, Scarpace L, deCarvalho AC, Lyu S, Li P, Li Y, Barthel F, Cho HJ, Lin YH, Satani N, Martinez-Ledesma E, Zheng S, Chang E, Sauvé CG, Olar A, Lan ZD, Finocchiaro G, Phillips JJ, et al.","Cancer Cell. 2017 Jul 10;32(1):42-56.e6. doi: 10.1016/j.ccell.2017.06.003.","Cancer Cell.  2017","PubMed","citation","PMID:28697342","pubmed","28697342","create date:2017/07/12 | first author:Wang Q",
"Gene expression profiling of whole blood cells supports a more efficient mitochondrial respiration in hypoxia-challenged gilthead sea bream (Sparus aurata).","/pubmed/28694839","Martos-Sitcha JA, Bermejo-Nogales A, Calduch-Giner JA, Pérez-Sánchez J.","Front Zool. 2017 Jul 6;14:34. doi: 10.1186/s12983-017-0220-2. eCollection 2017.","Front Zool.  2017","PubMed","citation","PMID:28694839 | PMCID:PMC5501551","pubmed","28694839","create date:2017/07/12 | first author:Martos-Sitcha JA",
"Insights into the Molecular Events That Regulate Heat-Induced Chilling Tolerance in Citrus Fruits.","/pubmed/28694818","Lafuente MT, Establés-Ortíz B, González-Candelas L.","Front Plant Sci. 2017 Jun 26;8:1113. doi: 10.3389/fpls.2017.01113. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28694818 | PMCID:PMC5483458","pubmed","28694818","create date:2017/07/12 | first author:Lafuente MT",
"Transcriptome-Wide Identification of Novel UV-B- and Light Modulated Flavonol Pathway Genes Controlled by VviMYBF1.","/pubmed/28690624","Czemmel S, Höll J, Loyola R, Arce-Johnson P, Alcalde JA, Matus JT, Bogs J.","Front Plant Sci. 2017 Jun 22;8:1084. doi: 10.3389/fpls.2017.01084. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28690624 | PMCID:PMC5479930","pubmed","28690624","create date:2017/07/12 | first author:Czemmel S",
"Characterization of Three L-Asparaginases from Maritime Pine (Pinus pinaster Ait.).","/pubmed/28690619","Van Kerckhoven SH, de la Torre FN, Cañas RA, Avila C, Cantón FR, Cánovas FM.","Front Plant Sci. 2017 Jun 23;8:1075. doi: 10.3389/fpls.2017.01075. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28690619 | PMCID:PMC5481357","pubmed","28690619","create date:2017/07/12 | first author:Van Kerckhoven SH",
"Functions of long non-coding RNAs in human disease and their conservation in Drosophila development.","/pubmed/28673935","Rogoyski OM, Pueyo JI, Couso JP, Newbury SF.","Biochem Soc Trans. 2017 Aug 15;45(4):895-904. doi: 10.1042/BST20160428. Epub 2017 Jul 3. Review.","Biochem Soc Trans.  2017","PubMed","citation","PMID:28673935","pubmed","28673935","create date:2017/07/05 | first author:Rogoyski OM",
"Transcriptome analysis of Haloquadratum walsbyi: vanity is but the surface.","/pubmed/28673248","Bolhuis H, Martín-Cuadrado AB, Rosselli R, Pašić L, Rodriguez-Valera F.","BMC Genomics. 2017 Jul 3;18(1):510. doi: 10.1186/s12864-017-3892-2.","BMC Genomics.  2017","PubMed","citation","PMID:28673248 | PMCID:PMC5496347","pubmed","28673248","create date:2017/07/05 | first author:Bolhuis H",
"Endometrial receptivity in eutopic endometrium in patients with endometriosis: it is not affected, and let me show you why.","/pubmed/28668152","Miravet-Valenciano J, Ruiz-Alonso M, Gómez E, Garcia-Velasco JA.","Fertil Steril. 2017 Jul;108(1):28-31. doi: 10.1016/j.fertnstert.2017.06.002. Review.","Fertil Steril.  2017","PubMed","citation","PMID:28668152","pubmed","28668152","create date:2017/07/03 | first author:Miravet-Valenciano J",
"Implantation failure of endometrial origin: it is not pathology, but our failure to synchronize the developing embryo with a receptive endometrium.","/pubmed/28668151","Valdes CT, Schutt A, Simon C.","Fertil Steril. 2017 Jul;108(1):15-18. doi: 10.1016/j.fertnstert.2017.05.033. Review.","Fertil Steril.  2017","PubMed","citation","PMID:28668151","pubmed","28668151","create date:2017/07/03 | first author:Valdes CT",
"Deep Super-SAGE transcriptomic analysis of cold acclimation in lentil (Lens culinaris Medik.).","/pubmed/28666411","Barrios A, Caminero C, García P, Krezdorn N, Hoffmeier K, Winter P, Pérez de la Vega M.","BMC Plant Biol. 2017 Jun 30;17(1):111. doi: 10.1186/s12870-017-1057-8.","BMC Plant Biol.  2017","PubMed","citation","PMID:28666411 | PMCID:PMC5493078","pubmed","28666411","create date:2017/07/02 | first author:Barrios A",
"IGF1R deficiency attenuates acute inflammatory response in a bleomycin-induced lung injury mouse model.","/pubmed/28655914","Piñeiro-Hermida S, López IP, Alfaro-Arnedo E, Torrens R, Iñiguez M, Alvarez-Erviti L, Ruíz-Martínez C, Pichel JG.","Sci Rep. 2017 Jun 27;7(1):4290. doi: 10.1038/s41598-017-04561-4.","Sci Rep.  2017","PubMed","citation","PMID:28655914 | PMCID:PMC5487362","pubmed","28655914","create date:2017/06/29 | first author:Piñeiro-Hermida S",
"Circular RNA profiling reveals that circular RNAs from ANXA2 can be used as new biomarkers for multiple sclerosis.","/pubmed/28651352","Leire I, Maider MC, Iñigo P, Tamara CT, Javier O, David O.","Hum Mol Genet. 2017 Jun 23. doi: 10.1093/hmg/ddx243. [Epub ahead of print]","Hum Mol Genet.  2017","PubMed","citation","PMID:28651352","pubmed","28651352","create date:2017/06/28 | first author:Leire I",
"Mechanisms of action of sacubitril/valsartan on cardiac remodeling: a systems biology approach.","/pubmed/28649439","Iborra-Egea O, Gálvez-Montón C, Roura S, Perea-Gil I, Prat-Vidal C, Soler-Botija C, Bayes-Genis A.","NPJ Syst Biol Appl. 2017 Apr 18;3:12. doi: 10.1038/s41540-017-0013-4. eCollection 2017.","NPJ Syst Biol Appl.  2017","PubMed","citation","PMID:28649439 | PMCID:PMC5460292","pubmed","28649439","create date:2017/06/27 | first author:Iborra-Egea O",
"Generation of nitric oxide by olive (Olea europaea L.) pollen during in vitro germination and assessment of the S-nitroso- and nitro-proteomes by computational predictive methods.","/pubmed/28645873","Jimenez-Quesada MJ, Carmona R, Lima-Cabello E, Traverso JÁ, Castro AJ, Claros MG, Alché JD.","Nitric Oxide. 2017 Aug 1;68:23-37. doi: 10.1016/j.niox.2017.06.005. Epub 2017 Jun 21.","Nitric Oxide.  2017","PubMed","citation","PMID:28645873","pubmed","28645873","create date:2017/06/25 | first author:Jimenez-Quesada MJ",
"System-wide analysis of short-term response to high temperature in Pinus radiata.","/pubmed/28645179","Escandón M, Valledor L, Pascual J, Pinto G, Cañal MJ, Meijón M.","J Exp Bot. 2017 Jun 22. doi: 10.1093/jxb/erx198. [Epub ahead of print]","J Exp Bot.  2017","PubMed","citation","PMID:28645179","pubmed","28645179","create date:2017/06/25 | first author:Escandón M",
"Global transcriptional response of Escherichia coli MG1655 cells exposed to the oxygenated monoterpenes citral and carvacrol.","/pubmed/28644990","Chueca B, Pérez-Sáez E, Pagán R, García-Gonzalo D.","Int J Food Microbiol. 2017 Sep 18;257:49-57. doi: 10.1016/j.ijfoodmicro.2017.06.002. Epub 2017 Jun 21.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28644990","pubmed","28644990","create date:2017/06/24 | first author:Chueca B",
"Transcriptome analysis shows activation of the arginine deiminase pathway in Lactococcus lactis as a response to ethanol stress.","/pubmed/28644989","Díez L, Solopova A, Fernández-Pérez R, González M, Tenorio C, Kuipers OP, Ruiz-Larrea F.","Int J Food Microbiol. 2017 Sep 18;257:41-48. doi: 10.1016/j.ijfoodmicro.2017.05.017. Epub 2017 May 24.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28644989","pubmed","28644989","create date:2017/06/24 | first author:Díez L",
"The gene expression landscape of pine seedling tissues.","/pubmed/28635135","Cañas RA, Li Z, Pascual MB, Castro-Rodríguez V, Ávila C, Sterck L, Van de Peer Y, Cánovas FM.","Plant J. 2017 Jun 21. doi: 10.1111/tpj.13617. [Epub ahead of print]","Plant J.  2017","PubMed","citation","PMID:28635135","pubmed","28635135","create date:2017/06/22 | first author:Cañas RA",
"Transcriptomic Analysis in Strawberry Fruits Reveals Active Auxin Biosynthesis and Signaling in the Ripe Receptacle.","/pubmed/28611805","Estrada-Johnson E, Csukasi F, Pizarro CM, Vallarino JG, Kiryakova Y, Vioque A, Brumos J, Medina-Escobar N, Botella MA, Alonso JM, Fernie AR, Sánchez-Sevilla JF, Osorio S, Valpuesta V.","Front Plant Sci. 2017 May 29;8:889. doi: 10.3389/fpls.2017.00889. eCollection 2017. Erratum in: Front Plant Sci. 2017 Jul 24;8:1305. ","Front Plant Sci.  2017","PubMed","citation","PMID:28611805 | PMCID:PMC5447041","pubmed","28611805","create date:2017/06/15 | first author:Estrada-Johnson E",
"Endometrial microbiota-new player in town.","/pubmed/28602480","Moreno I, Franasiak JM.","Fertil Steril. 2017 Jul;108(1):32-39. doi: 10.1016/j.fertnstert.2017.05.034. Epub 2017 Jun 14. Review.","Fertil Steril.  2017","PubMed","citation","PMID:28602480","pubmed","28602480","create date:2017/06/13 | first author:Moreno I",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The transcriptome of human oocytes is related to age and ovarian reserve.","/pubmed/28586423","Barragán M, Pons J, Ferrer-Vaquer A, Cornet-Bartolomé D, Schweitzer A, Hubbard J, Auer H, Rodolosse A, Vassena R.","Mol Hum Reprod. 2017 Aug 1;23(8):535-548. doi: 10.1093/molehr/gax033.","Mol Hum Reprod.  2017","PubMed","citation","PMID:28586423","pubmed","28586423","create date:2017/06/07 | first author:Barragán M",
"Transcriptome analysis in blood cells from children reveals potential early biomarkers of metabolic alterations.","/pubmed/28584296","Sánchez J, Picó C, Ahrens W, Foraita R, Fraterman A, Moreno LA, Russo P, Siani A, Palou A.","Int J Obes (Lond). 2017 Jun 6. doi: 10.1038/ijo.2017.132. [Epub ahead of print]","Int J Obes (Lond).  2017","PubMed","citation","PMID:28584296","pubmed","28584296","create date:2017/06/07 | first author:Sánchez J",
"Interactions between water activity and temperature on the Aspergillus flavus transcriptome and aflatoxin B(1) production.","/pubmed/28582664","Medina A, Gilbert MK, Mack BM, OBrian GR, Rodríguez A, Bhatnagar D, Payne G, Magan N.","Int J Food Microbiol. 2017 Sep 1;256:36-44. doi: 10.1016/j.ijfoodmicro.2017.05.020. Epub 2017 May 26.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28582664","pubmed","28582664","create date:2017/06/06 | first author:Medina A",
"Increased temperature and CO2 alleviate photoinhibition in Desmarestia anceps: from transcriptomics to carbon utilization.","/pubmed/28575516","Iñiguez C, Heinrich S, Harms L, Gordillo FJL.","J Exp Bot. 2017 Jun 1. doi: 10.1093/jxb/erx164. [Epub ahead of print]","J Exp Bot.  2017","PubMed","citation","PMID:28575516","pubmed","28575516","create date:2017/06/03 | first author:Iñiguez C",
"Sma3s: A universal tool for easy functional annotation of proteomes and transcriptomes.","/pubmed/28544705","Casimiro-Soriguer CS, Muñoz-Mérida A, Pérez-Pulido AJ.","Proteomics. 2017 Jun;17(12). doi: 10.1002/pmic.201700071.","Proteomics.  2017","PubMed","citation","PMID:28544705","pubmed","28544705","create date:2017/05/26 | first author:Casimiro-Soriguer CS",
"Functional annotation and analysis of the Ornithodoros moubata midgut genes differentially expressed after blood feeding.","/pubmed/28528879","Oleaga A, Obolo-Mvoulouga P, Manzano-Román R, Pérez-Sánchez R.","Ticks Tick Borne Dis. 2017 Aug;8(5):693-708. doi: 10.1016/j.ttbdis.2017.05.002. Epub 2017 May 13.","Ticks Tick Borne Dis.  2017","PubMed","citation","PMID:28528879","pubmed","28528879","create date:2017/05/23 | first author:Oleaga A",
"The effect of hypoxia on the lipidome of recombinant Pichia pastoris.","/pubmed/28526017","Adelantado N, Tarazona P, Grillitsch K, García-Ortega X, Monforte S, Valero F, Feussner I, Daum G, Ferrer P.","Microb Cell Fact. 2017 May 19;16(1):86. doi: 10.1186/s12934-017-0699-4.","Microb Cell Fact.  2017","PubMed","citation","PMID:28526017 | PMCID:PMC5437588","pubmed","28526017","create date:2017/05/21 | first author:Adelantado N",
"Single-Cell Genomics Unravels Brain Cell-Type Complexity.","/pubmed/28523557","Guillaumet-Adkins A, Heyn H.","Adv Exp Med Biol. 2017;978:393-407. doi: 10.1007/978-3-319-53889-1_20.","Adv Exp Med Biol.  2017","PubMed","citation","PMID:28523557","pubmed","28523557","create date:2017/05/20 | first author:Guillaumet-Adkins A",
"The Role of Noncoding RNAs in Neurodevelopmental Disorders: The Case of Rett Syndrome.","/pubmed/28523539","Obiols-Guardia A, Guil S.","Adv Exp Med Biol. 2017;978:23-37. doi: 10.1007/978-3-319-53889-1_2.","Adv Exp Med Biol.  2017","PubMed","citation","PMID:28523539","pubmed","28523539","create date:2017/05/20 | first author:Obiols-Guardia A",
