Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Markers associated with neuron-specific Ube3a imprinting during neuronal differentiation of mouse embryonic stem cells.","/pubmed/28780625","Eitoku M, Kato H, Suganuma N, Kiyosawa H.","Cytotechnology. 2017 Aug 5. doi: 10.1007/s10616-017-0126-z. [Epub ahead of print]","Cytotechnology.  2017","PubMed","citation","PMID:28780625","pubmed","28780625","create date:2017/08/07 | first author:Eitoku M",
"Bmal1 regulates inflammatory responses in macrophages by modulating enhancer RNA transcription.","/pubmed/28765524","Oishi Y, Hayashi S, Isagawa T, Oshima M, Iwama A, Shimba S, Okamura H, Manabe I.","Sci Rep. 2017 Aug 1;7(1):7086. doi: 10.1038/s41598-017-07100-3.","Sci Rep.  2017","PubMed","citation","PMID:28765524 | PMCID:PMC5539165","pubmed","28765524","create date:2017/08/03 | first author:Oishi Y",
"The Arabidopsis LAZY1 Family Plays a Key Role in Gravity Signaling within Statocytes and in Branch Angle Control of Roots and Shoots.","/pubmed/28765510","Taniguchi M, Furutani M, Nishimura T, Nakamura M, Fushita T, Iijima K, Baba K, Tanaka H, Toyota M, Tasaka M, Morita MT.","Plant Cell. 2017 Aug 1. pii: tpc.00575.2016. doi: 10.1105/tpc.16.00575. [Epub ahead of print]","Plant Cell.  2017","PubMed","citation","PMID:28765510","pubmed","28765510","create date:2017/08/03 | first author:Taniguchi M",
"Neuronal cytoskeletal gene dysregulation and mechanical hypersensitivity in a rat model of Rett syndrome.","/pubmed/28760966","Bhattacherjee A, Mu Y, Winter MK, Knapp JR, Eggimann LS, Gunewardena SS, Kobayashi K, Kato S, Krizsan-Agbas D, Smith PG.","Proc Natl Acad Sci U S A. 2017 Aug 15;114(33):E6952-E6961. doi: 10.1073/pnas.1618210114. Epub 2017 Jul 31.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28760966","pubmed","28760966","create date:2017/08/02 | first author:Bhattacherjee A",
"Bidirectional reporter assay using HAL promoter and TOPFLASH improves specificity in high-throughput screening of Wnt inhibitors.","/pubmed/28755500","Yamaguchi K, Zhu C, Ohsugi T, Yamaguchi Y, Ikenoue T, Furukawa Y.","Biotechnol Bioeng. 2017 Jul 29. doi: 10.1002/bit.26394. [Epub ahead of print]","Biotechnol Bioeng.  2017","PubMed","citation","PMID:28755500","pubmed","28755500","create date:2017/07/30 | first author:Yamaguchi K",
"Modified whole-mount in situ hybridisation and immunohistochemistry protocols without removal of the vitelline membrane in the appendicularian Oikopleura dioica.","/pubmed/28752326","Onuma TA, Matsuo M, Nishida H.","Dev Genes Evol. 2017 Jul 27. doi: 10.1007/s00427-017-0588-1. [Epub ahead of print]","Dev Genes Evol.  2017","PubMed","citation","PMID:28752326","pubmed","28752326","create date:2017/07/29 | first author:Onuma TA",
"Switching of dominant retrotransposon silencing strategies from posttranscriptional to transcriptional mechanisms during male germ-cell development in mice.","/pubmed/28749988","Inoue K, Ichiyanagi K, Fukuda K, Glinka M, Sasaki H.","PLoS Genet. 2017 Jul 27;13(7):e1006926. doi: 10.1371/journal.pgen.1006926. eCollection 2017 Jul.","PLoS Genet.  2017","PubMed","citation","PMID:28749988 | PMCID:PMC5549759","pubmed","28749988","create date:2017/07/28 | first author:Inoue K",
"Root-Knot and Cyst Nematodes Activate Procambium-Associated Genes in Arabidopsis Roots.","/pubmed/28747918","Yamaguchi YL, Suzuki R, Cabrera J, Nakagami S, Sagara T, Ejima C, Sano R, Aoki Y, Olmo R, Kurata T, Obayashi T, Demura T, Ishida T, Escobar C, Sawa S.","Front Plant Sci. 2017 Jul 13;8:1195. doi: 10.3389/fpls.2017.01195. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28747918 | PMCID:PMC5506325","pubmed","28747918","create date:2017/07/28 | first author:Yamaguchi YL",
"Molecular characteristics of the KCNJ5 mutated aldosterone-producing adenomas.","/pubmed/28747387","Murakami M, Yoshimoto T, Nakabayashi K, Nakano Y, Fukaishi T, Tsuchiya K, Minami I, Bouchi R, Okamura K, Fujii Y, Hashimoto K, Hata KI, Kihara K, Ogawa Y.","Endocr Relat Cancer. 2017 Oct;24(10):531-541. doi: 10.1530/ERC-17-0117. Epub 2017 Jul 26.","Endocr Relat Cancer.  2017","PubMed","citation","PMID:28747387","pubmed","28747387","create date:2017/07/28 | first author:Murakami M",
"Metabolic profiles of flooding-tolerant mechanism in early-stage soybean responding to initial stress.","/pubmed/28733872","Wang X, Zhu W, Hashiguchi A, Nishimura M, Tian J, Komatsu S.","Plant Mol Biol. 2017 Aug;94(6):669-685. doi: 10.1007/s11103-017-0635-3. Epub 2017 Jul 21.","Plant Mol Biol.  2017","PubMed","citation","PMID:28733872","pubmed","28733872","create date:2017/07/25 | first author:Wang X",
"The reduction in maize leaf growth under mild drought affects the transition between cell division and cell expansion and cannot be restored by elevated gibberellic acid levels.","/pubmed/28730636","Nelissen H, Sun XH, Rymen B, Jikumaru Y, Kojima M, Takebayashi Y, Abbeloos R, Demuynck K, Storme V, Vuylsteke M, De Block J, Herman D, Coppens F, Maere S, Kamiya Y, Sakakibara H, Beemster GTS, Inzé D.","Plant Biotechnol J. 2017 Jul 21. doi: 10.1111/pbi.12801. [Epub ahead of print]","Plant Biotechnol J.  2017","PubMed","citation","PMID:28730636","pubmed","28730636","create date:2017/07/22 | first author:Nelissen H",
"Transcriptome profiling of the spermatheca identifies genes potentially involved in the long-term sperm storage of ant queens.","/pubmed/28729606","Gotoh A, Shigenobu S, Yamaguchi K, Kobayashi S, Ito F, Tsuji K.","Sci Rep. 2017 Jul 20;7(1):5972. doi: 10.1038/s41598-017-05818-8.","Sci Rep.  2017","PubMed","citation","PMID:28729606 | PMCID:PMC5519678","pubmed","28729606","create date:2017/07/22 | first author:Gotoh A",
"Short-lived long non-coding RNAs as surrogate indicators for chemical exposure and LINC00152 and MALAT1 modulate their neighboring genes.","/pubmed/28719640","Tani H, Okuda S, Nakamura K, Aoki M, Umemura T.","PLoS One. 2017 Jul 18;12(7):e0181628. doi: 10.1371/journal.pone.0181628. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28719640 | PMCID:PMC5515456","pubmed","28719640","create date:2017/07/19 | first author:Tani H",
"Significance of A-to-I RNA editing of transcripts modulating pharmacokinetics and pharmacodynamics.","/pubmed/28716651","Nakano M, Nakajima M.","Pharmacol Ther. 2017 Jul 15. pii: S0163-7258(17)30163-8. doi: 10.1016/j.pharmthera.2017.07.003. [Epub ahead of print] Review.","Pharmacol Ther.  2017","PubMed","citation","PMID:28716651","pubmed","28716651","create date:2017/07/19 | first author:Nakano M",
"Time-course microarrays reveal early activation of the immune transcriptome in a choline-deficient mouse model of liver injury.","/pubmed/28711489","Mitsumoto K, Watanabe R, Nakao K, Yonenaka H, Hashimoto T, Kato N, Kumrungsee T, Yanaka N.","Life Sci. 2017 Sep 1;184:103-111. doi: 10.1016/j.lfs.2017.07.009. Epub 2017 Jul 12.","Life Sci.  2017","PubMed","citation","PMID:28711489","pubmed","28711489","create date:2017/07/18 | first author:Mitsumoto K",
"miRNAs in the alga Chlamydomonas reinhardtii are not phylogenetically conserved and play a limited role in responses to nutrient deprivation.","/pubmed/28710366","Voshall A, Kim EJ, Ma X, Yamasaki T, Moriyama EN, Cerutti H.","Sci Rep. 2017 Jul 14;7(1):5462. doi: 10.1038/s41598-017-05561-0.","Sci Rep.  2017","PubMed","citation","PMID:28710366 | PMCID:PMC5511227","pubmed","28710366","create date:2017/07/16 | first author:Voshall A",
"Gene regulatory networks for the haploid-to-diploid transition of Chlamydomonas reinhardtii.","/pubmed/28710131","Joo S, Nishimura Y, Cronmiller E, Hong RH, Kariyawasam T, Wang MH, Shao NC, Akkad SE, Suzuki T, Higashiyama T, Jin E, Lee JH.","Plant Physiol. 2017 Jul 14. pii: pp.00731.2017. doi: 10.1104/pp.17.00731. [Epub ahead of print]","Plant Physiol.  2017","PubMed","citation","PMID:28710131","pubmed","28710131","create date:2017/07/16 | first author:Joo S",
"NRF2 deficiency replicates transcriptomic changes in Alzheimer's patients and worsens APP and TAU pathology.","/pubmed/28704727","Rojo AI, Pajares M, Rada P, Nuñez A, Nevado-Holgado AJ, Killik R, Van Leuven F, Ribe E, Lovestone S, Yamamoto M, Cuadrado A.","Redox Biol. 2017 Jul 5;13:444-451. doi: 10.1016/j.redox.2017.07.006. [Epub ahead of print]","Redox Biol.  2017","PubMed","citation","PMID:28704727 | PMCID:PMC5508523","pubmed","28704727","create date:2017/07/14 | first author:Rojo AI",
"Sexual dimorphisms of mRNA and miRNA in human/murine heart disease.","/pubmed/28704447","Tsuji M, Kawasaki T, Matsuda T, Arai T, Gojo S, Takeuchi JK.","PLoS One. 2017 Jul 13;12(7):e0177988. doi: 10.1371/journal.pone.0177988. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28704447 | PMCID:PMC5509429","pubmed","28704447","create date:2017/07/14 | first author:Tsuji M",
"Population genomics of picophytoplankton unveils novel chromosome hypervariability.","/pubmed/28695208","Blanc-Mathieu R, Krasovec M, Hebrard M, Yau S, Desgranges E, Martin J, Schackwitz W, Kuo A, Salin G, Donnadieu C, Desdevises Y, Sanchez-Ferandin S, Moreau H, Rivals E, Grigoriev IV, Grimsley N, Eyre-Walker A, Piganeau G.","Sci Adv. 2017 Jul 5;3(7):e1700239. doi: 10.1126/sciadv.1700239. eCollection 2017 Jul.","Sci Adv.  2017","PubMed","citation","PMID:28695208 | PMCID:PMC5498103","pubmed","28695208","create date:2017/07/12 | first author:Blanc-Mathieu R",
"Impact of histone demethylase KDM3A-dependent AP-1 transactivity on hepatotumorigenesis induced by PI3K activation.","/pubmed/28692045","Nakatsuka T, Tateishi K, Kudo Y, Yamamoto K, Nakagawa H, Fujiwara H, Takahashi R, Miyabayashi K, Asaoka Y, Tanaka Y, Ijichi H, Hirata Y, Otsuka M, Kato M, Sakai J, Tachibana M, Aburatani H, Shinkai Y, Koike K.","Oncogene. 2017 Jul 10. doi: 10.1038/onc.2017.222. [Epub ahead of print]","Oncogene.  2017","PubMed","citation","PMID:28692045","pubmed","28692045","create date:2017/07/12 | first author:Nakatsuka T",
"Membrane-localized ubiquitin ligase ATL15 functions in sugar-responsive growth regulation in Arabidopsis.","/pubmed/28690153","Aoyama S, Terada S, Sanagi M, Hasegawa Y, Lu Y, Morita Y, Chiba Y, Sato T, Yamaguchi J.","Biochem Biophys Res Commun. 2017 Sep 9;491(1):33-39. doi: 10.1016/j.bbrc.2017.07.028. Epub 2017 Jul 6.","Biochem Biophys Res Commun.  2017","PubMed","citation","PMID:28690153","pubmed","28690153","create date:2017/07/12 | first author:Aoyama S",
"Salivary gland transcripts of the kissing bug, Panstrongylus chinai, a vector of Chagas disease.","/pubmed/28690145","Kato H, Jochim RC, Gomez EA, Tsunekawa S, Valenzuela JG, Hashiguchi Y.","Acta Trop. 2017 Oct;174:122-129. doi: 10.1016/j.actatropica.2017.06.022. Epub 2017 Jul 6.","Acta Trop.  2017","PubMed","citation","PMID:28690145","pubmed","28690145","create date:2017/07/12 | first author:Kato H",
"Defects in dosage compensation impact global gene regulation in the mouse trophoblast.","/pubmed/28684628","Sakata Y, Nagao K, Hoki Y, Sasaki H, Obuse C, Sado T.","Development. 2017 Aug 1;144(15):2784-2797. doi: 10.1242/dev.149138. Epub 2017 Jul 6.","Development.  2017","PubMed","citation","PMID:28684628","pubmed","28684628","create date:2017/07/08 | first author:Sakata Y",
"Genome-wide identification of pistil-specific genes expressed during fruit set initiation in tomato (Solanum lycopersicum).","/pubmed/28683065","Ezura K, Ji-Seong K, Mori K, Suzuki Y, Kuhara S, Ariizumi T, Ezura H.","PLoS One. 2017 Jul 6;12(7):e0180003. doi: 10.1371/journal.pone.0180003. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28683065 | PMCID:PMC5500324","pubmed","28683065","create date:2017/07/07 | first author:Ezura K",
"Identification and Characterization of Daurichromenic Acid Synthase Active in Anti-HIV Biosynthesis.","/pubmed/28679557","Iijima M, Munakata R, Takahashi H, Kenmoku H, Nakagawa R, Kodama T, Asakawa Y, Abe I, Yazaki K, Kurosaki F, Taura F.","Plant Physiol. 2017 Aug;174(4):2213-2230. doi: 10.1104/pp.17.00586. Epub 2017 Jul 5.","Plant Physiol.  2017","PubMed","citation","PMID:28679557 | PMCID:PMC5543965","pubmed","28679557","create date:2017/07/07 | first author:Iijima M",
"Recurrent SPI1 (PU.1) fusions in high-risk pediatric T cell acute lymphoblastic leukemia.","/pubmed/28671687","Seki M, Kimura S, Isobe T, Yoshida K, Ueno H, Nakajima-Takagi Y, Wang C, Lin L, Kon A, Suzuki H, Shiozawa Y, Kataoka K, Fujii Y, Shiraishi Y, Chiba K, Tanaka H, Shimamura T, Masuda K, Kawamoto H, Ohki K, Kato M, Arakawa Y, et al.","Nat Genet. 2017 Aug;49(8):1274-1281. doi: 10.1038/ng.3900. Epub 2017 Jul 3.","Nat Genet.  2017","PubMed","citation","PMID:28671687","pubmed","28671687","create date:2017/07/04 | first author:Seki M",
"The use of metabolomic quantitative trait locus mapping and osmotic adjustment traits for the improvement of crop yields under environmental stresses.","/pubmed/28668354","Adbelrahman M, Burritt DJ, Tran LP.","Semin Cell Dev Biol. 2017 Jun 28. pii: S1084-9521(16)30394-9. doi: 10.1016/j.semcdb.2017.06.020. [Epub ahead of print] Review.","Semin Cell Dev Biol.  2017","PubMed","citation","PMID:28668354","pubmed","28668354","create date:2017/07/03 | first author:Adbelrahman M",
"Human induced pluripotent stem cell (hiPSC)-derived neurons respond to convulsant drugs when co-cultured with hiPSC-derived astrocytes.","/pubmed/28666936","Ishii MN, Yamamoto K, Shoji M, Asami A, Kawamata Y.","Toxicology. 2017 Jun 28. pii: S0300-483X(17)30177-4. doi: 10.1016/j.tox.2017.06.010. [Epub ahead of print]","Toxicology.  2017","PubMed","citation","PMID:28666936","pubmed","28666936","create date:2017/07/02 | first author:Ishii MN",
"Targeting EZH2 in cancer therapy.","/pubmed/28665819","Yamagishi M, Uchimaru K.","Curr Opin Oncol. 2017 Sep;29(5):375-381. doi: 10.1097/CCO.0000000000000390.","Curr Opin Oncol.  2017","PubMed","citation","PMID:28665819","pubmed","28665819","create date:2017/07/01 | first author:Yamagishi M",
"Microarray analyses of otospheres derived from the cochlea in the inner ear identify putative transcription factors that regulate the characteristics of otospheres.","/pubmed/28662075","Iki T, Tanaka M, Kitajiri SI, Kita T, Kawasaki Y, Mizukoshi A, Fujibuchi W, Nakagawa T, Nakahata T, Ito J, Omori K, Saito MK.","PLoS One. 2017 Jun 29;12(6):e0179901. doi: 10.1371/journal.pone.0179901. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28662075 | PMCID:PMC5491065","pubmed","28662075","create date:2017/07/01 | first author:Iki T",
"Transcriptome Analysis of Skin from SMP30/GNL Knockout Mice Reveals the Effect of Ascorbic Acid Deficiency on Skin and Hair.","/pubmed/28652426","Wakame K, Komatsu KI, Nakata A, Sato K, Takaguri A, Masutomi H, Nagashima T, Uchiyama H.","In Vivo. 2017 Jul-Aug;31(4):599-607.","In Vivo.  2017","PubMed","citation","PMID:28652426","pubmed","28652426","create date:2017/06/28 | first author:Wakame K",
"Advances in atopic dermatitis and urticarial in 2016.","/pubmed/28652155","Honda T, Nomura T, Kabashima K.","J Allergy Clin Immunol. 2017 Aug;140(2):369-376. doi: 10.1016/j.jaci.2017.06.005. Epub 2017 Jun 23.","J Allergy Clin Immunol.  2017","PubMed","citation","PMID:28652155","pubmed","28652155","create date:2017/06/28 | first author:Honda T",
"A distinct function of the retinoblastoma protein in the control of lipid composition identified by lipidomic profiling.","/pubmed/28650445","Muranaka H, Hayashi A, Minami K, Kitajima S, Kohno S, Nishimoto Y, Nagatani N, Suzuki M, Kulathunga LAN, Sasaki N, Okada N, Matsuzaka T, Shimano H, Tada H, Takahashi C.","Oncogenesis. 2017 Jun 26;6(6):e350. doi: 10.1038/oncsis.2017.51.","Oncogenesis.  2017","PubMed","citation","PMID:28650445 | PMCID:PMC5519198","pubmed","28650445","create date:2017/06/27 | first author:Muranaka H",
"A new outlook on sporadic flowering of bamboo.","/pubmed/28650217","Gamuyao R, Nagai K, Ashikari M, Reuscher S.","Plant Signal Behav. 2017 Jul 3;12(7):e1343780. doi: 10.1080/15592324.2017.1343780. Epub 2017 Jun 26.","Plant Signal Behav.  2017","PubMed","citation","PMID:28650217","pubmed","28650217","create date:2017/06/27 | first author:Gamuyao R",
"Single-cell transcriptome of early embryos and cultured embryonic stem cells of cynomolgus monkeys.","/pubmed/28649393","Nakamura T, Yabuta Y, Okamoto I, Sasaki K, Iwatani C, Tsuchiya H, Saitou M.","Sci Data. 2017 Jun 20;4:170067. doi: 10.1038/sdata.2017.67. eCollection 2017.","Sci Data.  2017","PubMed","citation","PMID:28649393 | PMCID:PMC5477564","pubmed","28649393","create date:2017/06/27 | first author:Nakamura T",
"Common Molecular Subtypes Among Asian Hepatocellular Carcinoma and Cholangiocarcinoma.","/pubmed/28648284","Chaisaingmongkol J, Budhu A, Dang H, Rabibhadana S, Pupacdi B, Kwon SM, Forgues M, Pomyen Y, Bhudhisawasdi V, Lertprasertsuke N, Chotirosniramit A, Pairojkul C, Auewarakul CU, Sricharunrat T, Phornphutkul K, Sangrajrang S, Cam M, He P, Hewitt SM, Ylaya K, Wu X, Andersen JB, et al.","Cancer Cell. 2017 Jul 10;32(1):57-70.e3. doi: 10.1016/j.ccell.2017.05.009. Epub 2017 Jun 22.","Cancer Cell.  2017","PubMed","citation","PMID:28648284 | PMCID:PMC5524207","pubmed","28648284","create date:2017/06/27 | first author:Chaisaingmongkol J",
"Transcriptomic and Proteomic Profiling Provides Insight into Mesangial Cell Function in IgA Nephropathy.","/pubmed/28646076","Liu P, Lassén E, Nair V, Berthier CC, Suguro M, Sihlbom C, Kretzler M, Betsholtz C, Haraldsson B, Ju W, Ebefors K, Nyström J.","J Am Soc Nephrol. 2017 Jun 23. pii: ASN.2016101103. doi: 10.1681/ASN.2016101103. [Epub ahead of print]","J Am Soc Nephrol.  2017","PubMed","citation","PMID:28646076","pubmed","28646076","create date:2017/06/25 | first author:Liu P",
"Improvement of isopropanol tolerance of Escherichia coli using adaptive laboratory evolution and omics technologies.","/pubmed/28645581","Horinouchi T, Sakai A, Kotani H, Tanabe K, Furusawa C.","J Biotechnol. 2017 Aug 10;255:47-56. doi: 10.1016/j.jbiotec.2017.06.408. Epub 2017 Jun 20.","J Biotechnol.  2017","PubMed","citation","PMID:28645581","pubmed","28645581","create date:2017/06/25 | first author:Horinouchi T",
"Identification of an immunogenic neo-epitope encoded by mouse sarcoma using CXCR3 ligand mRNAs as sensors.","/pubmed/28638727","Fujii K, Miyahara Y, Harada N, Muraoka D, Komura M, Yamaguchi R, Yagita H, Nakamura J, Sugino S, Okumura S, Imoto S, Miyano S, Shiku H.","Oncoimmunology. 2017 Mar 20;6(5):e1306617. doi: 10.1080/2162402X.2017.1306617. eCollection 2017.","Oncoimmunology.  2017","PubMed","citation","PMID:28638727 | PMCID:PMC5467990","pubmed","28638727","create date:2017/06/24 | first author:Fujii K",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Transcriptome analyses of taste organoids reveal multiple pathways involved in taste cell generation.","/pubmed/28638111","Ren W, Aihara E, Lei W, Gheewala N, Uchiyama H, Margolskee RF, Iwatsuki K, Jiang P.","Sci Rep. 2017 Jun 21;7(1):4004. doi: 10.1038/s41598-017-04099-5.","Sci Rep.  2017","PubMed","citation","PMID:28638111 | PMCID:PMC5479815","pubmed","28638111","create date:2017/06/24 | first author:Ren W",
"Global profiling of phytohormone dynamics during combined drought and pathogen stress in Arabidopsis thaliana reveals ABA and JA as major regulators.","/pubmed/28638069","Gupta A, Hisano H, Hojo Y, Matsuura T, Ikeda Y, Mori IC, Senthil-Kumar M.","Sci Rep. 2017 Jun 21;7(1):4017. doi: 10.1038/s41598-017-03907-2.","Sci Rep.  2017","PubMed","citation","PMID:28638069 | PMCID:PMC5479852","pubmed","28638069","create date:2017/06/24 | first author:Gupta A",
"Comparative study on secretome and transmembranome of immature and mature metacestodes of Echinococcus multilocularis.","/pubmed/28637587","Huang F, Dang Z, Zhang H, Yagi K, Kim K, Joseph M, Pu W, Oku Y.","Vet Parasitol. 2017 May 12. pii: S0304-4017(17)30207-8. doi: 10.1016/j.vetpar.2017.05.006. [Epub ahead of print]","Vet Parasitol.  2017","PubMed","citation","PMID:28637587","pubmed","28637587","create date:2017/06/24 | first author:Huang F",
"Evolution of the sperm methylome of primates is associated with retrotransposon insertions and genome instability.","/pubmed/28637190","Fukuda K, Inoguchi Y, Ichiyanagi K, Ichiyanagi T, Go Y, Nagano M, Yanagawa Y, Takaesu N, Ohkawa Y, Imai H, Sasaki H.","Hum Mol Genet. 2017 Jun 20. doi: 10.1093/hmg/ddx236. [Epub ahead of print]","Hum Mol Genet.  2017","PubMed","citation","PMID:28637190","pubmed","28637190","create date:2017/06/24 | first author:Fukuda K",
"Integrative analysis of genomic alterations in triple-negative breast cancer in association with homologous recombination deficiency.","/pubmed/28636652","Kawazu M, Kojima S, Ueno T, Totoki Y, Nakamura H, Kunita A, Qu W, Yoshimura J, Soda M, Yasuda T, Hama N, Saito-Adachi M, Sato K, Kohsaka S, Sai E, Ikemura M, Yamamoto S, Ogawa T, Fukayama M, Tada K, Seto Y, Morishita S, et al.","PLoS Genet. 2017 Jun 21;13(6):e1006853. doi: 10.1371/journal.pgen.1006853. eCollection 2017 Jun.","PLoS Genet.  2017","PubMed","citation","PMID:28636652 | PMCID:PMC5500377","pubmed","28636652","create date:2017/06/22 | first author:Kawazu M",
"Comparative transcriptome analysis of nodules of two Mesorhizobium-chickpea associations with differential symbiotic efficiency under phosphate deficiency.","/pubmed/28628240","Nasr Esfahani M, Inoue K, Chu HD, Nguyen KH, Van Ha C, Watanabe Y, Burritt DJ, Herrera-Estrella L, Mochida K, Tran LP.","Plant J. 2017 Sep;91(5):911-926. doi: 10.1111/tpj.13616. Epub 2017 Aug 4.","Plant J.  2017","PubMed","citation","PMID:28628240","pubmed","28628240","create date:2017/06/20 | first author:Nasr Esfahani M",
"Interaction of reactive astrocytes with type I collagen induces astrocytic scar formation through the integrin-N-cadherin pathway after spinal cord injury.","/pubmed/28628111","Hara M, Kobayakawa K, Ohkawa Y, Kumamaru H, Yokota K, Saito T, Kijima K, Yoshizaki S, Harimaya K, Nakashima Y, Okada S.","Nat Med. 2017 Jul;23(7):818-828. doi: 10.1038/nm.4354. Epub 2017 Jun 19.","Nat Med.  2017","PubMed","citation","PMID:28628111","pubmed","28628111","create date:2017/06/20 | first author:Hara M",
