Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"STAT3-induced long noncoding RNAs in multiple myeloma cells display different properties in cancer.","/pubmed/28801664","Binder S, Hösler N, Riedel D, Zipfel I, Buschmann T, Kämpf C, Reiche K, Burger R, Gramatzki M, Hackermüller J, Stadler PF, Horn F.","Sci Rep. 2017 Aug 11;7(1):7976. doi: 10.1038/s41598-017-08348-5.","Sci Rep.  2017","PubMed","citation","PMID:28801664 | PMCID:PMC5554185","pubmed","28801664","create date:2017/08/13 | first author:Binder S",
"Proteomic studies in the discovery of cerebrospinal fluid biomarkers for amyotrophic lateral sclerosis.","/pubmed/28799854","Barschke P, Oeckl P, Steinacker P, Ludolph A, Otto M.","Expert Rev Proteomics. 2017 Aug 14:1-9. doi: 10.1080/14789450.2017.1365602. [Epub ahead of print]","Expert Rev Proteomics.  2017","PubMed","citation","PMID:28799854","pubmed","28799854","create date:2017/08/12 | first author:Barschke P",
"Biomarker research to improve clinical outcomes of peritoneal dialysis: consensus of the European Training and Research in Peritoneal Dialysis (EuTRiPD) network.","/pubmed/28797473","Aufricht C, Beelen R, Eberl M, Fischbach M, Fraser D, Jörres A, Kratochwill K, LópezCabrera M, Rutherford P, Schmitt CP, Topley N, Witowski J.","Kidney Int. 2017 Aug 8. pii: S0085-2538(17)30419-2. doi: 10.1016/j.kint.2017.02.037. [Epub ahead of print] Review.","Kidney Int.  2017","PubMed","citation","PMID:28797473","pubmed","28797473","create date:2017/08/12 | first author:Aufricht C",
"Systems and synthetic biology perspective of the versatile plant-pathogenic and polysaccharide-producing bacterium Xanthomonas campestris.","/pubmed/28795660","Schatschneider S, Schneider J, Blom J, Létisse F, Niehaus K, Goesmann A, Vorhölter FJ.","Microbiology. 2017 Aug;163(8):1117-1144. doi: 10.1099/mic.0.000473. Epub 2017 Aug 10.","Microbiology.  2017","PubMed","citation","PMID:28795660","pubmed","28795660","create date:2017/08/11 | first author:Schatschneider S",
"Proteomics/phosphoproteomics of left ventricular biopsies from patients with surgical coronary revascularization and pigs with coronary occlusion/reperfusion: remote ischemic preconditioning.","/pubmed/28794502","Gedik N, Krüger M, Thielmann M, Kottenberg E, Skyschally A, Frey UH, Cario E, Peters J, Jakob H, Heusch G, Kleinbongard P.","Sci Rep. 2017 Aug 9;7(1):7629. doi: 10.1038/s41598-017-07883-5.","Sci Rep.  2017","PubMed","citation","PMID:28794502 | PMCID:PMC5550488","pubmed","28794502","create date:2017/08/11 | first author:Gedik N",
"Coi1 is a novel assembly factor of the yeast complex III-complex IV supercomplex.","/pubmed/28794267","Singhal RK, Kruse C, Heidler J, Strecker V, Zwicker K, Düsterwald L, Westermann B, Herrmann JM, Wittig I, Rapaport D.","Mol Biol Cell. 2017 Aug 9. pii: mbc.E17-02-0093. doi: 10.1091/mbc.E17-02-0093. [Epub ahead of print]","Mol Biol Cell.  2017","PubMed","citation","PMID:28794267","pubmed","28794267","create date:2017/08/11 | first author:Singhal RK",
"SIRT7 and the DEAD-box helicase DDX21 cooperate to resolve genomic R loops and safeguard genome stability.","/pubmed/28790157","Song C, Hotz-Wagenblatt A, Voit R, Grummt I.","Genes Dev. 2017 Aug 8. doi: 10.1101/gad.300624.117. [Epub ahead of print]","Genes Dev.  2017","PubMed","citation","PMID:28790157","pubmed","28790157","create date:2017/08/10 | first author:Song C",
"Ser71 of αS1-casein is Phosphorylated in Breast Milk - Evidence from Targeted Mass Analysis.","/pubmed/28786558","König S, Altendorfer I, Saenger T, Vordenbäumen EBS, Schneider M, Jose J.","Mol Nutr Food Res. 2017 Aug 8. doi: 10.1002/mnfr.201700496. [Epub ahead of print]","Mol Nutr Food Res.  2017","PubMed","citation","PMID:28786558","pubmed","28786558","create date:2017/08/09 | first author:König S",
"Stress-Related Mitogen-Activated Protein Kinases Stimulate the Accumulation of Small Molecules and Proteins in Arabidopsis thaliana Root Exudates.","/pubmed/28785276","Strehmel N, Hoehenwarter W, Mönchgesang S, Majovsky P, Krüger S, Scheel D, Lee J.","Front Plant Sci. 2017 Jul 21;8:1292. doi: 10.3389/fpls.2017.01292. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28785276 | PMCID:PMC5520323","pubmed","28785276","create date:2017/08/09 | first author:Strehmel N",
"Arabidopsis SH3P2 is an ubiquitin-binding protein that functions together with ESCRT-I and the deubiquitylating enzyme AMSH3.","/pubmed/28784794","Nagel MK, Kalinowska K, Vogel K, Reynolds GD, Wu Z, Anzenberger F, Ichikawa M, Tsutsumi C, Sato MH, Kuster B, Bednarek SY, Isono E.","Proc Natl Acad Sci U S A. 2017 Aug 7. pii: 201710866. doi: 10.1073/pnas.1710866114. [Epub ahead of print]","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28784794","pubmed","28784794","create date:2017/08/09 | first author:Nagel MK",
"Novel Urinary Peptidomic Classifier Predicts Incident Heart Failure.","/pubmed/28784649","Zhang ZY, Ravassa S, Nkuipou-Kenfack E, Yang WY, Kerr SM, Koeck T, Campbell A, Kuznetsova T, Mischak H, Padmanabhan S, Dominiczak AF, Delles C, Staessen JA.","J Am Heart Assoc. 2017 Aug 7;6(8). pii: e005432. doi: 10.1161/JAHA.116.005432.","J Am Heart Assoc.  2017","PubMed","citation","PMID:28784649","pubmed","28784649","create date:2017/08/09 | first author:Zhang ZY",
"Identification of novel parasitophorous vacuole proteins in P. falciparum parasites using BioID.","/pubmed/28784333","Khosh-Naucke M, Becker J, Mesén-Ramírez P, Kiani P, Birnbaum J, Fröhlke U, Jonscher E, Schlüter H, Spielmann T.","Int J Med Microbiol. 2017 Jul 27. pii: S1438-4221(17)30314-4. doi: 10.1016/j.ijmm.2017.07.007. [Epub ahead of print]","Int J Med Microbiol.  2017","PubMed","citation","PMID:28784333","pubmed","28784333","create date:2017/08/09 | first author:Khosh-Naucke M",
"Genome-wide DNA-methylation landscape defines specialization of regulatory T cells in tissues.","/pubmed/28783152","Delacher M, Imbusch CD, Weichenhan D, Breiling A, Hotz-Wagenblatt A, Träger U, Hofer AC, Kägebein D, Wang Q, Frauhammer F, Mallm JP, Bauer K, Herrmann C, Lang PA, Brors B, Plass C, Feuerer M.","Nat Immunol. 2017 Aug 7. doi: 10.1038/ni.3799. [Epub ahead of print]","Nat Immunol.  2017","PubMed","citation","PMID:28783152","pubmed","28783152","create date:2017/08/08 | first author:Delacher M",
"MicroRNA-519a-3p mediates apoptosis resistance in breast cancer cells and their escape from recognition by natural killer cells.","/pubmed/28771222","Breunig C, Pahl J, Küblbeck M, Miller M, Antonelli D, Erdem N, Wirth C, Will R, Bott A, Cerwenka A, Wiemann S.","Cell Death Dis. 2017 Aug 3;8(8):e2973. doi: 10.1038/cddis.2017.364.","Cell Death Dis.  2017","PubMed","citation","PMID:28771222","pubmed","28771222","create date:2017/08/05 | first author:Breunig C",
"UL36 Rescues Apoptosis Inhibition and In vivo Replication of a Chimeric MCMV Lacking the M36 Gene.","/pubmed/28770171","Chaudhry MZ, Kasmapour B, Plaza-Sirvent C, Bajagic M, Casalegno Garduño R, Borkner L, Lenac Roviš T, Scrima A, Jonjic S, Schmitz I, Cicin-Sain L.","Front Cell Infect Microbiol. 2017 Jul 14;7:312. doi: 10.3389/fcimb.2017.00312. eCollection 2017.","Front Cell Infect Microbiol.  2017","PubMed","citation","PMID:28770171 | PMCID:PMC5509765","pubmed","28770171","create date:2017/08/05 | first author:Chaudhry MZ",
"Plasminogen promotes cholesterol efflux by the ABCA1 pathway.","/pubmed/28768900","Pamir N, Hutchins PM, Ronsein GE, Wei H, Tang C, Das R, Vaisar T, Plow E, Schuster V, Reardon CA, Weinberg R, Dichek DA, Marcovina S, Getz GS, Heinecke JW.","JCI Insight. 2017 Aug 3;2(15). pii: 92176. doi: 10.1172/jci.insight.92176. [Epub ahead of print]","JCI Insight.  2017","PubMed","citation","PMID:28768900 | PMCID:PMC5543924","pubmed","28768900","create date:2017/08/05 | first author:Pamir N",
"Increased Total mtDNA Copy Number Cures Male Infertility Despite Unaltered mtDNA Mutation Load.","/pubmed/28768180","Jiang M, Kauppila TES, Motori E, Li X, Atanassov I, Folz-Donahue K, Bonekamp NA, Albarran-Gutierrez S, Stewart JB, Larsson NG.","Cell Metab. 2017 Aug 1;26(2):429-436.e4. doi: 10.1016/j.cmet.2017.07.003.","Cell Metab.  2017","PubMed","citation","PMID:28768180","pubmed","28768180","create date:2017/08/03 | first author:Jiang M",
"Variability in Mass Spectrometry-based Quantification of Clinically Relevant Drug Transporters and Drug Metabolizing Enzymes.","/pubmed/28767254","Wegler C, Gaugaz FZ, Andersson TB, Wiśniewski JR, Busch D, Gröer C, Oswald S, Norén A, Weiss F, Hammer HS, Joos TO, Poetz O, Achour B, Rostami-Hodjegan A, van de Steeg E, Wortelboer HM, Artursson P.","Mol Pharm. 2017 Aug 16. doi: 10.1021/acs.molpharmaceut.7b00364. [Epub ahead of print]","Mol Pharm.  2017","PubMed","citation","PMID:28767254","pubmed","28767254","create date:2017/08/03 | first author:Wegler C",
"A functional drug re-purposing screening identifies carfilzomib as a drug preventing 17β-estradiol: ERα signaling and cell proliferation in breast cancer cells.","/pubmed/28760601","Busonero C, Leone S, Klemm C, Acconcia F.","Mol Cell Endocrinol. 2017 Jul 29. pii: S0303-7207(17)30400-8. doi: 10.1016/j.mce.2017.07.027. [Epub ahead of print]","Mol Cell Endocrinol.  2017","PubMed","citation","PMID:28760601","pubmed","28760601","create date:2017/08/02 | first author:Busonero C",
"Immunoaffinity techniques coupled to mass spectrometry for the analysis of human peptide hormones: advances and applications.","/pubmed/28758805","Thomas A, Schänzer W, Thevis M.","Expert Rev Proteomics. 2017 Aug 4:1-9. doi: 10.1080/14789450.2017.1362338. [Epub ahead of print]","Expert Rev Proteomics.  2017","PubMed","citation","PMID:28758805","pubmed","28758805","create date:2017/08/02 | first author:Thomas A",
"Mini-encyclopaedia of the wound healing - Opportunities for integrating multi-omic approaches into medical practice.","/pubmed/28757465","Stolzenburg-Veeser L, Golubnitschaja O.","J Proteomics. 2017 Jul 28. pii: S1874-3919(17)30261-0. doi: 10.1016/j.jprot.2017.07.017. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28757465","pubmed","28757465","create date:2017/08/02 | first author:Stolzenburg-Veeser L",
"Combating atherosclerosis with heavy PUFAs: Deuteron not proton is the first.","/pubmed/28756876","Tsikas D.","Atherosclerosis. 2017 Jul 18. pii: S0021-9150(17)31193-0. doi: 10.1016/j.atherosclerosis.2017.07.018. [Epub ahead of print] No abstract available. ","Atherosclerosis.  2017","PubMed","citation","PMID:28756876","pubmed","28756876","create date:2017/08/02 | first author:Tsikas D",
"Tumor-derived exosomes modulate PD-L1 expression in monocytes.","/pubmed/28754746","Haderk F, Schulz R, Iskar M, Cid LL, Worst T, Willmund KV, Schulz A, Warnken U, Seiler J, Benner A, Nessling M, Zenz T, Göbel M, Dürig J, Diederichs S, Paggetti J, Moussay E, Stilgenbauer S, Zapatka M, Lichter P, Seiffert M.","Sci Immunol. 2017 Jul 28;2(13). pii: eaah5509. doi: 10.1126/sciimmunol.aah5509.","Sci Immunol.  2017","PubMed","citation","PMID:28754746","pubmed","28754746","create date:2017/07/30 | first author:Haderk F",
"Synthesis of the compatible solute proline by Bacillus subtilis: point mutations rendering the osmotically controlled proHJ promoter hyperactive.","/pubmed/28752945","Hoffmann T, Bleisteiner M, Sappa PK, Steil L, Mäder U, Völker U, Bremer E.","Environ Microbiol. 2017 Jul 28. doi: 10.1111/1462-2920.13870. [Epub ahead of print]","Environ Microbiol.  2017","PubMed","citation","PMID:28752945","pubmed","28752945","create date:2017/07/29 | first author:Hoffmann T",
"Structural basis for substrate selection by the translocation and assembly module of the β-barrel assembly machinery.","/pubmed/28752534","Bamert RS, Lundquist K, Hwang H, Webb CT, Shiota T, Stubenrauch CJ, Belousoff MJ, Goode RJA, Schittenhelm RB, Zimmerman R, Jung M, Gumbart JC, Lithgow T.","Mol Microbiol. 2017 Jul 27. doi: 10.1111/mmi.13757. [Epub ahead of print]","Mol Microbiol.  2017","PubMed","citation","PMID:28752534","pubmed","28752534","create date:2017/07/29 | first author:Bamert RS",
"The Munich MIDY Pig Biobank - A unique resource for studying organ crosstalk in diabetes.","/pubmed/28752056","Blutke A, Renner S, Flenkenthaler F, Backman M, Haesner S, Kemter E, Ländström E, Braun-Reichhart C, Albl B, Streckel E, Rathkolb B, Prehn C, Palladini A, Grzybek M, Krebs S, Bauersachs S, Bähr A, Brühschwein A, Deeg CA, De Monte E, Dmochewitz M, Eberle C, et al.","Mol Metab. 2017 Jun 13;6(8):931-940. doi: 10.1016/j.molmet.2017.06.004. eCollection 2017 Aug.","Mol Metab.  2017","PubMed","citation","PMID:28752056 | PMCID:PMC5518720","pubmed","28752056","create date:2017/07/29 | first author:Blutke A",
"The ALDH21 gene found in lower plants and some vascular plants codes for a NADP(+) -dependent succinic semialdehyde dehydrogenase.","/pubmed/28749584","Kopečná M, Vigouroux A, Vilím J, Končitíková R, Briozzo P, Hájková E, Jašková L, von Schwartzenberg K, Šebela M, Moréra S, Kopečný D.","Plant J. 2017 Jul 27. doi: 10.1111/tpj.13648. [Epub ahead of print]","Plant J.  2017","PubMed","citation","PMID:28749584","pubmed","28749584","create date:2017/07/28 | first author:Kopečná M",
"Wilhelm et al. reply.","/pubmed/28748931","Wilhelm M, Hahne H, Savitski M, Marx H, Lemeer S, Bantscheff M, Kuster B.","Nature. 2017 Jul 26;547(7664):E23. doi: 10.1038/nature22294. No abstract available. ","Nature.  2017","PubMed","citation","PMID:28748931","pubmed","28748931","create date:2017/07/28 | first author:Wilhelm M",
"Targeted Genome Sequencing Reveals Varicella-Zoster Virus Open Reading Frame 12 Deletion.","/pubmed/28747504","Cohrs RJ, Lee KS, Beach A, Sanford B, Baird NL, Como C, Graybill C, Jones D, Tekeste E, Ballard M, Chen X, Yalacki D, Frietze S, Jones K, Lenac Rovis T, Jonjić S, Haas J, Gilden D.","J Virol. 2017 Jul 26. pii: JVI.01141-17. doi: 10.1128/JVI.01141-17. [Epub ahead of print]","J Virol.  2017","PubMed","citation","PMID:28747504","pubmed","28747504","create date:2017/07/28 | first author:Cohrs RJ",
"Capturing protein communities by structural proteomics in a thermophilic eukaryote.","/pubmed/28743795","Kastritis PL, O'Reilly FJ, Bock T, Li Y, Rogon MZ, Buczak K, Romanov N, Betts MJ, Bui KH, Hagen WJ, Hennrich ML, Mackmull MT, Rappsilber J, Russell RB, Bork P, Beck M, Gavin AC.","Mol Syst Biol. 2017 Jul 25;13(7):936. doi: 10.15252/msb.20167412.","Mol Syst Biol.  2017","PubMed","citation","PMID:28743795 | PMCID:PMC5527848","pubmed","28743795","create date:2017/07/27 | first author:Kastritis PL",
"Comparative shoot proteome analysis of two potato (Solanum tuberosum L.) genotypes contrasting in nitrogen deficiency responses in vitro.","/pubmed/28733104","Meise P, Jozefowicz AM, Uptmoor R, Mock HP, Ordon F, Schum A.","J Proteomics. 2017 Aug 23;166:68-82. doi: 10.1016/j.jprot.2017.07.010. Epub 2017 Jul 18.","J Proteomics.  2017","PubMed","citation","PMID:28733104","pubmed","28733104","create date:2017/07/25 | first author:Meise P",
"Common and phylogenetically widespread coding for peptides by bacterial small RNAs.","/pubmed/28732463","Friedman RC, Kalkhof S, Doppelt-Azeroual O, Mueller SA, Chovancová M, von Bergen M, Schwikowski B.","BMC Genomics. 2017 Jul 21;18(1):553. doi: 10.1186/s12864-017-3932-y.","BMC Genomics.  2017","PubMed","citation","PMID:28732463 | PMCID:PMC5521070","pubmed","28732463","create date:2017/07/25 | first author:Friedman RC",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Proteomic profiling of the weed feverfew, a neglected pollen allergen source.","/pubmed/28729676","Pablos I, Eichhorn S, Briza P, Asam C, Gartner U, Wolf M, Ebner C, Bohle B, Arora N, Vieths S, Ferreira F, Gadermaier G.","Sci Rep. 2017 Jul 20;7(1):6049. doi: 10.1038/s41598-017-06213-z.","Sci Rep.  2017","PubMed","citation","PMID:28729676 | PMCID:PMC5519751","pubmed","28729676","create date:2017/07/22 | first author:Pablos I",
"Dormancy in embryos: insight from hydrated encysted embryos of an aquatic invertebrate.","/pubmed/28729386","Ziv T, Chalifa-Caspi V, Denekamp N, Plaschkes I, Sylwia Kierszniowska S, Blais I, Admon A, Lubzens E.","Mol Cell Proteomics. 2017 Jul 20. pii: mcp.000109.2017. doi: 10.1074/mcp.RA117.000109. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28729386","pubmed","28729386","create date:2017/07/22 | first author:Ziv T",
"pyQms enables universal and accurate quantification of mass spectrometry data.","/pubmed/28729385","Leufken J, Niehues A, Sarin P, Wessel F, Hippler M, Leidel SA, Fufezan C.","Mol Cell Proteomics. 2017 Jul 20. pii: mcp.M117.068007. doi: 10.1074/mcp.M117.068007. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28729385","pubmed","28729385","create date:2017/07/22 | first author:Leufken J",
"Sialylation of IgG antibodies inhibits IgG-mediated allergic reactions.","/pubmed/28728998","Epp A, Hobusch J, Bartsch YC, Petry J, Lilienthal GM, Koeleman CAM, Eschweiler S, Möbs C, Hall A, Morris SC, Braumann D, Engellenner C, Bitterling J, Rahmöller J, Leliavski A, Thurmann R, Collin M, Moremen KW, Strait RT, Blanchard V, Petersen A, Gemoll T, et al.","J Allergy Clin Immunol. 2017 Jul 17. pii: S0091-6749(17)31101-6. doi: 10.1016/j.jaci.2017.06.021. [Epub ahead of print]","J Allergy Clin Immunol.  2017","PubMed","citation","PMID:28728998","pubmed","28728998","create date:2017/07/22 | first author:Epp A",
"Patch-clamp technique to characterize ion channels in enlarged individual endolysosomes.","/pubmed/28726848","Chen CC, Cang C, Fenske S, Butz E, Chao YK, Biel M, Ren D, Wahl-Schott C, Grimm C.","Nat Protoc. 2017 Aug;12(8):1639-1658. doi: 10.1038/nprot.2017.036. Epub 2017 Jul 20.","Nat Protoc.  2017","PubMed","citation","PMID:28726848","pubmed","28726848","create date:2017/07/21 | first author:Chen CC",
"The whole-genome landscape of medulloblastoma subtypes.","/pubmed/28726821","Northcott PA, Buchhalter I, Morrissy AS, Hovestadt V, Weischenfeldt J, Ehrenberger T, Gröbner S, Segura-Wang M, Zichner T, Rudneva VA, Warnatz HJ, Sidiropoulos N, Phillips AH, Schumacher S, Kleinheinz K, Waszak SM, Erkek S, Jones DTW, Worst BC, Kool M, Zapatka M, Jäger N, et al.","Nature. 2017 Jul 19;547(7663):311-317. doi: 10.1038/nature22973.","Nature.  2017","PubMed","citation","PMID:28726821","pubmed","28726821","create date:2017/07/21 | first author:Northcott PA",
"Integrating highly quantitative proteomics and genome-scale metabolic modeling to study pH adaptation in the human pathogen Enterococcus faecalis.","/pubmed/28725473","Großeholz R, Koh CC, Veith N, Fiedler T, Strauss M, Olivier B, Collins BC, Schubert OT, Bergmann F, Kreikemeyer B, Aebersold R, Kummer U.","NPJ Syst Biol Appl. 2016 Sep 8;2:16017. doi: 10.1038/npjsba.2016.17. eCollection 2016.","NPJ Syst Biol Appl.  2016","PubMed","citation","PMID:28725473 | PMCID:PMC5516852","pubmed","28725473","create date:2017/07/21 | first author:Großeholz R",
