Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Twenty years of menin: emerging opportunities for restoration of transcription in MEN1.","/pubmed/28811299","Dreijerink KMA, Timmers M, Brown M.","Endocr Relat Cancer. 2017 Aug 15. pii: ERC-17-0281. doi: 10.1530/ERC-17-0281. [Epub ahead of print]","Endocr Relat Cancer.  2017","PubMed","citation","PMID:28811299","pubmed","28811299","create date:2017/08/16 | first author:Dreijerink KMA",
"Elucidating crosstalk mechanisms between phosphorylation and O-GlcNAcylation.","/pubmed/28808029","Leney AC, El Atmioui D, Wu W, Ovaa H, Heck AJR.","Proc Natl Acad Sci U S A. 2017 Aug 14. pii: 201620529. doi: 10.1073/pnas.1620529114. [Epub ahead of print]","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28808029","pubmed","28808029","create date:2017/08/16 | first author:Leney AC",
"Mutations in KEOPS-complex genes cause nephrotic syndrome with primary microcephaly.","/pubmed/28805828","Braun DA, Rao J, Mollet G, Schapiro D, Daugeron MC, Tan W, Gribouval O, Boyer O, Revy P, Jobst-Schwan T, Schmidt JM, Lawson JA, Schanze D, Ashraf S, Ullmann JFP, Hoogstraten CA, Boddaert N, Collinet B, Martin G, Liger D, Lovric S, Furlano M, et al.","Nat Genet. 2017 Aug 14. doi: 10.1038/ng.3933. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28805828","pubmed","28805828","create date:2017/08/15 | first author:Braun DA",
"Metabolomics based markers predict type 2 diabetes in a 14-year follow-up study.","/pubmed/28804275","Liu J, Semiz S, van der Lee SJ, van der Spek A, Verhoeven A, van Klinken JB, Sijbrands E, Harms AC, Hankemeier T, van Dijk KW, van Duijn CM, Demirkan A.","Metabolomics. 2017;13(9):104. doi: 10.1007/s11306-017-1239-2. Epub 2017 Jul 28.","Metabolomics.  2017","PubMed","citation","PMID:28804275 | PMCID:PMC5533833","pubmed","28804275","create date:2017/08/15 | first author:Liu J",
"Comparative analysis of basidiomycete transcriptomes reveals a core set of expressed genes encoding plant biomass degrading enzymes.","/pubmed/28803908","Peng M, Aguilar-Pontes MV, Hainaut M, Henrissat B, Hildén K, Mäkelä MR, de Vries RP.","Fungal Genet Biol. 2017 Aug 10. pii: S1087-1845(17)30129-9. doi: 10.1016/j.fgb.2017.08.001. [Epub ahead of print]","Fungal Genet Biol.  2017","PubMed","citation","PMID:28803908","pubmed","28803908","create date:2017/08/15 | first author:Peng M",
"Biomarker research to improve clinical outcomes of peritoneal dialysis: consensus of the European Training and Research in Peritoneal Dialysis (EuTRiPD) network.","/pubmed/28797473","Aufricht C, Beelen R, Eberl M, Fischbach M, Fraser D, Jörres A, Kratochwill K, LópezCabrera M, Rutherford P, Schmitt CP, Topley N, Witowski J.","Kidney Int. 2017 Aug 8. pii: S0085-2538(17)30419-2. doi: 10.1016/j.kint.2017.02.037. [Epub ahead of print] Review.","Kidney Int.  2017","PubMed","citation","PMID:28797473","pubmed","28797473","create date:2017/08/12 | first author:Aufricht C",
"Novel Urinary Peptidomic Classifier Predicts Incident Heart Failure.","/pubmed/28784649","Zhang ZY, Ravassa S, Nkuipou-Kenfack E, Yang WY, Kerr SM, Koeck T, Campbell A, Kuznetsova T, Mischak H, Padmanabhan S, Dominiczak AF, Delles C, Staessen JA.","J Am Heart Assoc. 2017 Aug 7;6(8). pii: e005432. doi: 10.1161/JAHA.116.005432.","J Am Heart Assoc.  2017","PubMed","citation","PMID:28784649","pubmed","28784649","create date:2017/08/09 | first author:Zhang ZY",
"Quantification of egg ovalbumin hydrolysate-derived anti-hypertensive peptides in an in vitro model combining luminal digestion with intestinal Caco-2 cell transport.","/pubmed/28784514","Grootaert C, Jacobs G, Matthijs B, Pitart J, Baggerman G, Possemiers S, Van der Saag H, Smagghe G, Van Camp J, Voorspoels S.","Food Res Int. 2017 Sep;99(Pt 1):531-541. doi: 10.1016/j.foodres.2017.06.002. Epub 2017 Jun 8.","Food Res Int.  2017","PubMed","citation","PMID:28784514","pubmed","28784514","create date:2017/08/09 | first author:Grootaert C",
"From Peptide Masses to Pregnancy Maintenance: A Comprehensive Proteomic Analysis of The Early Equine Embryo Secretome, Blastocoel Fluid and Capsule.","/pubmed/28782881","Swegen A, Grupen CG, Gibb Z, Baker M, de Ruijter-Villani M, Smith ND, Stout TAE, Aitken RJ.","Proteomics. 2017 Aug 7. doi: 10.1002/pmic.201600433. [Epub ahead of print]","Proteomics.  2017","PubMed","citation","PMID:28782881","pubmed","28782881","create date:2017/08/08 | first author:Swegen A",
"A brain proteomic investigation of rapamycin effects in the Tsc1(+/-) mouse model.","/pubmed/28775826","Wesseling H, Elgersma Y, Bahn S.","Mol Autism. 2017 Aug 1;8:41. doi: 10.1186/s13229-017-0151-y. eCollection 2017.","Mol Autism.  2017","PubMed","citation","PMID:28775826 | PMCID:PMC5540199","pubmed","28775826","create date:2017/08/05 | first author:Wesseling H",
"Abrogation of Immunogenic Properties of Gliadin Peptides through Transamidation by Microbial Transglutaminase Is Acyl-Acceptor Dependent.","/pubmed/28771001","Zhou L, Kooy-Winkelaar YMC, Cordfunke RA, Dragan I, Thompson A, Drijfhout JW, van Veelen PA, Chen H, Koning F.","J Agric Food Chem. 2017 Aug 17. doi: 10.1021/acs.jafc.7b02557. [Epub ahead of print]","J Agric Food Chem.  2017","PubMed","citation","PMID:28771001","pubmed","28771001","create date:2017/08/05 | first author:Zhou L",
"Variability in Mass Spectrometry-based Quantification of Clinically Relevant Drug Transporters and Drug Metabolizing Enzymes.","/pubmed/28767254","Wegler C, Gaugaz FZ, Andersson TB, Wiśniewski JR, Busch D, Gröer C, Oswald S, Norén A, Weiss F, Hammer HS, Joos TO, Poetz O, Achour B, Rostami-Hodjegan A, van de Steeg E, Wortelboer HM, Artursson P.","Mol Pharm. 2017 Aug 16. doi: 10.1021/acs.molpharmaceut.7b00364. [Epub ahead of print]","Mol Pharm.  2017","PubMed","citation","PMID:28767254","pubmed","28767254","create date:2017/08/03 | first author:Wegler C",
"Sequencing and Identification of Endogenous Neuropeptides with Matrix-Enhanced Secondary Ion Mass Spectrometry Tandem Mass Spectrometry.","/pubmed/28753276","Ogrinc Potočnik N, Fisher GL, Prop A, Heeren RMA.","Anal Chem. 2017 Aug 15;89(16):8223-8227. doi: 10.1021/acs.analchem.7b02573. Epub 2017 Aug 3.","Anal Chem.  2017","PubMed","citation","PMID:28753276","pubmed","28753276","create date:2017/07/29 | first author:Ogrinc Potočnik N",
"Identification of differentially expressed splice variants by the proteogenomic pipeline Splicify.","/pubmed/28747380","Komor MA, Pham T, Hiemstra AC, Piersma SR, Bolijn AS, Schelfhorst T, Delis-van Diemen PM, Tijssen M, Sebra RP, Ashby M, Meijer GA, Jimenez CR, Fijneman RJA.","Mol Cell Proteomics. 2017 Jul 26. pii: mcp.000056.2017. doi: 10.1074/mcp.TIR117.000056. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28747380","pubmed","28747380","create date:2017/07/28 | first author:Komor MA",
"Sialylation of IgG antibodies inhibits IgG-mediated allergic reactions.","/pubmed/28728998","Epp A, Hobusch J, Bartsch YC, Petry J, Lilienthal GM, Koeleman CAM, Eschweiler S, Möbs C, Hall A, Morris SC, Braumann D, Engellenner C, Bitterling J, Rahmöller J, Leliavski A, Thurmann R, Collin M, Moremen KW, Strait RT, Blanchard V, Petersen A, Gemoll T, et al.","J Allergy Clin Immunol. 2017 Jul 18. pii: S0091-6749(17)31101-6. doi: 10.1016/j.jaci.2017.06.021. [Epub ahead of print] No abstract available. ","J Allergy Clin Immunol.  2017","PubMed","citation","PMID:28728998","pubmed","28728998","create date:2017/07/22 | first author:Epp A",
"The whole-genome landscape of medulloblastoma subtypes.","/pubmed/28726821","Northcott PA, Buchhalter I, Morrissy AS, Hovestadt V, Weischenfeldt J, Ehrenberger T, Gröbner S, Segura-Wang M, Zichner T, Rudneva VA, Warnatz HJ, Sidiropoulos N, Phillips AH, Schumacher S, Kleinheinz K, Waszak SM, Erkek S, Jones DTW, Worst BC, Kool M, Zapatka M, Jäger N, et al.","Nature. 2017 Jul 19;547(7663):311-317. doi: 10.1038/nature22973.","Nature.  2017","PubMed","citation","PMID:28726821","pubmed","28726821","create date:2017/07/21 | first author:Northcott PA",
"Integrating highly quantitative proteomics and genome-scale metabolic modeling to study pH adaptation in the human pathogen Enterococcus faecalis.","/pubmed/28725473","Großeholz R, Koh CC, Veith N, Fiedler T, Strauss M, Olivier B, Collins BC, Schubert OT, Bergmann F, Kreikemeyer B, Aebersold R, Kummer U.","NPJ Syst Biol Appl. 2016 Sep 8;2:16017. doi: 10.1038/npjsba.2016.17. eCollection 2016.","NPJ Syst Biol Appl.  2016","PubMed","citation","PMID:28725473 | PMCID:PMC5516852","pubmed","28725473","create date:2017/07/21 | first author:Großeholz R",
"Platelet extracellular vesicles induce a pro-inflammatory smooth muscle cell phenotype.","/pubmed/28717419","Vajen T, Benedikter BJ, Heinzmann ACA, Vasina EM, Henskens Y, Parsons M, Maguire PB, Stassen FR, Heemskerk JWM, Schurgers LJ, Koenen RR.","J Extracell Vesicles. 2017 May 16;6(1):1322454. doi: 10.1080/20013078.2017.1322454. eCollection 2017.","J Extracell Vesicles.  2017","PubMed","citation","PMID:28717419 | PMCID:PMC5505004","pubmed","28717419","create date:2017/07/19 | first author:Vajen T",
"Feasibility of urinary extracellular vesicle proteome profiling using a robust and simple, clinically applicable isolation method.","/pubmed/28717416","Bijnsdorp IV, Maxouri O, Kardar A, Schelfhorst T, Piersma SR, Pham TV, Vis A, van Moorselaar RJ, Jimenez CR.","J Extracell Vesicles. 2017 Apr 28;6(1):1313091. doi: 10.1080/20013078.2017.1313091. eCollection 2017.","J Extracell Vesicles.  2017","PubMed","citation","PMID:28717416 | PMCID:PMC5505003","pubmed","28717416","create date:2017/07/19 | first author:Bijnsdorp IV",
"A community proposal to integrate proteomics activities in ELIXIR.","/pubmed/28713550","Vizcaíno JA, Walzer M, Jiménez RC, Bittremieux W, Bouyssié D, Carapito C, Corrales F, Ferro M, Heck AJR, Horvatovich P, Hubalek M, Lane L, Laukens K, Levander F, Lisacek F, Novak P, Palmblad M, Piovesan D, Pühler A, Schwämmle V, Valkenborg D, van Rijswijk M, et al.","F1000Res. 2017 Jun 13;6. pii: ELIXIR-875. doi: 10.12688/f1000research.11751.1. eCollection 2017.","F1000Res.  2017","PubMed","citation","PMID:28713550 | PMCID:PMC5499783","pubmed","28713550","create date:2017/07/18 | first author:Vizcaíno JA",
"Metabolic response of porcine colon explants to in vitro infection by Brachyspira hyodysenteriae: a leap into disease pathophysiology.","/pubmed/28706469","Welle T, Hoekstra AT, Daemen IAJJM, Berkers CR, Costa MO.","Metabolomics. 2017;13(7):83. doi: 10.1007/s11306-017-1219-6. Epub 2017 May 30.","Metabolomics.  2017","PubMed","citation","PMID:28706469 | PMCID:PMC5486615","pubmed","28706469","create date:2017/07/15 | first author:Welle T",
"Affinity purification of erythropoietin from cell culture supernatant combined with MALDI-TOF-MS analysis of erythropoietin N-glycosylation.","/pubmed/28706253","Falck D, Haberger M, Plomp R, Hook M, Bulau P, Wuhrer M, Reusch D.","Sci Rep. 2017 Jul 13;7(1):5324. doi: 10.1038/s41598-017-05641-1.","Sci Rep.  2017","PubMed","citation","PMID:28706253 | PMCID:PMC5509673","pubmed","28706253","create date:2017/07/15 | first author:Falck D",
"DELAY OF GERMINATION1 requires PP2C phosphatases of the ABA signalling pathway to control seed dormancy.","/pubmed/28706187","Née G, Kramer K, Nakabayashi K, Yuan B, Xiang Y, Miatton E, Finkemeier I, Soppe WJJ.","Nat Commun. 2017 Jul 13;8(1):72. doi: 10.1038/s41467-017-00113-6.","Nat Commun.  2017","PubMed","citation","PMID:28706187 | PMCID:PMC5509711","pubmed","28706187","create date:2017/07/15 | first author:Née G",
"Metaproteomics reveals functional differences in intestinal microbiota development of preterm infants.","/pubmed/28684633","Zwittink RD, van Zoeren-Grobben D, Martin R, van Lingen RA, Groot Jebbink LJ, Boeren S, Renes IB, van Elburg RM, Belzer C, Knol J.","Mol Cell Proteomics. 2017 Jul 6. pii: mcp.000102.2017. doi: 10.1074/mcp.RA117.000102. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28684633","pubmed","28684633","create date:2017/07/08 | first author:Zwittink RD",
"DOC1-Dependent Recruitment of NURD Reveals Antagonism with SWI/SNF during Epithelial-Mesenchymal Transition in Oral Cancer Cells.","/pubmed/28683324","Mohd-Sarip A, Teeuwssen M, Bot AG, De Herdt MJ, Willems SM, Baatenburg de Jong RJ, Looijenga LHJ, Zatreanu D, Bezstarosti K, van Riet J, Oole E, van Ijcken WFJ, van de Werken HJG, Demmers JA, Fodde R, Verrijzer CP.","Cell Rep. 2017 Jul 5;20(1):61-75. doi: 10.1016/j.celrep.2017.06.020.","Cell Rep.  2017","PubMed","citation","PMID:28683324","pubmed","28683324","create date:2017/07/07 | first author:Mohd-Sarip A",
"Building bridges between cellular and molecular structural biology.","/pubmed/28682240","Patwardhan A, Brandt R, Butcher SJ, Collinson L, Gault D, Grünewald K, Hecksel C, Huiskonen JT, Iudin A, Jones ML, Korir PK, Koster AJ, Lagerstedt I, Lawson CL, Mastronarde D, McCormick M, Parkinson H, Rosenthal PB, Saalfeld S, Saibil HR, Sarntivijai S, Solanes Valero I, et al.","Elife. 2017 Jul 6;6. pii: e25835. doi: 10.7554/eLife.25835.","Elife.  2017","PubMed","citation","PMID:28682240 | PMCID:PMC5524535","pubmed","28682240","create date:2017/07/07 | first author:Patwardhan A",
"IgA N- and O-glycosylation profiling reveals no association with the pregnancy-related improvement in rheumatoid arthritis.","/pubmed/28679431","Bondt A, Nicolardi S, Jansen BC, Kuijper TM, Hazes JMW, van der Burgt YEM, Wuhrer M, Dolhain RJEM.","Arthritis Res Ther. 2017 Jul 5;19(1):160. doi: 10.1186/s13075-017-1367-0.","Arthritis Res Ther.  2017","PubMed","citation","PMID:28679431 | PMCID:PMC5498977","pubmed","28679431","create date:2017/07/07 | first author:Bondt A",
"Carfilzomib resistance due to ABCB1/MDR1 overexpression is overcome by nelfinavir and lopinavir in multiple myeloma.","/pubmed/28676669","Besse A, Stolze SC, Rasche L, Weinhold N, Morgan GJ, Kraus M, Bader J, Overkleeft HS, Besse L, Driessen C.","Leukemia. 2017 Jul 5. doi: 10.1038/leu.2017.212. [Epub ahead of print]","Leukemia.  2017","PubMed","citation","PMID:28676669","pubmed","28676669","create date:2017/07/06 | first author:Besse A",
"3-Hydroxybenzoate 6-Hydroxylase from Rhodococcus jostii RHA1 Contains a Phosphatidylinositol Cofactor.","/pubmed/28670303","Montersino S, Te Poele E, Orru R, Westphal AH, Barendregt A, Heck AJR, van der Geize R, Dijkhuizen L, Mattevi A, van Berkel WJH.","Front Microbiol. 2017 Jun 16;8:1110. doi: 10.3389/fmicb.2017.01110. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28670303 | PMCID:PMC5472690","pubmed","28670303","create date:2017/07/04 | first author:Montersino S",
"Detection of Natural Antibodies and Serological Diagnosis of Pneumococcal Pneumonia Using a Bead-Based High-Throughput Assay.","/pubmed/28667537","Jiménez-Munguía I, van Wamel WJB, Rodríguez-Ortega MJ, Obando I.","Methods Mol Biol. 2017;1643:169-177. doi: 10.1007/978-1-4939-7180-0_13.","Methods Mol Biol.  2017","PubMed","citation","PMID:28667537","pubmed","28667537","create date:2017/07/02 | first author:Jiménez-Munguía I",
"Quantitative Proteomics Reveals Extensive Changes in the Ubiquitinome after Perturbation of the Proteasome by Targeted dsRNA-Mediated Subunit Knockdown in Drosophila.","/pubmed/28665616","Sap KA, Bezstarosti K, Dekkers DHW, Voets O, Demmers JAA.","J Proteome Res. 2017 Aug 4;16(8):2848-2862. doi: 10.1021/acs.jproteome.7b00156. Epub 2017 Jul 11.","J Proteome Res.  2017","PubMed","citation","PMID:28665616","pubmed","28665616","create date:2017/07/01 | first author:Sap KA",
"Decellularization of Whole Human Liver Grafts Using Controlled Perfusion for Transplantable Organ Bioscaffolds.","/pubmed/28665233","Verstegen MMA, Willemse J, van den Hoek S, Kremers GJ, Luider TM, van Huizen NA, Willemssen FEJA, Metselaar HJ, IJzermans JNM, van der Laan LJW, de Jonge J.","Stem Cells Dev. 2017 Jul 31. doi: 10.1089/scd.2017.0095. [Epub ahead of print]","Stem Cells Dev.  2017","PubMed","citation","PMID:28665233","pubmed","28665233","create date:2017/07/01 | first author:Verstegen MMA",
"Multi-Level Integration of Environmentally Perturbed Internal Phenotypes Reveals Key Points of Connectivity between Them.","/pubmed/28659815","Benis N, Kar SK, Martins Dos Santos VAP, Smits MA, Schokker D, Suarez-Diez M.","Front Physiol. 2017 Jun 12;8:388. doi: 10.3389/fphys.2017.00388. eCollection 2017.","Front Physiol.  2017","PubMed","citation","PMID:28659815 | PMCID:PMC5467433","pubmed","28659815","create date:2017/07/01 | first author:Benis N",
"Proteomic-Biostatistic Integrated Approach for Finding the Underlying Molecular Determinants of Hypertension in Human Plasma.","/pubmed/28652472","Gajjala PR, Jankowski V, Heinze G, Bilo G, Zanchetti A, Noels H, Liehn E, Perco P, Schulz A, Delles C, Kork F, Biessen E, Narkiewicz K, Kawecka-Jaszcz K, Floege J, Soranna D, Zidek W, Jankowski J.","Hypertension. 2017 Aug;70(2):412-419. doi: 10.1161/HYPERTENSIONAHA.116.08906. Epub 2017 Jun 26.","Hypertension.  2017","PubMed","citation","PMID:28652472","pubmed","28652472","create date:2017/06/28 | first author:Gajjala PR",
"Proteomics to predict the response to tumour necrosis factor-α inhibitors in rheumatoid arthritis using a supervised cluster-analysis based protein score.","/pubmed/28650254","Cuppen B, Fritsch-Stork R, Eekhout I, de Jager W, Marijnissen AC, Bijlsma J, Custers M, van Laar JM, Lafeber F, Welsing P; all Society for Rheumatology Research Utrecht (SRU) investigators..","Scand J Rheumatol. 2017 Jun 26:1-10. doi: 10.1080/03009742.2017.1309061. [Epub ahead of print]","Scand J Rheumatol.  2017","PubMed","citation","PMID:28650254","pubmed","28650254","create date:2017/06/27 | first author:Cuppen B",
"Mass Spectrometry Imaging, Laser Capture Microdissection, and LC-MS/MS of the Same Tissue Section.","/pubmed/28648079","Dilillo M, Pellegrini D, Ait-Belkacem R, de Graaf EL, Caleo M, McDonnell LA.","J Proteome Res. 2017 Aug 4;16(8):2993-3001. doi: 10.1021/acs.jproteome.7b00284. Epub 2017 Jul 5.","J Proteome Res.  2017","PubMed","citation","PMID:28648079","pubmed","28648079","create date:2017/06/27 | first author:Dilillo M",
"Covalent attachment and Pro-Pro endopeptidase (PPEP-1)-mediated release of Clostridium difficile cell surface proteins involved in adhesion.","/pubmed/28636257","Corver J, Cordo' V, van Leeuwen HC, Klychnikov OI, Hensbergen PJ.","Mol Microbiol. 2017 Sep;105(5):663-673. doi: 10.1111/mmi.13736. Epub 2017 Jul 4. Review.","Mol Microbiol.  2017","PubMed","citation","PMID:28636257","pubmed","28636257","create date:2017/06/22 | first author:Corver J",
"Identification of sequence variants influencing immunoglobulin levels.","/pubmed/28628107","Jonsson S, Sveinbjornsson G, de Lapuente Portilla AL, Swaminathan B, Plomp R, Dekkers G, Ajore R, Ali M, Bentlage AEH, Elmér E, Eyjolfsson GI, Gudjonsson SA, Gullberg U, Gylfason A, Halldorsson BV, Hansson M, Holm H, Johansson Å, Johnsson E, Jonasdottir A, Ludviksson BR, Oddsson A, et al.","Nat Genet. 2017 Aug;49(8):1182-1191. doi: 10.1038/ng.3897. Epub 2017 Jun 19.","Nat Genet.  2017","PubMed","citation","PMID:28628107","pubmed","28628107","create date:2017/06/20 | first author:Jonsson S",
"Current methods of the circulating tumor cells (CTC) analysis: a brief overview.","/pubmed/28625134","Dementeva N, Kokova D, Mayboroda OA.","Curr Pharm Des. 2017 Jun 15. doi: 10.2174/1381612823666170616082608. [Epub ahead of print]","Curr Pharm Des.  2017","PubMed","citation","PMID:28625134","pubmed","28625134","create date:2017/06/20 | first author:Dementeva N",
"Sialic acid linkage differentiation of glycopeptides using capillary electrophoresis - electrospray ionization - mass spectrometry.","/pubmed/28623326","Kammeijer GSM, Jansen BC, Kohler I, Heemskerk AAM, Mayboroda OA, Hensbergen PJ, Schappler J, Wuhrer M.","Sci Rep. 2017 Jun 16;7(1):3733. doi: 10.1038/s41598-017-03838-y.","Sci Rep.  2017","PubMed","citation","PMID:28623326 | PMCID:PMC5473812","pubmed","28623326","create date:2017/06/18 | first author:Kammeijer GSM",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Quantitative NMR analysis of intra- and extracellular metabolism of mammalian cells: A tutorial.","/pubmed/28622799","Kostidis S, Addie RD, Morreau H, Mayboroda OA, Giera M.","Anal Chim Acta. 2017 Aug 8;980:1-24. doi: 10.1016/j.aca.2017.05.011. Epub 2017 May 24. Review.","Anal Chim Acta.  2017","PubMed","citation","PMID:28622799","pubmed","28622799","create date:2017/06/18 | first author:Kostidis S",
"The N-Glycosylation of Mouse Immunoglobulin G (IgG)-Fragment Crystallizable Differs Between IgG Subclasses and Strains.","/pubmed/28620376","de Haan N, Reiding KR, Krištić J, Hipgrave Ederveen AL, Lauc G, Wuhrer M.","Front Immunol. 2017 May 31;8:608. doi: 10.3389/fimmu.2017.00608. eCollection 2017.","Front Immunol.  2017","PubMed","citation","PMID:28620376 | PMCID:PMC5449507","pubmed","28620376","create date:2017/06/18 | first author:de Haan N",
"Acquired cross-linker resistance associated with a novel spliced BRCA2 protein variant for molecular phenotyping of BRCA2 disruption.","/pubmed/28617445","Meyer S, Stevens A, Paredes R, Schneider M, Walker MJ, Williamson AJK, Gonzalez-Sanchez MB, Smetsers S, Dalal V, Teng HY, White DJ, Taylor S, Muter J, Pierce A, de Leonibus C, Rockx DAP, Rooimans MA, Spooncer E, Stauffer S, Biswas K, Godthelp B, Dorsman J, et al.","Cell Death Dis. 2017 Jun 15;8(6):e2875. doi: 10.1038/cddis.2017.264.","Cell Death Dis.  2017","PubMed","citation","PMID:28617445 | PMCID:PMC5520920","pubmed","28617445","create date:2017/06/16 | first author:Meyer S",
