Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"An Efficient Plant Regeneration and Transformation System of Ma Bamboo (Dendrocalamus latiflorus Munro) Started from Young Shoot as Explant.","/pubmed/28798758","Ye S, Cai C, Ren H, Wang W, Xiang M, Tang X, Zhu C, Yin T, Zhang L, Zhu Q.","Front Plant Sci. 2017 Jul 27;8:1298. doi: 10.3389/fpls.2017.01298. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28798758 | PMCID:PMC5529393","pubmed","28798758","create date:2017/08/12 | first author:Ye S",
"Systems and synthetic biology perspective of the versatile plant-pathogenic and polysaccharide-producing bacterium Xanthomonas campestris.","/pubmed/28795660","Schatschneider S, Schneider J, Blom J, Létisse F, Niehaus K, Goesmann A, Vorhölter FJ.","Microbiology. 2017 Aug;163(8):1117-1144. doi: 10.1099/mic.0.000473. Epub 2017 Aug 10.","Microbiology.  2017","PubMed","citation","PMID:28795660","pubmed","28795660","create date:2017/08/11 | first author:Schatschneider S",
"Corilagin sensitizes epithelial ovarian cancer to chemotherapy by inhibiting Snail‑glycolysis pathways.","/pubmed/28791374","Jia L, Zhou J, Zhao H, Jin H, Lv M, Zhao N, Zheng Z, Lu Y, Ming Y, Yu Y.","Oncol Rep. 2017 Aug 7. doi: 10.3892/or.2017.5886. [Epub ahead of print]","Oncol Rep.  2017","PubMed","citation","PMID:28791374","pubmed","28791374","create date:2017/08/10 | first author:Jia L",
"Metabolomics and Proteomics of Brassica napus Guard Cells in Response to Low CO(2).","/pubmed/28791296","Geng S, Yu B, Zhu N, Dufresne C, Chen S.","Front Mol Biosci. 2017 Jul 25;4:51. doi: 10.3389/fmolb.2017.00051. eCollection 2017.","Front Mol Biosci.  2017","PubMed","citation","PMID:28791296 | PMCID:PMC5525006","pubmed","28791296","create date:2017/08/10 | first author:Geng S",
"Drought Tolerance in Pinus halepensis Seed Sources As Identified by Distinctive Physiological and Molecular Markers.","/pubmed/28791030","Taïbi K, Del Campo AD, Vilagrosa A, Bellés JM, López-Gresa MP, Pla D, Calvete JJ, López-Nicolás JM, Mulet JM.","Front Plant Sci. 2017 Jul 24;8:1202. doi: 10.3389/fpls.2017.01202. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28791030 | PMCID:PMC5523154","pubmed","28791030","create date:2017/08/10 | first author:Taïbi K",
"A Combination of Histological, Physiological, and Proteomic Approaches Shed Light on Seed Desiccation Tolerance of the Basal Angiosperm Amborella trichopoda.","/pubmed/28788068","Villegente M, Marmey P, Job C, Galland M, Cueff G, Godin B, Rajjou L, Balliau T, Zivy M, Fogliani B, Sarramegna-Burtet V, Job D.","Proteomes. 2017 Jul 28;5(3). pii: E19. doi: 10.3390/proteomes5030019.","Proteomes.  2017","PubMed","citation","PMID:28788068","pubmed","28788068","create date:2017/08/10 | first author:Villegente M",
"High Salt Tolerance of a Bradyrhizobium Strain and Its Promotion of the Growth of Stylosanthes guianensis.","/pubmed/28788047","Dong R, Zhang J, Huan H, Bai C, Chen Z, Liu G.","Int J Mol Sci. 2017 Jul 28;18(8). pii: E1625. doi: 10.3390/ijms18081625.","Int J Mol Sci.  2017","PubMed","citation","PMID:28788047","pubmed","28788047","create date:2017/08/10 | first author:Dong R",
"Quantitation of glutathione S-transferases in rice (Oryza sativa L.) roots exposed to cadmium by liquid chromatography-tandem mass spectrometry using isotope-labeled wing peptides as an internal standard.","/pubmed/28785299","Cao Z, Mou R, Cao Z, Lin X, Ma Y, Zhu Z, Chen M.","Plant Methods. 2017 Aug 4;13:64. doi: 10.1186/s13007-017-0214-2. eCollection 2017.","Plant Methods.  2017","PubMed","citation","PMID:28785299 | PMCID:PMC5543549","pubmed","28785299","create date:2017/08/09 | first author:Cao Z",
"Stress-Related Mitogen-Activated Protein Kinases Stimulate the Accumulation of Small Molecules and Proteins in Arabidopsis thaliana Root Exudates.","/pubmed/28785276","Strehmel N, Hoehenwarter W, Mönchgesang S, Majovsky P, Krüger S, Scheel D, Lee J.","Front Plant Sci. 2017 Jul 21;8:1292. doi: 10.3389/fpls.2017.01292. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28785276 | PMCID:PMC5520323","pubmed","28785276","create date:2017/08/09 | first author:Strehmel N",
"A myovirus encoding both photosystem I and II proteins enhances cyclic electron flow in infected Prochlorococcus cells.","/pubmed/28785078","Fridman S, Flores-Uribe J, Larom S, Alalouf O, Liran O, Yacoby I, Salama F, Bailleul B, Rappaport F, Ziv T, Sharon I, Cornejo-Castillo FM, Philosof A, Dupont CL, Sánchez P, Acinas SG, Rohwer FL, Lindell D, Béjà O.","Nat Microbiol. 2017 Aug 7. doi: 10.1038/s41564-017-0002-9. [Epub ahead of print]","Nat Microbiol.  2017","PubMed","citation","PMID:28785078","pubmed","28785078","create date:2017/08/09 | first author:Fridman S",
"Arabidopsis SH3P2 is an ubiquitin-binding protein that functions together with ESCRT-I and the deubiquitylating enzyme AMSH3.","/pubmed/28784794","Nagel MK, Kalinowska K, Vogel K, Reynolds GD, Wu Z, Anzenberger F, Ichikawa M, Tsutsumi C, Sato MH, Kuster B, Bednarek SY, Isono E.","Proc Natl Acad Sci U S A. 2017 Aug 7. pii: 201710866. doi: 10.1073/pnas.1710866114. [Epub ahead of print]","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28784794","pubmed","28784794","create date:2017/08/09 | first author:Nagel MK",
"HISTONE DEACETYLASE6 Acts in Concert with Histone Methyltransferases SUVH4, SUVH5, and SUVH6 to Regulate Transposon Silencing.","/pubmed/28778955","Yu CW, Tai R, Wang SC, Yang P, Luo M, Yang S, Cheng K, Wang WC, Cheng YS, Wu K.","Plant Cell. 2017 Aug 4. pii: tpc.00570.2016. doi: 10.1105/tpc.16.00570. [Epub ahead of print]","Plant Cell.  2017","PubMed","citation","PMID:28778955","pubmed","28778955","create date:2017/08/06 | first author:Yu CW",
"Dynamic Acclimation to High Light in Arabidopsis thaliana Involves Widespread Reengineering of the Leaf Proteome.","/pubmed/28775726","Miller MAE, O'Cualain R, Selley J, Knight D, Karim MF, Hubbard SJ, Johnson GN.","Front Plant Sci. 2017 Jul 20;8:1239. doi: 10.3389/fpls.2017.01239. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28775726 | PMCID:PMC5517461","pubmed","28775726","create date:2017/08/05 | first author:Miller MAE",
"Fats and function: protein lipid modifications in plant cell signalling.","/pubmed/28772175","Turnbull D, Hemsley PA.","Curr Opin Plant Biol. 2017 Jul 31;40:63-70. doi: 10.1016/j.pbi.2017.07.007. [Epub ahead of print] Review.","Curr Opin Plant Biol.  2017","PubMed","citation","PMID:28772175","pubmed","28772175","create date:2017/08/05 | first author:Turnbull D",
"A Proteomic View on the Role of Legume Symbiotic Interactions.","/pubmed/28769967","Larrainzar E, Wienkoop S.","Front Plant Sci. 2017 Jul 18;8:1267. doi: 10.3389/fpls.2017.01267. eCollection 2017. Review.","Front Plant Sci.  2017","PubMed","citation","PMID:28769967 | PMCID:PMC5513976","pubmed","28769967","create date:2017/08/05 | first author:Larrainzar E",
"Unraveling the Root Proteome Changes and Its Relationship to Molecular Mechanism Underlying Salt Stress Response in Radish (Raphanus sativus L.).","/pubmed/28769938","Sun X, Wang Y, Xu L, Li C, Zhang W, Luo X, Jiang H, Liu L.","Front Plant Sci. 2017 Jul 14;8:1192. doi: 10.3389/fpls.2017.01192. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769938 | PMCID:PMC5509946","pubmed","28769938","create date:2017/08/05 | first author:Sun X",
"Proteogenomics data for deciphering Frankia coriariae interactions with root exudates from three host plants.","/pubmed/28765834","Miotello G, Ktari A, Gueddou A, Nouioui I, Ghodhbane-Gtari F, Armengaud J, Gtari M.","Data Brief. 2017 Jul 11;14:73-76. doi: 10.1016/j.dib.2017.07.009. eCollection 2017 Oct.","Data Brief.  2017","PubMed","citation","PMID:28765834 | PMCID:PMC5526514","pubmed","28765834","create date:2017/08/03 | first author:Miotello G",
"Proteomic analysis of broccoli sprouts by iTRAQ in response to jasmonic acid.","/pubmed/28763705","Guo L, Wang P, Gu Z, Jin X, Yang R.","J Plant Physiol. 2017 Jul 11;218:16-25. doi: 10.1016/j.jplph.2017.07.003. [Epub ahead of print]","J Plant Physiol.  2017","PubMed","citation","PMID:28763705","pubmed","28763705","create date:2017/08/02 | first author:Guo L",
"TitSmall but Mighty: Functional Peptides Encoded by Small ORFs in Plants.","/pubmed/28759167","Hsu PY, Benfey PN.","Proteomics. 2017 Jul 31. doi: 10.1002/pmic.201700038. [Epub ahead of print] Review.","Proteomics.  2017","PubMed","citation","PMID:28759167","pubmed","28759167","create date:2017/08/02 | first author:Hsu PY",
"Identification and comparison of candidate odorant receptor genes in the olfactory and non-olfactory organs of Holotrichia oblita Faldermann by transcriptome analysis.","/pubmed/28756307","Li K, Wei H, Shu C, Zhang S, Cao Y, Luo C, Yin J.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Jul 24;24:1-11. doi: 10.1016/j.cbd.2017.07.001. [Epub ahead of print]","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28756307","pubmed","28756307","create date:2017/08/02 | first author:Li K",
"Electrophoresis-Based Proteomics to Study Development and Germination of Date Palm Zygotic Embryos.","/pubmed/28755235","Sghaier-Hammami B, Drira N, Bahloul M, Jorrín-Novo JV.","Methods Mol Biol. 2017;1638:365-380. doi: 10.1007/978-1-4939-7159-6_27.","Methods Mol Biol.  2017","PubMed","citation","PMID:28755235","pubmed","28755235","create date:2017/07/30 | first author:Sghaier-Hammami B",
"Double impact: natural molluscicide for schistosomiasis vector control also impedes development of Schistosoma mansoni cercariae into adult parasites.","/pubmed/28753630","Augusto RC, Tetreau G, Chan P, Walet-Balieu ML, Mello-Silva CC, Santos CP, Grunau C.","PLoS Negl Trop Dis. 2017 Jul 28;11(7):e0005789. doi: 10.1371/journal.pntd.0005789. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28753630 | PMCID:PMC5550001","pubmed","28753630","create date:2017/07/29 | first author:Augusto RC",
"Acid/Salt/pH Gradient Improved Resolution and Sensitivity in Proteomics Study Using 2D SCX-RP LC-MS.","/pubmed/28753293","Zhu MZ, Li N, Wang YT, Liu N, Guo MQ, Sun BQ, Zhou H, Liu L, Wu JL.","J Proteome Res. 2017 Aug 17. doi: 10.1021/acs.jproteome.7b00443. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28753293","pubmed","28753293","create date:2017/07/29 | first author:Zhu MZ",
"Proteomics Coupled with Metabolite and Cell Wall Profiling Reveal Metabolic Processes of a Developing Rice Stem Internode.","/pubmed/28751896","Lin F, Williams BJ, Thangella PAV, Ladak A, Schepmoes AA, Olivos HJ, Zhao K, Callister SJ, Bartley LE.","Front Plant Sci. 2017 Jul 13;8:1134. doi: 10.3389/fpls.2017.01134. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28751896 | PMCID:PMC5507963","pubmed","28751896","create date:2017/07/29 | first author:Lin F",
"Changes in protein abundance and activity induced by drought during generative development of winter barley (Hordeum vulgare L.).","/pubmed/28751243","Gołębiowska-Pikania G, Kopeć P, Surówka E, Janowiak F, Krzewska M, Dubas E, Nowicka A, Kasprzyk J, Ostrowska A, Malaga S, Hura T, Żur I.","J Proteomics. 2017 Jul 24. pii: S1874-3919(17)30259-2. doi: 10.1016/j.jprot.2017.07.016. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28751243","pubmed","28751243","create date:2017/07/29 | first author:Gołębiowska-Pikania G",
"The ALDH21 gene found in lower plants and some vascular plants codes for a NADP(+) -dependent succinic semialdehyde dehydrogenase.","/pubmed/28749584","Kopečná M, Vigouroux A, Vilím J, Končitíková R, Briozzo P, Hájková E, Jašková L, von Schwartzenberg K, Šebela M, Moréra S, Kopečný D.","Plant J. 2017 Jul 27. doi: 10.1111/tpj.13648. [Epub ahead of print]","Plant J.  2017","PubMed","citation","PMID:28749584","pubmed","28749584","create date:2017/07/28 | first author:Kopečná M",
"Metabolic pathway and cell adaptation mechanisms revealed through genomic, proteomic and transcription analysis of a Sphingomonas haloaromaticamans strain degrading ortho-phenylphenol.","/pubmed/28743883","Chiara P, Sotirios V, Constantina R, Evangelia PS, Georgia T, Martina S, Constantinos G, Athanassios M, Kalliope PK, Dimitrios KG.","Sci Rep. 2017 Jul 25;7(1):6449. doi: 10.1038/s41598-017-06727-6.","Sci Rep.  2017","PubMed","citation","PMID:28743883 | PMCID:PMC5527002","pubmed","28743883","create date:2017/07/27 | first author:Chiara P",
"The Deep Thioredoxome in Chlamydomonas reinhardtii: New Insights into Redox Regulation.","/pubmed/28739495","Pérez-Pérez ME, Mauriès A, Maes A, Tourasse NJ, Hamon M, Lemaire SD, Marchand CH.","Mol Plant. 2017 Aug 7;10(8):1107-1125. doi: 10.1016/j.molp.2017.07.009. Epub 2017 Jul 21.","Mol Plant.  2017","PubMed","citation","PMID:28739495","pubmed","28739495","create date:2017/07/26 | first author:Pérez-Pérez ME",
"Datasets of mung bean proteins and metabolites from four different cultivars.","/pubmed/28736740","Hashiguchi A, Zhu W, Tian J, Komatsu S.","Data Brief. 2017 Jul 4;13:703-706. doi: 10.1016/j.dib.2017.06.051. eCollection 2017 Aug.","Data Brief.  2017","PubMed","citation","PMID:28736740 | PMCID:PMC5510489","pubmed","28736740","create date:2017/07/25 | first author:Hashiguchi A",
"Global Proteomic Profiling and Identification of Stress-Responsive Proteins Using Two-Dimensional Gel Electrophoresis.","/pubmed/28735397","Barua P, Gayen D, Lande NV, Chakraborty S, Chakraborty N.","Methods Mol Biol. 2017;1631:163-179. doi: 10.1007/978-1-4939-7136-7_10.","Methods Mol Biol.  2017","PubMed","citation","PMID:28735397","pubmed","28735397","create date:2017/07/25 | first author:Barua P",
"Metabolic profiles of flooding-tolerant mechanism in early-stage soybean responding to initial stress.","/pubmed/28733872","Wang X, Zhu W, Hashiguchi A, Nishimura M, Tian J, Komatsu S.","Plant Mol Biol. 2017 Aug;94(6):669-685. doi: 10.1007/s11103-017-0635-3. Epub 2017 Jul 21.","Plant Mol Biol.  2017","PubMed","citation","PMID:28733872","pubmed","28733872","create date:2017/07/25 | first author:Wang X",
"Comparative shoot proteome analysis of two potato (Solanum tuberosum L.) genotypes contrasting in nitrogen deficiency responses in vitro.","/pubmed/28733104","Meise P, Jozefowicz AM, Uptmoor R, Mock HP, Ordon F, Schum A.","J Proteomics. 2017 Aug 23;166:68-82. doi: 10.1016/j.jprot.2017.07.010. Epub 2017 Jul 18.","J Proteomics.  2017","PubMed","citation","PMID:28733104","pubmed","28733104","create date:2017/07/25 | first author:Meise P",
"Proteomic analysis of naturally occurring boron tolerant plant Gypsophila sphaerocephala L. in response to high boron concentration.","/pubmed/28732263","Tombuloglu H, Tombuloglu G, Sakcali MS, Turkan A, Hakeem KR, Alharby HF, Fahd S, Abdul WM.","J Plant Physiol. 2017 Sep;216:212-217. doi: 10.1016/j.jplph.2017.06.013. Epub 2017 Jul 4.","J Plant Physiol.  2017","PubMed","citation","PMID:28732263","pubmed","28732263","create date:2017/07/22 | first author:Tombuloglu H",
"Proteomics analysis reveals a dynamic diurnal pattern of photosynthesis-related pathways in maize leaves.","/pubmed/28732011","Feng D, Wang Y, Lu T, Zhang Z, Han X.","PLoS One. 2017 Jul 21;12(7):e0180670. doi: 10.1371/journal.pone.0180670. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28732011 | PMCID:PMC5521766","pubmed","28732011","create date:2017/07/22 | first author:Feng D",
"pyQms enables universal and accurate quantification of mass spectrometry data.","/pubmed/28729385","Leufken J, Niehues A, Sarin P, Wessel F, Hippler M, Leidel SA, Fufezan C.","Mol Cell Proteomics. 2017 Jul 20. pii: mcp.M117.068007. doi: 10.1074/mcp.M117.068007. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28729385","pubmed","28729385","create date:2017/07/22 | first author:Leufken J",
"Potential anti-cancer activity of 7-O-pentyl quercetin: Efficient, membrane-targeted kinase inhibition and pro-oxidant effect.","/pubmed/28728925","Sassi N, Mattarei A, Espina V, Liotta L, Zoratti M, Paradisi C, Biasutto L.","Pharmacol Res. 2017 Jul 17;124:9-19. doi: 10.1016/j.phrs.2017.07.016. [Epub ahead of print]","Pharmacol Res.  2017","PubMed","citation","PMID:28728925","pubmed","28728925","create date:2017/07/22 | first author:Sassi N",
"The plasma membrane proteome of Medicago truncatula roots as modified by arbuscular mycorrhizal symbiosis.","/pubmed/28725961","Aloui A, Recorbet G, Lemaître-Guillier C, Mounier A, Balliau T, Zivy M, Wipf D, Dumas-Gaudot E.","Mycorrhiza. 2017 Jul 19. doi: 10.1007/s00572-017-0789-5. [Epub ahead of print]","Mycorrhiza.  2017","PubMed","citation","PMID:28725961","pubmed","28725961","create date:2017/07/21 | first author:Aloui A",
"Chemical proteomics reveal CD147 as a functional target of pseudolaric acid B in human cancer cells.","/pubmed/28721406","Zhou Y, Di Z, Li X, Shan Y, Li W, Zhang H, Xiao Y.","Chem Commun (Camb). 2017 Aug 11;53(62):8671-8674. doi: 10.1039/c7cc04345g. Epub 2017 Jul 19.","Chem Commun (Camb).  2017","PubMed","citation","PMID:28721406","pubmed","28721406","create date:2017/07/20 | first author:Zhou Y",
"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta).","/pubmed/28716924","Brawley SH, Blouin NA, Ficko-Blean E, Wheeler GL, Lohr M, Goodson HV, Jenkins JW, Blaby-Haas CE, Helliwell KE, Chan CX, Marriage TN, Bhattacharya D, Klein AS, Badis Y, Brodie J, Cao Y, Collén J, Dittami SM, Gachon CMM, Green BR, Karpowicz SJ, Kim JW, et al.","Proc Natl Acad Sci U S A. 2017 Aug 1;114(31):E6361-E6370. doi: 10.1073/pnas.1703088114. Epub 2017 Jul 17.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28716924 | PMCID:PMC5547612","pubmed","28716924","create date:2017/07/19 | first author:Brawley SH",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Molecular cloning of an ester-forming triterpenoid: UDP-glucose 28-O-glucosyltransferase involved in saponin biosynthesis from the medicinal plant Centella asiatica.","/pubmed/28716424","de Costa F, Barber CJS, Kim YB, Reed DW, Zhang H, Fett-Neto AG, Covello PS.","Plant Sci. 2017 Sep;262:9-17. doi: 10.1016/j.plantsci.2017.05.009. Epub 2017 May 23.","Plant Sci.  2017","PubMed","citation","PMID:28716424","pubmed","28716424","create date:2017/07/19 | first author:de Costa F",
"Editorial: How Plants Deal with Stress: Exploration through Proteome Investigation.","/pubmed/28713418","Ghosh D, Lin Q, Xu J, Hellmann HA.","Front Plant Sci. 2017 Jun 30;8:1176. doi: 10.3389/fpls.2017.01176. eCollection 2017. No abstract available. ","Front Plant Sci.  2017","PubMed","citation","PMID:28713418 | PMCID:PMC5492192","pubmed","28713418","create date:2017/07/18 | first author:Ghosh D",
"The effect of Fusarium culmorum infection and deoxynivalenol (DON) application on proteome response in barley cultivars Chevron and Pedant.","/pubmed/28713028","Kosová K, Chrpová J, Šantrůček J, Hynek R, Štěrbová L, Vítámvás P, Bradová J, Prášil IT.","J Proteomics. 2017 Jul 13. pii: S1874-3919(17)30240-3. doi: 10.1016/j.jprot.2017.07.005. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28713028","pubmed","28713028","create date:2017/07/18 | first author:Kosová K",
"Field proteomics of Populus alba grown in a heavily modified environment - An example of a tannery waste landfill.","/pubmed/28712470","Szuba A, Lorenc-Plucińska G.","Sci Total Environ. 2017 Jul 13. pii: S0048-9697(17)31506-1. doi: 10.1016/j.scitotenv.2017.06.102. [Epub ahead of print]","Sci Total Environ.  2017","PubMed","citation","PMID:28712470","pubmed","28712470","create date:2017/07/18 | first author:Szuba A",
"Towards a better understanding of protein changes in common bean under drought: A case study of N-glycoproteins.","/pubmed/28711789","Zadražnik T, Moen A, Egge-Jacobsen W, Meglič V, Šuštar-Vozlič J.","Plant Physiol Biochem. 2017 Jul 5;118:400-412. doi: 10.1016/j.plaphy.2017.07.004. [Epub ahead of print]","Plant Physiol Biochem.  2017","PubMed","citation","PMID:28711789","pubmed","28711789","create date:2017/07/18 | first author:Zadražnik T",
"Functional proteomics of light-harvesting complex proteins under varying light-conditions in diatoms.","/pubmed/28709708","Büchel C, Wilhelm C, Wagner V, Mittag M.","J Plant Physiol. 2017 Jul 4. pii: S0176-1617(17)30166-9. doi: 10.1016/j.jplph.2017.06.007. [Epub ahead of print] Review.","J Plant Physiol.  2017","PubMed","citation","PMID:28709708","pubmed","28709708","create date:2017/07/16 | first author:Büchel C",
"Integrating multi-omics analyses of Nonomuraea dietziae to reveal the role of soybean oil in [(4'-OH)MeLeu](4)-CsA overproduction.","/pubmed/28709434","Liu H, Huang D, Jin L, Wang C, Liang S, Wen J.","Microb Cell Fact. 2017 Jul 14;16(1):120. doi: 10.1186/s12934-017-0739-0.","Microb Cell Fact.  2017","PubMed","citation","PMID:28709434 | PMCID:PMC5512743","pubmed","28709434","create date:2017/07/16 | first author:Liu H",
"Proliferating effect of radiolytically depolymerized carrageenan on physiological attributes, plant water relation parameters, essential oil production and active constituents of Cymbopogon flexuosus Steud. under drought stress.","/pubmed/28708833","Singh M, Khan MMA, Uddin M, Naeem M, Qureshi MI.","PLoS One. 2017 Jul 14;12(7):e0180129. doi: 10.1371/journal.pone.0180129. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28708833 | PMCID:PMC5510827","pubmed","28708833","create date:2017/07/15 | first author:Singh M",
"Redox regulation at the site of primary growth: Auxin, cytokinin and ROS crosstalk.","/pubmed/28708264","Tognetti VB, Bielach A, Hrtyan M.","Plant Cell Environ. 2017 Jul 14. doi: 10.1111/pce.13021. [Epub ahead of print] Review.","Plant Cell Environ.  2017","PubMed","citation","PMID:28708264","pubmed","28708264","create date:2017/07/15 | first author:Tognetti VB",
"DELAY OF GERMINATION1 requires PP2C phosphatases of the ABA signalling pathway to control seed dormancy.","/pubmed/28706187","Née G, Kramer K, Nakabayashi K, Yuan B, Xiang Y, Miatton E, Finkemeier I, Soppe WJJ.","Nat Commun. 2017 Jul 13;8(1):72. doi: 10.1038/s41467-017-00113-6.","Nat Commun.  2017","PubMed","citation","PMID:28706187 | PMCID:PMC5509711","pubmed","28706187","create date:2017/07/15 | first author:Née G",
