Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Harnessing the Power of Genomics to Secure the Future of Seafood.","/pubmed/28818341","Bernatchez L, Wellenreuther M, Araneda C, Ashton DT, Barth JMI, Beacham TD, Maes GE, Martinsohn JT, Miller KM, Naish KA, Ovenden JR, Primmer CR, Young Suk H, Therkildsen NO, Withler RE.","Trends Ecol Evol. 2017 Sep;32(9):665-680. doi: 10.1016/j.tree.2017.06.010. Epub 2017 Aug 14. Review.","Trends Ecol Evol.  2017","PubMed","citation","PMID:28818341","pubmed","28818341","create date:2017/08/19 | first author:Bernatchez L",
"New astroglial injury-defined biomarkers for neurotrauma assessment.","/pubmed/28816095","Halford J, Shen S, Itamura K, Levine J, Chong AC, Czerwieniec G, Glenn TC, Hovda DA, Vespa P, Bullock R, Dietrich WD, Mondello S, Loo JA, Wanner IB.","J Cereb Blood Flow Metab. 2017 Jan 1:271678X17724681. doi: 10.1177/0271678X17724681. [Epub ahead of print]","J Cereb Blood Flow Metab.  2017","PubMed","citation","PMID:28816095","pubmed","28816095","create date:2017/08/18 | first author:Halford J",
"eDGAR: a database of Disease-Gene Associations with annotated Relationships among genes.","/pubmed/28812536","Babbi G, Martelli PL, Profiti G, Bovo S, Savojardo C, Casadio R.","BMC Genomics. 2017 Aug 11;18(Suppl 5):554. doi: 10.1186/s12864-017-3911-3.","BMC Genomics.  2017","PubMed","citation","PMID:28812536 | PMCID:PMC5558190","pubmed","28812536","create date:2017/08/16 | first author:Babbi G",
"NADPH oxidases as drug targets and biomarkers in neurodegenerative diseases: What is the evidence?","/pubmed/28811143","Sorce S, Stocker R, Seredenina T, Holmdahl R, Aguzzi A, Chio A, Depaulis A, Heitz F, Olofsson P, Olsson T, Duveau V, Sanoudou D, Skosgater S, Vlahou A, Wasquel D, Krause KH, Jaquet V.","Free Radic Biol Med. 2017 Aug 12;112:387-396. doi: 10.1016/j.freeradbiomed.2017.08.006. [Epub ahead of print] Review.","Free Radic Biol Med.  2017","PubMed","citation","PMID:28811143","pubmed","28811143","create date:2017/08/16 | first author:Sorce S",
"Dissection of the module network implementation ""LemonTree"": enhancements towards applications in metagenomics and translation in autoimmune maladies.","/pubmed/28809429","Lu Y, Zhou X, Nardini C.","Mol Biosyst. 2017 Aug 15. doi: 10.1039/c7mb00248c. [Epub ahead of print]","Mol Biosyst.  2017","PubMed","citation","PMID:28809429","pubmed","28809429","create date:2017/08/16 | first author:Lu Y",
"Impairment of different protein domains causes variable clinical presentation within Pitt-Hopkins syndrome and suggests intragenic molecular syndromology of TCF4.","/pubmed/28807867","Bedeschi MF, Marangi G, Calvello MR, Ricciardi S, Leone FPC, Baccarin M, Guerneri S, Orteschi D, Murdolo M, Lattante S, Frangella S, Keena B, Harr MH, Zackai E, Zollino M.","Eur J Med Genet. 2017 Aug 12. pii: S1769-7212(17)30264-1. doi: 10.1016/j.ejmg.2017.08.004. [Epub ahead of print]","Eur J Med Genet.  2017","PubMed","citation","PMID:28807867","pubmed","28807867","create date:2017/08/16 | first author:Bedeschi MF",
"Ovarian cancer: Novel molecular aspects for clinical assessment.","/pubmed/28807232","Palmirotta R, Silvestris E, D'Oronzo S, Cardascia A, Silvestris F.","Crit Rev Oncol Hematol. 2017 Sep;117:12-29. doi: 10.1016/j.critrevonc.2017.06.007. Epub 2017 Jun 17. Review.","Crit Rev Oncol Hematol.  2017","PubMed","citation","PMID:28807232","pubmed","28807232","create date:2017/08/16 | first author:Palmirotta R",
"De novo transcriptome assembly and RNA-Seq expression analysis in blood from beluga whales of Bristol Bay, AK.","/pubmed/28802692","Morey JS, Burek Huntington KA, Campbell M, Clauss TM, Goertz CE, Hobbs RC, Lunardi D, Moors AJ, Neely MG, Schwacke LH, Van Dolah FM.","Mar Genomics. 2017 Aug 9. pii: S1874-7787(17)30166-6. doi: 10.1016/j.margen.2017.08.001. [Epub ahead of print]","Mar Genomics.  2017","PubMed","citation","PMID:28802692","pubmed","28802692","create date:2017/08/15 | first author:Morey JS",
"The genome analysis of Oleiphilus messinensis ME102 (DSM 13489(T)) reveals backgrounds of its obligate alkane-devouring marine lifestyle.","/pubmed/28802691","Toshchakov SV, Korzhenkov AA, Chernikova TN, Ferrer M, Golyshina OV, Yakimov MM, Golyshin PN.","Mar Genomics. 2017 Aug 9. pii: S1874-7787(17)30165-4. doi: 10.1016/j.margen.2017.07.005. [Epub ahead of print]","Mar Genomics.  2017","PubMed","citation","PMID:28802691","pubmed","28802691","create date:2017/08/15 | first author:Toshchakov SV",
"Effect of gene-gene and gene-environment interactions associated with antituberculosis drug-induced hepatotoxicity.","/pubmed/28799976","Chamorro JG, Castagnino JP, Aidar O, Musella RM, Frías A, Visca M, Nogueras M, Costa L, Perez A, Caradonna F, de Larrañaga GF.","Pharmacogenet Genomics. 2017 Aug 9. doi: 10.1097/FPC.0000000000000300. [Epub ahead of print]","Pharmacogenet Genomics.  2017","PubMed","citation","PMID:28799976","pubmed","28799976","create date:2017/08/12 | first author:Chamorro JG",
"Genetic Variants Related to Longer Telomere Length are Associated with Increased Risk of Renal Cell Carcinoma.","/pubmed/28797570","Machiela MJ, Hofmann JN, Carreras-Torres R, Brown KM, Johansson M, Wang Z, Foll M, Li P, Rothman N, Savage SA, Gaborieau V, McKay JD, Ye Y, Henrion M, Bruinsma F, Jordan S, Severi G, Hveem K, Vatten LJ, Fletcher T, Koppova K, Larsson SC, et al.","Eur Urol. 2017 Aug 7. pii: S0302-2838(17)30639-5. doi: 10.1016/j.eururo.2017.07.015. [Epub ahead of print]","Eur Urol.  2017","PubMed","citation","PMID:28797570","pubmed","28797570","create date:2017/08/12 | first author:Machiela MJ",
"A comparison of Illumina and Ion Torrent sequencing platforms in the context of differential gene expression.","/pubmed/28797240","Lahens NF, Ricciotti E, Smirnova O, Toorens E, Kim EJ, Baruzzo G, Hayer KE, Ganguly T, Schug J, Grant GR.","BMC Genomics. 2017 Aug 10;18(1):602. doi: 10.1186/s12864-017-4011-0.","BMC Genomics.  2017","PubMed","citation","PMID:28797240 | PMCID:PMC5553782","pubmed","28797240","create date:2017/08/12 | first author:Lahens NF",
"Low renal but high extrarenal phenotype variability in Schimke immuno-osseous dysplasia.","/pubmed/28796785","Lipska-Ziętkiewicz BS, Gellermann J, Boyer O, Gribouval O, Ziętkiewicz S, Kari JA, Shalaby MA, Ozaltin F, Dusek J, Melk A, Bayazit AK, Massella L, Hyla-Klekot L, Habbig S, Godron A, Szczepańska M, Bieniaś B, Drożdż D, Odeh R, Jarmużek W, Zachwieja K, Trautmann A, et al.","PLoS One. 2017 Aug 10;12(8):e0180926. doi: 10.1371/journal.pone.0180926. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28796785","pubmed","28796785","create date:2017/08/11 | first author:Lipska-Ziętkiewicz BS",
"Future of Rare Diseases Research 2017-2027: an IRDiRC Perspective.","/pubmed/28796445","Austin CP, Cutillo CM, Lau LP, Jonker AH, Rath A, Julkowska D, Thomson D, Terry S, de Montleau B, Ardigò D, Hivert V, Boycott KM, Baynam G, Kaufmann P, Taruscio D, Lochmüller H, Suematsu M, Incerti C, Draghia-Akli R, Norstedt I, Wang L, Dawkins HJ; et al.","Clin Transl Sci. 2017 Aug 10. doi: 10.1111/cts.12500. [Epub ahead of print] Review.","Clin Transl Sci.  2017","PubMed","citation","PMID:28796445","pubmed","28796445","create date:2017/08/11 | first author:Austin CP",
"Clinical and genetic characteristics of sporadic adult-onset degenerative ataxia.","/pubmed/28794257","Giordano I, Harmuth F, Jacobi H, Paap B, Vielhaber S, Machts J, Schöls L, Synofzik M, Sturm M, Tallaksen C, Wedding IM, Boesch S, Eigentler A, van de Warrenburg B, van Gaalen J, Kamm C, Dudesek A, Kang JS, Timmann D, Silvestri G, Masciullo M, Klopstock T, et al.","Neurology. 2017 Aug 9. pii: 10.1212/WNL.0000000000004311. doi: 10.1212/WNL.0000000000004311. [Epub ahead of print]","Neurology.  2017","PubMed","citation","PMID:28794257","pubmed","28794257","create date:2017/08/11 | first author:Giordano I",
"mRNA 3' uridylation and poly(A) tail length sculpt the mammalian maternal transcriptome.","/pubmed/28792939","Morgan M, Much C, DiGiacomo M, Azzi C, Ivanova I, Vitsios DM, Pistolic J, Collier P, Moreira PN, Benes V, Enright AJ, O'Carroll D.","Nature. 2017 Aug 17;548(7667):347-351. doi: 10.1038/nature23318. Epub 2017 Aug 9.","Nature.  2017","PubMed","citation","PMID:28792939","pubmed","28792939","create date:2017/08/10 | first author:Morgan M",
"A novel APC promoter 1B deletion shows a founder effect in Italian patients with classical familial adenomatous polyposis phenotype.","/pubmed/28791770","Marabelli M, Gismondi V, Ricci MT, Vetro A, Abou Khouzam R, Rea V, Vitellaro M, Zuffardi O, Varesco L, Ranzani GN.","Genes Chromosomes Cancer. 2017 Aug 9. doi: 10.1002/gcc.22488. [Epub ahead of print]","Genes Chromosomes Cancer.  2017","PubMed","citation","PMID:28791770","pubmed","28791770","create date:2017/08/10 | first author:Marabelli M",
"The purplish bifurcate mussel Mytilisepta virgata gene expression atlas reveals a remarkable tissue functional specialization.","/pubmed/28789640","Gerdol M, Fujii Y, Hasan I, Koike T, Shimojo S, Spazzali F, Yamamoto K, Ozeki Y, Pallavicini A, Fujita H.","BMC Genomics. 2017 Aug 8;18(1):590. doi: 10.1186/s12864-017-4012-z.","BMC Genomics.  2017","PubMed","citation","PMID:28789640 | PMCID:PMC5549309","pubmed","28789640","create date:2017/08/10 | first author:Gerdol M",
"Role of 108 schizophrenia-associated loci in modulating psychopathological dimensions in schizophrenia and bipolar disorder.","/pubmed/28786528","Fabbri C, Serretti A.","Am J Med Genet B Neuropsychiatr Genet. 2017 Aug 8. doi: 10.1002/ajmg.b.32577. [Epub ahead of print]","Am J Med Genet B Neuropsychiatr Genet.  2017","PubMed","citation","PMID:28786528","pubmed","28786528","create date:2017/08/09 | first author:Fabbri C",
"Early involvement of cellular stress and inflammatory signals in the pathogenesis of tubulointerstitial kidney disease due to UMOD mutations.","/pubmed/28785050","Trudu M, Schaeffer C, Riba M, Ikehata M, Brambilla P, Messa P, Martinelli-Boneschi F, Rastaldi MP, Rampoldi L.","Sci Rep. 2017 Aug 7;7(1):7383. doi: 10.1038/s41598-017-07804-6.","Sci Rep.  2017","PubMed","citation","PMID:28785050 | PMCID:PMC5547146","pubmed","28785050","create date:2017/08/09 | first author:Trudu M",
"Transcriptome-Wide Analysis Identifies Novel Associations With Blood Pressure.","/pubmed/28784648","Zeller T, Schurmann C, Schramm K, Müller C, Kwon S, Wild PS, Teumer A, Herrington D, Schillert A, Iacoviello L, Kratzer A, Jagodzinski A, Karakas M, Ding J, Neumann JT, Kuulasmaa K, Gieger C, Kacprowski T, Schnabel RB, Roden M, Wahl S, Rotter JI, et al.","Hypertension. 2017 Aug 7. pii: HYPERTENSIONAHA.117.09458. doi: 10.1161/HYPERTENSIONAHA.117.09458. [Epub ahead of print]","Hypertension.  2017","PubMed","citation","PMID:28784648","pubmed","28784648","create date:2017/08/09 | first author:Zeller T",
"Unraveling Neisseria meningitidis pathogenesis: from functional genomics to experimental models.","/pubmed/28781769","Soriani M.","F1000Res. 2017 Jul 26;6:1228. doi: 10.12688/f1000research.11279.1. eCollection 2017. Review.","F1000Res.  2017","PubMed","citation","PMID:28781769 | PMCID:PMC5531161","pubmed","28781769","create date:2017/08/07 | first author:Soriani M",
"Dyrk1 inhibition improves Alzheimer's disease-like pathology.","/pubmed/28779511","Branca C, Shaw DM, Belfiore R, Gokhale V, Shaw AY, Foley C, Smith B, Hulme C, Dunckley T, Meechoovet B, Caccamo A, Oddo S.","Aging Cell. 2017 Aug 4. doi: 10.1111/acel.12648. [Epub ahead of print]","Aging Cell.  2017","PubMed","citation","PMID:28779511","pubmed","28779511","create date:2017/08/06 | first author:Branca C",
"Genome Wide Association Study to Identify the Genetic Base of Smallholder Farmer Preferences of Durum Wheat Traits.","/pubmed/28769945","Kidane YG, Mancini C, Mengistu DK, Frascaroli E, Fadda C, Pè ME, Dell'Acqua M.","Front Plant Sci. 2017 Jul 17;8:1230. doi: 10.3389/fpls.2017.01230. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28769945 | PMCID:PMC5511852","pubmed","28769945","create date:2017/08/05 | first author:Kidane YG",
"A novel RLBP1 gene geographical area-related mutation present in a young patient with retinitis punctata albescens.","/pubmed/28764803","Scimone C, Donato L, Esposito T, Rinaldi C, D'Angelo R, Sidoti A.","Hum Genomics. 2017 Aug 1;11(1):18. doi: 10.1186/s40246-017-0114-6.","Hum Genomics.  2017","PubMed","citation","PMID:28764803 | PMCID:PMC5540190","pubmed","28764803","create date:2017/08/03 | first author:Scimone C",
"Comparative genomic and phylogenomic analyses of the Bifidobacteriaceae family.","/pubmed/28764658","Lugli GA, Milani C, Turroni F, Duranti S, Mancabelli L, Mangifesta M, Ferrario C, Modesto M, Mattarelli P, Jiří K, van Sinderen D, Ventura M.","BMC Genomics. 2017 Aug 1;18(1):568. doi: 10.1186/s12864-017-3955-4.","BMC Genomics.  2017","PubMed","citation","PMID:28764658 | PMCID:PMC5540593","pubmed","28764658","create date:2017/08/03 | first author:Lugli GA",
"Necroptosis activation in Alzheimer's disease.","/pubmed/28758999","Caccamo A, Branca C, Piras IS, Ferreira E, Huentelman MJ, Liang WS, Readhead B, Dudley JT, Spangenberg EE, Green KN, Belfiore R, Winslow W, Oddo S.","Nat Neurosci. 2017 Jul 24. doi: 10.1038/nn.4608. [Epub ahead of print]","Nat Neurosci.  2017","PubMed","citation","PMID:28758999","pubmed","28758999","create date:2017/08/02 | first author:Caccamo A",
"In Vitro Evaluation of Sub-Lethal Concentrations of Plant-Derived Antifungal Compounds on FUSARIA Growth and Mycotoxin Production.","/pubmed/28758914","Morcia C, Tumino G, Ghizzoni R, Bara A, Salhi N, Terzi V.","Molecules. 2017 Jul 29;22(8). pii: E1271. doi: 10.3390/molecules22081271.","Molecules.  2017","PubMed","citation","PMID:28758914","pubmed","28758914","create date:2017/08/02 | first author:Morcia C",
"Immunotherapy in Gastrointestinal Cancers.","/pubmed/28758114","Procaccio L, Schirripa M, Fassan M, Vecchione L, Bergamo F, Prete AA, Intini R, Manai C, Dadduzio V, Boscolo A, Zagonel V, Lonardi S.","Biomed Res Int. 2017;2017:4346576. doi: 10.1155/2017/4346576. Epub 2017 Jul 3. Review.","Biomed Res Int.  2017","PubMed","citation","PMID:28758114 | PMCID:PMC5512095","pubmed","28758114","create date:2017/08/02 | first author:Procaccio L",
"Heterogeneous contribution of microdeletions in the development of common generalised and focal epilepsies.","/pubmed/28756411","Pérez-Palma E, Helbig I, Klein KM, Anttila V, Horn H, Reinthaler EM, Gormley P, Ganna A, Byrnes A, Pernhorst K, Toliat MR, Saarentaus E, Howrigan DP, Hoffman P, Miquel JF, De Ferrari GV, Nürnberg P, Lerche H, Zimprich F, Neubauer BA, Becker AJ, Rosenow F, et al.","J Med Genet. 2017 Sep;54(9):598-606. doi: 10.1136/jmedgenet-2016-104495. Epub 2017 Jul 29.","J Med Genet.  2017","PubMed","citation","PMID:28756411","pubmed","28756411","create date:2017/08/02 | first author:Pérez-Palma E",
"Genome-wide association study identifies inversion in the CTRB1-CTRB2 locus to modify risk for alcoholic and non-alcoholic chronic pancreatitis.","/pubmed/28754779","Rosendahl J, Kirsten H, Hegyi E, Kovacs P, Weiss FU, Laumen H, Lichtner P, Ruffert C, Chen JM, Masson E, Beer S, Zimmer C, Seltsam K, Algül H, Bühler F, Bruno MJ, Bugert P, Burkhardt R, Cavestro GM, Cichoz-Lach H, Farré A, Frank J, et al.","Gut. 2017 Jul 28. pii: gutjnl-2017-314454. doi: 10.1136/gutjnl-2017-314454. [Epub ahead of print]","Gut.  2017","PubMed","citation","PMID:28754779","pubmed","28754779","create date:2017/07/30 | first author:Rosendahl J",
"Editorial: Molecular and Metabolic Mechanisms Associated with Fleshy Fruit Quality.","/pubmed/28751907","Fortes AM, Granell A, Pezzotti M, Bouzayen M.","Front Plant Sci. 2017 Jul 13;8:1236. doi: 10.3389/fpls.2017.01236. eCollection 2017. No abstract available. ","Front Plant Sci.  2017","PubMed","citation","PMID:28751907 | PMCID:PMC5507992","pubmed","28751907","create date:2017/07/29 | first author:Fortes AM",
"Establishment of patient derived xenografts as functional testing of lung cancer aggressiveness.","/pubmed/28751748","Massimo M, Giulia B, Roberto C, Cristina B, Mattia B, Alessandra F, Giorgia L, Patrizia G, Carlotta G, Giuseppe P, Luca R, Gabriella S, Ugo P.","Sci Rep. 2017 Jul 27;7(1):6689. doi: 10.1038/s41598-017-06912-7.","Sci Rep.  2017","PubMed","citation","PMID:28751748 | PMCID:PMC5532258","pubmed","28751748","create date:2017/07/29 | first author:Massimo M",
"Going viral? Linking the etiology of human prostate cancer to the PCA3 long noncoding RNA and oncogenic viruses.","/pubmed/28751581","Teixeira AA, Marchiò S, Dias-Neto E, Nunes DN, da Silva IT, Chackerian B, Barry M, Lauer RC, Giordano RJ, Sidman RL, Wheeler CM, Cavenee WK, Pasqualini R, Arap W.","EMBO Mol Med. 2017 Jul 27. pii: e201708072. doi: 10.15252/emmm.201708072. [Epub ahead of print] No abstract available. ","EMBO Mol Med.  2017","PubMed","citation","PMID:28751581","pubmed","28751581","create date:2017/07/29 | first author:Teixeira AA",
"Developing a 670k genotyping array to tag ~2M SNPs across 24 horse breeds.","/pubmed/28750625","Schaefer RJ, Schubert M, Bailey E, Bannasch DL, Barrey E, Bar-Gal GK, Brem G, Brooks SA, Distl O, Fries R, Finno CJ, Gerber V, Haase B, Jagannathan V, Kalbfleisch T, Leeb T, Lindgren G, Lopes MS, Mach N, da Câmara Machado A, MacLeod JN, McCoy A, et al.","BMC Genomics. 2017 Jul 27;18(1):565. doi: 10.1186/s12864-017-3943-8.","BMC Genomics.  2017","PubMed","citation","PMID:28750625 | PMCID:PMC5530493","pubmed","28750625","create date:2017/07/29 | first author:Schaefer RJ",
"Patient care standards for primary mitochondrial disease: a consensus statement from the Mitochondrial Medicine Society.","/pubmed/28749475","Parikh S, Goldstein A, Karaa A, Koenig MK, Anselm I, Brunel-Guitton C, Christodoulou J, Cohen BH, Dimmock D, Enns GM, Falk MJ, Feigenbaum A, Frye RE, Ganesh J, Griesemer D, Haas R, Horvath R, Korson M, Kruer MC, Mancuso M, McCormack S, Raboisson MJ, et al.","Genet Med. 2017 Jul 27. doi: 10.1038/gim.2017.107. [Epub ahead of print] Review.","Genet Med.  2017","PubMed","citation","PMID:28749475","pubmed","28749475","create date:2017/07/28 | first author:Parikh S",
"Conditional expression of Ki-Ras(G12V) in the mammary epithelium of transgenic mice induces estrogen receptor alpha (ERα)-positive adenocarcinoma.","/pubmed/28745321","Andò S, Malivindi R, Catalano S, Rizza P, Barone I, Panza S, Rovito D, Emprou C, Bornert JM, Laverny G, Metzger D.","Oncogene. 2017 Jul 24. doi: 10.1038/onc.2017.252. [Epub ahead of print]","Oncogene.  2017","PubMed","citation","PMID:28745321","pubmed","28745321","create date:2017/07/27 | first author:Andò S",
"Novel Blood Pressure Locus and Gene Discovery Using Genome-Wide Association Study and Expression Data Sets From Blood and the Kidney.","/pubmed/28739976","Wain LV, Vaez A, Jansen R, Joehanes R, van der Most PJ, Erzurumluoglu AM, O'Reilly PF, Cabrera CP, Warren HR, Rose LM, Verwoert GC, Hottenga JJ, Strawbridge RJ, Esko T, Arking DE, Hwang SJ, Guo X, Kutalik Z, Trompet S, Shrine N, Teumer A, Ried JS, et al.","Hypertension. 2017 Jul 24. pii: HYPERTENSIONAHA.117.09438. doi: 10.1161/HYPERTENSIONAHA.117.09438. [Epub ahead of print]","Hypertension.  2017","PubMed","citation","PMID:28739976","pubmed","28739976","create date:2017/07/26 | first author:Wain LV",
"Diffuse large B cell lymphoma cell of origin by digital expression profiling in the REAL07 Phase 1-2 study.","/pubmed/28737236","Cascione L, Rinaldi A, Chiappella A, Kwee I, Ciccone G, Altenbuchinger M, Kohler C, Vitolo U, Inghirami G, Bertoni F.","Br J Haematol. 2017 Jul 24. doi: 10.1111/bjh.14817. [Epub ahead of print] No abstract available. ","Br J Haematol.  2017","PubMed","citation","PMID:28737236","pubmed","28737236","create date:2017/07/25 | first author:Cascione L",
"Cultivar-specific transcriptome prediction and annotation in Ficus carica L.","/pubmed/28736702","Solorzano Zambrano L, Usai G, Vangelisti A, Mascagni F, Giordani T, Bernardi R, Cavallini A, Gucci R, Caruso G, D'Onofrio C, Quartacci MF, Picciarelli P, Conti B, Lucchi A, Natali L.","Genom Data. 2017 Jul 5;13:64-66. doi: 10.1016/j.gdata.2017.07.005. eCollection 2017 Sep.","Genom Data.  2017","PubMed","citation","PMID:28736702 | PMCID:PMC5510491","pubmed","28736702","create date:2017/07/25 | first author:Solorzano Zambrano L",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Evaluation of Quality Assessment Protocols for High Throughput Genome Resequencing Data.","/pubmed/28736571","Chiara M, Pavesi G.","Front Genet. 2017 Jul 7;8:94. doi: 10.3389/fgene.2017.00094. eCollection 2017. Review.","Front Genet.  2017","PubMed","citation","PMID:28736571 | PMCID:PMC5500642","pubmed","28736571","create date:2017/07/25 | first author:Chiara M",
"Group-Level Progressive Alterations in Brain Connectivity Patterns Revealed by Diffusion-Tensor Brain Networks across Severity Stages in Alzheimer's Disease.","/pubmed/28736521","Rasero J, Alonso-Montes C, Diez I, Olabarrieta-Landa L, Remaki L, Escudero I, Mateos B, Bonifazi P, Fernandez M, Arango-Lasprilla JC, Stramaglia S, Cortes JM; Alzheimer’s Disease Neuroimaging Initiative..","Front Aging Neurosci. 2017 Jul 7;9:215. doi: 10.3389/fnagi.2017.00215. eCollection 2017.","Front Aging Neurosci.  2017","PubMed","citation","PMID:28736521 | PMCID:PMC5500648","pubmed","28736521","create date:2017/07/25 | first author:Rasero J",
"FOXP1-related intellectual disability syndrome: a recognisable entity.","/pubmed/28735298","Meerschaut I, Rochefort D, Revençu N, Pètre J, Corsello C, Rouleau GA, Hamdan FF, Michaud JL, Morton J, Radley J, Ragge N, García-Miñaúr S, Lapunzina P, Bralo MP, Mori MÁ, Moortgat S, Benoit V, Mary S, Bockaert N, Oostra A, Vanakker O, Velinov M, et al.","J Med Genet. 2017 Sep;54(9):613-623. doi: 10.1136/jmedgenet-2017-104579. Epub 2017 Jul 22.","J Med Genet.  2017","PubMed","citation","PMID:28735298","pubmed","28735298","create date:2017/07/25 | first author:Meerschaut I",
