Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Calling Chromosome Alterations, DNA Methylation Statuses, and Mutations in Tumors by Simple Targeted Next-Generation Sequencing: A Solution for Transferring Integrated Pangenomic Studies into Routine Practice?","/pubmed/28826610","Garinet S, Néou M, de La Villéon B, Faillot S, Sakat J, Da Fonseca JP, Jouinot A, Le Tourneau C, Kamal M, Luscap-Rondof W, Boeva V, Gaujoux S, Vidaud M, Pasmant E, Letourneur F, Bertherat J, Assié G.","J Mol Diagn. 2017 Sep;19(5):776-787. doi: 10.1016/j.jmoldx.2017.06.005.","J Mol Diagn.  2017","PubMed","citation","PMID:28826610","pubmed","28826610","create date:2017/08/23 | first author:Garinet S",
"Recombination, meiotic expression and human codon usage.","/pubmed/28826480","Pouyet F, Mouchiroud D, Duret L, Sémon M.","Elife. 2017 Aug 15;6. pii: e27344. doi: 10.7554/eLife.27344. [Epub ahead of print]","Elife.  2017","PubMed","citation","PMID:28826480","pubmed","28826480","create date:2017/08/23 | first author:Pouyet F",
"Comparative Genomics of Bacillus amyloliquefaciens Strains Reveals a Core Genome with Traits for Habitat Adaptation and a Secondary Metabolites Rich Accessory Genome.","/pubmed/28824571","Belbahri L, Chenari Bouket A, Rekik I, Alenezi FN, Vallat A, Luptakova L, Petrovova E, Oszako T, Cherrad S, Vacher S, Rateb ME.","Front Microbiol. 2017 Aug 3;8:1438. doi: 10.3389/fmicb.2017.01438. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28824571 | PMCID:PMC5541019","pubmed","28824571","create date:2017/08/22 | first author:Belbahri L",
"Genomic, transcriptomic, and proteomic approaches towards understanding the molecular mechanisms of salt tolerance in Frankia strains isolated from Casuarina trees.","/pubmed/28821232","Oshone R, Ngom M, Chu F, Mansour S, Sy MO, Champion A, Tisa LS.","BMC Genomics. 2017 Aug 18;18(1):633. doi: 10.1186/s12864-017-4056-0.","BMC Genomics.  2017","PubMed","citation","PMID:28821232 | PMCID:PMC5563000","pubmed","28821232","create date:2017/08/20 | first author:Oshone R",
"Comprehensive proteome profiling in Aedes albopictus to decipher Wolbachia-arbovirus interference phenomenon.","/pubmed/28821226","Saucereau Y, Valiente Moro C, Dieryckx C, Dupuy JW, Tran FH, Girard V, Potier P, Mavingui P.","BMC Genomics. 2017 Aug 18;18(1):635. doi: 10.1186/s12864-017-3985-y.","BMC Genomics.  2017","PubMed","citation","PMID:28821226 | PMCID:PMC5563009","pubmed","28821226","create date:2017/08/20 | first author:Saucereau Y",
"Draft Genome Sequences of Two Gammaproteobacterial Methanotrophs Isolated from Rice Ecosystems.","/pubmed/28818885","Frindte K, Kalyuzhnaya MG, Bringel F, Dunfield PF, Jetten MSM, Khmelenina VN, Klotz MG, Murrell JC, Op den Camp HJM, Sakai Y, Semrau JD, Shapiro N, DiSpirito AA, Stein LY, Svenning MM, Trotsenko YA, Vuilleumier S, Woyke T, Knief C.","Genome Announc. 2017 Aug 17;5(33). pii: e00526-17. doi: 10.1128/genomeA.00526-17.","Genome Announc.  2017","PubMed","citation","PMID:28818885","pubmed","28818885","create date:2017/08/19 | first author:Frindte K",
"Tubulin acetylation accompanies autophagy development induced by different abiotic stimuli in Arabidopsis thaliana.","/pubmed/28816419","Olenieva V, Lytvyn D, Yemets A, Bergounioux C, Blume Y.","Cell Biol Int. 2017 Aug 17. doi: 10.1002/cbin.10843. [Epub ahead of print]","Cell Biol Int.  2017","PubMed","citation","PMID:28816419","pubmed","28816419","create date:2017/08/18 | first author:Olenieva V",
"A model-based approach to characterize individual inbreeding at both global and local genomic scales.","/pubmed/28815918","Druet T, Gautier M.","Mol Ecol. 2017 Aug 16. doi: 10.1111/mec.14324. [Epub ahead of print]","Mol Ecol.  2017","PubMed","citation","PMID:28815918","pubmed","28815918","create date:2017/08/18 | first author:Druet T",
"Pilot Study of Whole Blood MicroRNAs as Potential Tools for Diffuse Low-Grade Gliomas Detection.","/pubmed/28815332","Gozé C, Reynes C, Forestier L, Sabatier R, Duffau H.","Cell Mol Neurobiol. 2017 Aug 16. doi: 10.1007/s10571-017-0536-7. [Epub ahead of print]","Cell Mol Neurobiol.  2017","PubMed","citation","PMID:28815332","pubmed","28815332","create date:2017/08/18 | first author:Gozé C",
"Transcriptional analysis of abdominal fat in chickens divergently selected on bodyweight at two ages reveals novel mechanisms controlling adiposity: validating visceral adipose tissue as a dynamic endocrine and metabolic organ.","/pubmed/28814270","Resnyk CW, Carré W, Wang X, Porter TE, Simon J, Le Bihan-Duval E, Duclos MJ, Aggrey SE, Cogburn LA.","BMC Genomics. 2017 Aug 16;18(1):626. doi: 10.1186/s12864-017-4035-5.","BMC Genomics.  2017","PubMed","citation","PMID:28814270 | PMCID:PMC5559791","pubmed","28814270","create date:2017/08/18 | first author:Resnyk CW",
"Monitoring molecular response in adult t-cell leukemia by high-throughput sequencing analysis of HTLV-1 clonality.","/pubmed/28811663","Artesi M, Marçais A, Durkin K, Rosewick N, Hahaut V, Suarez F, Trinquand A, Lhermitte L, Asnafi V, Fenoel VA, Burny A, Georges M, Hermine O, Van den Broeke A.","Leukemia. 2017 Aug 16. doi: 10.1038/leu.2017.260. [Epub ahead of print]","Leukemia.  2017","PubMed","citation","PMID:28811663","pubmed","28811663","create date:2017/08/16 | first author:Artesi M",
"NADPH oxidases as drug targets and biomarkers in neurodegenerative diseases: What is the evidence?","/pubmed/28811143","Sorce S, Stocker R, Seredenina T, Holmdahl R, Aguzzi A, Chio A, Depaulis A, Heitz F, Olofsson P, Olsson T, Duveau V, Sanoudou D, Skosgater S, Vlahou A, Wasquel D, Krause KH, Jaquet V.","Free Radic Biol Med. 2017 Aug 12;112:387-396. doi: 10.1016/j.freeradbiomed.2017.08.006. [Epub ahead of print] Review.","Free Radic Biol Med.  2017","PubMed","citation","PMID:28811143","pubmed","28811143","create date:2017/08/16 | first author:Sorce S",
"Integrative Analysis Identifies Four Molecular and Clinical Subsets in Uveal Melanoma.","/pubmed/28810145","Robertson AG, Shih J, Yau C, Gibb EA, Oba J, Mungall KL, Hess JM, Uzunangelov V, Walter V, Danilova L, Lichtenberg TM, Kucherlapati M, Kimes PK, Tang M, Penson A, Babur O, Akbani R, Bristow CA, Hoadley KA, Iype L, Chang MT; TCGA Research Network., et al.","Cancer Cell. 2017 Aug 14;32(2):204-220.e15. doi: 10.1016/j.ccell.2017.07.003.","Cancer Cell.  2017","PubMed","citation","PMID:28810145","pubmed","28810145","create date:2017/08/16 | first author:Robertson AG",
"Response by Loupy et al to Letters Regarding Article, ""Gene Expression Profiling for the Identification and Classification of Antibody-Mediated Heart Rejection"".","/pubmed/28808152","Loupy A, Hidalgo L, Duong JP, Bruneval P, Jouven X, Halloran PF.","Circulation. 2017 Aug 15;136(7):698-699. doi: 10.1161/CIRCULATIONAHA.117.029146. No abstract available. ","Circulation.  2017","PubMed","citation","PMID:28808152","pubmed","28808152","create date:2017/08/16 | first author:Loupy A",
"Mutations in KEOPS-complex genes cause nephrotic syndrome with primary microcephaly.","/pubmed/28805828","Braun DA, Rao J, Mollet G, Schapiro D, Daugeron MC, Tan W, Gribouval O, Boyer O, Revy P, Jobst-Schwan T, Schmidt JM, Lawson JA, Schanze D, Ashraf S, Ullmann JFP, Hoogstraten CA, Boddaert N, Collinet B, Martin G, Liger D, Lovric S, Furlano M, et al.","Nat Genet. 2017 Aug 14. doi: 10.1038/ng.3933. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28805828","pubmed","28805828","create date:2017/08/15 | first author:Braun DA",
"Transcriptional Profiling of Midguts Prepared from Trypanosoma/T. congolense-Positive Glossina palpalis palpalis Collected from Two Distinct Cameroonian Foci: Coordinated Signatures of the Midguts' Remodeling As T. congolense-Supportive Niches.","/pubmed/28804485","Tsagmo Ngoune JM, Njiokou F, Loriod B, Kame-Ngasse G, Fernandez-Nunez N, Rioualen C, van Helden J, Geiger A.","Front Immunol. 2017 Jul 28;8:876. doi: 10.3389/fimmu.2017.00876. eCollection 2017.","Front Immunol.  2017","PubMed","citation","PMID:28804485 | PMCID:PMC5532377","pubmed","28804485","create date:2017/08/15 | first author:Tsagmo Ngoune JM",
"Comparative analysis of basidiomycete transcriptomes reveals a core set of expressed genes encoding plant biomass degrading enzymes.","/pubmed/28803908","Peng M, Aguilar-Pontes MV, Hainaut M, Henrissat B, Hildén K, Mäkelä MR, de Vries RP.","Fungal Genet Biol. 2017 Aug 10. pii: S1087-1845(17)30129-9. doi: 10.1016/j.fgb.2017.08.001. [Epub ahead of print]","Fungal Genet Biol.  2017","PubMed","citation","PMID:28803908","pubmed","28803908","create date:2017/08/15 | first author:Peng M",
"Genomics and Ecology of Novel N(2)O-Reducing Microorganisms.","/pubmed/28803698","Hallin S, Philippot L, Löffler FE, Sanford RA, Jones CM.","Trends Microbiol. 2017 Aug 10. pii: S0966-842X(17)30173-7. doi: 10.1016/j.tim.2017.07.003. [Epub ahead of print] Review.","Trends Microbiol.  2017","PubMed","citation","PMID:28803698","pubmed","28803698","create date:2017/08/15 | first author:Hallin S",
"Genetic Variants Related to Longer Telomere Length are Associated with Increased Risk of Renal Cell Carcinoma.","/pubmed/28797570","Machiela MJ, Hofmann JN, Carreras-Torres R, Brown KM, Johansson M, Wang Z, Foll M, Li P, Rothman N, Savage SA, Gaborieau V, McKay JD, Ye Y, Henrion M, Bruinsma F, Jordan S, Severi G, Hveem K, Vatten LJ, Fletcher T, Koppova K, Larsson SC, et al.","Eur Urol. 2017 Aug 7. pii: S0302-2838(17)30639-5. doi: 10.1016/j.eururo.2017.07.015. [Epub ahead of print]","Eur Urol.  2017","PubMed","citation","PMID:28797570","pubmed","28797570","create date:2017/08/12 | first author:Machiela MJ",
"Low renal but high extrarenal phenotype variability in Schimke immuno-osseous dysplasia.","/pubmed/28796785","Lipska-Ziętkiewicz BS, Gellermann J, Boyer O, Gribouval O, Ziętkiewicz S, Kari JA, Shalaby MA, Ozaltin F, Dusek J, Melk A, Bayazit AK, Massella L, Hyla-Klekot L, Habbig S, Godron A, Szczepańska M, Bieniaś B, Drożdż D, Odeh R, Jarmużek W, Zachwieja K, Trautmann A, et al.","PLoS One. 2017 Aug 10;12(8):e0180926. doi: 10.1371/journal.pone.0180926. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28796785","pubmed","28796785","create date:2017/08/11 | first author:Lipska-Ziętkiewicz BS",
"Future of Rare Diseases Research 2017-2027: an IRDiRC Perspective.","/pubmed/28796445","Austin CP, Cutillo CM, Lau LP, Jonker AH, Rath A, Julkowska D, Thomson D, Terry S, de Montleau B, Ardigò D, Hivert V, Boycott KM, Baynam G, Kaufmann P, Taruscio D, Lochmüller H, Suematsu M, Incerti C, Draghia-Akli R, Norstedt I, Wang L, Dawkins HJ; et al.","Clin Transl Sci. 2017 Aug 10. doi: 10.1111/cts.12500. [Epub ahead of print] Review.","Clin Transl Sci.  2017","PubMed","citation","PMID:28796445","pubmed","28796445","create date:2017/08/11 | first author:Austin CP",
"Progress in rare diseases research 2010-2016: an IRDiRC perspective.","/pubmed/28796411","Dawkins HJ, Draghia-Akli R, Lasko P, Lau LP, Jonker AH, Cutillo CM, Rath A, Boycott KM, Baynam G, Lochmüller H, Kaufmann P, Cam YL, Hivert V, Austin CP; International Rare Diseases Research Consortium (IRDiRC)..","Clin Transl Sci. 2017 Aug 10. doi: 10.1111/cts.12501. [Epub ahead of print] Review.","Clin Transl Sci.  2017","PubMed","citation","PMID:28796411","pubmed","28796411","create date:2017/08/11 | first author:Dawkins HJ",
"Systems and synthetic biology perspective of the versatile plant-pathogenic and polysaccharide-producing bacterium Xanthomonas campestris.","/pubmed/28795660","Schatschneider S, Schneider J, Blom J, Létisse F, Niehaus K, Goesmann A, Vorhölter FJ.","Microbiology. 2017 Aug;163(8):1117-1144. doi: 10.1099/mic.0.000473. Epub 2017 Aug 10.","Microbiology.  2017","PubMed","citation","PMID:28795660","pubmed","28795660","create date:2017/08/11 | first author:Schatschneider S",
"Lumican delays melanoma growth in mice and drives tumor molecular assembly as well as response to matrix-targeted TAX2 therapeutic peptide.","/pubmed/28794454","Jeanne A, Untereiner V, Perreau C, Proult I, Gobinet C, Boulagnon-Rombi C, Terryn C, Martiny L, Brézillon S, Dedieu S.","Sci Rep. 2017 Aug 9;7(1):7700. doi: 10.1038/s41598-017-07043-9.","Sci Rep.  2017","PubMed","citation","PMID:28794454 | PMCID:PMC5550434","pubmed","28794454","create date:2017/08/11 | first author:Jeanne A",
"Multi-scale tracking reveals scale-dependent chromatin dynamics after DNA damage.","/pubmed/28794266","Miné-Hattab J, Recamier V, Izeddin I, Rothstein R, Darzacq X.","Mol Biol Cell. 2017 Aug 9. pii: mbc.E17-05-0317. doi: 10.1091/mbc.E17-05-0317. [Epub ahead of print]","Mol Biol Cell.  2017","PubMed","citation","PMID:28794266","pubmed","28794266","create date:2017/08/11 | first author:Miné-Hattab J",
"Clinical and genetic characteristics of sporadic adult-onset degenerative ataxia.","/pubmed/28794257","Giordano I, Harmuth F, Jacobi H, Paap B, Vielhaber S, Machts J, Schöls L, Synofzik M, Sturm M, Tallaksen C, Wedding IM, Boesch S, Eigentler A, van de Warrenburg B, van Gaalen J, Kamm C, Dudesek A, Kang JS, Timmann D, Silvestri G, Masciullo M, Klopstock T, et al.","Neurology. 2017 Aug 9. pii: 10.1212/WNL.0000000000004311. doi: 10.1212/WNL.0000000000004311. [Epub ahead of print]","Neurology.  2017","PubMed","citation","PMID:28794257","pubmed","28794257","create date:2017/08/11 | first author:Giordano I",
"Transmission of Type 2 diabetes to sons and daughters: the D.E.S.I.R. cohort.","/pubmed/28792638","Balkau B, Roussel R, Wagner S, Tichet J, Froguel P, Fagherazzi G, Bonnet F; D.E.S.I.R. Study Group..","Diabet Med. 2017 Aug 9. doi: 10.1111/dme.13446. [Epub ahead of print]","Diabet Med.  2017","PubMed","citation","PMID:28792638","pubmed","28792638","create date:2017/08/10 | first author:Balkau B",
"Is TFIIH the new Achilles heel of cancer cells?","/pubmed/28792271","Berico P, Coin F.","Transcription. 2017 Aug 9:0. doi: 10.1080/21541264.2017.1331723. [Epub ahead of print]","Transcription.  2017","PubMed","citation","PMID:28792271","pubmed","28792271","create date:2017/08/10 | first author:Berico P",
"Role of the GRAS transcription factor ATA/RAM1 in the transcriptional reprogramming of arbuscular mycorrhiza in Petunia hybrida.","/pubmed/28789611","Rich MK, Courty PE, Roux C, Reinhardt D.","BMC Genomics. 2017 Aug 8;18(1):589. doi: 10.1186/s12864-017-3988-8.","BMC Genomics.  2017","PubMed","citation","PMID:28789611 | PMCID:PMC5549340","pubmed","28789611","create date:2017/08/10 | first author:Rich MK",
"Plant Phenomics, From Sensors to Knowledge.","/pubmed/28787611","Tardieu F, Cabrera-Bosquet L, Pridmore T, Bennett M.","Curr Biol. 2017 Aug 7;27(15):R770-R783. doi: 10.1016/j.cub.2017.05.055. Review.","Curr Biol.  2017","PubMed","citation","PMID:28787611","pubmed","28787611","create date:2017/08/09 | first author:Tardieu F",
"Efficient and secure outsourcing of genomic data storage.","/pubmed/28786363","Sousa JS, Lefebvre C, Huang Z, Raisaro JL, Aguilar-Melchor C, Killijian MO, Hubaux JP.","BMC Med Genomics. 2017 Jul 26;10(Suppl 2):46. doi: 10.1186/s12920-017-0275-0.","BMC Med Genomics.  2017","PubMed","citation","PMID:28786363 | PMCID:PMC5547444","pubmed","28786363","create date:2017/08/09 | first author:Sousa JS",
"Interpreting the genomic landscape of speciation: a road map for finding barriers to gene flow.","/pubmed/28786193","Ravinet M, Faria R, Butlin RK, Galindo J, Bierne N, Rafajlović M, Noor MAF, Mehlig B, Westram AM.","J Evol Biol. 2017 Aug;30(8):1450-1477. doi: 10.1111/jeb.13047. Review.","J Evol Biol.  2017","PubMed","citation","PMID:28786193","pubmed","28786193","create date:2017/08/09 | first author:Ravinet M",
"Microglia Responses in Acute and Chronic Neurological Diseases: What Microglia-Specific Transcriptomic Studies Taught (and did Not Teach) Us.","/pubmed/28785215","E Hirbec H, Noristani HN, Perrin FE.","Front Aging Neurosci. 2017 Jul 21;9:227. doi: 10.3389/fnagi.2017.00227. eCollection 2017. Review.","Front Aging Neurosci.  2017","PubMed","citation","PMID:28785215 | PMCID:PMC5519576","pubmed","28785215","create date:2017/08/09 | first author:E Hirbec H",
"JAM-A overexpression is related to disease progression in diffuse large B-cell lymphoma and downregulated by lenalidomide.","/pubmed/28785100","Xu PP, Sun YF, Fang Y, Song Q, Yan ZX, Chen Y, Jiang XF, Fei XC, Zhao Y, Leboeuf C, Li B, Wang CF, Janin A, Wang L, Zhao WL.","Sci Rep. 2017 Aug 7;7(1):7433. doi: 10.1038/s41598-017-07964-5.","Sci Rep.  2017","PubMed","citation","PMID:28785100 | PMCID:PMC5547054","pubmed","28785100","create date:2017/08/09 | first author:Xu PP",
"A myovirus encoding both photosystem I and II proteins enhances cyclic electron flow in infected Prochlorococcus cells.","/pubmed/28785078","Fridman S, Flores-Uribe J, Larom S, Alalouf O, Liran O, Yacoby I, Salama F, Bailleul B, Rappaport F, Ziv T, Sharon I, Cornejo-Castillo FM, Philosof A, Dupont CL, Sánchez P, Acinas SG, Rohwer FL, Lindell D, Béjà O.","Nat Microbiol. 2017 Aug 7. doi: 10.1038/s41564-017-0002-9. [Epub ahead of print]","Nat Microbiol.  2017","PubMed","citation","PMID:28785078","pubmed","28785078","create date:2017/08/09 | first author:Fridman S",
"Transcriptome-Wide Analysis Identifies Novel Associations With Blood Pressure.","/pubmed/28784648","Zeller T, Schurmann C, Schramm K, Müller C, Kwon S, Wild PS, Teumer A, Herrington D, Schillert A, Iacoviello L, Kratzer A, Jagodzinski A, Karakas M, Ding J, Neumann JT, Kuulasmaa K, Gieger C, Kacprowski T, Schnabel RB, Roden M, Wahl S, Rotter JI, et al.","Hypertension. 2017 Aug 7. pii: HYPERTENSIONAHA.117.09458. doi: 10.1161/HYPERTENSIONAHA.117.09458. [Epub ahead of print]","Hypertension.  2017","PubMed","citation","PMID:28784648","pubmed","28784648","create date:2017/08/09 | first author:Zeller T",
"Natural killer cell-mediated inflammation resolution is disabled in severe asthma.","/pubmed/28783702","Duvall MG, Barnig C, Cernadas M, Ricklefs I, Krishnamoorthy N, Grossman NL, Bhakta NR, Fahy JV, Bleecker ER, Castro M, Erzurum SC, Gaston BM, Jarjour NN, Mauger DT, Wenzel SE, Comhair SA, Coverstone AM, Fajt ML, Hastie AT, Johansson MW, Peters MC, Phillips BR, et al.","Sci Immunol. 2017 Mar 10;2(9). pii: eaam5446. doi: 10.1126/sciimmunol.aam5446.","Sci Immunol.  2017","PubMed","citation","PMID:28783702 | PMCID:PMC5561743","pubmed","28783702","create date:2017/08/08 | first author:Duvall MG",
"Glucocorticoid receptor action in metabolic and neuronal function.","/pubmed/28781762","Garabedian MJ, Harris CA, Jeanneteau F.","F1000Res. 2017 Jul 24;6:1208. doi: 10.12688/f1000research.11375.1. eCollection 2017. Review.","F1000Res.  2017","PubMed","citation","PMID:28781762 | PMCID:PMC5531160","pubmed","28781762","create date:2017/08/07 | first author:Garabedian MJ",
"Recent advances in understanding Listeria monocytogenes infection: the importance of subcellular and physiological context.","/pubmed/28781746","David DJV, Cossart P.","F1000Res. 2017 Jul 13;6. pii: F1000 Faculty Rev-1126. doi: 10.12688/f1000research.11363.1. eCollection 2017. Review.","F1000Res.  2017","PubMed","citation","PMID:28781746 | PMCID:PMC5516218","pubmed","28781746","create date:2017/08/07 | first author:David DJV",
"The invasome of Salmonella Dublin as revealed by whole genome sequencing.","/pubmed/28778189","Mohammed M, Le Hello S, Leekitcharoenphon P, Hendriksen R.","BMC Infect Dis. 2017 Aug 4;17(1):544. doi: 10.1186/s12879-017-2628-x.","BMC Infect Dis.  2017","PubMed","citation","PMID:28778189 | PMCID:PMC5544996","pubmed","28778189","create date:2017/08/06 | first author:Mohammed M",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"De Novo Mutations in YWHAG Cause Early-Onset Epilepsy.","/pubmed/28777935","Guella I, McKenzie MB, Evans DM, Buerki SE, Toyota EB, Van Allen MI; Epilepsy Genomics Study., Suri M, Elmslie F; Deciphering Developmental Disorders Study., Simon MEH, van Gassen KLI, Héron D, Keren B, Nava C, Connolly MB, Demos M, Farrer MJ.","Am J Hum Genet. 2017 Aug 3;101(2):300-310. doi: 10.1016/j.ajhg.2017.07.004.","Am J Hum Genet.  2017","PubMed","citation","PMID:28777935 | PMCID:PMC5544417","pubmed","28777935","create date:2017/08/05 | first author:Guella I",
"Heterozygous De Novo UBTF Gain-of-Function Variant Is Associated with Neurodegeneration in Childhood.","/pubmed/28777933","Edvardson S, Nicolae CM, Agrawal PB, Mignot C, Payne K, Prasad AN, Prasad C, Sadler L, Nava C, Mullen TE, Begtrup A, Baskin B, Powis Z, Shaag A, Keren B, Moldovan GL, Elpeleg O.","Am J Hum Genet. 2017 Aug 3;101(2):267-273. doi: 10.1016/j.ajhg.2017.07.002.","Am J Hum Genet.  2017","PubMed","citation","PMID:28777933 | PMCID:PMC5544390","pubmed","28777933","create date:2017/08/05 | first author:Edvardson S",
"Biallelic Mutations in MRPS34 Lead to Instability of the Small Mitoribosomal Subunit and Leigh Syndrome.","/pubmed/28777931","Lake NJ, Webb BD, Stroud DA, Richman TR, Ruzzenente B, Compton AG, Mountford HS, Pulman J, Zangarelli C, Rio M, Bodaert N, Assouline Z, Sherpa MD, Schadt EE, Houten SM, Byrnes J, McCormick EM, Zolkipli-Cunningham Z, Haude K, Zhang Z, Retterer K, Bai R, et al.","Am J Hum Genet. 2017 Aug 3;101(2):239-254. doi: 10.1016/j.ajhg.2017.07.005.","Am J Hum Genet.  2017","PubMed","citation","PMID:28777931 | PMCID:PMC5544391","pubmed","28777931","create date:2017/08/05 | first author:Lake NJ",
"Identification of STAC3 variants in non-Native American families with overlapping features of Carey-Fineman-Ziter syndrome and Moebius syndrome.","/pubmed/28777491","Telegrafi A, Webb BD, Robbins SM, Speck-Martins CE, FitzPatrick D, Fleming L, Redett R, Dufke A, Houge G, van Harssel JJT, Verloes A, Robles A, Manoli I, Engle EC; Moebius Syndrome Research Consortium., Jabs EW, Valle D, Carey J, Hoover-Fong JE, Sobreira NLM.","Am J Med Genet A. 2017 Aug 4. doi: 10.1002/ajmg.a.38375. [Epub ahead of print]","Am J Med Genet A.  2017","PubMed","citation","PMID:28777491","pubmed","28777491","create date:2017/08/05 | first author:Telegrafi A",
