Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"microRNA dysregulation in polyglutamine toxicity of TATA-box binding protein is mediated through STAT1 in mouse neuronal cells.","/pubmed/28774347","Roshan R, Choudhary A, Bhambri A, Bakshi B, Ghosh T, Pillai B.","J Neuroinflammation. 2017 Aug 3;14(1):155. doi: 10.1186/s12974-017-0925-3.","J Neuroinflammation.  2017","PubMed","citation","PMID:28774347 | PMCID:PMC5543588","pubmed","28774347","create date:2017/08/05 | first author:Roshan R",
"Curcumin primed exosomes reverses LPS-induced pro-inflammatory gene expression in buffalo granulosa cells.","/pubmed/28771796","Vashisht M, Rani P, Dahiya S, Kumar Onteru S, Singh D.","J Cell Biochem. 2017 Aug 3. doi: 10.1002/jcb.26309. [Epub ahead of print]","J Cell Biochem.  2017","PubMed","citation","PMID:28771796","pubmed","28771796","create date:2017/08/05 | first author:Vashisht M",
"Unraveling the Microbial Interactions and Metabolic Potentials in Pre- and Post-treated Sludge from a Wastewater Treatment Plant Using Metagenomic Studies.","/pubmed/28769920","Sidhu C, Vikram S, Pinnaka AK.","Front Microbiol. 2017 Jul 19;8:1382. doi: 10.3389/fmicb.2017.01382. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28769920 | PMCID:PMC5515832","pubmed","28769920","create date:2017/08/05 | first author:Sidhu C",
"T2DiACoD: A Gene Atlas of Type 2 Diabetes Mellitus Associated Complex Disorders.","/pubmed/28761062","Rani J, Mittal I, Pramanik A, Singh N, Dube N, Sharma S, Puniya BL, Raghunandanan MV, Mobeen A, Ramachandran S.","Sci Rep. 2017 Jul 31;7(1):6892. doi: 10.1038/s41598-017-07238-0.","Sci Rep.  2017","PubMed","citation","PMID:28761062 | PMCID:PMC5537262","pubmed","28761062","create date:2017/08/02 | first author:Rani J",
"Human leukocyte antigen A, B and Hepatitis B infection outcome: A meta-analysis.","/pubmed/28757339","Seshasubramanian V, Soundararajan G, Ramasamy P.","Infect Genet Evol. 2017 Jul 27. pii: S1567-1348(17)30256-3. doi: 10.1016/j.meegid.2017.07.027. [Epub ahead of print]","Infect Genet Evol.  2017","PubMed","citation","PMID:28757339","pubmed","28757339","create date:2017/08/02 | first author:Seshasubramanian V",
"An in silico strategy for identification of novel drug targets against Plasmodium falciparum.","/pubmed/28755265","Rout S, Patra NP, Mahapatra RK.","Parasitol Res. 2017 Jul 28. doi: 10.1007/s00436-017-5563-2. [Epub ahead of print]","Parasitol Res.  2017","PubMed","citation","PMID:28755265","pubmed","28755265","create date:2017/07/30 | first author:Rout S",
"A Multiple QTL-Seq Strategy Delineates Potential Genomic Loci Governing Flowering Time in Chickpea.","/pubmed/28751895","Srivastava R, Upadhyaya HD, Kumar R, Daware A, Basu U, Shimray PW, Tripathi S, Bharadwaj C, Tyagi AK, Parida SK.","Front Plant Sci. 2017 Jul 11;8:1105. doi: 10.3389/fpls.2017.01105. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28751895 | PMCID:PMC5508101","pubmed","28751895","create date:2017/07/29 | first author:Srivastava R",
"iNICU - Integrated Neonatal Care Unit: Capturing Neonatal Journey in an Intelligent Data Way.","/pubmed/28748430","Singh H, Yadav G, Mallaiah R, Joshi P, Joshi V, Kaur R, Bansal S, Brahmachari SK.","J Med Syst. 2017 Aug;41(8):132. doi: 10.1007/s10916-017-0774-8. Epub 2017 Jul 26.","J Med Syst.  2017","PubMed","citation","PMID:28748430 | PMCID:PMC5529490","pubmed","28748430","create date:2017/07/28 | first author:Singh H",
"Reproductive performance of genetically engineered mice housed in different housing systems.","/pubmed/28747970","Yadav S, Yadav I, Pratap K, Tiwari PK, Singh VP.","Lab Anim Res. 2017 Jun;33(2):68-75. doi: 10.5625/lar.2017.33.2.68. Epub 2017 Jun 30.","Lab Anim Res.  2017","PubMed","citation","PMID:28747970 | PMCID:PMC5527149","pubmed","28747970","create date:2017/07/28 | first author:Yadav S",
"Ultrasensitive transglutaminase based nanosensor for early detection of celiac disease in human.","/pubmed/28739407","Gupta S, Kaushal A, Kumar A, Kumar D.","Int J Biol Macromol. 2017 Jul 21. pii: S0141-8130(17)31850-0. doi: 10.1016/j.ijbiomac.2017.07.126. [Epub ahead of print]","Int J Biol Macromol.  2017","PubMed","citation","PMID:28739407","pubmed","28739407","create date:2017/07/26 | first author:Gupta S",
"Genetic association of pro-inflammatory cytokine gene polymorphisms with coronary artery disease (CAD) in a North Indian population.","/pubmed/28739396","Mastana S, Prakash S, Akam EC, Kirby M, Lindley MR, Sinha N, Agrawal S.","Gene. 2017 Jul 21. pii: S0378-1119(17)30574-7. doi: 10.1016/j.gene.2017.07.050. [Epub ahead of print]","Gene.  2017","PubMed","citation","PMID:28739396","pubmed","28739396","create date:2017/07/26 | first author:Mastana S",
"Anion-selective Formate/nitrite transporters: taxonomic distribution, phylogenetic analysis and subfamily-specific conservation pattern in prokaryotes.","/pubmed/28738779","Mukherjee M, Vajpai M, Sankararamakrishnan R.","BMC Genomics. 2017 Jul 24;18(1):560. doi: 10.1186/s12864-017-3947-4.","BMC Genomics.  2017","PubMed","citation","PMID:28738779 | PMCID:PMC5525234","pubmed","28738779","create date:2017/07/26 | first author:Mukherjee M",
"Chloroplast Genome Sequence Annotation of <i>Dendrobium nobile</i> (Asparagales: Orchidaceae), an Endangered Medicinal Orchid from Northeast India.","/pubmed/28736679","Biswal D, Konhar R, Debnath M, Parameswaran S, Sundar D, Tandon P.","PLoS Curr. 2017 May 19;9. pii: ecurrents.tol.cf1709613759c2223eb582c0fa694cc7. doi: 10.1371/currents.tol.cf1709613759c2223eb582c0fa694cc7.","PLoS Curr.  2017","PubMed","citation","PMID:28736679 | PMCID:PMC5501700","pubmed","28736679","create date:2017/07/25 | first author:Biswal D",
"Sequencing of FIC1, BSEP and MDR3 in a large cohort of patients with cholestasis revealed a high number of different genetic variants.","/pubmed/28733223","Dröge C, Bonus M, Baumann U, Klindt C, Lainka E, Kathemann S, Brinkert F, Grabhorn E, Pfister ED, Wenning D, Fichtner A, Gotthardt DN, Weiss KH, McKiernan P, Puri RD, Verma IC, Kluge S, Gohlke H, Schmitt L, Kubitz R, Häussinger D, Keitel V.","J Hepatol. 2017 Jul 19. pii: S0168-8278(17)32147-5. doi: 10.1016/j.jhep.2017.07.004. [Epub ahead of print]","J Hepatol.  2017","PubMed","citation","PMID:28733223","pubmed","28733223","create date:2017/07/25 | first author:Dröge C",
"A computational protocol for the discovery of lead molecules targeting DNA unique to pathogens.","/pubmed/28733089","Mishra A, Pant P, Mrinal N, Jayaram B.","Methods. 2017 Jul 19. pii: S1046-2023(17)30060-9. doi: 10.1016/j.ymeth.2017.07.017. [Epub ahead of print]","Methods.  2017","PubMed","citation","PMID:28733089","pubmed","28733089","create date:2017/07/25 | first author:Mishra A",
"SSR marker variations in Brassica species provide insight into the origin and evolution of Brassica amphidiploids.","/pubmed/28729817","Thakur AK, Singh KH, Singh L, Nanjundan J, Khan YJ, Singh D.","Hereditas. 2017 Jul 18;155:6. doi: 10.1186/s41065-017-0041-5. eCollection 2018.","Hereditas.  2018","PubMed","citation","PMID:28729817 | PMCID:PMC5516320","pubmed","28729817","create date:2017/07/22 | first author:Thakur AK",
"High proportion of modern genotypes of M. tuberculosis and their affinity with drug resistance in northern region of India.","/pubmed/28729202","Dhatwalia SK, Yadav R, Behera D, Kaur H, Kumar M, Sethi S.","J Glob Antimicrob Resist. 2017 Jul 17;10:84-87. doi: 10.1016/j.jgar.2017.04.010. [Epub ahead of print]","J Glob Antimicrob Resist.  2017","PubMed","citation","PMID:28729202","pubmed","28729202","create date:2017/07/22 | first author:Dhatwalia SK",
"Confounding by Single Nucleotide Polymorphism rs117648444 (P70S) Affects the Association of Interferon Lambda Locus Variants with Response to Interferon-α-Ribavirin Therapy in Patients with Chronic Genotype 3 Hepatitis C Virus Infection.","/pubmed/28727946","Bhushan A, Ghosh S, Bhattacharjee S, Chinnaswamy S.","J Interferon Cytokine Res. 2017 Aug;37(8):369-382. doi: 10.1089/jir.2017.0002. Epub 2017 Jul 20.","J Interferon Cytokine Res.  2017","PubMed","citation","PMID:28727946","pubmed","28727946","create date:2017/07/21 | first author:Bhushan A",
"Isolation and in vitro evaluation of bacteriophages against MDR-bacterial isolates from septic wound infections.","/pubmed/28719657","Pallavali RR, Degati VL, Lomada D, Reddy MC, Durbaka VRP.","PLoS One. 2017 Jul 18;12(7):e0179245. doi: 10.1371/journal.pone.0179245. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28719657 | PMCID:PMC5515400","pubmed","28719657","create date:2017/07/19 | first author:Pallavali RR",
"Coxiellosis in domestic livestock of Puducherry and Tamil Nadu: Detection of Coxiella burnetii DNA by polymerase chain reaction in slaughtered ruminants.","/pubmed/28717320","Pradeep J, Stephen S, Pooja P, Akshayavardhini A, Sangeetha B, Antony PX.","Vet World. 2017 Jun;10(6):667-671. doi: 10.14202/vetworld.2017.667-671. Epub 2017 Jun 19.","Vet World.  2017","PubMed","citation","PMID:28717320 | PMCID:PMC5499085","pubmed","28717320","create date:2017/07/19 | first author:Pradeep J",
"Epigenetic suppression of human telomerase (hTERT) is mediated by the metastasis suppressor NME2 in a G-quadruplex dependent fashion.","/pubmed/28717007","Saha D, Singh A, Hussain T, Srivastava V, Sengupta S, Kar A, Dhapola P, Dhople V, Ummani R, Chowdhury S.","J Biol Chem. 2017 Jul 17. pii: jbc.M117.792077. doi: 10.1074/jbc.M117.792077. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28717007","pubmed","28717007","create date:2017/07/19 | first author:Saha D",
"Single-step blood direct PCR: A robust and rapid method to diagnose triplet repeat disorders.","/pubmed/28716278","Singh I, Swarup V, Shakya S, Goyal V, Faruq M, Srivastava AK.","J Neurol Sci. 2017 Aug 15;379:49-54. doi: 10.1016/j.jns.2017.05.042. Epub 2017 May 22.","J Neurol Sci.  2017","PubMed","citation","PMID:28716278","pubmed","28716278","create date:2017/07/19 | first author:Singh I",
"Mosquito-Borne Diseases and Omics: Tissue-Restricted Expression and Alternative Splicing Revealed by Transcriptome Profiling of Anopheles stephensi.","/pubmed/28708456","Sreenivasamurthy SK, Madugundu AK, Patil AH, Dey G, Mohanty AK, Kumar M, Patel K, Wang C, Kumar A, Pandey A, Prasad TSK.","OMICS. 2017 Aug;21(8):488-497. doi: 10.1089/omi.2017.0073. Epub 2017 Jul 14.","OMICS.  2017","PubMed","citation","PMID:28708456","pubmed","28708456","create date:2017/07/15 | first author:Sreenivasamurthy SK",
"Alarming emergence, molecular characterization, and outcome of blaNDM-1 in patients infected with multidrug-resistant Gram-negative bacilli in a tertiary care hospital.","/pubmed/28706386","Naim H, Rizvi M, Azam M, Gupta R, Taneja N, Shukla I, Khan HM.","J Lab Physicians. 2017 Jul-Sep;9(3):170-176. doi: 10.4103/0974-2727.208264.","J Lab Physicians.  2017","PubMed","citation","PMID:28706386 | PMCID:PMC5496294","pubmed","28706386","create date:2017/07/15 | first author:Naim H",
"Structural switch from a multistranded G-quadruplex to single strands as a consequence of point mutation in the promoter of the human GRIN1 gene.","/pubmed/28702665","Chaudhary S, Kaushik M, Kukreti R, Kukreti S.","Mol Biosyst. 2017 Jul 12. doi: 10.1039/c7mb00360a. [Epub ahead of print]","Mol Biosyst.  2017","PubMed","citation","PMID:28702665","pubmed","28702665","create date:2017/07/14 | first author:Chaudhary S",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Whole genome sequencing and annotation of halophilic Salinicoccus sp. BAB 3246 isolated from the coastal region of Gujarat.","/pubmed/28702355","Mevada V, Patel S, Pandya J, Joshi H, Patel R.","Genom Data. 2017 Jun 21;13:30-34. doi: 10.1016/j.gdata.2017.06.006. eCollection 2017 Sep.","Genom Data.  2017","PubMed","citation","PMID:28702355 | PMCID:PMC5485554","pubmed","28702355","create date:2017/07/14 | first author:Mevada V",
"Do we really need to differentiate mesenchymal stem cells into insulin-producing cells for attenuation of the autoimmune responses in type 1 diabetes: immunoprophylactic effects of precursors to insulin-producing cells.","/pubmed/28701182","Sharma A, Rani R.","Stem Cell Res Ther. 2017 Jul 12;8(1):167. doi: 10.1186/s13287-017-0615-1.","Stem Cell Res Ther.  2017","PubMed","citation","PMID:28701182 | PMCID:PMC5508489","pubmed","28701182","create date:2017/07/14 | first author:Sharma A",
"Acetamide Derivatives of Chromen-2-ones as Potent Cholinesterase Inhibitors.","/pubmed/28699213","Prasad S, Kumar B, Kumar S, Chand K, Kamble SS, Gautam HK, Sharma SK.","Arch Pharm (Weinheim). 2017 Aug;350(8). doi: 10.1002/ardp.201700076. Epub 2017 Jul 12.","Arch Pharm (Weinheim).  2017","PubMed","citation","PMID:28699213","pubmed","28699213","create date:2017/07/13 | first author:Prasad S",
"A Report on Ten Asia Pacific Countries on Current Status and Future Directions of the Genetic Counseling Profession: The Establishment of the Professional Society of Genetic Counselors in Asia.","/pubmed/28699126","Laurino MY, Leppig KA, Abad PJ, Cham B, Chu YWY, Kejriwal S, Lee JMH, Sternen DL, Thompson JK, Burgess MJ, Chien S, Elackatt N, Lim JY, Sura T, Faradz S, Padilla C, Paz ECD, Nauphar D, Nguyen KN, Zayts O, Vu DC, Thong MK.","J Genet Couns. 2017 Jul 11. doi: 10.1007/s10897-017-0115-6. [Epub ahead of print]","J Genet Couns.  2017","PubMed","citation","PMID:28699126","pubmed","28699126","create date:2017/07/13 | first author:Laurino MY",
"Transcriptome and metabolite analyses in Azadirachta indica: identification of genes involved in biosynthesis of bioactive triterpenoids.","/pubmed/28698613","Bhambhani S, Lakhwani D, Gupta P, Pandey A, Dhar YV, Kumar Bag S, Asif MH, Kumar Trivedi P.","Sci Rep. 2017 Jul 11;7(1):5043. doi: 10.1038/s41598-017-05291-3.","Sci Rep.  2017","PubMed","citation","PMID:28698613 | PMCID:PMC5505991","pubmed","28698613","create date:2017/07/13 | first author:Bhambhani S",
"Comment on ""DNA Repair Interacts with Autophagy To Regulate Inflammatory Responses to Pulmonary Hyperoxia"".","/pubmed/28696326","Mabalirajan U, Vijayakumar VE.","J Immunol. 2017 Jul 15;199(2):381. doi: 10.4049/jimmunol.1700591. No abstract available. ","J Immunol.  2017","PubMed","citation","PMID:28696326","pubmed","28696326","create date:2017/07/12 | first author:Mabalirajan U",
"Role of purified β-1, 3 glucan binding protein (β-GBP) from Paratelphusa hydrodromus and their anti-inflammatory, antioxidant and antibiofilm properties.","/pubmed/28684323","Iswarya A, Anjugam M, Vaseeharan B.","Fish Shellfish Immunol. 2017 Jul 3;68:54-64. doi: 10.1016/j.fsi.2017.07.007. [Epub ahead of print]","Fish Shellfish Immunol.  2017","PubMed","citation","PMID:28684323","pubmed","28684323","create date:2017/07/08 | first author:Iswarya A",
"RNA-Seq analysis of peripheral blood mononuclear cells reveals unique transcriptional signatures associated with disease progression in dengue patients.","/pubmed/28683259","Banerjee A, Shukla S, Pandey AD, Goswami S, Bandyopadhyay B, Ramachandran V, Das S, Malhotra A, Agarwal A, Adhikari S, Rahman M, Chatterjee S, Bhattacharya N, Basu N, Pandey P, Sood V, Vrati S.","Transl Res. 2017 Aug;186:62-78.e9. doi: 10.1016/j.trsl.2017.06.007. Epub 2017 Jun 17.","Transl Res.  2017","PubMed","citation","PMID:28683259","pubmed","28683259","create date:2017/07/07 | first author:Banerjee A",
"Molecular biology of Group A Streptococcus and its implications in vaccine strategies.","/pubmed/28681803","Brahmadathan NK.","Indian J Med Microbiol. 2017 Apr-Jun;35(2):176-183. doi: 10.4103/ijmm.IJMM_17_16. Review.","Indian J Med Microbiol.  2017","PubMed","citation","PMID:28681803","pubmed","28681803","create date:2017/07/07 | first author:Brahmadathan NK",
"Profiling conserved biological pathways in Autosomal Dominant Polycystic Kidney Disorder (ADPKD) to elucidate key transcriptomic alterations regulating cystogenesis: A cross-species meta-analysis approach.","/pubmed/28676447","Chatterjee S, Verma SP, Pandey P.","Gene. 2017 Sep 5;627:434-450. doi: 10.1016/j.gene.2017.06.059. Epub 2017 Jul 1. Review.","Gene.  2017","PubMed","citation","PMID:28676447","pubmed","28676447","create date:2017/07/06 | first author:Chatterjee S",
"Increased oxidative stress and depleted antioxidant capacity in chronic obstructive pulmonary disease: Searching for applications.","/pubmed/28671159","Agrawal A.","Lung India. 2017 Jul-Aug;34(4):309-310. doi: 10.4103/lungindia.lungindia_223_17. No abstract available. ","Lung India.  2017","PubMed","citation","PMID:28671159 | PMCID:PMC5504885","pubmed","28671159","create date:2017/07/04 | first author:Agrawal A",
