Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The importance of conserved amino acids in heme-based globin-coupled diguanylate cyclases.","/pubmed/28792538","Wan X, Saito JA, Newhouse JS, Hou S, Alam M.","PLoS One. 2017 Aug 8;12(8):e0182782. doi: 10.1371/journal.pone.0182782. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28792538 | PMCID:PMC5549716","pubmed","28792538","create date:2017/08/10 | first author:Wan X",
"Metabolomics and Proteomics of Brassica napus Guard Cells in Response to Low CO(2).","/pubmed/28791296","Geng S, Yu B, Zhu N, Dufresne C, Chen S.","Front Mol Biosci. 2017 Jul 25;4:51. doi: 10.3389/fmolb.2017.00051. eCollection 2017.","Front Mol Biosci.  2017","PubMed","citation","PMID:28791296 | PMCID:PMC5525006","pubmed","28791296","create date:2017/08/10 | first author:Geng S",
"Avibactam restores the susceptibility of aztreonam against clinical isolates of Stenotrophomonas maltophilia.","/pubmed/28784669","Mojica MF, Papp-Wallace KM, Taracila MA, Barnes MD, Rutter JD, Jacobs MR, LiPuma JJ, Walsh T, Vila AJ, Bonomo RA.","Antimicrob Agents Chemother. 2017 Aug 7. pii: AAC.00777-17. doi: 10.1128/AAC.00777-17. [Epub ahead of print]","Antimicrob Agents Chemother.  2017","PubMed","citation","PMID:28784669","pubmed","28784669","create date:2017/08/09 | first author:Mojica MF",
"Identification of unique B virus (Macacine Herpesvirus 1) epitopes of zoonotic and macaque isolates using monoclonal antibodies.","/pubmed/28783746","Katz D, Shi W, Gowda MS, Vasireddi M, Patrusheva I, Seoh HK, Filfili CN, Wildes MJ, Oh J, Hilliard JK.","PLoS One. 2017 Aug 4;12(8):e0182355. doi: 10.1371/journal.pone.0182355. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28783746 | PMCID:PMC5544422","pubmed","28783746","create date:2017/08/08 | first author:Katz D",
"A Classification Model to Predict the Rate of Decline of Kidney Function.","/pubmed/28770199","Subasi E, Subasi MM, Hammer PL, Roboz J, Anbalagan V, Lipkowitz MS.","Front Med (Lausanne). 2017 Jul 19;4:97. doi: 10.3389/fmed.2017.00097. eCollection 2017.","Front Med (Lausanne).  2017","PubMed","citation","PMID:28770199 | PMCID:PMC5516355","pubmed","28770199","create date:2017/08/05 | first author:Subasi E",
"Neoadjuvant Therapy for Esophageal Adenocarcinoma in the Community Setting-Practice and Outcomes.","/pubmed/28770168","Abdo J, Bertellotti CA, Cornell DL, Agrawal DK, Mittal SK.","Front Oncol. 2017 Jul 18;7:151. doi: 10.3389/fonc.2017.00151. eCollection 2017.","Front Oncol.  2017","PubMed","citation","PMID:28770168 | PMCID:PMC5513914","pubmed","28770168","create date:2017/08/05 | first author:Abdo J",
"A Multidimensional B-Spline Correction for Accurate Modeling Sugar Puckering in QM/MM Simulations.","/pubmed/28768099","Huang M, Dissanayake T, Kuechler E, Radak BK, Lee TS, Giese TJ, York DM.","J Chem Theory Comput. 2017 Aug 17. doi: 10.1021/acs.jctc.7b00161. [Epub ahead of print]","J Chem Theory Comput.  2017","PubMed","citation","PMID:28768099","pubmed","28768099","create date:2017/08/03 | first author:Huang M",
"Advances in microscale separations towards nanoproteomics applications.","/pubmed/28765000","Yi L, Piehowski PD, Shi T, Smith RD, Qian WJ.","J Chromatogr A. 2017 Jul 21. pii: S0021-9673(17)31056-7. doi: 10.1016/j.chroma.2017.07.055. [Epub ahead of print] Review.","J Chromatogr A.  2017","PubMed","citation","PMID:28765000","pubmed","28765000","create date:2017/08/03 | first author:Yi L",
"Model for the Functional Active State of the TS Ribozyme from Molecular Simulation.","/pubmed/28763583","Gaines CS, York DM.","Angew Chem Int Ed Engl. 2017 Aug 1. doi: 10.1002/anie.201705608. [Epub ahead of print]","Angew Chem Int Ed Engl.  2017","PubMed","citation","PMID:28763583","pubmed","28763583","create date:2017/08/02 | first author:Gaines CS",
"Quantification of Sulfotransferase 1A Isoforms in Human Tissue Fractions and Cell Lines by Multiple Reaction Monitoring Mass Spectrometry.","/pubmed/28762319","Yoshitake S, McKay-Daily M, Tanaka M, Huang Z.","Drug Metab Lett. 2017 Jul 31. doi: 10.2174/1872312811666170731170153. [Epub ahead of print]","Drug Metab Lett.  2017","PubMed","citation","PMID:28762319","pubmed","28762319","create date:2017/08/02 | first author:Yoshitake S",
"Proteogenomic analysis of the total and surface-exposed proteomes of Plasmodium vivax salivary gland sporozoites.","/pubmed/28759593","Swearingen KE, Lindner SE, Flannery EL, Vaughan AM, Morrison RD, Patrapuvich R, Koepfli C, Muller I, Jex A, Moritz RL, Kappe SHI, Sattabongkot J, Mikolajczak SA.","PLoS Negl Trop Dis. 2017 Jul 31;11(7):e0005791. doi: 10.1371/journal.pntd.0005791. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28759593","pubmed","28759593","create date:2017/08/02 | first author:Swearingen KE",
"Mycobacterium tuberculosis universal stress protein Rv2623 interacts with the putative ATP binding cassette (ABC) transporter Rv1747 to regulate mycobacterial growth.","/pubmed/28753640","Glass LN, Swapna G, Chavadi SS, Tufariello JM, Mi K, Drumm JE, Lam TT, Zhu G, Zhan C, Vilchéze C, Arcos J, Chen Y, Bi L, Mehta S, Porcelli SA, Almo SC, Yeh SR, Jacobs WR Jr, Torrelles JB, Chan J.","PLoS Pathog. 2017 Jul 28;13(7):e1006515. doi: 10.1371/journal.ppat.1006515. eCollection 2017 Jul.","PLoS Pathog.  2017","PubMed","citation","PMID:28753640 | PMCID:PMC5549992","pubmed","28753640","create date:2017/07/29 | first author:Glass LN",
"Sequencing and Identification of Endogenous Neuropeptides with Matrix-Enhanced Secondary Ion Mass Spectrometry Tandem Mass Spectrometry.","/pubmed/28753276","Ogrinc Potočnik N, Fisher GL, Prop A, Heeren RMA.","Anal Chem. 2017 Aug 15;89(16):8223-8227. doi: 10.1021/acs.analchem.7b02573. Epub 2017 Aug 3.","Anal Chem.  2017","PubMed","citation","PMID:28753276","pubmed","28753276","create date:2017/07/29 | first author:Ogrinc Potočnik N",
"Colony Lysate Arrays for Proteomic Profiling of Drug-Tolerant Persisters of Cancer Cell.","/pubmed/28753272","Kume K, Nishizuka SS.","Anal Chem. 2017 Aug 11. doi: 10.1021/acs.analchem.7b01215. [Epub ahead of print]","Anal Chem.  2017","PubMed","citation","PMID:28753272","pubmed","28753272","create date:2017/07/29 | first author:Kume K",
"Proteomics Coupled with Metabolite and Cell Wall Profiling Reveal Metabolic Processes of a Developing Rice Stem Internode.","/pubmed/28751896","Lin F, Williams BJ, Thangella PAV, Ladak A, Schepmoes AA, Olivos HJ, Zhao K, Callister SJ, Bartley LE.","Front Plant Sci. 2017 Jul 13;8:1134. doi: 10.3389/fpls.2017.01134. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28751896 | PMCID:PMC5507963","pubmed","28751896","create date:2017/07/29 | first author:Lin F",
"Health care workers' perceptions of point-of-care testing in a low-income country-A qualitative study in Southwestern Uganda.","/pubmed/28750083","Rasti R, Nanjebe D, Karlström J, Muchunguzi C, Mwanga-Amumpaire J, Gantelius J, Mårtensson A, Rivas L, Galban F, Reuterswärd P, Andersson Svahn H, Alvesson HM, Boum Y 2nd, Alfvén T.","PLoS One. 2017 Jul 27;12(7):e0182005. doi: 10.1371/journal.pone.0182005. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28750083 | PMCID:PMC5547696","pubmed","28750083","create date:2017/07/28 | first author:Rasti R",
"Identification of differentially expressed splice variants by the proteogenomic pipeline Splicify.","/pubmed/28747380","Komor MA, Pham T, Hiemstra AC, Piersma SR, Bolijn AS, Schelfhorst T, Delis-van Diemen PM, Tijssen M, Sebra RP, Ashby M, Meijer GA, Jimenez CR, Fijneman RJA.","Mol Cell Proteomics. 2017 Jul 26. pii: mcp.000056.2017. doi: 10.1074/mcp.TIR117.000056. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28747380","pubmed","28747380","create date:2017/07/28 | first author:Komor MA",
"Microwave & magnetic proteomics of macrophages from patients with HIV-associated cognitive impairment.","/pubmed/28746408","Cantres-Rosario YM, Acevedo-Mariani FM, Pérez-Laspiur J, Haskins WE, Plaud M, Cantres-Rosario YM, Skolasky R, Méndez-Bermúdez I, Wojna V, Meléndez LM.","PLoS One. 2017 Jul 26;12(7):e0181779. doi: 10.1371/journal.pone.0181779. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28746408 | PMCID:PMC5528838","pubmed","28746408","create date:2017/07/27 | first author:Cantres-Rosario YM",
"Statistical Models for the Analysis of Isobaric Tags Multiplexed Quantitative Proteomics.","/pubmed/28745510","D'Angelo G, Chaerkady R, Yu W, Hizal DB, Hess S, Zhao W, Lekstrom K, Guo X, White WI, Roskos L, Bowen MA, Yang H.","J Proteome Res. 2017 Aug 18. doi: 10.1021/acs.jproteome.6b01050. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28745510","pubmed","28745510","create date:2017/07/27 | first author:D'Angelo G",
"Reconstructing the regulatory circuit of cell fate determination in yeast mating response.","/pubmed/28742153","Shao B, Yuan H, Zhang R, Wang X, Zhang S, Ouyang Q, Hao N, Luo C.","PLoS Comput Biol. 2017 Jul 24;13(7):e1005671. doi: 10.1371/journal.pcbi.1005671. eCollection 2017 Jul.","PLoS Comput Biol.  2017","PubMed","citation","PMID:28742153 | PMCID:PMC5546706","pubmed","28742153","create date:2017/07/26 | first author:Shao B",
"Occurrence State and Molecular Structure Analysis of Extracellular Proteins with Implications on the Dewaterability of Waste-Activated Sludge.","/pubmed/28741346","Wu B, Ni BJ, Horvat K, Song L, Chai X, Dai X, Mahajan D.","Environ Sci Technol. 2017 Aug 15;51(16):9235-9243. doi: 10.1021/acs.est.7b02861. Epub 2017 Aug 7.","Environ Sci Technol.  2017","PubMed","citation","PMID:28741346","pubmed","28741346","create date:2017/07/26 | first author:Wu B",
"The prediction of late-onset preeclampsia: Results from a longitudinal proteomics study.","/pubmed/28738067","Erez O, Romero R, Maymon E, Chaemsaithong P, Done B, Pacora P, Panaitescu B, Chaiworapongsa T, Hassan SS, Tarca AL.","PLoS One. 2017 Jul 24;12(7):e0181468. doi: 10.1371/journal.pone.0181468. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28738067 | PMCID:PMC5524331","pubmed","28738067","create date:2017/07/25 | first author:Erez O",
"Ubiquitin Chain Enrichment Middle-Down Mass Spectrometry (UbiChEM-MS) Reveals Cell-Cycle Dependent Formation of Lys11/Lys48 Branched Ubiquitin Chains.","/pubmed/28737031","Rana ASJB, Ge Y, Strieter ER.","J Proteome Res. 2017 Aug 7. doi: 10.1021/acs.jproteome.7b00381. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28737031","pubmed","28737031","create date:2017/07/25 | first author:Rana ASJB",
"Identification of Proteomic Features To Distinguish Benign Pulmonary Nodules from Lung Adenocarcinoma.","/pubmed/28731711","Codreanu SG, Hoeksema MD, Slebos RJC, Zimmerman LJ, Rahman SMJ, Li M, Chen SC, Chen H, Eisenberg R, Liebler DC, Massion PP.","J Proteome Res. 2017 Aug 8. doi: 10.1021/acs.jproteome.7b00245. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28731711","pubmed","28731711","create date:2017/07/22 | first author:Codreanu SG",
"Integrating Discovery-driven Proteomics and Selected Reaction Monitoring To Develop a Noninvasive Assay for Geoduck Reproductive Maturation.","/pubmed/28730805","Timmins-Schiffman EB, Crandall GA, Vadopalas B, Riffle ME, Nunn BL, Roberts SB.","J Proteome Res. 2017 Aug 11. doi: 10.1021/acs.jproteome.7b00288. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28730805","pubmed","28730805","create date:2017/07/22 | first author:Timmins-Schiffman EB",
"Fluorine-18 Labeled Carboplatin Derivative for PET Imaging of Platinum Drug Distribution.","/pubmed/28729428","Lamichhane N, Dewkar GK, Gobalakrishnan S, Wang L, Jose P, Otabashi M, Morelle JL, Farrell N, Zweit J.","J Nucl Med. 2017 Jul 20. pii: jnumed.117.191965. doi: 10.2967/jnumed.117.191965. [Epub ahead of print]","J Nucl Med.  2017","PubMed","citation","PMID:28729428","pubmed","28729428","create date:2017/07/22 | first author:Lamichhane N",
"A mass spectrometry-based proteomic analysis of Homer2-interacting proteins in the mouse brain.","/pubmed/28728878","Goulding SP, Szumlinski KK, Contet C, MacCoss MJ, Wu CC.","J Proteomics. 2017 Aug 23;166:127-137. doi: 10.1016/j.jprot.2017.07.008. Epub 2017 Jul 17.","J Proteomics.  2017","PubMed","citation","PMID:28728878","pubmed","28728878","create date:2017/07/22 | first author:Goulding SP",
"Dynamics of genomic innovation in the unicellular ancestry of animals.","/pubmed/28726632","Grau-Bové X, Torruella G, Donachie S, Suga H, Leonard G, Richards TA, Ruiz-Trillo I.","Elife. 2017 Jul 20;6. pii: e26036. doi: 10.7554/eLife.26036.","Elife.  2017","PubMed","citation","PMID:28726632","pubmed","28726632","create date:2017/07/21 | first author:Grau-Bové X",
"Deep-Dive Targeted Quantification for Ultrasensitive Analysis of Proteins in Nondepleted Human Blood Plasma/Serum and Tissues.","/pubmed/28724286","Nie S, Shi T, Fillmore TL, Schepmoes AA, Brewer H, Gao Y, Song E, Wang H, Rodland KD, Qian WJ, Smith RD, Liu T.","Anal Chem. 2017 Aug 11. doi: 10.1021/acs.analchem.7b01878. [Epub ahead of print]","Anal Chem.  2017","PubMed","citation","PMID:28724286","pubmed","28724286","create date:2017/07/21 | first author:Nie S",
"Top-down/Bottom-up Mass Spectrometry Workflow Using Dissolvable Polyacrylamide Gels.","/pubmed/28723075","Takemori N, Takemori A, Wongkongkathep P, Nshanian M, Loo RRO, Lermyte F, Loo JA.","Anal Chem. 2017 Aug 15;89(16):8244-8250. doi: 10.1021/acs.analchem.7b00357. Epub 2017 Aug 2.","Anal Chem.  2017","PubMed","citation","PMID:28723075","pubmed","28723075","create date:2017/07/21 | first author:Takemori N",
"Predicting the protein half-life in tissue from its cellular properties.","/pubmed/28719664","Rahman M, Sadygov RG.","PLoS One. 2017 Jul 18;12(7):e0180428. doi: 10.1371/journal.pone.0180428. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28719664 | PMCID:PMC5515413","pubmed","28719664","create date:2017/07/19 | first author:Rahman M",
"Differential protein expression profile in the hypothalamic GT1-7 cell line after exposure to anabolic androgenic steroids.","/pubmed/28719635","Martínez-Rivera FJ, Pérez-Laspiur J, Santiago-Gascot ME, Alemán-Reyes AG, García-Santiago E, Rodríguez-Pérez Y, Calo-Guadalupe C, Otero-Pagán I, Ayala-Pagán RN, Martínez M, Cantres-Rosario YM, Meléndez LM, Barreto-Estrada JL.","PLoS One. 2017 Jul 18;12(7):e0180409. doi: 10.1371/journal.pone.0180409. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28719635 | PMCID:PMC5515402","pubmed","28719635","create date:2017/07/19 | first author:Martínez-Rivera FJ",
"The human cytoplasmic dynein interactome reveals novel activators of motility.","/pubmed/28718761","Redwine WB, DeSantis ME, Hollyer I, Htet ZM, Tran PT, Swanson SK, Florens L, Washburn MP, Reck-Peterson SL.","Elife. 2017 Jul 18;6. pii: e28257. doi: 10.7554/eLife.28257.","Elife.  2017","PubMed","citation","PMID:28718761 | PMCID:PMC5533585","pubmed","28718761","create date:2017/07/19 | first author:Redwine WB",
"Selective Affinity Enrichment of Nitrotyrosine-Containing Peptides for Quantitative Analysis in Complex Samples.","/pubmed/28714690","Zhao Y, Zhang Y, Sun H, Maroto R, Brasier AR.","J Proteome Res. 2017 Aug 4;16(8):2983-2992. doi: 10.1021/acs.jproteome.7b00275. Epub 2017 Jul 17.","J Proteome Res.  2017","PubMed","citation","PMID:28714690","pubmed","28714690","create date:2017/07/18 | first author:Zhao Y",
"The Metalloprotease, Mpr1, Engages AnnexinA2 to Promote the Transcytosis of Fungal Cells across the Blood-Brain Barrier.","/pubmed/28713781","Na Pombejra S, Salemi M, Phinney BS, Gelli A.","Front Cell Infect Microbiol. 2017 Jun 30;7:296. doi: 10.3389/fcimb.2017.00296. eCollection 2017.","Front Cell Infect Microbiol.  2017","PubMed","citation","PMID:28713781 | PMCID:PMC5492700","pubmed","28713781","create date:2017/07/18 | first author:Na Pombejra S",
"Editorial: How Plants Deal with Stress: Exploration through Proteome Investigation.","/pubmed/28713418","Ghosh D, Lin Q, Xu J, Hellmann HA.","Front Plant Sci. 2017 Jun 30;8:1176. doi: 10.3389/fpls.2017.01176. eCollection 2017. No abstract available. ","Front Plant Sci.  2017","PubMed","citation","PMID:28713418 | PMCID:PMC5492192","pubmed","28713418","create date:2017/07/18 | first author:Ghosh D",
"Synaptic Interactome Mining Reveals p140Cap as a New Hub for PSD Proteins Involved in Psychiatric and Neurological Disorders.","/pubmed/28713243","Alfieri A, Sorokina O, Adrait A, Angelini C, Russo I, Morellato A, Matteoli M, Menna E, Boeri Erba E, McLean C, Armstrong JD, Ala U, Buxbaum JD, Brusco A, Couté Y, De Rubeis S, Turco E, Defilippi P.","Front Mol Neurosci. 2017 Jun 30;10:212. doi: 10.3389/fnmol.2017.00212. eCollection 2017.","Front Mol Neurosci.  2017","PubMed","citation","PMID:28713243 | PMCID:PMC5492163","pubmed","28713243","create date:2017/07/18 | first author:Alfieri A",
"ROS Mediated Selection for Increased NADPH Availability in Escherichia coli.","/pubmed/28710857","Steele Reynolds T, Courtney CM, Erickson KE, Wolfe LM, Chatterjee A, Nagpal P, Gill RT.","Biotechnol Bioeng. 2017 Jul 15. doi: 10.1002/bit.26385. [Epub ahead of print] Review.","Biotechnol Bioeng.  2017","PubMed","citation","PMID:28710857","pubmed","28710857","create date:2017/07/16 | first author:Steele Reynolds T",
"Identification and Quantification of Protein S-nitrosation by Nitrite in the Mouse Heart during Ischemia.","/pubmed/28710281","Chouchani ET, James AM, Methner C, Pell VR, Prime TA, Erikson BK, Forkink M, Lau GY, Bright TP, Menger KE, Fearnley IM, Krieg T, Murphy MP.","J Biol Chem. 2017 Jul 14. pii: jbc.M117.798744. doi: 10.1074/jbc.M117.798744. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28710281","pubmed","28710281","create date:2017/07/16 | first author:Chouchani ET",
"Genome-wide identification of 52 cytochrome P450 (CYP) genes in the copepod Tigriopus japonicus and their B[α]P-induced expression patterns.","/pubmed/28709111","Han J, Kim DH, Kim HS, Nelson DR, Lee JS.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Sep;23:49-57. doi: 10.1016/j.cbd.2017.06.002. Epub 2017 Jul 6.","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28709111","pubmed","28709111","create date:2017/07/15 | first author:Han J",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Feedback microtubule control and microtubule-actin cross-talk in Arabidopsis revealed by integrative proteomic and cell biology analysis of KATANIN 1 mutants.","/pubmed/28706004","Takáč T, Šamajová O, Pechan T, Luptovčiak I, Šamaj J.","Mol Cell Proteomics. 2017 Jul 13. pii: mcp.M117.068015. doi: 10.1074/mcp.M117.068015. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28706004","pubmed","28706004","create date:2017/07/15 | first author:Takáč T",
"Phosphorylation-Mediated Regulatory Networks in Mycelia of Pyricularia oryzae Revealed by Phosphoproteomic Analyses.","/pubmed/28706003","Wang R, Peng J, Li QX, Peng YL.","Mol Cell Proteomics. 2017 Jul 13. pii: mcp.M116.066670. doi: 10.1074/mcp.M116.066670. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28706003","pubmed","28706003","create date:2017/07/15 | first author:Wang R",
"Elucidating Protein-DNA Interactions in Human Alphoid Chromatin via Hybridization Capture and Mass Spectrometry.","/pubmed/28704058","Buxton KE, Kennedy-Darling J, Shortreed MR, Zaidan NZ, Olivier M, Scalf M, Sridharan R, Smith LM.","J Proteome Res. 2017 Aug 4. doi: 10.1021/acs.jproteome.7b00448. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28704058","pubmed","28704058","create date:2017/07/14 | first author:Buxton KE",
"A broadly distributed toxin family mediates contact-dependent antagonism between gram-positive bacteria.","/pubmed/28696203","Whitney JC, Peterson SB, Kim J, Pazos M, Verster AJ, Radey MC, Kulasekara HD, Ching MQ, Bullen NP, Bryant D, Goo YA, Surette MG, Borenstein E, Vollmer W, Mougous JD.","Elife. 2017 Jul 11;6. pii: e26938. doi: 10.7554/eLife.26938.","Elife.  2017","PubMed","citation","PMID:28696203","pubmed","28696203","create date:2017/07/12 | first author:Whitney JC",
"Bacterial Survival under Extreme UV Radiation: A Comparative Proteomics Study of Rhodobacter sp., Isolated from High Altitude Wetlands in Chile.","/pubmed/28694800","Pérez V, Hengst M, Kurte L, Dorador C, Jeffrey WH, Wattiez R, Molina V, Matallana-Surget S.","Front Microbiol. 2017 Jun 26;8:1173. doi: 10.3389/fmicb.2017.01173. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28694800 | PMCID:PMC5483449","pubmed","28694800","create date:2017/07/12 | first author:Pérez V",
"Integrating Next-Generation Genomic Sequencing and Mass Spectrometry To Estimate Allele-Specific Protein Abundance in Human Brain.","/pubmed/28691493","Wingo TS, Duong DM, Zhou M, Dammer EB, Wu H, Cutler DJ, Lah JJ, Levey AI, Seyfried NT.","J Proteome Res. 2017 Aug 9. doi: 10.1021/acs.jproteome.7b00324. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28691493","pubmed","28691493","create date:2017/07/12 | first author:Wingo TS",
"The Guanine-Nucleotide Exchange Factor Caldag Gefi Fine-Tunes Functional Properties of Regulatory T Cells.","/pubmed/28690878","Niemz J, Kliche S, Pils MC, Morrison E, Manns A, Freund C, Crittenden JR, Graybiel AM, Galla M, Jänsch L, Huehn J.","Eur J Microbiol Immunol (Bp). 2017 May 22;7(2):112-126. doi: 10.1556/1886.2017.00007. eCollection 2017 Jun.","Eur J Microbiol Immunol (Bp).  2017","PubMed","citation","PMID:28690878 | PMCID:PMC5495083","pubmed","28690878","create date:2017/07/12 | first author:Niemz J",
"Global Phosphoproteomic Analysis of Insulin/Akt/mTORC1/S6K Signaling in Rat Hepatocytes.","/pubmed/28689409","Zhang Y, Zhang Y, Yu Y.","J Proteome Res. 2017 Aug 4;16(8):2825-2835. doi: 10.1021/acs.jproteome.7b00140. Epub 2017 Jul 19.","J Proteome Res.  2017","PubMed","citation","PMID:28689409 | PMCID:PMC5557384","pubmed","28689409","create date:2017/07/12 | first author:Zhang Y",
"Discovery of Heteroaromatic Sulfones As a New Class of Biologically Compatible Thiol-Selective Reagents.","/pubmed/28687042","Chen X, Wu H, Park CM, Poole TH, Keceli G, Devarie-Baez NO, Tsang AW, Lowther WT, Poole LB, King SB, Xian M, Furdui CM.","ACS Chem Biol. 2017 Aug 18;12(8):2201-2208. doi: 10.1021/acschembio.7b00444. Epub 2017 Jul 19.","ACS Chem Biol.  2017","PubMed","citation","PMID:28687042","pubmed","28687042","create date:2017/07/09 | first author:Chen X",
