Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Plant Phenotypic and Transcriptional Changes Induced by Volatiles from the Fungal Root Pathogen Rhizoctonia solani.","/pubmed/28785271","Cordovez V, Mommer L, Moisan K, Lucas-Barbosa D, Pierik R, Mumm R, Carrion VJ, Raaijmakers JM.","Front Plant Sci. 2017 Jul 21;8:1262. doi: 10.3389/fpls.2017.01262. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28785271 | PMCID:PMC5519581","pubmed","28785271","create date:2017/08/09 | first author:Cordovez V",
"Pathway discovery using transcriptomic profiles in adult-onset severe asthma.","/pubmed/28756296","Hekking PP, Loza MJ, Pavlidis S, De Meulder B, Lefaudeux D, Baribaud F, Auffray C, Wagener AH, Brinkman P Ir, Lutter R Ir, Bansal A, Sousa AR, Bates S, Pandis Y, Fleming LJ, Shaw DE, Fowler SJ, Guo Y, Meiser A, Sun K, Corfield J, Howarth P, et al.","J Allergy Clin Immunol. 2017 Jul 26. pii: S0091-6749(17)31195-8. doi: 10.1016/j.jaci.2017.06.037. [Epub ahead of print]","J Allergy Clin Immunol.  2017","PubMed","citation","PMID:28756296","pubmed","28756296","create date:2017/08/02 | first author:Hekking PP",
"Temporal transcriptome analysis of the white-rot fungus Obba rivulosa shows expression of a constitutive set of plant cell wall degradation targeted genes during growth on solid spruce wood.","/pubmed/28754284","Marinović M, Aguilar-Pontes MV, Zhou M, Miettinen O, de Vries RP, Mäkelä MR, Hildén K.","Fungal Genet Biol. 2017 Jul 25. pii: S1087-1845(17)30103-2. doi: 10.1016/j.fgb.2017.07.004. [Epub ahead of print]","Fungal Genet Biol.  2017","PubMed","citation","PMID:28754284","pubmed","28754284","create date:2017/07/30 | first author:Marinović M",
"Defensive repertoire of Drosophila larvae in response to toxic fungi.","/pubmed/28746736","Trienens M, Kraaijeveld K, Wertheim B.","Mol Ecol. 2017 Jul 26. doi: 10.1111/mec.14254. [Epub ahead of print]","Mol Ecol.  2017","PubMed","citation","PMID:28746736","pubmed","28746736","create date:2017/07/27 | first author:Trienens M",
"Transcriptome Analysis of Canine Cutaneous Melanoma and Melanocytoma Reveals a Modulation of Genes Regulating Extracellular Matrix Metabolism and Cell Cycle.","/pubmed/28743863","Brachelente C, Cappelli K, Capomaccio S, Porcellato I, Silvestri S, Bongiovanni L, De Maria R, Verini Supplizi A, Mechelli L, Sforna M.","Sci Rep. 2017 Jul 25;7(1):6386. doi: 10.1038/s41598-017-06281-1.","Sci Rep.  2017","PubMed","citation","PMID:28743863 | PMCID:PMC5526991","pubmed","28743863","create date:2017/07/27 | first author:Brachelente C",
"Inferring transcription factor activity from microarray data reveals novel targets for toxicological investigations.","/pubmed/28743512","Souza TM, van den Beucken T, Kleinjans JCS, Jennen DGJ.","Toxicology. 2017 Jul 22;389:101-107. doi: 10.1016/j.tox.2017.07.008. [Epub ahead of print]","Toxicology.  2017","PubMed","citation","PMID:28743512","pubmed","28743512","create date:2017/07/27 | first author:Souza TM",
"Mot1, Ino80C, and NC2 Function Coordinately to Regulate Pervasive Transcription in Yeast and Mammals.","/pubmed/28735899","Xue Y, Pradhan SK, Sun F, Chronis C, Tran N, Su T, Van C, Vashisht A, Wohlschlegel J, Peterson CL, Timmers HTM, Kurdistani SK, Carey MF.","Mol Cell. 2017 Aug 17;67(4):594-607.e4. doi: 10.1016/j.molcel.2017.06.029. Epub 2017 Jul 20.","Mol Cell.  2017","PubMed","citation","PMID:28735899","pubmed","28735899","create date:2017/07/25 | first author:Xue Y",
"TLR4 and C5aR crosstalk in dendritic cells induces a core regulatory network of RSK2, PI3Kβ, SGK1, and FOXO transcription factors.","/pubmed/28733463","Zaal A, Nota B, Moore KS, Dieker M, van Ham SM, Ten Brinke A.","J Leukoc Biol. 2017 Jul 21. pii: jlb.2MA0217-058R. doi: 10.1189/jlb.2MA0217-058R. [Epub ahead of print]","J Leukoc Biol.  2017","PubMed","citation","PMID:28733463","pubmed","28733463","create date:2017/07/25 | first author:Zaal A",
"Stem Cell Derived Retinal Pigment Epithelium: The Role of Pigmentation as Maturation Marker and Gene Expression Profile Comparison with Human Endogenous Retinal Pigment Epithelium.","/pubmed/28730556","Bennis A, Jacobs JG, Catsburg LAE, Ten Brink JB, Koster C, Schlingemann RO, van Meurs J, Gorgels TGMF, Moerland PD, Heine VM, Bergen AA.","Stem Cell Rev. 2017 Jul 21. doi: 10.1007/s12015-017-9754-0. [Epub ahead of print]","Stem Cell Rev.  2017","PubMed","citation","PMID:28730556","pubmed","28730556","create date:2017/07/22 | first author:Bennis A",
"An integrative genomics approach identifies novel pathways that influence candidaemia susceptibility.","/pubmed/28727728","Matzaraki V, Gresnigt MS, Jaeger M, Ricaño-Ponce I, Johnson MD, Oosting M, Franke L, Withoff S, Perfect JR, Joosten LAB, Kullberg BJ, van de Veerdonk FL, Jonkers I, Li Y, Wijmenga C, Netea MG, Kumar V.","PLoS One. 2017 Jul 20;12(7):e0180824. doi: 10.1371/journal.pone.0180824. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28727728 | PMCID:PMC5519064","pubmed","28727728","create date:2017/07/21 | first author:Matzaraki V",
"Tomo-seq Identifies SOX9 as a Key Regulator of Cardiac Fibrosis During Ischemic Injury.","/pubmed/28724751","Lacraz GPA, Junker JP, Gladka MM, Molenaar B, Scholman KT, Vigil-Garcia M, Versteeg D, de Ruiter H, Vermunt MW, Creyghton MP, Huibers MMH, de Jonge N, van Oudenaarden A, van Rooij E.","Circulation. 2017 Jul 19. pii: CIRCULATIONAHA.117.027832. doi: 10.1161/CIRCULATIONAHA.117.027832. [Epub ahead of print]","Circulation.  2017","PubMed","citation","PMID:28724751","pubmed","28724751","create date:2017/07/21 | first author:Lacraz GPA",
"Multivariate analyses of peripheral blood leukocyte transcripts distinguish Alzheimer's, Parkinson's, control, and those at risk for developing Alzheimer's.","/pubmed/28716532","Delvaux E, Mastroeni D, Nolz J, Chow N, Sabbagh M, Caselli RJ, Reiman EM, Marshall FJ, Coleman PD.","Neurobiol Aging. 2017 Jun 20. pii: S0197-4580(17)30167-7. doi: 10.1016/j.neurobiolaging.2017.05.012. [Epub ahead of print]","Neurobiol Aging.  2017","PubMed","citation","PMID:28716532","pubmed","28716532","create date:2017/07/19 | first author:Delvaux E",
"Combined biotic stresses trigger similar transcriptomic responses but contrasting resistance against a chewing herbivore in Brassica nigra.","/pubmed/28716054","Bonnet C, Lassueur S, Ponzio C, Gols R, Dicke M, Reymond P.","BMC Plant Biol. 2017 Jul 17;17(1):127. doi: 10.1186/s12870-017-1074-7.","BMC Plant Biol.  2017","PubMed","citation","PMID:28716054 | PMCID:PMC5513356","pubmed","28716054","create date:2017/07/19 | first author:Bonnet C",
"BCR-ABL1-like acute lymphoblastic leukaemia: From bench to bedside.","/pubmed/28709134","Boer JM, den Boer ML.","Eur J Cancer. 2017 Sep;82:203-218. doi: 10.1016/j.ejca.2017.06.012. Epub 2017 Jul 12. Review.","Eur J Cancer.  2017","PubMed","citation","PMID:28709134","pubmed","28709134","create date:2017/07/15 | first author:Boer JM",
"Pathway analysis of systemic transcriptome responses to injected polystyrene particles in zebrafish larvae.","/pubmed/28704660","Veneman WJ, Spaink HP, Brun NR, Bosker T, Vijver MG.","Aquat Toxicol. 2017 Sep;190:112-120. doi: 10.1016/j.aquatox.2017.06.014. Epub 2017 Jul 4.","Aquat Toxicol.  2017","PubMed","citation","PMID:28704660","pubmed","28704660","create date:2017/07/14 | first author:Veneman WJ",
"Nuclear receptors connect progenitor transcription factors to cell cycle control.","/pubmed/28687780","Neto M, Naval-Sánchez M, Potier D, Pereira PS, Geerts D, Aerts S, Casares F.","Sci Rep. 2017 Jul 7;7(1):4845. doi: 10.1038/s41598-017-04936-7.","Sci Rep.  2017","PubMed","citation","PMID:28687780 | PMCID:PMC5501803","pubmed","28687780","create date:2017/07/09 | first author:Neto M",
"Genome-scale model and omics analysis of metabolic capacities of Akkermansia muciniphila reveal a preferential mucin-degrading lifestyle.","/pubmed/28687644","Ottman N, Davids M, Suarez-Diez M, Boeren S, Schaap PJ, Martins Dos Santos VAP, Smidt H, Belzer C, de Vos WM.","Appl Environ Microbiol. 2017 Jul 7. pii: AEM.01014-17. doi: 10.1128/AEM.01014-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28687644","pubmed","28687644","create date:2017/07/09 | first author:Ottman N",
"Recessive mutation in EXOSC3 associates with mitochondrial dysfunction and pontocerebellar hypoplasia.","/pubmed/28687512","Schottmann G, Picker-Minh S, Schwarz JM, Gill E, Rodenburg RJT, Stenzel W, Kaindl AM, Schuelke M.","Mitochondrion. 2017 Jul 4. pii: S1567-7249(16)30288-4. doi: 10.1016/j.mito.2017.06.007. [Epub ahead of print]","Mitochondrion.  2017","PubMed","citation","PMID:28687512","pubmed","28687512","create date:2017/07/09 | first author:Schottmann G",
"Platelet RNA signatures for the detection of cancer.","/pubmed/28681241","Sol N, Wurdinger T.","Cancer Metastasis Rev. 2017 Jul 5. doi: 10.1007/s10555-017-9674-0. [Epub ahead of print]","Cancer Metastasis Rev.  2017","PubMed","citation","PMID:28681241","pubmed","28681241","create date:2017/07/07 | first author:Sol N",
"Key Components of Different Plant Defense Pathways Are Dispensable for Powdery Mildew Resistance of the Arabidopsis mlo2 mlo6 mlo12 Triple Mutant.","/pubmed/28674541","Kuhn H, Lorek J, Kwaaitaal M, Consonni C, Becker K, Micali C, Ver Loren van Themaat E, Bednarek P, Raaymakers TM, Appiano M, Bai Y, Meldau D, Baum S, Conrath U, Feussner I, Panstruga R.","Front Plant Sci. 2017 Jun 19;8:1006. doi: 10.3389/fpls.2017.01006. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28674541 | PMCID:PMC5475338","pubmed","28674541","create date:2017/07/05 | first author:Kuhn H",
"Transcriptome analysis of Haloquadratum walsbyi: vanity is but the surface.","/pubmed/28673248","Bolhuis H, Martín-Cuadrado AB, Rosselli R, Pašić L, Rodriguez-Valera F.","BMC Genomics. 2017 Jul 3;18(1):510. doi: 10.1186/s12864-017-3892-2.","BMC Genomics.  2017","PubMed","citation","PMID:28673248 | PMCID:PMC5496347","pubmed","28673248","create date:2017/07/05 | first author:Bolhuis H",
"Platelet RNA as a circulating biomarker trove for cancer diagnostics.","/pubmed/28671345","Best MG, Vancura A, Wurdinger T.","J Thromb Haemost. 2017 Jul;15(7):1295-1306. doi: 10.1111/jth.13720.","J Thromb Haemost.  2017","PubMed","citation","PMID:28671345","pubmed","28671345","create date:2017/07/04 | first author:Best MG",
"A transcriptomics data-driven gene space accurately predicts liver cytopathology and drug-induced liver injury.","/pubmed/28671182","Kohonen P, Parkkinen JA, Willighagen EL, Ceder R, Wennerberg K, Kaski S, Grafström RC.","Nat Commun. 2017 Jul 3;8:15932. doi: 10.1038/ncomms15932.","Nat Commun.  2017","PubMed","citation","PMID:28671182 | PMCID:PMC5500850","pubmed","28671182","create date:2017/07/04 | first author:Kohonen P",
"Unique intrahepatic transcriptomics profiles discriminate the clinical phases of a chronic HBV infection.","/pubmed/28662087","Hou J, Brouwer WP, Kreefft K, Gama L, Price SL, Janssen HLA, French PJ, Vanwolleghem T, Boonstra A.","PLoS One. 2017 Jun 29;12(6):e0179920. doi: 10.1371/journal.pone.0179920. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28662087 | PMCID:PMC5491066","pubmed","28662087","create date:2017/07/01 | first author:Hou J",
"Multi-Level Integration of Environmentally Perturbed Internal Phenotypes Reveals Key Points of Connectivity between Them.","/pubmed/28659815","Benis N, Kar SK, Martins Dos Santos VAP, Smits MA, Schokker D, Suarez-Diez M.","Front Physiol. 2017 Jun 12;8:388. doi: 10.3389/fphys.2017.00388. eCollection 2017.","Front Physiol.  2017","PubMed","citation","PMID:28659815 | PMCID:PMC5467433","pubmed","28659815","create date:2017/07/01 | first author:Benis N",
"Six-Rowed Spike3 (VRS3) Is a Histone Demethylase That Controls Lateral Spikelet Development in Barley.","/pubmed/28655778","van Esse GW, Walla A, Finke A, Koornneef M, Pecinka A, von Korff M.","Plant Physiol. 2017 Aug;174(4):2397-2408. doi: 10.1104/pp.17.00108. Epub 2017 Jun 27.","Plant Physiol.  2017","PubMed","citation","PMID:28655778 | PMCID:PMC5543938","pubmed","28655778","create date:2017/06/29 | first author:van Esse GW",
"Neighbor detection at the leaf tip adaptively regulates upward leaf movement through spatial auxin dynamics.","/pubmed/28652357","Pantazopoulou CK, Bongers FJ, Küpers JJ, Reinen E, Das D, Evers JB, Anten NPR, Pierik R.","Proc Natl Acad Sci U S A. 2017 Jul 11;114(28):7450-7455. doi: 10.1073/pnas.1702275114. Epub 2017 Jun 26.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28652357 | PMCID:PMC5514729","pubmed","28652357","create date:2017/06/28 | first author:Pantazopoulou CK",
"Adaptation to the Host Environment by Plant-Pathogenic Fungi.","/pubmed/28645233","van der Does HC, Rep M.","Annu Rev Phytopathol. 2017 Aug 4;55:427-450. doi: 10.1146/annurev-phyto-080516-035551. Epub 2017 Jun 23.","Annu Rev Phytopathol.  2017","PubMed","citation","PMID:28645233","pubmed","28645233","create date:2017/06/25 | first author:van der Does HC",
"Transcriptome analysis shows activation of the arginine deiminase pathway in Lactococcus lactis as a response to ethanol stress.","/pubmed/28644989","Díez L, Solopova A, Fernández-Pérez R, González M, Tenorio C, Kuipers OP, Ruiz-Larrea F.","Int J Food Microbiol. 2017 Sep 18;257:41-48. doi: 10.1016/j.ijfoodmicro.2017.05.017. Epub 2017 May 24.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28644989","pubmed","28644989","create date:2017/06/24 | first author:Díez L",
"Do methodological differences account for the current controversy on tissue factor expression in platelets?","/pubmed/28643538","Brambilla M, Rossetti L, Zara C, Canzano P, Giesen PLA, Tremoli E, Camera M.","Platelets. 2017 Jun 23:1-9. doi: 10.1080/09537104.2017.1327653. [Epub ahead of print]","Platelets.  2017","PubMed","citation","PMID:28643538","pubmed","28643538","create date:2017/06/24 | first author:Brambilla M",
"The Brugada Syndrome Susceptibility Gene HEY2 Modulates Cardiac Transmural Ion Channel Patterning and Electrical Heterogeneity.","/pubmed/28637782","Veerman CC, Podliesna S, Tadros R, Lodder EM, Mengarelli I, de Jonge B, Beekman L, Barc J, Wilders R, Wilde AAM, Boukens BJ, Coronel R, Verkerk AO, Remme CA, Bezzina CR.","Circ Res. 2017 Aug 18;121(5):537-548. doi: 10.1161/CIRCRESAHA.117.310959. Epub 2017 Jun 21.","Circ Res.  2017","PubMed","citation","PMID:28637782","pubmed","28637782","create date:2017/06/24 | first author:Veerman CC",
"Expression analyses of salinity stress- associated ESTs in Aeluropus littoralis.","/pubmed/28625895","Kakeshpour T, Monfared SR, Ebrahimi A, Beyraghdar Kashkooli A, Ebrahimie E.","Gene Expr Patterns. 2017 Jun 15;25-26:76-84. doi: 10.1016/j.gep.2017.06.005. [Epub ahead of print]","Gene Expr Patterns.  2017","PubMed","citation","PMID:28625895","pubmed","28625895","create date:2017/06/20 | first author:Kakeshpour T",
"The Hfq regulon of Neisseria meningitidis.","/pubmed/28593133","Huis In 't Veld RAG, Kramer G, van der Ende A, Speijer D, Pannekoek Y.","FEBS Open Bio. 2017 Apr 25;7(6):777-788. doi: 10.1002/2211-5463.12218. eCollection 2017 Jun.","FEBS Open Bio.  2017","PubMed","citation","PMID:28593133 | PMCID:PMC5458458","pubmed","28593133","create date:2017/06/09 | first author:Huis In 't Veld RAG",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Newborn sex-specific transcriptome signatures and gestational exposure to fine particles: findings from the ENVIRONAGE birth cohort.","/pubmed/28583124","Winckelmans E, Vrijens K, Tsamou M, Janssen BG, Saenen ND, Roels HA, Kleinjans J, Lefebvre W, Vanpoucke C, de Kok TM, Nawrot TS.","Environ Health. 2017 Jun 5;16(1):52. doi: 10.1186/s12940-017-0264-y.","Environ Health.  2017","PubMed","citation","PMID:28583124 | PMCID:PMC5458481","pubmed","28583124","create date:2017/06/07 | first author:Winckelmans E",
"Trivial role for NSMCE2 during in vitro proliferation and differentiation of male germline stem cells.","/pubmed/28576919","Zheng Y, Jongejan A, Mulder CL, Mastenbroek S, Repping S, Wang Y, Li J, Hamer G.","Reproduction. 2017 Sep;154(3):81-95. doi: 10.1530/REP-17-0173. Epub 2017 Jun 2.","Reproduction.  2017","PubMed","citation","PMID:28576919","pubmed","28576919","create date:2017/06/04 | first author:Zheng Y",
"De novo assembly, functional annotation, and analysis of the giant reed (Arundo donax L.) leaf transcriptome provide tools for the development of a biofuel feedstock.","/pubmed/28572841","Evangelistella C, Valentini A, Ludovisi R, Firrincieli A, Fabbrini F, Scalabrin S, Cattonaro F, Morgante M, Mugnozza GS, Keurentjes JJB, Harfouche A.","Biotechnol Biofuels. 2017 May 30;10:138. doi: 10.1186/s13068-017-0828-7. eCollection 2017.","Biotechnol Biofuels.  2017","PubMed","citation","PMID:28572841 | PMCID:PMC5450047","pubmed","28572841","create date:2017/06/03 | first author:Evangelistella C",
"Exploring bacterial interspecific interactions for discovery of novel antimicrobial compounds.","/pubmed/28557379","Tyc O, de Jager VCL, van den Berg M, Gerards S, Janssens TKS, Zaagman N, Kai M, Svatos A, Zweers H, Hordijk C, Besselink H, de Boer W, Garbeva P.","Microb Biotechnol. 2017 Jul;10(4):910-925. doi: 10.1111/1751-7915.12735. Epub 2017 May 29.","Microb Biotechnol.  2017","PubMed","citation","PMID:28557379 | PMCID:PMC5481530","pubmed","28557379","create date:2017/05/31 | first author:Tyc O",
"Methylome and transcriptome profiling in Myasthenia Gravis monozygotic twins.","/pubmed/28549776","Mamrut S, Avidan N, Truffault F, Staun-Ram E, Sharshar T, Eymard B, Frenkian M, Pitha J, de Baets M, Servais L, Berrih-Aknin S, Miller A.","J Autoimmun. 2017 Aug;82:62-73. doi: 10.1016/j.jaut.2017.05.005. Epub 2017 May 24.","J Autoimmun.  2017","PubMed","citation","PMID:28549776","pubmed","28549776","create date:2017/05/28 | first author:Mamrut S",
"Human mutations in integrator complex subunits link transcriptome integrity to brain development.","/pubmed/28542170","Oegema R, Baillat D, Schot R, van Unen LM, Brooks A, Kia SK, Hoogeboom AJM, Xia Z, Li W, Cesaroni M, Lequin MH, van Slegtenhorst M, Dobyns WB, de Coo IFM, Verheijen FW, Kremer A, van der Spek PJ, Heijsman D, Wagner EJ, Fornerod M, Mancini GMS.","PLoS Genet. 2017 May 25;13(5):e1006809. doi: 10.1371/journal.pgen.1006809. eCollection 2017 May. Erratum in: PLoS Genet. 2017 Aug 1;13(8):e1006923. ","PLoS Genet.  2017","PubMed","citation","PMID:28542170 | PMCID:PMC5466333","pubmed","28542170","create date:2017/05/26 | first author:Oegema R",
