Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Uncoupling evolutionary changes in DNA sequence, transcription factor occupancy and enhancer activity.","/pubmed/28792889","Khoueiry P, Girardot C, Ciglar L, Peng PC, Gustafson EH, Sinha S, Furlong EE.","Elife. 2017 Aug 9;6. pii: e28440. doi: 10.7554/eLife.28440.","Elife.  2017","PubMed","citation","PMID:28792889 | PMCID:PMC5550276","pubmed","28792889","create date:2017/08/10 | first author:Khoueiry P",
"The importance of conserved amino acids in heme-based globin-coupled diguanylate cyclases.","/pubmed/28792538","Wan X, Saito JA, Newhouse JS, Hou S, Alam M.","PLoS One. 2017 Aug 8;12(8):e0182782. doi: 10.1371/journal.pone.0182782. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28792538 | PMCID:PMC5549716","pubmed","28792538","create date:2017/08/10 | first author:Wan X",
"A High-Throughput Standard PCR-Based Genotyping Method for Determining Transgene Zygosity in Segregating Plant Populations.","/pubmed/28791034","Geng L, Deng DD, Wubben MJ, Jenkins JN, McCarty JC Jr, Abdurakhmonov I.","Front Plant Sci. 2017 Jul 24;8:1252. doi: 10.3389/fpls.2017.01252. eCollection 2017.","Front Plant Sci.  2017","PubMed","citation","PMID:28791034 | PMCID:PMC5522864","pubmed","28791034","create date:2017/08/10 | first author:Geng L",
"Uses of Next-Generation Sequencing Technologies for the Diagnosis of Primary Immunodeficiencies.","/pubmed/28791010","Seleman M, Hoyos-Bachiloglu R, Geha RS, Chou J.","Front Immunol. 2017 Jul 24;8:847. doi: 10.3389/fimmu.2017.00847. eCollection 2017. Review.","Front Immunol.  2017","PubMed","citation","PMID:28791010 | PMCID:PMC5522848","pubmed","28791010","create date:2017/08/10 | first author:Seleman M",
"Comparative Analysis of the Flavobacterium columnare Genomovar I and II Genomes.","/pubmed/28790987","Kumru S, Tekedar HC, Gulsoy N, Waldbieser GC, Lawrence ML, Karsi A.","Front Microbiol. 2017 Jul 25;8:1375. doi: 10.3389/fmicb.2017.01375. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28790987 | PMCID:PMC5524665","pubmed","28790987","create date:2017/08/10 | first author:Kumru S",
"Nitrate Sensing and Metabolism Inhibit Biofilm Formation in the Opportunistic Pathogen Burkholderia pseudomallei by Reducing the Intracellular Concentration of c-di-GMP.","/pubmed/28790983","Mangalea MR, Plumley BA, Borlee BR.","Front Microbiol. 2017 Jul 25;8:1353. doi: 10.3389/fmicb.2017.01353. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28790983 | PMCID:PMC5524735","pubmed","28790983","create date:2017/08/10 | first author:Mangalea MR",
"Plasma Levels of Aβ42 and Tau Identified Probable Alzheimer's Dementia: Findings in Two Cohorts.","/pubmed/28790911","Lue LF, Sabbagh MN, Chiu MJ, Jing N, Snyder NL, Schmitz C, Guerra A, Belden CM, Chen TF, Yang CC, Yang SY, Walker DG, Chen K, Reiman EM.","Front Aging Neurosci. 2017 Jul 24;9:226. doi: 10.3389/fnagi.2017.00226. eCollection 2017.","Front Aging Neurosci.  2017","PubMed","citation","PMID:28790911 | PMCID:PMC5522888","pubmed","28790911","create date:2017/08/10 | first author:Lue LF",
"MicroRNA-275 targets sarco/endoplasmic reticulum Ca2+ adenosine triphosphatase (SERCA) to control key functions in the mosquito gut.","/pubmed/28787446","Zhao B, Lucas KJ, Saha TT, Ha J, Ling L, Kokoza VA, Roy S, Raikhel AS.","PLoS Genet. 2017 Aug 7;13(8):e1006943. doi: 10.1371/journal.pgen.1006943. eCollection 2017 Aug.","PLoS Genet.  2017","PubMed","citation","PMID:28787446","pubmed","28787446","create date:2017/08/09 | first author:Zhao B",
"Comparative transcriptomes of adenocarcinomas and squamous cell carcinomas reveal molecular similarities that span classical anatomic boundaries.","/pubmed/28787442","Lin EW, Karakasheva TA, Lee DJ, Lee JS, Long Q, Bass AJ, Wong KK, Rustgi AK.","PLoS Genet. 2017 Aug 7;13(8):e1006938. doi: 10.1371/journal.pgen.1006938. eCollection 2017 Aug.","PLoS Genet.  2017","PubMed","citation","PMID:28787442","pubmed","28787442","create date:2017/08/09 | first author:Lin EW",
"Minimum information about a single amplified genome (MISAG) and a metagenome-assembled genome (MIMAG) of bacteria and archaea.","/pubmed/28787424","Bowers RM, Kyrpides NC, Stepanauskas R, Harmon-Smith M, Doud D, Reddy TBK, Schulz F, Jarett J, Rivers AR, Eloe-Fadrosh EA, Tringe SG, Ivanova NN, Copeland A, Clum A, Becraft ED, Malmstrom RR, Birren B, Podar M, Bork P, Weinstock GM, Garrity GM, Dodsworth JA, et al.","Nat Biotechnol. 2017 Aug 8;35(8):725-731. doi: 10.1038/nbt.3893.","Nat Biotechnol.  2017","PubMed","citation","PMID:28787424","pubmed","28787424","create date:2017/08/09 | first author:Bowers RM",
"A double blind placebo controlled randomized trial of the effect of acute uric acid changes on inflammatory markers in humans: A pilot study.","/pubmed/28786993","Tanaka T, Milaneschi Y, Zhang Y, Becker KG, Zukley L, Ferrucci L.","PLoS One. 2017 Aug 7;12(8):e0181100. doi: 10.1371/journal.pone.0181100. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28786993 | PMCID:PMC5546625","pubmed","28786993","create date:2017/08/09 | first author:Tanaka T",
"Epithelial Sodium Channel-α Mediates the Protective Effect of the TNF-Derived TIP Peptide in Pneumolysin-Induced Endothelial Barrier Dysfunction.","/pubmed/28785264","Czikora I, Alli AA, Sridhar S, Matthay MA, Pillich H, Hudel M, Berisha B, Gorshkov B, Romero MJ, Gonzales J, Wu G, Huo Y, Su Y, Verin AD, Fulton D, Chakraborty T, Eaton DC, Lucas R.","Front Immunol. 2017 Jul 21;8:842. doi: 10.3389/fimmu.2017.00842. eCollection 2017.","Front Immunol.  2017","PubMed","citation","PMID:28785264 | PMCID:PMC5519615","pubmed","28785264","create date:2017/08/09 | first author:Czikora I",
"N-acylated derivatives of sulfamethoxazole block Chlamydia fatty acid synthesis and interact with FabF.","/pubmed/28784680","Mojica SA, Salin O, Bastidas RJ, Sunduru N, Hedenström M, Andersson CD, Otero CN, Engström P, Valdivia RH, Elofsson M, Gylfe Å.","Antimicrob Agents Chemother. 2017 Aug 7. pii: AAC.00716-17. doi: 10.1128/AAC.00716-17. [Epub ahead of print]","Antimicrob Agents Chemother.  2017","PubMed","citation","PMID:28784680","pubmed","28784680","create date:2017/08/09 | first author:Mojica SA",
"Contributions of 5'-UTR and 3'-UTR cis elements to Cyt1Aa synthesis in Bacillus thuringiensis subsp. israelensis.","/pubmed/28782510","Sakano Y, Park HW, Bideshi DK, Ge B, Federici BA.","J Invertebr Pathol. 2017 Aug 4;149:66-75. doi: 10.1016/j.jip.2017.08.002. [Epub ahead of print]","J Invertebr Pathol.  2017","PubMed","citation","PMID:28782510","pubmed","28782510","create date:2017/08/08 | first author:Sakano Y",
"Big Data and Genome Editing Technology: A New Paradigm of Cardiovascular Genomics.","/pubmed/28782493","Krittanawong C, Sun T, Herzog E.","Curr Cardiol Rev. 2017 Aug 4. doi: 10.2174/1573403X13666170804152432. [Epub ahead of print]","Curr Cardiol Rev.  2017","PubMed","citation","PMID:28782493","pubmed","28782493","create date:2017/08/08 | first author:Krittanawong C",
"Deep sequencing of RSV from an adult challenge study and from naturally infected infants reveals heterogeneous diversification dynamics.","/pubmed/28779686","Lau JW, Kim YI, Murphy R, Newman R, Yang X, Zody M, DeVincenzo J, Grad YH.","Virology. 2017 Aug 2;510:289-296. doi: 10.1016/j.virol.2017.07.017. [Epub ahead of print]","Virology.  2017","PubMed","citation","PMID:28779686","pubmed","28779686","create date:2017/08/06 | first author:Lau JW",
"Conserving threatened riparian ecosystems in the American West: Precipitation gradients and river networks drive genetic connectivity and diversity in a foundation riparian tree (Populus angustifolia).","/pubmed/28779535","Bothwell HM, Cushman SA, Woolbright SA, Hersch-Green EI, Evans LM, Whitham TG, Allan GJ.","Mol Ecol. 2017 Aug 5. doi: 10.1111/mec.14281. [Epub ahead of print]","Mol Ecol.  2017","PubMed","citation","PMID:28779535","pubmed","28779535","create date:2017/08/06 | first author:Bothwell HM",
"Hydrophilic, Potent, and Selective 7-Substituted 2-Aminoquinolines as Improved Human Neuronal Nitric Oxide Synthase Inhibitors.","/pubmed/28776992","Pensa AV, Cinelli MA, Li H, Chreifi G, Mukherjee P, Roman LJ, Martásek P, Poulos TL, Silverman RB.","J Med Chem. 2017 Aug 4. doi: 10.1021/acs.jmedchem.7b00835. [Epub ahead of print]","J Med Chem.  2017","PubMed","citation","PMID:28776992","pubmed","28776992","create date:2017/08/05 | first author:Pensa AV",
"Bioenergetic Failure in Rat Oligodendrocyte Progenitor Cells Treated with Cerebrospinal Fluid Derived from Multiple Sclerosis Patients.","/pubmed/28775680","Mathur D, Riffo-Campos AL, Castillo J, Haines JD, Vidaurre OG, Zhang F, Coret-Ferrer F, Casaccia P, Casanova B, Lopez-Rodas G.","Front Cell Neurosci. 2017 Jul 18;11:209. doi: 10.3389/fncel.2017.00209. eCollection 2017.","Front Cell Neurosci.  2017","PubMed","citation","PMID:28775680 | PMCID:PMC5517784","pubmed","28775680","create date:2017/08/05 | first author:Mathur D",
"Selection and characterization of DNA aptamer against glucagon receptor by cell-SELEX.","/pubmed/28775305","Wang G, Liu J, Chen K, Xu Y, Liu B, Liao J, Zhu L, Hu X, Li J, Pu Y, Zhong W, Fu T, Liu H, Tan W.","Sci Rep. 2017 Aug 3;7(1):7179. doi: 10.1038/s41598-017-05840-w.","Sci Rep.  2017","PubMed","citation","PMID:28775305 | PMCID:PMC5543139","pubmed","28775305","create date:2017/08/05 | first author:Wang G",
"Patients experiencing statin-induced myalgia exhibit a unique program of skeletal muscle gene expression following statin re-challenge.","/pubmed/28771594","Elam MB, Majumdar G, Mozhui K, Gerling IC, Vera SR, Fish-Trotter H, Williams RW, Childress RD, Raghow R.","PLoS One. 2017 Aug 3;12(8):e0181308. doi: 10.1371/journal.pone.0181308. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28771594 | PMCID:PMC5542661","pubmed","28771594","create date:2017/08/05 | first author:Elam MB",
"Extracellular motility and cell-to-cell transmission of enterohemorrhagic E. coli is driven by EspFU-mediated actin assembly.","/pubmed/28771584","Velle KB, Campellone KG.","PLoS Pathog. 2017 Aug 3;13(8):e1006501. doi: 10.1371/journal.ppat.1006501. eCollection 2017 Aug.","PLoS Pathog.  2017","PubMed","citation","PMID:28771584","pubmed","28771584","create date:2017/08/05 | first author:Velle KB",
"Mechanisms by which Porphyromonas gingivalis evades innate immunity.","/pubmed/28771533","Abdi K, Chen T, Klein BA, Tai AK, Coursen J, Liu X, Skinner J, Periasamy S, Choi Y, Kessler BM, Palmer RJ, Gittis A, Matzinger P, Duncan MJ, Singh NJ.","PLoS One. 2017 Aug 3;12(8):e0182164. doi: 10.1371/journal.pone.0182164. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28771533 | PMCID:PMC5542538","pubmed","28771533","create date:2017/08/05 | first author:Abdi K",
"Deconstructing isolation-by-distance: The genomic consequences of limited dispersal.","/pubmed/28771477","Aguillon SM, Fitzpatrick JW, Bowman R, Schoech SJ, Clark AG, Coop G, Chen N.","PLoS Genet. 2017 Aug 3;13(8):e1006911. doi: 10.1371/journal.pgen.1006911. eCollection 2017 Aug.","PLoS Genet.  2017","PubMed","citation","PMID:28771477 | PMCID:PMC5542401","pubmed","28771477","create date:2017/08/05 | first author:Aguillon SM",
"Pannexins Are Potential New Players in the Regulation of Cerebral Homeostasis during Sleep-Wake Cycle.","/pubmed/28769767","Shestopalov VI, Panchin Y, Tarasova OS, Gaynullina D, Kovalzon VM.","Front Cell Neurosci. 2017 Jul 17;11:210. doi: 10.3389/fncel.2017.00210. eCollection 2017.","Front Cell Neurosci.  2017","PubMed","citation","PMID:28769767 | PMCID:PMC5511838","pubmed","28769767","create date:2017/08/05 | first author:Shestopalov VI",
"Functional specialization of cellulose synthase isoforms in a moss shows parallels with seed plants.","/pubmed/28768816","Norris JH, Li X, Huang S, van de Meene A, Tran ML, Killeavy E, Chaves AM, Mallon B, Mercure D, Tan HT, Burton RA, Doblin MS, Kim SH, Roberts AW.","Plant Physiol. 2017 Aug 2. pii: pp.00885.2017. doi: 10.1104/pp.17.00885. [Epub ahead of print]","Plant Physiol.  2017","PubMed","citation","PMID:28768816","pubmed","28768816","create date:2017/08/05 | first author:Norris JH",
"Progress towards a public chemogenomic set for protein kinases and a call for contributions.","/pubmed/28767711","Drewry DH, Wells CI, Andrews DM, Angell R, Al-Ali H, Axtman AD, Capuzzi SJ, Elkins JM, Ettmayer P, Frederiksen M, Gileadi O, Gray N, Hooper A, Knapp S, Laufer S, Luecking U, Michaelides M, Müller S, Muratov E, Denny RA, Saikatendu KS, Treiber DK, et al.","PLoS One. 2017 Aug 2;12(8):e0181585. doi: 10.1371/journal.pone.0181585. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28767711 | PMCID:PMC5540273","pubmed","28767711","create date:2017/08/03 | first author:Drewry DH",
"Model for the Functional Active State of the TS Ribozyme from Molecular Simulation.","/pubmed/28763583","Gaines CS, York DM.","Angew Chem Int Ed Engl. 2017 Aug 1. doi: 10.1002/anie.201705608. [Epub ahead of print]","Angew Chem Int Ed Engl.  2017","PubMed","citation","PMID:28763583","pubmed","28763583","create date:2017/08/02 | first author:Gaines CS",
"Single stranded adeno-associated virus achieves efficient gene transfer to anterior segment in the mouse eye.","/pubmed/28763501","Wang L, Xiao R, Andres-Mateos E, Vandenberghe LH.","PLoS One. 2017 Aug 1;12(8):e0182473. doi: 10.1371/journal.pone.0182473. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28763501 | PMCID:PMC5538712","pubmed","28763501","create date:2017/08/02 | first author:Wang L",
"Sarcopenia, aging and prospective interventional strategies.","/pubmed/28762310","Waltz TB, Fivenson EM, Morevati M, Li C, Becker KG, Bohr VA, Fang EF.","Curr Med Chem. 2017 Jul 31. doi: 10.2174/0929867324666170801095850. [Epub ahead of print]","Curr Med Chem.  2017","PubMed","citation","PMID:28762310","pubmed","28762310","create date:2017/08/02 | first author:Waltz TB",
"RNA-dependent stabilization of SUV39H1 at constitutive heterochromatin.","/pubmed/28760200","Johnson WL, Yewdell WT, Bell JC, McNulty SM, Duda Z, O'Neill RJ, Sullivan BA, Straight AF.","Elife. 2017 Aug 1;6. pii: e25299. doi: 10.7554/eLife.25299.","Elife.  2017","PubMed","citation","PMID:28760200 | PMCID:PMC5538822","pubmed","28760200","create date:2017/08/02 | first author:Johnson WL",
"TPL-2 restricts Ccl24-dependent immunity to Heligmosomoides polygyrus.","/pubmed/28759611","Kannan Y, Entwistle LJ, Pelly VS, Perez-Lloret J, Walker AW, Ley SC, Wilson MS.","PLoS Pathog. 2017 Jul 31;13(7):e1006536. doi: 10.1371/journal.ppat.1006536. eCollection 2017 Jul.","PLoS Pathog.  2017","PubMed","citation","PMID:28759611","pubmed","28759611","create date:2017/08/02 | first author:Kannan Y",
"Proteogenomic analysis of the total and surface-exposed proteomes of Plasmodium vivax salivary gland sporozoites.","/pubmed/28759593","Swearingen KE, Lindner SE, Flannery EL, Vaughan AM, Morrison RD, Patrapuvich R, Koepfli C, Muller I, Jex A, Moritz RL, Kappe SHI, Sattabongkot J, Mikolajczak SA.","PLoS Negl Trop Dis. 2017 Jul 31;11(7):e0005791. doi: 10.1371/journal.pntd.0005791. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28759593","pubmed","28759593","create date:2017/08/02 | first author:Swearingen KE",
"Differential regulation of germ line apoptosis and germ cell differentiation by CPEB family members in C. elegans.","/pubmed/28759574","Singh KD, Zheng X, Milstein S, Keller M, Roschitzki B, Grossmann J, Hengartner MO.","PLoS One. 2017 Jul 31;12(7):e0182270. doi: 10.1371/journal.pone.0182270. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28759574 | PMCID:PMC5536308","pubmed","28759574","create date:2017/08/02 | first author:Singh KD",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"De novo assembly and annotation of the retinal transcriptome for the Nile grass rat (Arvicanthis ansorgei).","/pubmed/28759564","Liu MM, Farkas M, Spinnhirny P, Pevet P, Pierce E, Hicks D, Zack DJ.","PLoS One. 2017 Jul 31;12(7):e0179061. doi: 10.1371/journal.pone.0179061. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28759564 | PMCID:PMC5536302","pubmed","28759564","create date:2017/08/02 | first author:Liu MM",
"Structural and Functional Survey of Environmental Aminoglycoside Acetyltransferases Reveals Functionality of Resistance Enzymes.","/pubmed/28756664","Xu Z, Stogios PJ, Quaile AT, Forsberg KJ, Patel S, Skarina T, Houliston S, Arrowsmith C, Dantas G, Savchenko A.","ACS Infect Dis. 2017 Aug 16. doi: 10.1021/acsinfecdis.7b00068. [Epub ahead of print]","ACS Infect Dis.  2017","PubMed","citation","PMID:28756664","pubmed","28756664","create date:2017/08/02 | first author:Xu Z",
"Chondroitin sulfate disaccharides modified the structure and function of the murine gut microbiome under healthy and stressed conditions.","/pubmed/28754911","Liu F, Zhang N, Li Z, Wang X, Shi H, Xue C, Li RW, Tang Q.","Sci Rep. 2017 Jul 28;7(1):6783. doi: 10.1038/s41598-017-05860-6.","Sci Rep.  2017","PubMed","citation","PMID:28754911 | PMCID:PMC5533764","pubmed","28754911","create date:2017/07/30 | first author:Liu F",
"Genome sequence and composition of a tolyporphin-producing cyanobacterium-microbial community.","/pubmed/28754701","Hughes RA, Zhang Y, Zhang R, Williams PG, Lindsey JS, Miller ES.","Appl Environ Microbiol. 2017 Jul 28. pii: AEM.01068-17. doi: 10.1128/AEM.01068-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28754701","pubmed","28754701","create date:2017/07/30 | first author:Hughes RA",
"Making ""perfect"" the enemy of good.","/pubmed/28754684","Farrar JE, Neuberg D, Triche T Jr, Bodine DM.","Blood. 2017 Jul 28. pii: blood-2017-07-789107. doi: 10.1182/blood-2017-07-789107. [Epub ahead of print] No abstract available. ","Blood.  2017","PubMed","citation","PMID:28754684","pubmed","28754684","create date:2017/07/30 | first author:Farrar JE",
"Genomic Reconstruction of Carbohydrate Utilization Capacities in Microbial-Mat Derived Consortia.","/pubmed/28751880","Leyn SA, Maezato Y, Romine MF, Rodionov DA.","Front Microbiol. 2017 Jul 13;8:1304. doi: 10.3389/fmicb.2017.01304. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28751880 | PMCID:PMC5507952","pubmed","28751880","create date:2017/07/29 | first author:Leyn SA",
"Bone Morphogenetic Protein 9 Protects against Neonatal Hyperoxia-Induced Impairment of Alveolarization and Pulmonary Inflammation.","/pubmed/28751863","Chen X, Orriols M, Walther FJ, Laghmani EH, Hoogeboom AM, Hogen-Esch ACB, Hiemstra PS, Folkerts G, Goumans MTH, Ten Dijke P, Morrell NW, Wagenaar GTM.","Front Physiol. 2017 Jul 13;8:486. doi: 10.3389/fphys.2017.00486. eCollection 2017.","Front Physiol.  2017","PubMed","citation","PMID:28751863 | PMCID:PMC5507999","pubmed","28751863","create date:2017/07/29 | first author:Chen X",
"In-silico Taxonomic Classification of 373 Genomes Reveals Species Misidentification and New Genospecies within the Genus Pseudomonas.","/pubmed/28747902","Tran PN, Savka MA, Gan HM.","Front Microbiol. 2017 Jul 12;8:1296. doi: 10.3389/fmicb.2017.01296. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28747902 | PMCID:PMC5506229","pubmed","28747902","create date:2017/07/28 | first author:Tran PN",
"Identification of differentially expressed splice variants by the proteogenomic pipeline Splicify.","/pubmed/28747380","Komor MA, Pham T, Hiemstra AC, Piersma SR, Bolijn AS, Schelfhorst T, Delis-van Diemen PM, Tijssen M, Sebra RP, Ashby M, Meijer GA, Jimenez CR, Fijneman RJA.","Mol Cell Proteomics. 2017 Jul 26. pii: mcp.000056.2017. doi: 10.1074/mcp.TIR117.000056. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28747380","pubmed","28747380","create date:2017/07/28 | first author:Komor MA",
"ADAM10 and Notch1 on murine dendritic cells control the development of type 2 immunity and IgE production.","/pubmed/28745029","Damle SR, Martin RK, Cockburn CL, Lownik JC, Carlyon JA, Smith AD, Conrad DH.","Allergy. 2017 Jul 26. doi: 10.1111/all.13261. [Epub ahead of print]","Allergy.  2017","PubMed","citation","PMID:28745029","pubmed","28745029","create date:2017/07/27 | first author:Damle SR",
