Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Protein expression changes caused by spaceflight as measured for 18 Russian cosmonauts.","/pubmed/28811532","M Larina I, Percy AJ, Yang J, Borchers CH, M Nosovsky A, I Grigoriev A, N Nikolaev E.","Sci Rep. 2017 Aug 15;7(1):8142. doi: 10.1038/s41598-017-08432-w.","Sci Rep.  2017","PubMed","citation","PMID:28811532 | PMCID:PMC5557884","pubmed","28811532","create date:2017/08/16 | first author:M Larina I",
"Mutations in KEOPS-complex genes cause nephrotic syndrome with primary microcephaly.","/pubmed/28805828","Braun DA, Rao J, Mollet G, Schapiro D, Daugeron MC, Tan W, Gribouval O, Boyer O, Revy P, Jobst-Schwan T, Schmidt JM, Lawson JA, Schanze D, Ashraf S, Ullmann JFP, Hoogstraten CA, Boddaert N, Collinet B, Martin G, Liger D, Lovric S, Furlano M, et al.","Nat Genet. 2017 Aug 14. doi: 10.1038/ng.3933. [Epub ahead of print]","Nat Genet.  2017","PubMed","citation","PMID:28805828","pubmed","28805828","create date:2017/08/15 | first author:Braun DA",
"Identification of the SOX2 interactome by BioID reveals EP300 as a mediator of SOX2-dependent squamous differentiation and lung squamous cell carcinoma growth.","/pubmed/28794006","Kim BR, Coyaud E, Laurent E, St-Germain J, Van de Laar E, Tsao MS, Raught B, Moghal N.","Mol Cell Proteomics. 2017 Aug 9. pii: mcp.M116.064451. doi: 10.1074/mcp.M116.064451. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28794006","pubmed","28794006","create date:2017/08/11 | first author:Kim BR",
"Insights from protein-protein interaction studies on bacterial pathogenesis.","/pubmed/28786313","Gagarinova A, Phanse S, Cygler M, Babu M.","Expert Rev Proteomics. 2017 Aug 8. doi: 10.1080/14789450.2017.1365603. [Epub ahead of print]","Expert Rev Proteomics.  2017","PubMed","citation","PMID:28786313","pubmed","28786313","create date:2017/08/09 | first author:Gagarinova A",
"Merging in-silico and in vitro salivary protein complex partners using the STRING database: A tutorial.","/pubmed/28782718","Crosara KTB, Moffa EB, Xiao Y, Siqueira WL.","J Proteomics. 2017 Aug 3. pii: S1874-3919(17)30266-X. doi: 10.1016/j.jprot.2017.08.002. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28782718","pubmed","28782718","create date:2017/08/08 | first author:Crosara KTB",
"Differentiating heart failure phenotypes using sex-specific transcriptomic and proteomic biomarker panels.","/pubmed/28772032","Toma M, Mak GJ, Chen V, Hollander Z, Shannon CP, Lam KKY, Ng RT, Tebbutt SJ, Wilson-McManus JE, Ignaszewski A, Anderson T, Dyck JRB, Howlett J, Ezekowitz J, McManus BM, Oudit GY.","ESC Heart Fail. 2017 Aug;4(3):301-311. doi: 10.1002/ehf2.12136. Epub 2017 Mar 4.","ESC Heart Fail.  2017","PubMed","citation","PMID:28772032 | PMCID:PMC5542716","pubmed","28772032","create date:2017/08/05 | first author:Toma M",
"Quantitative Temporal in Vivo Proteomics Deciphers the Transition of Virus-Driven Myeloid Cells into M2 Macrophages.","/pubmed/28768414","Clements DR, Murphy JP, Sterea A, Kennedy BE, Kim Y, Helson E, Almasi S, Holay N, Konda P, Paulo JA, Sharif T, Lee PW, Weekes MP, Gygi SP, Gujar S.","J Proteome Res. 2017 Aug 23. doi: 10.1021/acs.jproteome.7b00425. [Epub ahead of print]","J Proteome Res.  2017","PubMed","citation","PMID:28768414","pubmed","28768414","create date:2017/08/05 | first author:Clements DR",
"An online 2D-reversed-phase - Reversed-phase chromatographic method for sensitive and robust plasma protein quantitation.","/pubmed/28757464","Richard VR, Domanski D, Percy AJ, Borchers CH.","J Proteomics. 2017 Jul 27. pii: S1874-3919(17)30262-2. doi: 10.1016/j.jprot.2017.07.018. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28757464","pubmed","28757464","create date:2017/08/02 | first author:Richard VR",
"Microfluidic-Mass Spectrometry Interfaces for Translational Proteomics.","/pubmed/28755975","Pedde RD, Li H, Borchers CH, Akbari M.","Trends Biotechnol. 2017 Jul 26. pii: S0167-7799(17)30141-5. doi: 10.1016/j.tibtech.2017.06.006. [Epub ahead of print] Review.","Trends Biotechnol.  2017","PubMed","citation","PMID:28755975","pubmed","28755975","create date:2017/08/02 | first author:Pedde RD",
"Repression of Salmonella host cell invasion by aromatic small molecules from the human fecal metabolome.","/pubmed/28754707","Peixoto RJM, Alves ES, Wang M, Ferreira RBR, Granato A, Han J, Gill H, Jacobson K, Lobo LA, Domingues RMCP, Borchers CH, Davies JE, Finlay BB, Antunes LCM.","Appl Environ Microbiol. 2017 Jul 28. pii: AEM.01148-17. doi: 10.1128/AEM.01148-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28754707","pubmed","28754707","create date:2017/07/30 | first author:Peixoto RJM",
"Resilient protein co-expression network in male orbitofrontal cortex layer 2/3 during human aging.","/pubmed/28750307","Pabba M, Scifo E, Kapadia F, Nikolova YS, Ma T, Mechawar N, Tseng GC, Sibille E.","Neurobiol Aging. 2017 Jul 5;58:180-190. doi: 10.1016/j.neurobiolaging.2017.06.023. [Epub ahead of print]","Neurobiol Aging.  2017","PubMed","citation","PMID:28750307","pubmed","28750307","create date:2017/07/28 | first author:Pabba M",
"Capturing protein communities by structural proteomics in a thermophilic eukaryote.","/pubmed/28743795","Kastritis PL, O'Reilly FJ, Bock T, Li Y, Rogon MZ, Buczak K, Romanov N, Betts MJ, Bui KH, Hagen WJ, Hennrich ML, Mackmull MT, Rappsilber J, Russell RB, Bork P, Beck M, Gavin AC.","Mol Syst Biol. 2017 Jul 25;13(7):936. doi: 10.15252/msb.20167412.","Mol Syst Biol.  2017","PubMed","citation","PMID:28743795 | PMCID:PMC5527848","pubmed","28743795","create date:2017/07/27 | first author:Kastritis PL",
"Editorial for Special Issue: Approaches to Top-Down Proteomics: In Honour of Prof. Patrick H. O'Farrell.","/pubmed/28737716","Coorssen J, Yergey A.","Proteomes. 2017 Jul 24;5(3). pii: E18. doi: 10.3390/proteomes5030018.","Proteomes.  2017","PubMed","citation","PMID:28737716","pubmed","28737716","create date:2017/07/25 | first author:Coorssen J",
"The whole-genome landscape of medulloblastoma subtypes.","/pubmed/28726821","Northcott PA, Buchhalter I, Morrissy AS, Hovestadt V, Weischenfeldt J, Ehrenberger T, Gröbner S, Segura-Wang M, Zichner T, Rudneva VA, Warnatz HJ, Sidiropoulos N, Phillips AH, Schumacher S, Kleinheinz K, Waszak SM, Erkek S, Jones DTW, Worst BC, Kool M, Zapatka M, Jäger N, et al.","Nature. 2017 Jul 19;547(7663):311-317. doi: 10.1038/nature22973.","Nature.  2017","PubMed","citation","PMID:28726821","pubmed","28726821","create date:2017/07/21 | first author:Northcott PA",
"N-Degradomic Analysis Reveals a Proteolytic Network Processing the Podocyte Cytoskeleton.","/pubmed/28724775","Rinschen MM, Hoppe AK, Grahammer F, Kann M, Völker LA, Schurek EM, Binz J, Höhne M, Demir F, Malisic M, Huber TB, Kurschat C, Kizhakkedathu JN, Schermer B, Huesgen PF, Benzing T.","J Am Soc Nephrol. 2017 Jul 19. pii: ASN.2016101119. doi: 10.1681/ASN.2016101119. [Epub ahead of print]","J Am Soc Nephrol.  2017","PubMed","citation","PMID:28724775","pubmed","28724775","create date:2017/07/21 | first author:Rinschen MM",
"De novo peptide sequencing by deep learning.","/pubmed/28720701","Tran NH, Zhang X, Xin L, Shan B, Li M.","Proc Natl Acad Sci U S A. 2017 Jul 18. pii: 201705691. doi: 10.1073/pnas.1705691114. [Epub ahead of print]","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28720701 | PMCID:PMC5547637","pubmed","28720701","create date:2017/07/20 | first author:Tran NH",
"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta).","/pubmed/28716924","Brawley SH, Blouin NA, Ficko-Blean E, Wheeler GL, Lohr M, Goodson HV, Jenkins JW, Blaby-Haas CE, Helliwell KE, Chan CX, Marriage TN, Bhattacharya D, Klein AS, Badis Y, Brodie J, Cao Y, Collén J, Dittami SM, Gachon CMM, Green BR, Karpowicz SJ, Kim JW, et al.","Proc Natl Acad Sci U S A. 2017 Aug 1;114(31):E6361-E6370. doi: 10.1073/pnas.1703088114. Epub 2017 Jul 17.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28716924 | PMCID:PMC5547612","pubmed","28716924","create date:2017/07/19 | first author:Brawley SH",
"Molecular cloning of an ester-forming triterpenoid: UDP-glucose 28-O-glucosyltransferase involved in saponin biosynthesis from the medicinal plant Centella asiatica.","/pubmed/28716424","de Costa F, Barber CJS, Kim YB, Reed DW, Zhang H, Fett-Neto AG, Covello PS.","Plant Sci. 2017 Sep;262:9-17. doi: 10.1016/j.plantsci.2017.05.009. Epub 2017 May 23.","Plant Sci.  2017","PubMed","citation","PMID:28716424","pubmed","28716424","create date:2017/07/19 | first author:de Costa F",
"Detecting protein variants by mass spectrometry: a comprehensive study in cancer cell-lines.","/pubmed/28716134","Alfaro JA, Ignatchenko A, Ignatchenko V, Sinha A, Boutros PC, Kislinger T.","Genome Med. 2017 Jul 18;9(1):62. doi: 10.1186/s13073-017-0454-9.","Genome Med.  2017","PubMed","citation","PMID:28716134 | PMCID:PMC5514513","pubmed","28716134","create date:2017/07/19 | first author:Alfaro JA",
"Cell-free methemoglobin drives platelets to apoptosis via mitochondrial ROS-mediated activation of JNK and p38 MAP kinase.","/pubmed/28712866","NaveenKumar SK, Hemshekhar M, Sundaram MS, Kemparaju K, Girish KS.","Biochem Biophys Res Commun. 2017 Sep 9;491(1):183-191. doi: 10.1016/j.bbrc.2017.07.073. Epub 2017 Jul 13.","Biochem Biophys Res Commun.  2017","PubMed","citation","PMID:28712866","pubmed","28712866","create date:2017/07/18 | first author:NaveenKumar SK",
"Proteomic characterisation reveals active Wnt-signalling by human multipotent stromal cells as a key regulator of beta cell survival and proliferation.","/pubmed/28710530","Kuljanin M, Bell GI, Sherman SE, Lajoie GA, Hess DA.","Diabetologia. 2017 Jul 14. doi: 10.1007/s00125-017-4355-7. [Epub ahead of print]","Diabetologia.  2017","PubMed","citation","PMID:28710530","pubmed","28710530","create date:2017/07/16 | first author:Kuljanin M",
"A cell wall proteome and targeted cell wall analyses provide novel information on hemicellulose metabolism in flax.","/pubmed/28706005","Chabi M, Goulas E, Leclercq C, de Waele I, Rihouey C, Cenci U, Day A, Blervacq AS, Neutelings G, Duponchel L, Lerouge P, Hausman JF, Renaut J, Hawkins S.","Mol Cell Proteomics. 2017 Jul 13. pii: mcp.M116.063727. doi: 10.1074/mcp.M116.063727. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28706005","pubmed","28706005","create date:2017/07/15 | first author:Chabi M",
"Assessing the impact of protein extraction methods for human gut metaproteomics.","/pubmed/28705725","Zhang X, Li L, Mayne J, Ning Z, Stintzi A, Figeys D.","J Proteomics. 2017 Jul 10. pii: S1874-3919(17)30235-X. doi: 10.1016/j.jprot.2017.07.001. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28705725","pubmed","28705725","create date:2017/07/15 | first author:Zhang X",
"A broadly distributed toxin family mediates contact-dependent antagonism between gram-positive bacteria.","/pubmed/28696203","Whitney JC, Peterson SB, Kim J, Pazos M, Verster AJ, Radey MC, Kulasekara HD, Ching MQ, Bullen NP, Bryant D, Goo YA, Surette MG, Borenstein E, Vollmer W, Mougous JD.","Elife. 2017 Jul 11;6. pii: e26938. doi: 10.7554/eLife.26938.","Elife.  2017","PubMed","citation","PMID:28696203 | PMCID:PMC5555719","pubmed","28696203","create date:2017/07/12 | first author:Whitney JC",
"Solving protein structures using short-distance cross-linking constraints as a guide for discrete molecular dynamics simulations.","/pubmed/28695211","Brodie NI, Popov KI, Petrotchenko EV, Dokholyan NV, Borchers CH.","Sci Adv. 2017 Jul 7;3(7):e1700479. doi: 10.1126/sciadv.1700479. eCollection 2017 Jul.","Sci Adv.  2017","PubMed","citation","PMID:28695211 | PMCID:PMC5501500","pubmed","28695211","create date:2017/07/12 | first author:Brodie NI",
"Interferon γ induced compositional changes in human bone marrow derived mesenchymal stem/stromal cells.","/pubmed/28694743","Guan Q, Ezzati P, Spicer V, Krokhin O, Wall D, Wilkins JA.","Clin Proteomics. 2017 Jul 6;14:26. doi: 10.1186/s12014-017-9161-1. eCollection 2017.","Clin Proteomics.  2017","PubMed","citation","PMID:28694743 | PMCID:PMC5501357","pubmed","28694743","create date:2017/07/12 | first author:Guan Q",
"Spatiotemporal proteomic profiling of human cerebral development.","/pubmed/28687556","Djuric U, Rodrigues DC, Batruch I, Ellis J, Shannon P, Diamandis P.","Mol Cell Proteomics. 2017 Jul 7. pii: mcp.M116.066274. doi: 10.1074/mcp.M116.066274. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28687556","pubmed","28687556","create date:2017/07/09 | first author:Djuric U",
"The E3 ubiquitin ligase and RNA-binding protein ZNF598 orchestrates ribosome quality control of premature polyadenylated mRNAs.","/pubmed/28685749","Garzia A, Jafarnejad SM, Meyer C, Chapat C, Gogakos T, Morozov P, Amiri M, Shapiro M, Molina H, Tuschl T, Sonenberg N.","Nat Commun. 2017 Jul 7;8:16056. doi: 10.1038/ncomms16056.","Nat Commun.  2017","PubMed","citation","PMID:28685749 | PMCID:PMC5504347","pubmed","28685749","create date:2017/07/08 | first author:Garzia A",
"Multi-pronged proteomic analysis to study the glioma pathobiology using cerebrospinal fluid samples.","/pubmed/28679024","Gahoi N, Malhotra D, Moiyadi A, Varma SG, Gandhi MN, Srivastava S.","Proteomics Clin Appl. 2017 Jul 5. doi: 10.1002/prca.201700056. [Epub ahead of print]","Proteomics Clin Appl.  2017","PubMed","citation","PMID:28679024","pubmed","28679024","create date:2017/07/06 | first author:Gahoi N",
"Immuno-proteomic discovery of tumor tissue autoantigens identifies olfactomedin 4, CD11b, and integrin alpha-2 as markers of colorectal cancer with liver metastases.","/pubmed/28669815","Yang Q, Bavi P, Wang JY, Roehrl MH.","J Proteomics. 2017 Jun 29. pii: S1874-3919(17)30231-2. doi: 10.1016/j.jprot.2017.06.021. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28669815","pubmed","28669815","create date:2017/07/04 | first author:Yang Q",
"ProHits-viz: a suite of web tools for visualizing interaction proteomics data.","/pubmed/28661499","Knight JDR, Choi H, Gupta GD, Pelletier L, Raught B, Nesvizhskii AI, Gingras AC.","Nat Methods. 2017 Jun 29;14(7):645-646. doi: 10.1038/nmeth.4330. No abstract available. ","Nat Methods.  2017","PubMed","citation","PMID:28661499","pubmed","28661499","create date:2017/07/01 | first author:Knight JDR",
"Identification of Host Proteins Predictive of Early Stage Mycobacterium tuberculosis Infection.","/pubmed/28655597","Bark CM, Manceur AM, Malone LL, Nsereko M, Okware B, Mayanja HK, Joloba ML, Rajotte I, Mentinova M, Kay P, Lo S, Tremblay P, Stein CM, Boom WH, Paramithiotis E.","EBioMedicine. 2017 Jul;21:150-157. doi: 10.1016/j.ebiom.2017.06.019. Epub 2017 Jun 20.","EBioMedicine.  2017","PubMed","citation","PMID:28655597 | PMCID:PMC5514433","pubmed","28655597","create date:2017/06/29 | first author:Bark CM",
"Evidence for a Role of Nerve Injury in Painful Intervertebral Disc Degeneration: A Cross-Sectional Proteomic Analysis of Human Cerebrospinal Fluid.","/pubmed/28652204","Lim TKY, Anderson KM, Hari P, Di Falco M, Reihsen TE, Wilcox GL, Belani KG, LaBoissiere S, Pinto MR, Beebe DS, Kehl LJ, Stone LS.","J Pain. 2017 Jun 24. pii: S1526-5900(17)30625-9. doi: 10.1016/j.jpain.2017.06.002. [Epub ahead of print]","J Pain.  2017","PubMed","citation","PMID:28652204","pubmed","28652204","create date:2017/06/28 | first author:Lim TKY",
"Inhibition of 17beta-hydroxysteroid dehydrogenase type 7 modulates breast cancer protein profile and enhances apoptosis by down-regulating GRP78.","/pubmed/28645527","Wang XQ, Aka JA, Li T, Xu D, Doillon CJ, Lin SX.","J Steroid Biochem Mol Biol. 2017 Sep;172:188-197. doi: 10.1016/j.jsbmb.2017.06.009. Epub 2017 Jun 20.","J Steroid Biochem Mol Biol.  2017","PubMed","citation","PMID:28645527","pubmed","28645527","create date:2017/06/25 | first author:Wang XQ",
"Phenotypic analysis of organoids by proteomics.","/pubmed/28643936","Gonneaud A, Asselin C, Boudreau F, Boisvert FM.","Proteomics. 2017 Jun 23. doi: 10.1002/pmic.201700023. [Epub ahead of print] Review.","Proteomics.  2017","PubMed","citation","PMID:28643936","pubmed","28643936","create date:2017/06/24 | first author:Gonneaud A",
"The use of cell culture platforms to identify novel markers of bone and dentin resorption.","/pubmed/28643914","Rody WJ Jr, Krokhin O, Spicer V, Chamberlain CA, Chamberlain M, McHugh KP, Wallet SM, Emory AK, Crull JD, Holliday LS.","Orthod Craniofac Res. 2017 Jun;20 Suppl 1:89-94. doi: 10.1111/ocr.12162.","Orthod Craniofac Res.  2017","PubMed","citation","PMID:28643914","pubmed","28643914","create date:2017/06/24 | first author:Rody WJ Jr",
"Hypoxia-Induced Changes in the Fibroblast Secretome, Exosome, and Whole-Cell Proteome Using Cultured, Cardiac-Derived Cells Isolated from Neonatal Mice.","/pubmed/28641008","Cosme J, Guo H, Hadipour-Lakmehsari S, Emili A, Gramolini AO.","J Proteome Res. 2017 Aug 4;16(8):2836-2847. doi: 10.1021/acs.jproteome.7b00144. Epub 2017 Jul 6.","J Proteome Res.  2017","PubMed","citation","PMID:28641008","pubmed","28641008","create date:2017/06/24 | first author:Cosme J",
"Proteomic analysis of red blood cells from donors exhibiting high hemolysis demonstrates a reduction in membrane-associated proteins involved in the oxidative response.","/pubmed/28634986","Chen D, Schubert P, Devine DV.","Transfusion. 2017 Jun 20. doi: 10.1111/trf.14188. [Epub ahead of print]","Transfusion.  2017","PubMed","citation","PMID:28634986","pubmed","28634986","create date:2017/06/22 | first author:Chen D",
"Metabolomics as a Driver in Advancing Precision Medicine in Sepsis.","/pubmed/28632924","Eckerle M, Ambroggio L, Puskarich MA, Winston B, Jones AE, Standiford TJ, Stringer KA.","Pharmacotherapy. 2017 Jun 20. doi: 10.1002/phar.1974. [Epub ahead of print] Review.","Pharmacotherapy.  2017","PubMed","citation","PMID:28632924","pubmed","28632924","create date:2017/06/21 | first author:Eckerle M",
"Combined Mass Spectrometry Imaging and Top-down Microproteomics Reveals Evidence of a Hidden Proteome in Ovarian Cancer.","/pubmed/28629911","Delcourt V, Franck J, Leblanc E, Narducci F, Robin YM, Gimeno JP, Quanico J, Wisztorski M, Kobeissy F, Jacques JF, Roucou X, Salzet M, Fournier I.","EBioMedicine. 2017 Jul;21:55-64. doi: 10.1016/j.ebiom.2017.06.001. Epub 2017 Jun 3.","EBioMedicine.  2017","PubMed","citation","PMID:28629911 | PMCID:PMC5514399","pubmed","28629911","create date:2017/06/21 | first author:Delcourt V",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Small proteins encoded by unannotated ORFs are rising stars of the proteome, confirming shortcomings in genome annotations and current vision of an mRNA.","/pubmed/28627015","Delcourt V, Staskevicius A, Salzet M, Fournier I, Roucou X.","Proteomics. 2017 Jun 19. doi: 10.1002/pmic.201700058. [Epub ahead of print] Review.","Proteomics.  2017","PubMed","citation","PMID:28627015","pubmed","28627015","create date:2017/06/20 | first author:Delcourt V",
"NOVEL ANTIBIOTIC RESISTANCE DETERMINANTS FROM AGRICULTURAL SOIL EXPOSED TO ANTIBIOTICS WIDELY USED IN HUMAN MEDICINE AND ANIMAL FARMING.","/pubmed/28625995","Lau CH, van Engelen K, Gordon S, Renaud J, Topp E.","Appl Environ Microbiol. 2017 Jun 16. pii: AEM.00989-17. doi: 10.1128/AEM.00989-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28625995 | PMCID:PMC5541214","pubmed","28625995","create date:2017/06/20 | first author:Lau CH",
"Potential Role of Serum and Urinary Biomarkers in Diagnosis and Prognosis of Diabetic Nephropathy.","/pubmed/28616250","Campion CG, Sanchez-Ferras O, Batchu SN.","Can J Kidney Health Dis. 2017 May 22;4:2054358117705371. doi: 10.1177/2054358117705371. eCollection 2017. Review.","Can J Kidney Health Dis.  2017","PubMed","citation","PMID:28616250 | PMCID:PMC5461910","pubmed","28616250","create date:2017/06/16 | first author:Campion CG",
"Transfusion-related immunomodulation and cancer.","/pubmed/28606449","Goubran H, Sheridan D, Radosevic J, Burnouf T, Seghatchian J.","Transfus Apher Sci. 2017 Jun;56(3):336-340. doi: 10.1016/j.transci.2017.05.019. Epub 2017 May 27. Review.","Transfus Apher Sci.  2017","PubMed","citation","PMID:28606449","pubmed","28606449","create date:2017/06/14 | first author:Goubran H",
"Mass spectrometry-based Shiga toxin identification: An optimized approach.","/pubmed/28602982","Cheng K, Sloan A, Li X, Armstrong GD, Wang G.","J Proteomics. 2017 Jun 8. pii: S1874-3919(17)30206-3. doi: 10.1016/j.jprot.2017.06.003. [Epub ahead of print]","J Proteomics.  2017","PubMed","citation","PMID:28602982","pubmed","28602982","create date:2017/06/13 | first author:Cheng K",
"Beta cell heterogeneity: an evolving concept.","/pubmed/28597073","Avrahami D, Klochendler A, Dor Y, Glaser B.","Diabetologia. 2017 Aug;60(8):1363-1369. doi: 10.1007/s00125-017-4326-z. Epub 2017 Jun 8. Review.","Diabetologia.  2017","PubMed","citation","PMID:28597073 | PMCID:PMC5554543","pubmed","28597073","create date:2017/06/10 | first author:Avrahami D",
"Quantitative proteomics of intestinal mucosa from male mice lacking intestinal epithelial insulin receptors.","/pubmed/28591806","Jensen SR, Schoof EM, Wheeler SE, Hvid H, Ahnfelt-Rønne J, Hansen BF, Nishimura E, Olsen GS, Kislinger T, Brubaker PL.","Endocrinology. 2017 Jun 7. doi: 10.1210/en.2017-00194. [Epub ahead of print]","Endocrinology.  2017","PubMed","citation","PMID:28591806","pubmed","28591806","create date:2017/06/08 | first author:Jensen SR",
"A Routine 'Top-Down' Approach to Analysis of the Human Serum Proteome.","/pubmed/28587287","D'Silva AM, Hyett JA, Coorssen JR.","Proteomes. 2017 Jun 6;5(2). pii: E13. doi: 10.3390/proteomes5020013.","Proteomes.  2017","PubMed","citation","PMID:28587287 | PMCID:PMC5489773","pubmed","28587287","create date:2017/06/08 | first author:D'Silva AM",
