Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Quantitative Proteomics of Cerebrospinal Fluid in Paediatric Pneumococcal Meningitis.","/pubmed/28765563","Gómez-Baena G, Bennett RJ, Martínez-Rodríguez C, Wnęk M, Laing G, Hickey G, McLean L, Beynon RJ, Carrol ED.","Sci Rep. 2017 Aug 1;7(1):7042. doi: 10.1038/s41598-017-07127-6.","Sci Rep.  2017","PubMed","citation","PMID:28765563 | PMCID:PMC5539295","pubmed","28765563","create date:2017/08/03 | first author:Gómez-Baena G",
"Targeted Genome Sequencing Reveals Varicella-Zoster Virus Open Reading Frame 12 Deletion.","/pubmed/28747504","Cohrs RJ, Lee KS, Beach A, Sanford B, Baird NL, Como C, Graybill C, Jones D, Tekeste E, Ballard M, Chen X, Yalacki D, Frietze S, Jones K, Lenac Rovis T, Jonjić S, Haas J, Gilden D.","J Virol. 2017 Jul 26. pii: JVI.01141-17. doi: 10.1128/JVI.01141-17. [Epub ahead of print]","J Virol.  2017","PubMed","citation","PMID:28747504","pubmed","28747504","create date:2017/07/28 | first author:Cohrs RJ",
"Mass Spectrometry Imaging proves differential absorption profiles of well-characterised permeability markers along the crypt-villus axis.","/pubmed/28743866","Nilsson A, Peric A, Strimfors M, Goodwin RJA, Hayes MA, Andrén PE, Hilgendorf C.","Sci Rep. 2017 Jul 25;7(1):6352. doi: 10.1038/s41598-017-06583-4.","Sci Rep.  2017","PubMed","citation","PMID:28743866 | PMCID:PMC5526999","pubmed","28743866","create date:2017/07/27 | first author:Nilsson A",
"Dynamics of genomic innovation in the unicellular ancestry of animals.","/pubmed/28726632","Grau-Bové X, Torruella G, Donachie S, Suga H, Leonard G, Richards TA, Ruiz-Trillo I.","Elife. 2017 Jul 20;6. pii: e26036. doi: 10.7554/eLife.26036.","Elife.  2017","PubMed","citation","PMID:28726632","pubmed","28726632","create date:2017/07/21 | first author:Grau-Bové X",
"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta).","/pubmed/28716924","Brawley SH, Blouin NA, Ficko-Blean E, Wheeler GL, Lohr M, Goodson HV, Jenkins JW, Blaby-Haas CE, Helliwell KE, Chan CX, Marriage TN, Bhattacharya D, Klein AS, Badis Y, Brodie J, Cao Y, Collén J, Dittami SM, Gachon CMM, Green BR, Karpowicz SJ, Kim JW, et al.","Proc Natl Acad Sci U S A. 2017 Aug 1;114(31):E6361-E6370. doi: 10.1073/pnas.1703088114. Epub 2017 Jul 17.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28716924 | PMCID:PMC5547612","pubmed","28716924","create date:2017/07/19 | first author:Brawley SH",
"Synaptic Interactome Mining Reveals p140Cap as a New Hub for PSD Proteins Involved in Psychiatric and Neurological Disorders.","/pubmed/28713243","Alfieri A, Sorokina O, Adrait A, Angelini C, Russo I, Morellato A, Matteoli M, Menna E, Boeri Erba E, McLean C, Armstrong JD, Ala U, Buxbaum JD, Brusco A, Couté Y, De Rubeis S, Turco E, Defilippi P.","Front Mol Neurosci. 2017 Jun 30;10:212. doi: 10.3389/fnmol.2017.00212. eCollection 2017.","Front Mol Neurosci.  2017","PubMed","citation","PMID:28713243 | PMCID:PMC5492163","pubmed","28713243","create date:2017/07/18 | first author:Alfieri A",
"A novel antibacterial peptide derived from Crocodylus siamensis hemoglobin hydrolysate induces membrane permeabilisation causing iron dysregulation, oxidative stress and bacterial death.","/pubmed/28712131","Lueangsakulthai J, Jangpromma N, Temsiripong T, McKendrick JE, Khunkitti W, Maddocks SE, Klaynongsruang S.","J Appl Microbiol. 2017 Jul 16. doi: 10.1111/jam.13539. [Epub ahead of print]","J Appl Microbiol.  2017","PubMed","citation","PMID:28712131","pubmed","28712131","create date:2017/07/18 | first author:Lueangsakulthai J",
"Comparative proteomics reveals recruitment patterns of some protein families in the venoms of Cnidaria.","/pubmed/28711466","Jaimes-Becerra A, Chung R, Morandini AC, Weston AJ, Padilla G, Gacesa R, Ward M, Long PF, Marques AC.","Toxicon. 2017 Jul 13;137:19-26. doi: 10.1016/j.toxicon.2017.07.012. [Epub ahead of print]","Toxicon.  2017","PubMed","citation","PMID:28711466","pubmed","28711466","create date:2017/07/18 | first author:Jaimes-Becerra A",
"Identification and Quantification of Protein S-nitrosation by Nitrite in the Mouse Heart during Ischemia.","/pubmed/28710281","Chouchani ET, James AM, Methner C, Pell VR, Prime TA, Erikson BK, Forkink M, Lau GY, Bright TP, Menger KE, Fearnley IM, Krieg T, Murphy MP.","J Biol Chem. 2017 Jul 14. pii: jbc.M117.798744. doi: 10.1074/jbc.M117.798744. [Epub ahead of print]","J Biol Chem.  2017","PubMed","citation","PMID:28710281","pubmed","28710281","create date:2017/07/16 | first author:Chouchani ET",
"Myosin 1b and F-actin are involved in the control of secretory granule biogenesis.","/pubmed/28701771","Delestre-Delacour C, Carmon O, Laguerre F, Estay-Ahumada C, Courel M, Elias S, Jeandel L, Rayo MV, Peinado JR, Sengmanivong L, Gasman S, Coudrier E, Anouar Y, Montero-Hadjadje M.","Sci Rep. 2017 Jul 12;7(1):5172. doi: 10.1038/s41598-017-05617-1.","Sci Rep.  2017","PubMed","citation","PMID:28701771 | PMCID:PMC5507975","pubmed","28701771","create date:2017/07/14 | first author:Delestre-Delacour C",
"A broadly distributed toxin family mediates contact-dependent antagonism between gram-positive bacteria.","/pubmed/28696203","Whitney JC, Peterson SB, Kim J, Pazos M, Verster AJ, Radey MC, Kulasekara HD, Ching MQ, Bullen NP, Bryant D, Goo YA, Surette MG, Borenstein E, Vollmer W, Mougous JD.","Elife. 2017 Jul 11;6. pii: e26938. doi: 10.7554/eLife.26938.","Elife.  2017","PubMed","citation","PMID:28696203","pubmed","28696203","create date:2017/07/12 | first author:Whitney JC",
"Bacterial Survival under Extreme UV Radiation: A Comparative Proteomics Study of Rhodobacter sp., Isolated from High Altitude Wetlands in Chile.","/pubmed/28694800","Pérez V, Hengst M, Kurte L, Dorador C, Jeffrey WH, Wattiez R, Molina V, Matallana-Surget S.","Front Microbiol. 2017 Jun 26;8:1173. doi: 10.3389/fmicb.2017.01173. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28694800 | PMCID:PMC5483449","pubmed","28694800","create date:2017/07/12 | first author:Pérez V",
"Targeting Histone Demethylases in MYC-Driven Neuroblastomas with Ciclopirox.","/pubmed/28684529","Yang J, Milasta S, Hu D, AlTahan AM, Interiano RB, Zhou J, Davidson J, Low J, Lin W, Bao J, Goh P, Nathwani AC, Wang R, Wang Y, Ong SS, Boyd VA, Young B, Das S, Shelat A, Wu Y, Li Z, Zheng JJ, et al.","Cancer Res. 2017 Jul 6. doi: 10.1158/0008-5472.CAN-16-0826. [Epub ahead of print]","Cancer Res.  2017","PubMed","citation","PMID:28684529","pubmed","28684529","create date:2017/07/08 | first author:Yang J",
"Building bridges between cellular and molecular structural biology.","/pubmed/28682240","Patwardhan A, Brandt R, Butcher SJ, Collinson L, Gault D, Grünewald K, Hecksel C, Huiskonen JT, Iudin A, Jones ML, Korir PK, Koster AJ, Lagerstedt I, Lawson CL, Mastronarde D, McCormick M, Parkinson H, Rosenthal PB, Saalfeld S, Saibil HR, Sarntivijai S, Solanes Valero I, et al.","Elife. 2017 Jul 6;6. pii: e25835. doi: 10.7554/eLife.25835.","Elife.  2017","PubMed","citation","PMID:28682240 | PMCID:PMC5524535","pubmed","28682240","create date:2017/07/07 | first author:Patwardhan A",
"Computational proteomics tools for identification and quality control.","/pubmed/28676234","Kopczynski D, Sickmann A, Ahrends R.","J Biotechnol. 2017 Jul 1. pii: S0168-1656(17)31495-5. doi: 10.1016/j.jbiotec.2017.06.1199. [Epub ahead of print]","J Biotechnol.  2017","PubMed","citation","PMID:28676234","pubmed","28676234","create date:2017/07/06 | first author:Kopczynski D",
"Characterization of the Extracellular Matrix of Normal and Diseased Tissues Using Proteomics.","/pubmed/28675934","Naba A, Pearce OMT, Del Rosario A, Ma D, Ding H, Rajeeve V, Cutillas PR, Balkwill FR, Hynes RO.","J Proteome Res. 2017 Aug 4;16(8):3083-3091. doi: 10.1021/acs.jproteome.7b00191. Epub 2017 Jul 19.","J Proteome Res.  2017","PubMed","citation","PMID:28675934","pubmed","28675934","create date:2017/07/06 | first author:Naba A",
"Kinase activity ranking using phosphoproteomics data (KARP) quantifies the contribution of protein kinases to the regulation of cell viability.","/pubmed/28674151","Wilkes E, Casado P, Rajeeve V, Cutillas PR.","Mol Cell Proteomics. 2017 Jul 3. pii: mcp.O116.064360. doi: 10.1074/mcp.O116.064360. [Epub ahead of print]","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28674151","pubmed","28674151","create date:2017/07/05 | first author:Wilkes E",
"MRG15-mediated tethering of PALB2 to unperturbed chromatin protects active genes from genotoxic stress.","/pubmed/28673974","Bleuyard JY, Fournier M, Nakato R, Couturier AM, Katou Y, Ralf C, Hester SS, Dominguez D, Rhodes D, Humphrey TC, Shirahige K, Esashi F.","Proc Natl Acad Sci U S A. 2017 Jul 18;114(29):7671-7676. doi: 10.1073/pnas.1620208114. Epub 2017 Jul 3.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28673974 | PMCID:PMC5530651","pubmed","28673974","create date:2017/07/05 | first author:Bleuyard JY",
"Targeted Feature Detection for Data-Dependent Shotgun Proteomics.","/pubmed/28673088","Weisser H, Choudhary JS.","J Proteome Res. 2017 Aug 4;16(8):2964-2974. doi: 10.1021/acs.jproteome.7b00248. Epub 2017 Jul 19.","J Proteome Res.  2017","PubMed","citation","PMID:28673088 | PMCID:PMC5547443","pubmed","28673088","create date:2017/07/05 | first author:Weisser H",
"Quantitative Proteomics Analysis of Plasmodium vivax Induced Alterations in Human Serum during the Acute and Convalescent Phases of Infection.","/pubmed/28667326","Ray S, Patel SK, Venkatesh A, Chatterjee G, Ansari NN, Gogtay NJ, Thatte UM, Gandhe P, Varma SG, Patankar S, Srivastava S.","Sci Rep. 2017 Jun 30;7(1):4400. doi: 10.1038/s41598-017-04447-5.","Sci Rep.  2017","PubMed","citation","PMID:28667326 | PMCID:PMC5493610","pubmed","28667326","create date:2017/07/02 | first author:Ray S",
"Proteomics of Parma Dry-Cured Ham: Analysis of Salting Exudates.","/pubmed/28662581","Paredi G, Benoni R, Pighini G, Ronda L, Dowle A, Ashford D, Thomas J, Saccani G, Virgili R, Mozzarelli A.","J Agric Food Chem. 2017 Aug 2;65(30):6307-6316. doi: 10.1021/acs.jafc.7b01293. Epub 2017 Jul 18.","J Agric Food Chem.  2017","PubMed","citation","PMID:28662581","pubmed","28662581","create date:2017/07/01 | first author:Paredi G",
"Serine ADP-ribosylation reversal by the hydrolase ARH3.","/pubmed/28650317","Fontana P, Bonfiglio JJ, Palazzo L, Bartlett E, Matic I, Ahel I.","Elife. 2017 Jun 26;6. pii: e28533. doi: 10.7554/eLife.28533.","Elife.  2017","PubMed","citation","PMID:28650317","pubmed","28650317","create date:2017/06/27 | first author:Fontana P",
"Artemisinin as an anticancer drug: Recent advances in target profiling and mechanisms of action.","/pubmed/28643446","Wong YK, Xu C, Kalesh KA, He Y, Lin Q, Wong WSF, Shen HM, Wang J.","Med Res Rev. 2017 Jun 23. doi: 10.1002/med.21446. [Epub ahead of print] Review.","Med Res Rev.  2017","PubMed","citation","PMID:28643446","pubmed","28643446","create date:2017/06/24 | first author:Wong YK",
"Proteomic Differences between Developmental Stages of Toxoplasma gondii Revealed by iTRAQ-Based Quantitative Proteomics.","/pubmed/28626452","Wang ZX, Zhou CX, Elsheikha HM, He S, Zhou DH, Zhu XQ.","Front Microbiol. 2017 Jun 2;8:985. doi: 10.3389/fmicb.2017.00985. eCollection 2017.","Front Microbiol.  2017","PubMed","citation","PMID:28626452 | PMCID:PMC5454076","pubmed","28626452","create date:2017/06/20 | first author:Wang ZX",
"Colorectal cancer cell line proteomes are representative of primary tumors and predict drug sensitivity.","/pubmed/28625833","Wang J, Mouradov D, Wang X, Jorissen RN, Chambers MC, Zimmerman LJ, Vasaikar S, Love CG, Li S, Lowes K, Leuchowius KJ, Jousset H, Weinstock J, Yau C, Mariadason J, Shi Z, Ban Y, Chen X, Coffey RJC, Slebos RJC, Burgess AW, Liebler DC, et al.","Gastroenterology. 2017 Jun 15. pii: S0016-5085(17)35742-6. doi: 10.1053/j.gastro.2017.06.008. [Epub ahead of print]","Gastroenterology.  2017","PubMed","citation","PMID:28625833","pubmed","28625833","create date:2017/06/20 | first author:Wang J",
"Identification of candidate protein markers of Bovine Parainfluenza Virus Type 3 infection using an in vitro model.","/pubmed/28619153","Gray DW, Welsh MD, Doherty S, Mooney MH.","Vet Microbiol. 2017 May;203:257-266. doi: 10.1016/j.vetmic.2017.03.013. Epub 2017 Mar 14.","Vet Microbiol.  2017","PubMed","citation","PMID:28619153","pubmed","28619153","create date:2017/06/18 | first author:Gray DW",
"Phosphorylation of Serine 225 in Hepatitis C Virus NS5A Regulates Protein-Protein Interactions.","/pubmed/28615203","Goonawardane N, Gebhardt A, Bartlett C, Pichlmair A, Harris M.","J Virol. 2017 Aug 10;91(17). pii: e00805-17. doi: 10.1128/JVI.00805-17. Print 2017 Sep 1.","J Virol.  2017","PubMed","citation","PMID:28615203","pubmed","28615203","create date:2017/06/16 | first author:Goonawardane N",
"Direct Monitoring of Protein O-GlcNAcylation by High-Resolution Native Mass Spectrometry.","/pubmed/28609614","Leney AC, Rafie K, van Aalten DMF, Heck AJR.","ACS Chem Biol. 2017 Aug 18;12(8):2078-2084. doi: 10.1021/acschembio.7b00371. Epub 2017 Jun 28.","ACS Chem Biol.  2017","PubMed","citation","PMID:28609614","pubmed","28609614","create date:2017/06/14 | first author:Leney AC",
"Quantitative Proteomics Shows Extensive Remodeling Induced by Nitrogen Limitation in Prochlorococcusmarinus SS120.","/pubmed/28593196","Domínguez-Martín MA, Gómez-Baena G, Díez J, López-Grueso MJ, Beynon RJ, García-Fernández JM.","mSystems. 2017 May 30;2(3). pii: e00008-17. doi: 10.1128/mSystems.00008-17. eCollection 2017 May-Jun.","mSystems.  2017","PubMed","citation","PMID:28593196 | PMCID:PMC5451487","pubmed","28593196","create date:2017/06/09 | first author:Domínguez-Martín MA",
"Mass spectrometry imaging identifies palmitoylcarnitine as an immunological mediator during Salmonella Typhimurium infection.","/pubmed/28584281","Hulme HE, Meikle LM, Wessel H, Strittmatter N, Swales J, Thomson C, Nilsson A, Nibbs RJB, Milling S, Andren PE, Mackay CL, Dexter A, Bunch J, Goodwin RJA, Burchmore R, Wall DM.","Sci Rep. 2017 Jun 5;7(1):2786. doi: 10.1038/s41598-017-03100-5.","Sci Rep.  2017","PubMed","citation","PMID:28584281 | PMCID:PMC5459799","pubmed","28584281","create date:2017/06/07 | first author:Hulme HE",
"The neuropeptidome of the Crown-of-Thorns Starfish, Acanthaster planci.","/pubmed/28577918","Smith MK, Wang T, Suwansa-Ard S, Motti CA, Elizur A, Zhao M, Rowe ML, Hall MR, Elphick MR, Cummins SF.","J Proteomics. 2017 Aug 8;165:61-68. doi: 10.1016/j.jprot.2017.05.026. Epub 2017 May 31.","J Proteomics.  2017","PubMed","citation","PMID:28577918","pubmed","28577918","create date:2017/06/05 | first author:Smith MK",
"Stable Isotope Labeling by Amino Acids in Cell Culture (SILAC) Technology in Fission Yeast.","/pubmed/28572211","Maček B, Carpy A, Koch A, Bicho CC, Borek WE, Hauf S, Sawin KE.","Cold Spring Harb Protoc. 2017 Jun 1;2017(6):pdb.top079814. doi: 10.1101/pdb.top079814.","Cold Spring Harb Protoc.  2017","PubMed","citation","PMID:28572211","pubmed","28572211","create date:2017/06/03 | first author:Maček B",
"Stable Isotope Labeling by Amino Acids in Cell Culture (SILAC)-Based Quantitative Proteomics and Phosphoproteomics in Fission Yeast.","/pubmed/28572185","Carpy A, Koch A, Bicho CC, Borek WE, Hauf S, Sawin KE, Maček B.","Cold Spring Harb Protoc. 2017 Jun 1;2017(6):pdb.prot091686. doi: 10.1101/pdb.prot091686.","Cold Spring Harb Protoc.  2017","PubMed","citation","PMID:28572185","pubmed","28572185","create date:2017/06/03 | first author:Carpy A",
"Proteomic comparisons of opaque and transparent variants of Streptococcus pneumoniae by two dimensional-differential gel electrophoresis.","/pubmed/28550292","Chai MH, Weiland F, Harvey RM, Hoffmann P, Ogunniyi AD, Paton JC.","Sci Rep. 2017 May 26;7(1):2453. doi: 10.1038/s41598-017-02465-x.","Sci Rep.  2017","PubMed","citation","PMID:28550292 | PMCID:PMC5446427","pubmed","28550292","create date:2017/05/28 | first author:Chai MH",
"A systematic genomic screen implicates nucleocytoplasmic transport and membrane growth in nuclear size control.","/pubmed/28545058","Kume K, Cantwell H, Neumann FR, Jones AW, Snijders AP, Nurse P.","PLoS Genet. 2017 May 18;13(5):e1006767. doi: 10.1371/journal.pgen.1006767. eCollection 2017 May.","PLoS Genet.  2017","PubMed","citation","PMID:28545058 | PMCID:PMC5436639","pubmed","28545058","create date:2017/05/26 | first author:Kume K",
"A quantitative label-free analysis of the extracellular proteome of human supraspinatus tendon reveals damage to the pericellular and elastic fibre niches in torn and aged tissue.","/pubmed/28542244","Hakimi O, Ternette N, Murphy R, Kessler BM, Carr A.","PLoS One. 2017 May 18;12(5):e0177656. doi: 10.1371/journal.pone.0177656. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28542244 | PMCID:PMC5436668","pubmed","28542244","create date:2017/05/26 | first author:Hakimi O",
"Transcriptional and Post-transcriptional Gene Regulation by Long Non-coding RNA.","/pubmed/28529100","Dykes IM, Emanueli C.","Genomics Proteomics Bioinformatics. 2017 Jun;15(3):177-186. doi: 10.1016/j.gpb.2016.12.005. Epub 2017 May 19. Review.","Genomics Proteomics Bioinformatics.  2017","PubMed","citation","PMID:28529100 | PMCID:PMC5487525","pubmed","28529100","create date:2017/05/23 | first author:Dykes IM",
"Identification of novel Haemophilus parasuis serovar 5 vaccine candidates using an immunoproteomic approach.","/pubmed/28528009","Li G, Xie F, Li J, Liu J, Li D, Zhang Y, Langford PR, Li Y, Liu S, Wang C.","J Proteomics. 2017 Jun 23;163:111-117. doi: 10.1016/j.jprot.2017.05.014. Epub 2017 May 17.","J Proteomics.  2017","PubMed","citation","PMID:28528009","pubmed","28528009","create date:2017/05/22 | first author:Li G",
"The RxLR Motif of the Host Targeting Effector AVR3a of Phytophthora infestans Is Cleaved before Secretion.","/pubmed/28522546","Wawra S, Trusch F, Matena A, Apostolakis K, Linne U, Zhukov I, Stanek J, Koźmiński W, Davidson I, Secombes CJ, Bayer P, van West P.","Plant Cell. 2017 Jun;29(6):1184-1195. doi: 10.1105/tpc.16.00552. Epub 2017 May 18.","Plant Cell.  2017","PubMed","citation","PMID:28522546 | PMCID:PMC5502441","pubmed","28522546","create date:2017/05/20 | first author:Wawra S",
"Systemic and ocular fluid compounds as potential biomarkers in age-related macular degeneration.","/pubmed/28522341","Kersten E, Paun CC, Schellevis RL, Hoyng CB, Delcourt C, Lengyel I, Peto T, Ueffing M, Klaver CCW, Dammeier S, den Hollander AI, de Jong EK.","Surv Ophthalmol. 2017 May 15. pii: S0039-6257(16)30262-4. doi: 10.1016/j.survophthal.2017.05.003. [Epub ahead of print] Review.","Surv Ophthalmol.  2017","PubMed","citation","PMID:28522341","pubmed","28522341","create date:2017/05/20 | first author:Kersten E",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The mzIdentML Data Standard Version 1.2, Supporting Advances in Proteome Informatics.","/pubmed/28515314","Vizcaíno JA, Mayer G, Perkins S, Barsnes H, Vaudel M, Perez-Riverol Y, Ternent T, Uszkoreit J, Eisenacher M, Fischer L, Rappsilber J, Netz E, Walzer M, Kohlbacher O, Leitner A, Chalkley RJ, Ghali F, Martínez-Bartolomé S, Deutsch EW, Jones AR.","Mol Cell Proteomics. 2017 Jul;16(7):1275-1285. doi: 10.1074/mcp.M117.068429. Epub 2017 May 17.","Mol Cell Proteomics.  2017","PubMed","citation","PMID:28515314 | PMCID:PMC5500760","pubmed","28515314","create date:2017/05/19 | first author:Vizcaíno JA",
"Natural Mutagenesis-Enabled Global Proteomic Study of Metabolic and Carbon Source Implications in Mutant Thermoacidophillic Archaeon Sulfolobus solfataricus PBL2025.","/pubmed/28514846","Qiu W, Pham TK, Zou X, Ow SY, Wright PC.","J Proteome Res. 2017 Jul 7;16(7):2370-2383. doi: 10.1021/acs.jproteome.6b00920. Epub 2017 Jun 9.","J Proteome Res.  2017","PubMed","citation","PMID:28514846","pubmed","28514846","create date:2017/05/19 | first author:Qiu W",
"Oxidative Stress and Inflammation Induced by Environmental and Psychological Stressors: A Biomarker Perspective.","/pubmed/28494612","Ghezzi P, Floridi L, Boraschi D, Cuadrado A, Manda G, Levic S, D'Acquisto F, Hamilton A, Athersuch TJ, Selley L.","Antioxid Redox Signal. 2017 Jun 15. doi: 10.1089/ars.2017.7147. [Epub ahead of print]","Antioxid Redox Signal.  2017","PubMed","citation","PMID:28494612","pubmed","28494612","create date:2017/05/13 | first author:Ghezzi P",
"Identification of potential biomarkers of hepatotoxicity by plasma proteome analysis of arsenic-exposed carp Labeo rohita.","/pubmed/28475914","Banerjee S, Mahanty A, Mohanty S, Mazumder DG, Cash P, Mohanty BP.","J Hazard Mater. 2017 Aug 15;336:71-80. doi: 10.1016/j.jhazmat.2017.04.054. Epub 2017 Apr 24.","J Hazard Mater.  2017","PubMed","citation","PMID:28475914","pubmed","28475914","create date:2017/05/06 | first author:Banerjee S",
"Matrix Degradation in Human Immunodeficiency Virus Type 1-Associated Tuberculosis and Tuberculosis Immune Reconstitution Inflammatory Syndrome: A Prospective Observational Study.","/pubmed/28475709","Walker NF, Wilkinson KA, Meintjes G, Tezera LB, Goliath R, Peyper JM, Tadokera R, Opondo C, Coussens AK, Wilkinson RJ, Friedland JS, Elkington PT.","Clin Infect Dis. 2017 May 5. doi: 10.1093/cid/cix231. [Epub ahead of print]","Clin Infect Dis.  2017","PubMed","citation","PMID:28475709","pubmed","28475709","create date:2017/05/06 | first author:Walker NF",
