Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"The In-Feed Antibiotic Carbadox Induces Phage Gene Transcription in the Swine Gut Microbiome.","/pubmed/28790203","Johnson TA, Looft T, Severin AJ, Bayles DO, Nasko DJ, Wommack KE, Howe A, Allen HK.","MBio. 2017 Aug 8;8(4). pii: e00709-17. doi: 10.1128/mBio.00709-17.","MBio.  2017","PubMed","citation","PMID:28790203 | PMCID:PMC5550749","pubmed","28790203","create date:2017/08/10 | first author:Johnson TA",
"Differential gene expression in tomato fruit and Colletotrichum gloeosporioides during colonization of the RNAi-SlPH tomato line with reduced fruit acidity and higher pH.","/pubmed/28778147","Barad S, Sela N, Dubey AK, Kumar D, Luria N, Ment D, Cohen S, Schaffer AA, Prusky D.","BMC Genomics. 2017 Aug 4;18(1):579. doi: 10.1186/s12864-017-3961-6.","BMC Genomics.  2017","PubMed","citation","PMID:28778147 | PMCID:PMC5545021","pubmed","28778147","create date:2017/08/06 | first author:Barad S",
"Concurrent metabolism of pentose and hexose sugars by the polyextremophile Alicyclobacillus acidocaldarius.","/pubmed/28776272","Lee BD, Apel WA, DeVeaux LC, Sheridan PP.","J Ind Microbiol Biotechnol. 2017 Aug 3. doi: 10.1007/s10295-017-1968-2. [Epub ahead of print]","J Ind Microbiol Biotechnol.  2017","PubMed","citation","PMID:28776272","pubmed","28776272","create date:2017/08/05 | first author:Lee BD",
"Transcriptome analysis of the thermotolerant yeast Kluyveromyces marxianus CCT 7735 under ethanol stress.","/pubmed/28776098","Diniz RHS, Villada JC, Alvim MCT, Vidigal PMP, Vieira NM, Lamas-Maceiras M, Cerdán ME, González-Siso MI, Lahtvee PJ, da Silveira WB.","Appl Microbiol Biotechnol. 2017 Aug 3. doi: 10.1007/s00253-017-8432-0. [Epub ahead of print]","Appl Microbiol Biotechnol.  2017","PubMed","citation","PMID:28776098","pubmed","28776098","create date:2017/08/05 | first author:Diniz RHS",
"Transcriptome-Based Modeling Reveals that Oxidative Stress Induces Modulation of the AtfA-Dependent Signaling Networks in Aspergillus nidulans.","/pubmed/28770220","Orosz E, Antal K, Gazdag Z, Szabó Z, Han KH, Yu JH, Pócsi I, Emri T.","Int J Genomics. 2017;2017:6923849. doi: 10.1155/2017/6923849. Epub 2017 Jul 9.","Int J Genomics.  2017","PubMed","citation","PMID:28770220 | PMCID:PMC5523550","pubmed","28770220","create date:2017/08/05 | first author:Orosz E",
"Transcriptome profiling of mouse colonic eosinophils reveals a key role for eosinophils in the induction of s100a8 and s100a9 in mucosal healing.","/pubmed/28769105","Hadar R, Itay M, Michal I, Metsada PC, Thomas V, Johannes R, Ariel M.","Sci Rep. 2017 Aug 2;7(1):7117. doi: 10.1038/s41598-017-07738-z.","Sci Rep.  2017","PubMed","citation","PMID:28769105 | PMCID:PMC5540981","pubmed","28769105","create date:2017/08/05 | first author:Hadar R",
"Transcriptional Variation of Diverse Enteropathogenic Escherichia coli Isolates under Virulence-Inducing Conditions.","/pubmed/28766584","Hazen TH, Daugherty SC, Shetty AC, Nataro JP, Rasko DA.","mSystems. 2017 Jul 25;2(4). pii: e00024-17. doi: 10.1128/mSystems.00024-17. eCollection 2017 Jul-Aug.","mSystems.  2017","PubMed","citation","PMID:28766584 | PMCID:PMC5527300","pubmed","28766584","create date:2017/08/03 | first author:Hazen TH",
"The KMT1A-GATA3-STAT3 circuit is a novel self-renewal signaling of human bladder cancer stem cells.","/pubmed/28765327","Wen T, Yang Z, He L, Lin K, Zhang Y, Deng A, Liang Y, Li C.","Clin Cancer Res. 2017 Aug 1. pii: clincanres.0882.2017. doi: 10.1158/1078-0432.CCR-17-0882. [Epub ahead of print]","Clin Cancer Res.  2017","PubMed","citation","PMID:28765327","pubmed","28765327","create date:2017/08/03 | first author:Wen T",
"Comparative Transcriptomic Analysis of Porcine Peripheral Blood Reveals Differentially Expressed Genes from the Cytokine-cytokine Receptor Interaction Pathway Related to Health Status.","/pubmed/28763624","Ye MH, Bao H, Meng Y, Guan LL, Stothard P, Plastow G.","Genome. 2017 Aug 1. doi: 10.1139/gen-2017-0074. [Epub ahead of print]","Genome.  2017","PubMed","citation","PMID:28763624","pubmed","28763624","create date:2017/08/02 | first author:Ye MH",
"Global assessment of small RNAs reveals a non-coding transcript involved in biofilm formation and attachment in Acinetobacter baumannii ATCC 17978.","/pubmed/28763494","Álvarez-Fraga L, Rumbo-Feal S, Pérez A, Gómez MJ, Gayoso C, Vallejo JA, Ohneck EJ, Valle J, Actis LA, Beceiro A, Bou G, Poza M.","PLoS One. 2017 Aug 1;12(8):e0182084. doi: 10.1371/journal.pone.0182084. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28763494 | PMCID:PMC5538643","pubmed","28763494","create date:2017/08/02 | first author:Álvarez-Fraga L",
"Clostridium difficile Colonizes Alternative Nutrient Niches during Infection across Distinct Murine Gut Microbiomes.","/pubmed/28761936","Jenior ML, Leslie JL, Young VB, Schloss PD.","mSystems. 2017 Jul 25;2(4). pii: e00063-17. doi: 10.1128/mSystems.00063-17. eCollection 2017 Jul-Aug.","mSystems.  2017","PubMed","citation","PMID:28761936 | PMCID:PMC5527303","pubmed","28761936","create date:2017/08/02 | first author:Jenior ML",
"A Bacterial Stress Response Regulates Expression of Respiratory Protein Complexes to Control Envelope Stress Adaptation.","/pubmed/28760851","Guest RL, Wang J, Wong JL, Raivio TL.","J Bacteriol. 2017 Jul 31. pii: JB.00153-17. doi: 10.1128/JB.00153-17. [Epub ahead of print]","J Bacteriol.  2017","PubMed","citation","PMID:28760851","pubmed","28760851","create date:2017/08/02 | first author:Guest RL",
"Comparative transcriptome analysis of zebrafish (Danio rerio) brain and spleen infected with spring viremia of carp virus (SVCV).","/pubmed/28757199","Wang Y, Zhang H, Lu Y, Wang F, Liu L, Liu J, Liu X.","Fish Shellfish Immunol. 2017 Jul 27;69:35-45. doi: 10.1016/j.fsi.2017.07.055. [Epub ahead of print]","Fish Shellfish Immunol.  2017","PubMed","citation","PMID:28757199","pubmed","28757199","create date:2017/08/02 | first author:Wang Y",
"The sortase-dependent fimbriome of the genus Bifidobacterium: extracellular structures with potential to modulate microbe-host dialogue.","/pubmed/28754709","Milani C, Mangifesta M, Mancabelli L, Lugli GA, Mancino W, Viappiani A, Faccini A, van Sinderen D, Ventura M, Turroni F.","Appl Environ Microbiol. 2017 Jul 28. pii: AEM.01295-17. doi: 10.1128/AEM.01295-17. [Epub ahead of print]","Appl Environ Microbiol.  2017","PubMed","citation","PMID:28754709","pubmed","28754709","create date:2017/07/30 | first author:Milani C",
"Temporal transcriptome analysis of the white-rot fungus Obba rivulosa shows expression of a constitutive set of plant cell wall degradation targeted genes during growth on solid spruce wood.","/pubmed/28754284","Marinović M, Aguilar-Pontes MV, Zhou M, Miettinen O, de Vries RP, Mäkelä MR, Hildén K.","Fungal Genet Biol. 2017 Jul 25. pii: S1087-1845(17)30103-2. doi: 10.1016/j.fgb.2017.07.004. [Epub ahead of print]","Fungal Genet Biol.  2017","PubMed","citation","PMID:28754284","pubmed","28754284","create date:2017/07/30 | first author:Marinović M",
"Population and allelic variation of A-to-I RNA editing in human transcriptomes.","/pubmed/28754146","Park E, Guo J, Shen S, Demirdjian L, Wu YN, Lin L, Xing Y.","Genome Biol. 2017 Jul 28;18(1):143. doi: 10.1186/s13059-017-1270-7.","Genome Biol.  2017","PubMed","citation","PMID:28754146 | PMCID:PMC5532815","pubmed","28754146","create date:2017/07/30 | first author:Park E",
"Validation of a novel Mho microarray for a comprehensive characterisation of the Mycoplasma hominis action in HeLa cell infection.","/pubmed/28753664","Henrich B, Kretzmer F, Deenen R, Köhrer K.","PLoS One. 2017 Jul 28;12(7):e0181383. doi: 10.1371/journal.pone.0181383. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28753664 | PMCID:PMC5533444","pubmed","28753664","create date:2017/07/29 | first author:Henrich B",
"Amino acid metabolic signaling influences Aedes aegypti midgut microbiome variability.","/pubmed/28753661","Short SM, Mongodin EF, MacLeod HJ, Talyuli OAC, Dimopoulos G.","PLoS Negl Trop Dis. 2017 Jul 28;11(7):e0005677. doi: 10.1371/journal.pntd.0005677. eCollection 2017 Jul.","PLoS Negl Trop Dis.  2017","PubMed","citation","PMID:28753661 | PMCID:PMC5549995","pubmed","28753661","create date:2017/07/29 | first author:Short SM",
"Genomic insights into specialized metabolism in the marine actinomycete Salinispora.","/pubmed/28752948","Letzel AC, Li J, Amos GCA, Millán-Aguiñaga N, Ginigini J, Abdelmohsen UR, Gaudêncio SP, Ziemert N, Moore BS, Jensen PR.","Environ Microbiol. 2017 Jul 28. doi: 10.1111/1462-2920.13867. [Epub ahead of print]","Environ Microbiol.  2017","PubMed","citation","PMID:28752948","pubmed","28752948","create date:2017/07/29 | first author:Letzel AC",
"Nitrifier-induced denitrification is an important source of soil nitrous oxide and can be inhibited by a nitrification inhibitor 3,4-dimethylpyrazole phosphate.","/pubmed/28752902","Shi X, Hu HW, Zhu-Barker X, Hayden H, Wang J, Suter H, Chen D, He JZ.","Environ Microbiol. 2017 Jul 28. doi: 10.1111/1462-2920.13872. [Epub ahead of print]","Environ Microbiol.  2017","PubMed","citation","PMID:28752902","pubmed","28752902","create date:2017/07/29 | first author:Shi X",
"Targeted Genome Sequencing Reveals Varicella-Zoster Virus Open Reading Frame 12 Deletion.","/pubmed/28747504","Cohrs RJ, Lee KS, Beach A, Sanford B, Baird NL, Como C, Graybill C, Jones D, Tekeste E, Ballard M, Chen X, Yalacki D, Frietze S, Jones K, Lenac Rovis T, Jonjić S, Haas J, Gilden D.","J Virol. 2017 Jul 26. pii: JVI.01141-17. doi: 10.1128/JVI.01141-17. [Epub ahead of print]","J Virol.  2017","PubMed","citation","PMID:28747504","pubmed","28747504","create date:2017/07/28 | first author:Cohrs RJ",
"Bacterial Signaling Nucleotides Inhibit Yeast Cell Growth by Impacting Mitochondrial and Other Specifically Eukaryotic Functions.","/pubmed/28743817","Hesketh A, Vergnano M, Wan C, Oliver SG.","MBio. 2017 Jul 25;8(4). pii: e01047-17. doi: 10.1128/mBio.01047-17.","MBio.  2017","PubMed","citation","PMID:28743817 | PMCID:PMC5527313","pubmed","28743817","create date:2017/07/27 | first author:Hesketh A",
"House dust mites as potential carriers for IgE sensitisation to bacterial antigens.","/pubmed/28741705","Dzoro S, Mittermann I, Resch Y, Vrtala S, Nehr M, Hirschl AM, Wikberg G, Lundeberg L, Johansson C, Scheynius A, Valenta R.","Allergy. 2017 Jul 25. doi: 10.1111/all.13260. [Epub ahead of print]","Allergy.  2017","PubMed","citation","PMID:28741705","pubmed","28741705","create date:2017/07/26 | first author:Dzoro S",
"Increased ParB level affects expression of stress response, adaptation and virulence operons and potentiates repression of promoters adjacent to the high affinity binding sites parS3 and parS4 in Pseudomonas aeruginosa.","/pubmed/28732084","Kawalek A, Glabski K, Bartosik AA, Fogtman A, Jagura-Burdzy G.","PLoS One. 2017 Jul 21;12(7):e0181726. doi: 10.1371/journal.pone.0181726. eCollection 2017.","PLoS One.  2017","PubMed","citation","PMID:28732084 | PMCID:PMC5521831","pubmed","28732084","create date:2017/07/22 | first author:Kawalek A",
"Transcriptomic insights into the alternative splicing-mediated adaptation of the entomopathogenic fungus Beauveria bassiana to host niches: autophagy-related gene 8 as an example.","/pubmed/28730600","Dong WX, Ding JL, Gao Y, Peng YJ, Feng MG, Ying SH.","Environ Microbiol. 2017 Jul 21. doi: 10.1111/1462-2920.13862. [Epub ahead of print]","Environ Microbiol.  2017","PubMed","citation","PMID:28730600","pubmed","28730600","create date:2017/07/22 | first author:Dong WX",
"Exposure of Mycobacterium marinum to low-shear modeled microgravity: effect on growth, the transcriptome and survival under stress.","/pubmed/28725743","Abshire CF, Prasai K, Soto I, Shi R, Concha M, Baddoo M, Flemington EK, Ennis DG, Scott RS, Harrison L.","NPJ Microgravity. 2016 Dec 1;2:16038. doi: 10.1038/npjmgrav.2016.38. eCollection 2016.","NPJ Microgravity.  2016","PubMed","citation","PMID:28725743 | PMCID:PMC5515531","pubmed","28725743","create date:2017/07/21 | first author:Abshire CF",
"Termination factor Rho: From the control of pervasive transcription to cell fate determination in Bacillus subtilis.","/pubmed/28723971","Bidnenko V, Nicolas P, Grylak-Mielnicka A, Delumeau O, Auger S, Aucouturier A, Guerin C, Repoila F, Bardowski J, Aymerich S, Bidnenko E.","PLoS Genet. 2017 Jul 19;13(7):e1006909. doi: 10.1371/journal.pgen.1006909. eCollection 2017 Jul.","PLoS Genet.  2017","PubMed","citation","PMID:28723971 | PMCID:PMC5540618","pubmed","28723971","create date:2017/07/21 | first author:Bidnenko V",
"Lack of AcrB Efflux Function Confers Loss of Virulence on Salmonella enterica Serovar Typhimurium.","/pubmed/28720734","Wang-Kan X, Blair JMA, Chirullo B, Betts J, La Ragione RM, Ivens A, Ricci V, Opperman TJ, Piddock LJV.","MBio. 2017 Jul 18;8(4). pii: e00968-17. doi: 10.1128/mBio.00968-17.","MBio.  2017","PubMed","citation","PMID:28720734 | PMCID:PMC5516257","pubmed","28720734","create date:2017/07/20 | first author:Wang-Kan X",
"Disguised as a Sulfate Reducer: Growth of the Deltaproteobacterium Desulfurivibrio alkaliphilus by Sulfide Oxidation with Nitrate.","/pubmed/28720728","Thorup C, Schramm A, Findlay AJ, Finster KW, Schreiber L.","MBio. 2017 Jul 18;8(4). pii: e00671-17. doi: 10.1128/mBio.00671-17.","MBio.  2017","PubMed","citation","PMID:28720728 | PMCID:PMC5516251","pubmed","28720728","create date:2017/07/20 | first author:Thorup C",
"Short reads from honey bee (Apis sp.) sequencing projects reflect microbial associate diversity.","/pubmed/28717593","Gerth M, Hurst GDD.","PeerJ. 2017 Jul 12;5:e3529. doi: 10.7717/peerj.3529. eCollection 2017.","PeerJ.  2017","PubMed","citation","PMID:28717593 | PMCID:PMC5510586","pubmed","28717593","create date:2017/07/19 | first author:Gerth M",
"Severe viral respiratory infections in children with IFIH1 loss-of-function mutations.","/pubmed/28716935","Asgari S, Schlapbach LJ, Anchisi S, Hammer C, Bartha I, Junier T, Mottet-Osman G, Posfay-Barbe KM, Longchamp D, Stocker M, Cordey S, Kaiser L, Riedel T, Kenna T, Long D, Schibler A, Telenti A, Tapparel C, McLaren PJ, Garcin D, Fellay J.","Proc Natl Acad Sci U S A. 2017 Aug 1;114(31):8342-8347. doi: 10.1073/pnas.1704259114. Epub 2017 Jul 17.","Proc Natl Acad Sci U S A.  2017","PubMed","citation","PMID:28716935 | PMCID:PMC5547624","pubmed","28716935","create date:2017/07/19 | first author:Asgari S",
Title,URL,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
"Loss of DIP2C in RKO cells stimulates changes in DNA methylation and epithelial-mesenchymal transition.","/pubmed/28716088","Larsson C, Ali MA, Pandzic T, Lindroth AM, He L, Sjöblom T.","BMC Cancer. 2017 Jul 17;17(1):487. doi: 10.1186/s12885-017-3472-5.","BMC Cancer.  2017","PubMed","citation","PMID:28716088 | PMCID:PMC5513093","pubmed","28716088","create date:2017/07/19 | first author:Larsson C",
"Contributions of the oligopeptide permeases in multistep of Vibrio alginolyticus pathogenesis.","/pubmed/28714216","Liu W, Huang L, Su Y, Qin Y, Zhao L, Yan Q.","Microbiologyopen. 2017 Jul 17. doi: 10.1002/mbo3.511. [Epub ahead of print]","Microbiologyopen.  2017","PubMed","citation","PMID:28714216","pubmed","28714216","create date:2017/07/18 | first author:Liu W",
"RNA-Seq-Based Comparative Transcriptomics: RNA Preparation and Bioinformatics.","/pubmed/28710621","Rodríguez-García A, Sola-Landa A, Barreiro C.","Methods Mol Biol. 2017;1645:59-72. doi: 10.1007/978-1-4939-7183-1_5.","Methods Mol Biol.  2017","PubMed","citation","PMID:28710621","pubmed","28710621","create date:2017/07/16 | first author:Rodríguez-García A",
"Genome-wide identification of 52 cytochrome P450 (CYP) genes in the copepod Tigriopus japonicus and their B[α]P-induced expression patterns.","/pubmed/28709111","Han J, Kim DH, Kim HS, Nelson DR, Lee JS.","Comp Biochem Physiol Part D Genomics Proteomics. 2017 Sep;23:49-57. doi: 10.1016/j.cbd.2017.06.002. Epub 2017 Jul 6.","Comp Biochem Physiol Part D Genomics Proteomics.  2017","PubMed","citation","PMID:28709111","pubmed","28709111","create date:2017/07/15 | first author:Han J",
"Thioredoxin A Is Essential for Motility and Contributes to Host Infection of Listeria monocytogenes via Redox Interactions.","/pubmed/28702378","Cheng C, Dong Z, Han X, Wang H, Jiang L, Sun J, Yang Y, Ma T, Shao C, Wang X, Chen Z, Fang W, Freitag NE, Huang H, Song H.","Front Cell Infect Microbiol. 2017 Jun 28;7:287. doi: 10.3389/fcimb.2017.00287. eCollection 2017.","Front Cell Infect Microbiol.  2017","PubMed","citation","PMID:28702378 | PMCID:PMC5487381","pubmed","28702378","create date:2017/07/14 | first author:Cheng C",
"Regulation of cotton (Gossypium hirsutum) drought responses by mitogen-activated protein (MAP) kinase cascade-mediated phosphorylation of GhWRKY59.","/pubmed/28700082","Li F, Li M, Wang P, Cox KL Jr, Duan L, Dever JK, Shan L, Li Z, He P.","New Phytol. 2017 Sep;215(4):1462-1475. doi: 10.1111/nph.14680. Epub 2017 Jul 12.","New Phytol.  2017","PubMed","citation","PMID:28700082","pubmed","28700082","create date:2017/07/13 | first author:Li F",
"Zika Virus Persistently Infects and Is Basolaterally Released from Primary Human Brain Microvascular Endothelial Cells.","/pubmed/28698279","Mladinich MC, Schwedes J, Mackow ER.","MBio. 2017 Jul 11;8(4). pii: e00952-17. doi: 10.1128/mBio.00952-17.","MBio.  2017","PubMed","citation","PMID:28698279 | PMCID:PMC5513708","pubmed","28698279","create date:2017/07/13 | first author:Mladinich MC",
"In vivo analysis of the viable microbiota and Helicobacter pylori transcriptome in gastric infection and early stages of carcinogenesis.","/pubmed/28694295","Thorell K, Bengtsson-Palme J, Liu OH, Gonzales RVP, Nookaew I, Rabeneck L, Paszat L, Graham DY, Nielsen J, Lundin SB, Sjöling Å.","Infect Immun. 2017 Jul 10. pii: IAI.00031-17. doi: 10.1128/IAI.00031-17. [Epub ahead of print]","Infect Immun.  2017","PubMed","citation","PMID:28694295","pubmed","28694295","create date:2017/07/12 | first author:Thorell K",
"Whole transcriptome RNAseq analysis of Oenococcus oeni reveals distinct intra-specific expression patterns during malolactic fermentation, including genes involved in diacetyl metabolism.","/pubmed/28688370","Sternes PR, Costello PJ, Chambers PJ, Bartowsky EJ, Borneman AR.","Int J Food Microbiol. 2017 Sep 18;257:216-224. doi: 10.1016/j.ijfoodmicro.2017.06.024. Epub 2017 Jun 28.","Int J Food Microbiol.  2017","PubMed","citation","PMID:28688370","pubmed","28688370","create date:2017/07/09 | first author:Sternes PR",
